"Date","CUURA423SAH"
2017-10-01,306.18
2017-11-01,NA
2017-12-01,309.479
2018-01-01,NA
2018-02-01,311.869
2018-03-01,NA
2018-04-01,313.318
2018-05-01,NA
2018-06-01,318.288
2018-07-01,NA
2018-08-01,319.092
2018-09-01,NA
2018-10-01,319.636
2018-11-01,NA
2018-12-01,321.618
2019-01-01,NA
2019-02-01,325.032
2019-03-01,NA
2019-04-01,326.987
2019-05-01,NA
2019-06-01,329.145
2019-07-01,NA
2019-08-01,335.419
2019-09-01,NA
2019-10-01,330.367
2019-11-01,NA
2019-12-01,331.67
2020-01-01,NA
2020-02-01,339.051
2020-03-01,NA
2020-04-01,339.029
2020-05-01,NA
2020-06-01,339.67
2020-07-01,NA
2020-08-01,344.681
2020-09-01,NA
2020-10-01,341.933
2020-11-01,NA
2020-12-01,341.917
2021-01-01,NA
2021-02-01,344.131
2021-03-01,NA
2021-04-01,344.295
2021-05-01,NA
2021-06-01,346.095
2021-07-01,NA
2021-08-01,350.818
2021-09-01,NA
2021-10-01,353.673
2021-11-01,NA
2021-12-01,359.292
2022-01-01,NA
2022-02-01,364.755
2022-03-01,NA
2022-04-01,370.237
2022-05-01,NA
2022-06-01,378.686
2022-07-01,NA
2022-08-01,383.475
2022-09-01,NA
2022-10-01,384.486
2022-11-01,NA
2022-12-01,393.061
2023-01-01,NA
2023-02-01,399.95
2023-03-01,NA
2023-04-01,401.475
2023-05-01,NA
2023-06-01,408.248
2023-07-01,NA
2023-08-01,409.535
2023-09-01,NA
2023-10-01,414.402
