"Date","APUS37A72610"
1978-11-01,0.032
1978-12-01,0.034
1979-01-01,0.035
1979-02-01,0.034
1979-03-01,0.036
1979-04-01,0.035
1979-05-01,0.04
1979-06-01,0.046
1979-07-01,0.045
1979-08-01,0.045
1979-09-01,0.043
1979-10-01,0.045
1979-11-01,0.038
1979-12-01,0.041
1980-01-01,0.041
1980-02-01,0.041
1980-03-01,0.042
1980-04-01,0.042
1980-05-01,0.045
1980-06-01,0.049
1980-07-01,0.05
1980-08-01,0.05
1980-09-01,0.048
1980-10-01,0.048
1980-11-01,0.05
1980-12-01,0.044
1981-01-01,0.05
1981-02-01,0.053
1981-03-01,0.055
1981-04-01,0.053
1981-05-01,0.061
1981-06-01,0.063
1981-07-01,0.061
1981-08-01,0.064
1981-09-01,0.063
1981-10-01,0.06
1981-11-01,0.056
1981-12-01,0.056
1982-01-01,0.058
1982-02-01,0.06
1982-03-01,0.063
1982-04-01,0.063
1982-05-01,0.07
1982-06-01,0.074
1982-07-01,0.076
1982-08-01,0.072
1982-09-01,0.069
1982-10-01,0.07
1982-11-01,0.058
1982-12-01,0.059
1983-01-01,0.061
1983-02-01,0.063
1983-03-01,0.065
1983-04-01,0.059
1983-05-01,0.074
1983-06-01,0.077
1983-07-01,0.077
1983-08-01,0.076
1983-09-01,0.07
1983-10-01,0.071
1983-11-01,0.062
1983-12-01,0.062
1984-01-01,0.064
1984-02-01,0.066
1984-03-01,0.064
1984-04-01,0.063
1984-05-01,0.076
1984-06-01,0.076
1984-07-01,0.079
1984-08-01,0.08
1984-09-01,0.08
1984-10-01,0.077
1984-11-01,0.063
1984-12-01,0.062
1985-01-01,0.063
1985-02-01,0.063
1985-03-01,0.063
1985-04-01,0.063
1985-05-01,0.077
1985-06-01,0.077
1985-07-01,0.081
1985-08-01,0.081
1985-09-01,NA
1985-10-01,0.078
1985-11-01,0.063
1985-12-01,0.063
1986-01-01,0.064
1986-02-01,0.059
1986-03-01,0.056
1986-04-01,0.056
1986-05-01,0.028
1986-06-01,0.073
1986-07-01,0.071
1986-08-01,0.072
1986-09-01,0.072
1986-10-01,0.062
1986-11-01,0.057
1986-12-01,0.043
1987-01-01,0.057
1987-02-01,0.046
1987-03-01,0.053
1987-04-01,0.053
1987-05-01,0.054
1987-06-01,0.07
1987-07-01,0.069
1987-08-01,0.07
1987-09-01,0.07
1987-10-01,0.07
1987-11-01,0.07
1987-12-01,0.054
1988-01-01,0.055
1988-02-01,0.054
1988-03-01,0.054
1988-04-01,0.055
1988-05-01,0.07
1988-06-01,0.071
1988-07-01,0.07
1988-08-01,0.071
1988-09-01,0.07
1988-10-01,0.07
1988-11-01,0.055
1988-12-01,0.054
1989-01-01,0.055
1989-02-01,0.056
1989-03-01,0.056
1989-04-01,0.056
1989-05-01,0.062
1989-06-01,0.072
1989-07-01,0.071
1989-08-01,0.071
1989-09-01,0.071
1989-10-01,0.072
1989-11-01,NA
1989-12-01,0.056
1990-01-01,0.055
1990-02-01,0.047
1990-03-01,0.057
1990-04-01,0.058
1990-05-01,0.073
1990-06-01,0.061
1990-07-01,0.071
1990-08-01,0.07
1990-09-01,0.079
1990-10-01,0.08
1990-11-01,0.064
1990-12-01,0.053
1991-01-01,0.063
1991-02-01,0.063
1991-03-01,0.063
1991-04-01,0.063
1991-05-01,0.079
1991-06-01,0.071
1991-07-01,0.079
1991-08-01,0.079
1991-09-01,0.079
1991-10-01,0.079
1991-11-01,0.063
1991-12-01,0.062
1992-01-01,0.062
1992-02-01,0.062
1992-03-01,0.062
1992-04-01,0.062
1992-05-01,0.079
1992-06-01,0.079
1992-07-01,0.079
1992-08-01,0.079
1992-09-01,0.079
1992-10-01,0.079
1992-11-01,0.063
1992-12-01,0.062
1993-01-01,0.062
1993-02-01,0.062
1993-03-01,0.062
1993-04-01,0.062
1993-05-01,0.079
1993-06-01,0.079
1993-07-01,0.079
1993-08-01,0.079
1993-09-01,0.092
1993-10-01,0.092
1993-11-01,0.073
1993-12-01,0.072
1994-01-01,0.073
1994-02-01,0.074
1994-03-01,0.073
1994-04-01,0.074
1994-05-01,0.073
1994-06-01,0.086
1994-07-01,0.086
1994-08-01,0.086
1994-09-01,0.074
1994-10-01,0.086
1994-11-01,0.073
1994-12-01,0.072
1995-01-01,0.075
1995-02-01,0.074
1995-03-01,0.075
1995-04-01,0.075
1995-05-01,0.074
1995-06-01,0.088
1995-07-01,0.086
1995-08-01,0.086
1995-09-01,0.077
1995-10-01,0.086
1995-11-01,0.072
1995-12-01,0.072
1996-01-01,0.072
1996-02-01,0.062
1996-03-01,0.072
1996-04-01,0.072
1996-05-01,0.072
1996-06-01,0.086
1996-07-01,0.087
1996-08-01,0.087
1996-09-01,0.087
1996-10-01,0.086
1996-11-01,0.072
1996-12-01,0.072
1997-01-01,0.072
1997-02-01,0.072
1997-03-01,0.072
1997-04-01,0.072
1997-05-01,0.072
1997-06-01,0.087
1997-07-01,0.087
1997-08-01,0.072
1997-09-01,0.087
1997-10-01,0.087
1997-11-01,0.072
1997-12-01,0.072
1998-01-01,0.07
1998-02-01,0.071
1998-03-01,0.07
1998-04-01,0.07
1998-05-01,0.07
1998-06-01,0.084
1998-07-01,0.084
1998-08-01,0.084
1998-09-01,0.084
1998-10-01,0.084
1998-11-01,0.07
1998-12-01,0.07
1999-01-01,0.07
1999-02-01,0.07
1999-03-01,0.07
1999-04-01,0.07
1999-05-01,0.071
1999-06-01,0.072
1999-07-01,0.083
1999-08-01,0.083
1999-09-01,0.078
1999-10-01,0.083
1999-11-01,0.069
1999-12-01,0.069
2000-01-01,0.069
2000-02-01,0.069
2000-03-01,0.069
2000-04-01,0.069
2000-05-01,0.069
2000-06-01,0.083
2000-07-01,0.083
2000-08-01,0.083
2000-09-01,0.085
2000-10-01,0.086
2000-11-01,0.075
2000-12-01,0.075
2001-01-01,0.075
2001-02-01,0.08
2001-03-01,0.08
2001-04-01,0.08
2001-05-01,0.079
2001-06-01,0.1
2001-07-01,0.102
2001-08-01,0.093
2001-09-01,0.093
2001-10-01,0.092
2001-11-01,0.087
2001-12-01,0.086
2002-01-01,0.081
2002-02-01,0.08
2002-03-01,0.081
2002-04-01,0.08
2002-05-01,0.078
2002-06-01,0.086
2002-07-01,0.086
2002-08-01,0.086
2002-09-01,0.088
2002-10-01,0.087
2002-11-01,0.079
2002-12-01,0.079
2003-01-01,0.079
2003-02-01,0.08
2003-03-01,0.084
2003-04-01,0.089
2003-05-01,0.089
2003-06-01,0.096
2003-07-01,0.095
2003-08-01,0.096
2003-09-01,0.099
2003-10-01,0.099
2003-11-01,0.089
2003-12-01,0.089
2004-01-01,0.09
2004-02-01,0.09
2004-03-01,0.09
2004-04-01,0.091
2004-05-01,0.094
2004-06-01,0.105
2004-07-01,0.105
2004-08-01,0.11
2004-09-01,0.11
2004-10-01,0.108
2004-11-01,0.099
2004-12-01,0.099
2005-01-01,0.099
2005-02-01,0.099
2005-03-01,0.099
2005-04-01,0.1
2005-05-01,0.106
2005-06-01,0.118
2005-07-01,0.119
2005-08-01,0.119
2005-09-01,0.119
2005-10-01,0.119
2005-11-01,0.123
2005-12-01,0.122
2006-01-01,0.134
2006-02-01,0.134
2006-03-01,0.131
2006-04-01,0.131
2006-05-01,0.13
2006-06-01,0.14
2006-07-01,0.14
2006-08-01,0.14
2006-09-01,0.138
2006-10-01,0.135
2006-11-01,0.122
2006-12-01,0.122
2007-01-01,0.124
2007-02-01,0.125
2007-03-01,0.126
2007-04-01,0.122
2007-05-01,0.125
2007-06-01,0.135
2007-07-01,0.135
2007-08-01,0.134
2007-09-01,0.134
2007-10-01,0.134
2007-11-01,0.123
2007-12-01,0.123
2008-01-01,0.124
2008-02-01,0.123
2008-03-01,0.129
2008-04-01,0.13
2008-05-01,0.14
2008-06-01,0.147
2008-07-01,0.154
2008-08-01,0.154
2008-09-01,0.152
2008-10-01,0.146
2008-11-01,0.14
2008-12-01,0.139
2009-01-01,0.139
2009-02-01,0.134
2009-03-01,0.134
2009-04-01,0.133
2009-05-01,0.128
2009-06-01,0.132
2009-07-01,0.128
2009-08-01,0.126
2009-09-01,0.125
2009-10-01,0.125
2009-11-01,0.12
2009-12-01,0.121
2010-01-01,0.121
2010-02-01,0.116
2010-03-01,0.116
2010-04-01,0.116
2010-05-01,0.117
2010-06-01,0.12
2010-07-01,0.118
2010-08-01,0.118
2010-09-01,0.118
2010-10-01,0.115
2010-11-01,0.108
2010-12-01,0.108
2011-01-01,0.109
2011-02-01,0.112
2011-03-01,0.112
2011-04-01,0.112
2011-05-01,0.113
2011-06-01,0.117
2011-07-01,0.117
2011-08-01,0.117
2011-09-01,0.118
2011-10-01,0.12
2011-11-01,0.114
2011-12-01,0.113
2012-01-01,0.112
2012-02-01,0.112
2012-03-01,0.113
2012-04-01,0.113
2012-05-01,0.115
2012-06-01,0.118
2012-07-01,0.116
2012-08-01,0.116
2012-09-01,0.115
2012-10-01,0.114
2012-11-01,0.114
2012-12-01,0.115
2013-01-01,0.117
2013-02-01,0.117
2013-03-01,0.119
2013-04-01,0.119
2013-05-01,0.123
2013-06-01,0.127
2013-07-01,0.126
2013-08-01,0.126
2013-09-01,0.126
2013-10-01,0.128
2013-11-01,0.123
2013-12-01,0.118
2014-01-01,0.119
2014-02-01,0.124
2014-03-01,0.123
2014-04-01,0.123
2014-05-01,0.13
2014-06-01,0.134
2014-07-01,0.132
2014-08-01,0.133
2014-09-01,0.133
2014-10-01,0.13
2014-11-01,0.125
2014-12-01,0.127
2015-01-01,0.127
2015-02-01,0.127
2015-03-01,0.127
2015-04-01,0.126
2015-05-01,0.126
2015-06-01,0.129
2015-07-01,0.13
2015-08-01,0.125
2015-09-01,0.124
2015-10-01,0.122
2015-11-01,0.116
2015-12-01,0.116
2016-01-01,0.116
2016-02-01,0.116
2016-03-01,0.111
2016-04-01,0.111
2016-05-01,0.112
2016-06-01,0.116
2016-07-01,0.116
2016-08-01,0.119
2016-09-01,0.117
2016-10-01,0.117
2016-11-01,0.112
2016-12-01,0.112
2017-01-01,0.112
2017-02-01,0.112
2017-03-01,0.112
2017-04-01,0.112
2017-05-01,0.128
2017-06-01,0.128
2017-07-01,0.128
2017-08-01,0.128
2017-09-01,0.128
2017-10-01,0.128
2017-11-01,0.127
2017-12-01,0.126
2018-01-01,0.126
2018-02-01,0.126
2018-03-01,0.124
2018-04-01,0.132
2018-05-01,0.133
2018-06-01,0.142
2018-07-01,0.142
2018-08-01,0.142
2018-09-01,0.136
2018-10-01,0.136
2018-11-01,0.136
2018-12-01,0.136
2019-01-01,0.141
2019-02-01,0.141
2019-03-01,0.142
2019-04-01,0.142
2019-05-01,0.142
2019-06-01,0.142
2019-07-01,0.142
2019-08-01,0.142
2019-09-01,0.143
2019-10-01,0.143
2019-11-01,0.142
2019-12-01,0.142
2020-01-01,0.141
2020-02-01,0.137
2020-03-01,0.134
2020-04-01,0.134
2020-05-01,0.136
2020-06-01,0.136
2020-07-01,0.135
2020-08-01,0.133
2020-09-01,0.132
2020-10-01,0.132
2020-11-01,0.13
2020-12-01,0.13
2021-01-01,0.131
2021-02-01,0.131
2021-03-01,0.128
2021-04-01,0.127
2021-05-01,0.128
2021-06-01,0.129
2021-07-01,0.133
2021-08-01,0.144
2021-09-01,0.152
2021-10-01,0.153
2021-11-01,0.153
2021-12-01,0.154
2022-01-01,0.161
2022-02-01,0.162
2022-03-01,0.162
2022-04-01,0.162
2022-05-01,0.164
2022-06-01,0.174
2022-07-01,0.196
2022-08-01,0.196
2022-09-01,0.199
2022-10-01,0.199
2022-11-01,0.183
2022-12-01,0.183
2023-01-01,0.178
2023-02-01,0.178
2023-03-01,0.16
2023-04-01,0.159
2023-05-01,0.16
2023-06-01,0.164
2023-07-01,0.164
2023-08-01,0.157
2023-09-01,0.168
2023-10-01,0.169
2023-11-01,0.182
