"Date","APUS23B72620"
1978-11-01,0.296
1978-12-01,0.295
1979-01-01,0.295
1979-02-01,0.305
1979-03-01,0.297
1979-04-01,0.301
1979-05-01,0.323
1979-06-01,0.326
1979-07-01,0.328
1979-08-01,0.329
1979-09-01,0.338
1979-10-01,0.337
1979-11-01,0.354
1979-12-01,0.355
1980-01-01,0.354
1980-02-01,0.356
1980-03-01,0.365
1980-04-01,0.367
1980-05-01,0.387
1980-06-01,0.388
1980-07-01,0.396
1980-08-01,0.393
1980-09-01,0.405
1980-10-01,0.405
1980-11-01,0.412
1980-12-01,0.412
1981-01-01,0.42
1981-02-01,0.424
1981-03-01,0.431
1981-04-01,0.442
1981-05-01,0.424
1981-06-01,0.434
1981-07-01,0.434
1981-08-01,0.428
1981-09-01,0.446
1981-10-01,0.441
1981-11-01,0.451
1981-12-01,0.451
1982-01-01,0.459
1982-02-01,0.461
1982-03-01,0.474
1982-04-01,0.476
1982-05-01,0.478
1982-06-01,0.489
1982-07-01,0.496
1982-08-01,0.501
1982-09-01,0.505
1982-10-01,0.511
1982-11-01,0.527
1982-12-01,0.527
1983-01-01,0.528
1983-02-01,0.528
1983-03-01,0.528
1983-04-01,0.614
1983-05-01,0.614
1983-06-01,0.627
1983-07-01,0.634
1983-08-01,0.579
1983-09-01,0.568
1983-10-01,0.536
1983-11-01,0.639
1983-12-01,0.653
1984-01-01,0.596
1984-02-01,0.607
1984-03-01,0.617
1984-04-01,0.615
1984-05-01,0.618
1984-06-01,0.613
1984-07-01,0.609
1984-08-01,0.596
1984-09-01,0.625
1984-10-01,0.617
1984-11-01,0.568
1984-12-01,0.613
1985-01-01,0.65
1985-02-01,0.65
1985-03-01,0.65
1985-04-01,0.642
1985-05-01,0.642
1985-06-01,0.641
1985-07-01,0.645
1985-08-01,0.541
1985-09-01,NA
1985-10-01,0.546
1985-11-01,0.655
1985-12-01,0.663
1986-01-01,0.634
1986-02-01,0.633
1986-03-01,0.659
1986-04-01,0.639
1986-05-01,0.639
1986-06-01,0.652
1986-07-01,0.476
1986-08-01,0.633
1986-09-01,0.47
1986-10-01,0.612
1986-11-01,0.467
1986-12-01,0.599
1987-01-01,0.606
1987-02-01,0.606
1987-03-01,0.617
1987-04-01,0.617
1987-05-01,0.638
1987-06-01,0.62
1987-07-01,0.35
1987-08-01,0.62
1987-09-01,0.62
1987-10-01,0.62
1987-11-01,0.62
1987-12-01,0.588
1988-01-01,0.567
1988-02-01,0.567
1988-03-01,0.562
1988-04-01,0.557
1988-05-01,0.557
1988-06-01,0.552
1988-07-01,0.546
1988-08-01,0.54
1988-09-01,0.498
1988-10-01,0.554
1988-11-01,0.554
1988-12-01,0.554
1989-01-01,0.577
1989-02-01,0.567
1989-03-01,0.567
1989-04-01,0.557
1989-05-01,0.546
1989-06-01,0.546
1989-07-01,0.546
1989-08-01,0.608
1989-09-01,0.461
1989-10-01,0.588
1989-11-01,0.557
1989-12-01,0.553
1990-01-01,0.553
1990-02-01,0.553
1990-03-01,0.553
1990-04-01,0.543
1990-05-01,0.241
1990-06-01,0.549
1990-07-01,0.549
1990-08-01,0.549
1990-09-01,0.428
1990-10-01,0.549
1990-11-01,0.549
1990-12-01,0.549
1991-01-01,0.574
1991-02-01,0.574
1991-03-01,0.558
1991-04-01,0.301
1991-05-01,0.537
1991-06-01,0.537
1991-07-01,0.537
1991-08-01,0.532
1991-09-01,0.532
1991-10-01,0.541
1991-11-01,0.541
1991-12-01,0.448
1992-01-01,0.545
1992-02-01,0.545
1992-03-01,0.547
1992-04-01,0.528
1992-05-01,0.541
1992-06-01,0.541
1992-07-01,0.549
1992-08-01,0.549
1992-09-01,0.549
1992-10-01,0.553
1992-11-01,0.51
1992-12-01,0.513
1993-01-01,0.506
1993-02-01,0.492
1993-03-01,0.486
1993-04-01,0.484
1993-05-01,0.491
1993-06-01,0.521
1993-07-01,0.517
1993-08-01,0.517
1993-09-01,0.524
1993-10-01,0.522
1993-11-01,0.514
1993-12-01,0.513
1994-01-01,0.511
1994-02-01,0.506
1994-03-01,0.51
1994-04-01,0.507
1994-05-01,0.507
1994-06-01,0.465
1994-07-01,0.498
1994-08-01,0.488
1994-09-01,0.489
1994-10-01,0.489
1994-11-01,0.463
1994-12-01,0.475
1995-01-01,0.471
1995-02-01,0.469
1995-03-01,0.459
1995-04-01,0.461
1995-05-01,0.46
1995-06-01,0.462
1995-07-01,0.461
1995-08-01,0.46
1995-09-01,0.469
1995-10-01,0.467
1995-11-01,0.485
1995-12-01,0.503
1996-01-01,0.49
1996-02-01,0.503
1996-03-01,0.501
1996-04-01,0.497
1996-05-01,0.518
1996-06-01,0.519
1996-07-01,0.526
1996-08-01,0.526
1996-09-01,0.526
1996-10-01,0.526
1996-11-01,0.526
1996-12-01,0.524
1997-01-01,0.568
1997-02-01,0.571
1997-03-01,0.532
1997-04-01,0.529
1997-05-01,0.511
1997-06-01,0.51
1997-07-01,0.524
1997-08-01,0.523
1997-09-01,0.513
1997-10-01,0.535
1997-11-01,0.535
1997-12-01,0.539
1998-01-01,0.534
1998-02-01,0.53
1998-03-01,0.513
1998-04-01,0.533
1998-05-01,0.534
1998-06-01,0.466
1998-07-01,0.466
1998-08-01,0.466
1998-09-01,0.466
1998-10-01,0.481
1998-11-01,0.481
1998-12-01,0.5
1999-01-01,0.502
1999-02-01,0.505
1999-03-01,0.508
1999-04-01,0.52
1999-05-01,0.52
1999-06-01,0.521
1999-07-01,0.519
1999-08-01,0.519
1999-09-01,0.52
1999-10-01,0.519
1999-11-01,0.52
1999-12-01,0.521
2000-01-01,0.52
2000-02-01,0.52
2000-03-01,0.521
2000-04-01,0.521
2000-05-01,0.52
2000-06-01,0.52
2000-07-01,0.518
2000-08-01,0.471
2000-09-01,0.518
2000-10-01,0.516
2000-11-01,0.517
2000-12-01,0.518
2001-01-01,0.519
2001-02-01,0.518
2001-03-01,0.518
2001-04-01,0.518
2001-05-01,0.585
2001-06-01,0.558
2001-07-01,0.56
2001-08-01,0.548
2001-09-01,0.538
2001-10-01,0.535
2001-11-01,0.537
2001-12-01,0.536
2002-01-01,0.576
2002-02-01,0.621
2002-03-01,0.622
2002-04-01,0.612
2002-05-01,0.613
2002-06-01,0.612
2002-07-01,0.617
2002-08-01,0.621
2002-09-01,0.621
2002-10-01,0.622
2002-11-01,0.631
2002-12-01,0.629
2003-01-01,0.617
2003-02-01,0.642
2003-03-01,0.643
2003-04-01,0.692
2003-05-01,0.703
2003-06-01,0.7
2003-07-01,0.723
2003-08-01,0.787
2003-09-01,0.778
2003-10-01,0.78
2003-11-01,0.78
2003-12-01,0.768
2004-01-01,0.772
2004-02-01,0.779
2004-03-01,0.764
2004-04-01,0.787
2004-05-01,0.79
2004-06-01,0.785
2004-07-01,0.875
2004-08-01,0.874
2004-09-01,0.873
2004-10-01,0.879
2004-11-01,0.908
2004-12-01,0.909
2005-01-01,0.891
2005-02-01,0.87
2005-03-01,0.872
2005-04-01,1.006
2005-05-01,1.019
2005-06-01,1.035
2005-07-01,1.078
2005-08-01,1.08
2005-09-01,1.081
2005-10-01,1.204
2005-11-01,1.299
2005-12-01,1.306
2006-01-01,1.308
2006-02-01,1.246
2006-03-01,1.195
2006-04-01,1.167
2006-05-01,1.174
2006-06-01,1.145
2006-07-01,1.13
2006-08-01,1.119
2006-09-01,1.135
2006-10-01,1.058
2006-11-01,1.034
2006-12-01,1.037
2007-01-01,1.042
2007-02-01,0.994
2007-03-01,1.039
2007-04-01,1.087
2007-05-01,1.115
2007-06-01,1.112
2007-07-01,1.115
2007-08-01,1.082
2007-09-01,1.083
2007-10-01,1.051
2007-11-01,1.054
2007-12-01,1.055
2008-01-01,1.024
2008-02-01,1.026
2008-03-01,1.111
2008-04-01,1.26
2008-05-01,1.261
2008-06-01,1.272
2008-07-01,1.328
2008-08-01,1.336
2008-09-01,1.333
2008-10-01,1.31
2008-11-01,1.215
2008-12-01,1.139
2009-01-01,1.105
2009-02-01,1.082
2009-03-01,1.053
2009-04-01,1.044
2009-05-01,1.067
2009-06-01,1.096
2009-07-01,1.103
2009-08-01,1.087
2009-09-01,1.108
2009-10-01,1.101
2009-11-01,1.113
2009-12-01,1.132
2010-01-01,1.171
2010-02-01,1.167
2010-03-01,1.148
2010-04-01,1.098
2010-05-01,1.077
