"Date","CUURA101SA0L2"
1986-01-01,110.1
1986-02-01,109.5
1986-03-01,109.2
1986-04-01,108.7
1986-05-01,108.5
1986-06-01,109.1
1986-07-01,109.4
1986-08-01,109.5
1986-09-01,110.1
1986-10-01,110.2
1986-11-01,110.2
1986-12-01,110.6
1987-01-01,111.3
1987-02-01,111.9
1987-03-01,112.7
1987-04-01,113.6
1987-05-01,113.7
1987-06-01,114.2
1987-07-01,114.1
1987-08-01,114.9
1987-09-01,116.1
1987-10-01,115.9
1987-11-01,116.2
1987-12-01,115.6
1988-01-01,115.7
1988-02-01,115.7
1988-03-01,115.9
1988-04-01,117
1988-05-01,116.9
1988-06-01,117.5
1988-07-01,117.7
1988-08-01,118.2
1988-09-01,120.3
1988-10-01,120.2
1988-11-01,119.9
1988-12-01,120
1989-01-01,120.9
1989-02-01,121.6
1989-03-01,122.8
1989-04-01,123.7
1989-05-01,124
1989-06-01,124.3
1989-07-01,124
1989-08-01,124.3
1989-09-01,125.8
1989-10-01,126.1
1989-11-01,126.1
1989-12-01,126.3
1990-01-01,128.6
1990-02-01,129
1990-03-01,129.8
1990-04-01,130.3
1990-05-01,129.9
1990-06-01,130.1
1990-07-01,130.5
1990-08-01,131.8
1990-09-01,133.7
1990-10-01,134.8
1990-11-01,135
1990-12-01,134.8
1991-01-01,135.7
1991-02-01,136.1
1991-03-01,136
1991-04-01,136.2
1991-05-01,136.6
1991-06-01,137
1991-07-01,136.7
1991-08-01,136.9
1991-09-01,138.1
1991-10-01,138
1991-11-01,138.7
1991-12-01,138.6
1992-01-01,139.1
1992-02-01,139.6
1992-03-01,140.1
1992-04-01,140.3
1992-05-01,140.4
1992-06-01,141.1
1992-07-01,141.2
1992-08-01,142.1
1992-09-01,143.2
1992-10-01,143.7
1992-11-01,144.1
1992-12-01,143.7
1993-01-01,144.5
1993-02-01,145.4
1993-03-01,145.7
1993-04-01,145.8
1993-05-01,145.5
1993-06-01,145.3
1993-07-01,145.4
1993-08-01,146.4
1993-09-01,147
1993-10-01,147.2
1993-11-01,147.5
1993-12-01,147.3
1994-01-01,147.4
1994-02-01,147.8
1994-03-01,148.3
1994-04-01,148.5
1994-05-01,148.2
1994-06-01,148.9
1994-07-01,149
1994-08-01,149.3
1994-09-01,149.7
1994-10-01,149.9
1994-11-01,150.1
1994-12-01,149.6
1995-01-01,150.5
1995-02-01,150.7
1995-03-01,151.4
1995-04-01,151.8
1995-05-01,152.2
1995-06-01,152.6
1995-07-01,152.1
1995-08-01,152.7
1995-09-01,153.7
1995-10-01,154.1
1995-11-01,154.3
1995-12-01,154.2
1996-01-01,154.9
1996-02-01,156
1996-03-01,156.8
1996-04-01,156.4
1996-05-01,157.1
1996-06-01,157.1
1996-07-01,156.7
1996-08-01,157.2
1996-09-01,159
1996-10-01,158.6
1996-11-01,158.9
1996-12-01,159
1997-01-01,159.1
1997-02-01,160.1
1997-03-01,160.6
1997-04-01,159.9
1997-05-01,159.7
1997-06-01,159.8
1997-07-01,159.8
1997-08-01,159.5
1997-09-01,161
1997-10-01,161.4
1997-11-01,161
1997-12-01,160.5
1998-01-01,160.2
1998-02-01,160.8
1998-03-01,160.9
1998-04-01,161.1
1998-05-01,160.9
1998-06-01,160.6
1998-07-01,160.8
1998-08-01,161.5
1998-09-01,161.9
1998-10-01,162.2
1998-11-01,162.1
1998-12-01,161.9
1999-01-01,162.1
1999-02-01,161.9
1999-03-01,162.2
1999-04-01,162.9
1999-05-01,163.1
1999-06-01,163.7
1999-07-01,163.9
1999-08-01,164.3
1999-09-01,165.2
1999-10-01,166
1999-11-01,165.5
1999-12-01,165.2
2000-01-01,165
2000-02-01,166.7
2000-03-01,167.7
2000-04-01,167.7
2000-05-01,168
2000-06-01,168.2
2000-07-01,169
2000-08-01,169.2
2000-09-01,171
2000-10-01,171.1
2000-11-01,170.8
2000-12-01,170.4
2001-01-01,171.1
2001-02-01,171.1
2001-03-01,171.8
2001-04-01,171.8
2001-05-01,172.9
2001-06-01,173.5
2001-07-01,172.6
2001-08-01,172.3
2001-09-01,172.5
2001-10-01,171.8
2001-11-01,171.1
2001-12-01,170
2002-01-01,170.4
2002-02-01,171.6
2002-03-01,172.5
2002-04-01,173.4
2002-05-01,173.2
2002-06-01,173
2002-07-01,173.3
2002-08-01,174
2002-09-01,174.8
2002-10-01,174.5
2002-11-01,174.6
2002-12-01,174.5
2003-01-01,174.6
2003-02-01,176.8
2003-03-01,177.3
2003-04-01,177.1
2003-05-01,176.6
2003-06-01,176.8
2003-07-01,177.5
2003-08-01,178.5
2003-09-01,180.3
2003-10-01,179.5
2003-11-01,178.9
2003-12-01,178.8
2004-01-01,178.6
2004-02-01,180.4
2004-03-01,181.8
2004-04-01,181.6
2004-05-01,182.6
2004-06-01,183.8
2004-07-01,183.4
2004-08-01,183.3
2004-09-01,183.7
2004-10-01,184.9
2004-11-01,185.6
2004-12-01,184.9
2005-01-01,185.3
2005-02-01,185.8
2005-03-01,186.9
2005-04-01,187.9
2005-05-01,188.4
2005-06-01,187.6
2005-07-01,189.2
2005-08-01,191.3
2005-09-01,195.5
2005-10-01,194.5
2005-11-01,193.1
2005-12-01,191.8
2006-01-01,193.3
2006-02-01,192.9
2006-03-01,193.8
2006-04-01,195.3
2006-05-01,196.3
2006-06-01,197
2006-07-01,196.8
2006-08-01,197.8
2006-09-01,197
2006-10-01,195
2006-11-01,194
2006-12-01,194.5
2007-01-01,194.918
2007-02-01,195.928
2007-03-01,197.517
2007-04-01,198.896
2007-05-01,200.496
2007-06-01,201.065
2007-07-01,200.665
2007-08-01,200.137
2007-09-01,201.03
2007-10-01,201.231
2007-11-01,202.488
2007-12-01,202.478
2008-01-01,203.135
2008-02-01,203.711
2008-03-01,205.228
2008-04-01,206.779
2008-05-01,210.162
2008-06-01,212.859
2008-07-01,214.322
2008-08-01,214.078
2008-09-01,213.176
2008-10-01,210.814
2008-11-01,205.703
2008-12-01,203.633
2009-01-01,203.744
2009-02-01,204.978
2009-03-01,204.68
2009-04-01,205.27
2009-05-01,206.023
2009-06-01,207.93
2009-07-01,207.978
2009-08-01,208.705
2009-09-01,210.261
2009-10-01,209.723
2009-11-01,210.667
2009-12-01,210.05
2010-01-01,210.686
2010-02-01,210.434
2010-03-01,211.837
2010-04-01,212.634
2010-05-01,212.937
2010-06-01,212.085
2010-07-01,212.196
2010-08-01,212.671
2010-09-01,213.09
2010-10-01,213.776
2010-11-01,214.002
2010-12-01,213.794
2011-01-01,214.66
2011-02-01,216.34
2011-03-01,218.515
2011-04-01,219.528
2011-05-01,221.337
2011-06-01,221.152
2011-07-01,221.549
2011-08-01,222.461
2011-09-01,223.471
2011-10-01,222.524
2011-11-01,221.617
2011-12-01,220.595
2012-01-01,221.559
2012-02-01,222.789
2012-03-01,224.5
2012-04-01,225.286
2012-05-01,225.198
2012-06-01,224.413
2012-07-01,223.828
2012-08-01,225.443
2012-09-01,226.966
2012-10-01,226.322
2012-11-01,226.118
2012-12-01,224.862
2013-01-01,226.4
2013-02-01,227.946
2013-03-01,228.132
2013-04-01,227.371
2013-05-01,227.426
2013-06-01,227.95
2013-07-01,228.286
2013-08-01,227.837
2013-09-01,228.972
2013-10-01,226.908
2013-11-01,226.877
2013-12-01,226.42
2014-01-01,229.027
2014-02-01,228.353
2014-03-01,229.412
2014-04-01,228.925
2014-05-01,230.142
2014-06-01,230.277
2014-07-01,230.259
2014-08-01,229.021
2014-09-01,229.246
2014-10-01,228.131
2014-11-01,226.583
2014-12-01,224.63
2015-01-01,224.486
2015-02-01,225.401
2015-03-01,225.604
2015-04-01,225.628
2015-05-01,226.959
2015-06-01,227.346
2015-07-01,226.257
2015-08-01,225.997
2015-09-01,225.906
2015-10-01,225.062
2015-11-01,224.39
2015-12-01,222.794
2016-01-01,223.204
2016-02-01,223.371
2016-03-01,224.067
2016-04-01,225.37
2016-05-01,225.78
2016-06-01,226.082
2016-07-01,225.346
2016-08-01,225.474
2016-09-01,226.127
2016-10-01,225.612
2016-11-01,225.624
2016-12-01,225.848
2017-01-01,227.812
2017-02-01,228.898
2017-03-01,228.609
2017-04-01,228.849
2017-05-01,228.984
2017-06-01,229.351
2017-07-01,228.127
2017-08-01,228.207
2017-09-01,230.219
2017-10-01,229.361
2017-11-01,228.96
2017-12-01,228.871
2018-01-01,230.297
2018-02-01,232.256
2018-03-01,231.599
2018-04-01,232.455
2018-05-01,233.694
2018-06-01,234.083
2018-07-01,233.478
2018-08-01,233.643
2018-09-01,234.836
2018-10-01,234.245
2018-11-01,233.082
2018-12-01,231.888
2019-01-01,233.51
2019-02-01,233.886
2019-03-01,234.608
2019-04-01,235.082
2019-05-01,236.055
2019-06-01,236.896
2019-07-01,236.624
2019-08-01,237.247
2019-09-01,236.55
2019-10-01,236.876
2019-11-01,236.807
2019-12-01,236.889
2020-01-01,239.249
2020-02-01,239.554
2020-03-01,238.17
2020-04-01,236.577
2020-05-01,238.576
2020-06-01,238.851
2020-07-01,240.526
2020-08-01,240.223
2020-09-01,241.302
2020-10-01,241.254
2020-11-01,239.748
2020-12-01,241.28
2021-01-01,242.956
2021-02-01,243.94
2021-03-01,245.093
2021-04-01,247.366
2021-05-01,249.056
2021-06-01,252.22
2021-07-01,251.669
2021-08-01,252.679
2021-09-01,254.728
2021-10-01,256.352
2021-11-01,257.363
2021-12-01,256.895
2022-01-01,261.036
2022-02-01,261.445
2022-03-01,266.211
2022-04-01,269.43
2022-05-01,270.999
2022-06-01,276.31
2022-07-01,274.604
2022-08-01,275.141
2022-09-01,274.886
2022-10-01,274.812
2022-11-01,274.661
2022-12-01,274.422
2023-01-01,276.981
2023-02-01,277.818
2023-03-01,276.413
2023-04-01,276.207
2023-05-01,276.599
2023-06-01,278.004
2023-07-01,278.916
2023-08-01,280.579
2023-09-01,281.369
2023-10-01,280.418
2023-11-01,278.379
