"Date","CUURA208SAH"
1976-01-01,51.2
1976-02-01,51.2
1976-03-01,51.2
1976-04-01,51.2
1976-05-01,51.5
1976-06-01,51.8
1976-07-01,52.2
1976-08-01,52.6
1976-09-01,53.7
1976-10-01,53.4
1976-11-01,53.7
1976-12-01,53.9
1977-01-01,54.1
1977-02-01,54.4
1977-03-01,55.1
1977-04-01,55.6
1977-05-01,55.2
1977-06-01,55.7
1977-07-01,56.6
1977-08-01,56.2
1977-09-01,56.4
1977-10-01,56.4
1977-11-01,56.9
1977-12-01,56.9
1978-01-01,57.1
1978-02-01,57.1
1978-03-01,58.4
1978-04-01,58.8
1978-05-01,59.4
1978-06-01,60.3
1978-07-01,60
1978-08-01,60.6
1978-09-01,61.8
1978-10-01,63.2
1978-11-01,63.6
1978-12-01,63.4
1979-01-01,64.4
1979-02-01,66.3
1979-03-01,67.7
1979-04-01,67.7
1979-05-01,67.6
1979-06-01,68.1
1979-07-01,70.2
1979-08-01,71.7
1979-09-01,72.2
1979-10-01,74.1
1979-11-01,76.6
1979-12-01,77.3
1980-01-01,78.5
1980-02-01,79.8
1980-03-01,80.5
1980-04-01,83.2
1980-05-01,82.6
1980-06-01,88
1980-07-01,86.1
1980-08-01,85.9
1980-09-01,87.7
1980-10-01,90.4
1980-11-01,90.5
1980-12-01,92.8
1981-01-01,91.2
1981-02-01,91
1981-03-01,88.9
1981-04-01,91.1
1981-05-01,92.3
1981-06-01,96.2
1981-07-01,96.7
1981-08-01,97.2
1981-09-01,97
1981-10-01,94.3
1981-11-01,92.7
1981-12-01,91.8
1982-01-01,93.2
1982-02-01,90.8
1982-03-01,91.1
1982-04-01,95
1982-05-01,95.5
1982-06-01,96.7
1982-07-01,98
1982-08-01,98.2
1982-09-01,99.4
1982-10-01,99.6
1982-11-01,100
1982-12-01,98
1983-01-01,98.5
1983-02-01,98.3
1983-03-01,98.3
1983-04-01,100.3
1983-05-01,99.6
1983-06-01,101.5
1983-07-01,102.1
1983-08-01,101.5
1983-09-01,101.3
1983-10-01,101.1
1983-11-01,101.5
1983-12-01,101.5
1984-01-01,101.5
1984-02-01,101.8
1984-03-01,102.3
1984-04-01,102.5
1984-05-01,102.6
1984-06-01,103.2
1984-07-01,103.8
1984-08-01,103.9
1984-09-01,105.5
1984-10-01,105.5
1984-11-01,102.8
1984-12-01,103.5
1985-01-01,105.8
1985-02-01,106
1985-03-01,106.7
1985-04-01,106.6
1985-05-01,106.8
1985-06-01,107.8
1985-07-01,107.8
1985-08-01,107.3
1985-09-01,109.2
1985-10-01,107.5
1985-11-01,109.3
1985-12-01,109.1
1986-01-01,109.6
1986-02-01,110.6
1986-03-01,109.6
1986-04-01,109.9
1986-05-01,110.6
1986-06-01,109.7
1986-07-01,107.5
1986-08-01,110.8
1986-09-01,108.8
1986-10-01,110.5
1986-11-01,110.2
1986-12-01,110
1987-01-01,NA
1987-02-01,112.5
1987-03-01,NA
1987-04-01,112.8
1987-05-01,NA
1987-06-01,112.2
1987-07-01,NA
1987-08-01,114.1
1987-09-01,NA
1987-10-01,114.7
1987-11-01,NA
1987-12-01,112.4
1988-01-01,NA
1988-02-01,115
1988-03-01,NA
1988-04-01,114.2
1988-05-01,NA
1988-06-01,115.4
1988-07-01,NA
1988-08-01,118.6
1988-09-01,NA
1988-10-01,117.9
1988-11-01,NA
1988-12-01,116.7
1989-01-01,NA
1989-02-01,119.6
1989-03-01,NA
1989-04-01,119.5
1989-05-01,NA
1989-06-01,120.5
1989-07-01,NA
1989-08-01,121.9
1989-09-01,NA
1989-10-01,124
1989-11-01,NA
1989-12-01,123.5
1990-01-01,NA
1990-02-01,123.8
1990-03-01,NA
1990-04-01,125
1990-05-01,NA
1990-06-01,126.5
1990-07-01,NA
1990-08-01,127.9
1990-09-01,NA
1990-10-01,128.7
1990-11-01,NA
1990-12-01,127.2
1991-01-01,NA
1991-02-01,129.1
1991-03-01,NA
1991-04-01,125.8
1991-05-01,NA
1991-06-01,129.9
1991-07-01,NA
1991-08-01,128.9
1991-09-01,NA
1991-10-01,129.8
1991-11-01,NA
1991-12-01,128.8
1992-01-01,NA
1992-02-01,130.7
1992-03-01,NA
1992-04-01,130.7
1992-05-01,NA
1992-06-01,131.9
1992-07-01,NA
1992-08-01,132.5
1992-09-01,NA
1992-10-01,133.3
1992-11-01,NA
1992-12-01,133
1993-01-01,NA
1993-02-01,133.4
1993-03-01,NA
1993-04-01,132.1
1993-05-01,NA
1993-06-01,133.9
1993-07-01,NA
1993-08-01,135
1993-09-01,NA
1993-10-01,137
1993-11-01,NA
1993-12-01,135.6
1994-01-01,NA
1994-02-01,136.4
1994-03-01,NA
1994-04-01,136.7
1994-05-01,NA
1994-06-01,137.6
1994-07-01,NA
1994-08-01,138.3
1994-09-01,NA
1994-10-01,138.8
1994-11-01,NA
1994-12-01,138.5
1995-01-01,NA
1995-02-01,139.1
1995-03-01,NA
1995-04-01,139.3
1995-05-01,NA
1995-06-01,140.2
1995-07-01,NA
1995-08-01,141.2
1995-09-01,NA
1995-10-01,142.1
1995-11-01,NA
1995-12-01,143.1
1996-01-01,NA
1996-02-01,144.2
1996-03-01,NA
1996-04-01,144.9
1996-05-01,NA
1996-06-01,145.1
1996-07-01,NA
1996-08-01,146.3
1996-09-01,NA
1996-10-01,146.5
1996-11-01,NA
1996-12-01,147
1997-01-01,NA
1997-02-01,148.8
1997-03-01,NA
1997-04-01,149.4
1997-05-01,NA
