"Date","CUURA208SAH"
1997-06-01,148.9
1997-07-01,NA
1997-08-01,149.9
1997-09-01,NA
1997-10-01,152
1997-11-01,NA
1997-12-01,151.5
1998-01-01,NA
1998-02-01,153.1
1998-03-01,NA
1998-04-01,152.7
1998-05-01,NA
1998-06-01,152.8
1998-07-01,NA
1998-08-01,154
1998-09-01,NA
1998-10-01,155.1
1998-11-01,NA
1998-12-01,154.8
1999-01-01,NA
1999-02-01,154.7
1999-03-01,NA
1999-04-01,155.1
1999-05-01,NA
1999-06-01,155.8
1999-07-01,NA
1999-08-01,157.8
1999-09-01,NA
1999-10-01,157.8
1999-11-01,NA
1999-12-01,157.5
2000-01-01,NA
2000-02-01,159.9
2000-03-01,NA
2000-04-01,161.1
2000-05-01,NA
2000-06-01,161.3
2000-07-01,NA
2000-08-01,162.2
2000-09-01,NA
2000-10-01,163.6
2000-11-01,NA
2000-12-01,163.7
2001-01-01,NA
2001-02-01,165.3
2001-03-01,NA
2001-04-01,164.9
2001-05-01,NA
2001-06-01,166.9
2001-07-01,NA
2001-08-01,167.4
2001-09-01,NA
2001-10-01,167.1
2001-11-01,NA
2001-12-01,166.9
2002-01-01,NA
2002-02-01,169.9
2002-03-01,NA
2002-04-01,170.1
2002-05-01,NA
2002-06-01,171
2002-07-01,NA
2002-08-01,172.1
2002-09-01,NA
2002-10-01,170.8
2002-11-01,NA
2002-12-01,172.2
2003-01-01,NA
2003-02-01,173.5
2003-03-01,NA
2003-04-01,173.7
2003-05-01,NA
2003-06-01,174.3
2003-07-01,NA
2003-08-01,175.9
2003-09-01,NA
2003-10-01,172.8
2003-11-01,NA
2003-12-01,172.5
2004-01-01,NA
2004-02-01,174.1
2004-03-01,NA
2004-04-01,175
2004-05-01,NA
2004-06-01,177.8
2004-07-01,NA
2004-08-01,178.8
2004-09-01,NA
2004-10-01,175.8
2004-11-01,NA
2004-12-01,175.7
2005-01-01,NA
2005-02-01,179
2005-03-01,NA
2005-04-01,179.9
2005-05-01,NA
2005-06-01,181.7
2005-07-01,NA
2005-08-01,182.2
2005-09-01,NA
2005-10-01,184.9
2005-11-01,NA
2005-12-01,184.1
2006-01-01,NA
2006-02-01,188.5
2006-03-01,NA
2006-04-01,188.6
2006-05-01,NA
2006-06-01,189.3
2006-07-01,NA
2006-08-01,189.3
2006-09-01,NA
2006-10-01,188.7
2006-11-01,NA
2006-12-01,187.4
2007-01-01,NA
2007-02-01,188.221
2007-03-01,NA
2007-04-01,191.234
2007-05-01,NA
2007-06-01,190.924
2007-07-01,NA
2007-08-01,190.252
2007-09-01,NA
2007-10-01,190.872
2007-11-01,NA
2007-12-01,187.147
2008-01-01,NA
2008-02-01,191.101
2008-03-01,NA
2008-04-01,193.253
2008-05-01,NA
2008-06-01,193.789
2008-07-01,NA
2008-08-01,193.596
2008-09-01,NA
2008-10-01,193.419
2008-11-01,NA
2008-12-01,189.646
2009-01-01,NA
2009-02-01,192.029
2009-03-01,NA
2009-04-01,190.811
2009-05-01,NA
2009-06-01,191.716
2009-07-01,NA
2009-08-01,191.121
2009-09-01,NA
2009-10-01,190.163
2009-11-01,NA
2009-12-01,189.325
2010-01-01,NA
2010-02-01,188.987
2010-03-01,NA
2010-04-01,187.919
2010-05-01,NA
2010-06-01,188.203
2010-07-01,NA
2010-08-01,187.849
2010-09-01,NA
2010-10-01,188.118
2010-11-01,NA
2010-12-01,188.464
2011-01-01,NA
2011-02-01,185.941
2011-03-01,NA
2011-04-01,187.973
2011-05-01,NA
2011-06-01,189.277
2011-07-01,NA
2011-08-01,190.199
2011-09-01,NA
2011-10-01,190.691
2011-11-01,NA
2011-12-01,190.504
2012-01-01,NA
2012-02-01,192.088
2012-03-01,NA
2012-04-01,192.136
2012-05-01,NA
2012-06-01,190.264
2012-07-01,NA
2012-08-01,193.558
2012-09-01,NA
2012-10-01,194.33
2012-11-01,NA
2012-12-01,194.035
2013-01-01,NA
2013-02-01,195.174
2013-03-01,NA
2013-04-01,195.424
2013-05-01,NA
2013-06-01,196.907
2013-07-01,NA
2013-08-01,195.551
2013-09-01,NA
2013-10-01,196.12
2013-11-01,NA
2013-12-01,197.237
2014-01-01,NA
2014-02-01,198.81
2014-03-01,NA
2014-04-01,199.207
2014-05-01,NA
2014-06-01,200.703
2014-07-01,NA
2014-08-01,200.984
2014-09-01,NA
2014-10-01,201.809
2014-11-01,NA
2014-12-01,200.3
2015-01-01,NA
2015-02-01,199.847
2015-03-01,NA
2015-04-01,200.008
2015-05-01,NA
2015-06-01,199.562
2015-07-01,NA
2015-08-01,201.174
2015-09-01,NA
2015-10-01,201.695
2015-11-01,NA
2015-12-01,202.069
2016-01-01,NA
2016-02-01,202.731
2016-03-01,NA
2016-04-01,204.272
2016-05-01,NA
2016-06-01,205.19
2016-07-01,NA
2016-08-01,205.981
2016-09-01,NA
2016-10-01,208.073
2016-11-01,NA
2016-12-01,207.387
2017-01-01,NA
2017-02-01,209.642
2017-03-01,NA
2017-04-01,211.123
2017-05-01,NA
2017-06-01,214.142
2017-07-01,NA
2017-08-01,214.194
2017-09-01,NA
2017-10-01,215.951
2017-11-01,NA
2017-12-01,215.691
2018-01-01,NA
2018-02-01,215.576
2018-03-01,NA
2018-04-01,218.171
2018-05-01,NA
2018-06-01,218.445
2018-07-01,NA
2018-08-01,217.991
2018-09-01,NA
2018-10-01,219.919
2018-11-01,NA
2018-12-01,219.96
2019-01-01,NA
2019-02-01,221.708
2019-03-01,NA
2019-04-01,221.783
2019-05-01,NA
2019-06-01,222.668
2019-07-01,NA
2019-08-01,224.657
2019-09-01,NA
2019-10-01,228.293
2019-11-01,NA
2019-12-01,227.581
2020-01-01,NA
2020-02-01,227.986
2020-03-01,NA
2020-04-01,225.19
2020-05-01,NA
2020-06-01,226.698
2020-07-01,NA
2020-08-01,229.436
2020-09-01,NA
2020-10-01,229.928
2020-11-01,NA
2020-12-01,230.113
2021-01-01,NA
2021-02-01,230.595
2021-03-01,NA
2021-04-01,235.459
2021-05-01,NA
2021-06-01,237.997
2021-07-01,NA
2021-08-01,240.19
2021-09-01,NA
2021-10-01,242.684
2021-11-01,NA
2021-12-01,246.673
2022-01-01,NA
2022-02-01,247.741
2022-03-01,NA
2022-04-01,252.202
2022-05-01,NA
2022-06-01,257.977
2022-07-01,NA
2022-08-01,256.842
2022-09-01,NA
2022-10-01,257.208
2022-11-01,NA
2022-12-01,258.509
2023-01-01,NA
2023-02-01,265.056
2023-03-01,NA
2023-04-01,271.591
2023-05-01,NA
2023-06-01,279.059
2023-07-01,NA
2023-08-01,282.309
2023-09-01,NA
2023-10-01,275.69
