"Date","FLEXCPIM157SFRBATL"
1976-03-01,-0.25907
1976-04-01,0.11961
1976-05-01,0.48926
1976-06-01,0.3357
1976-07-01,0.4669
1976-08-01,0.50109
1976-09-01,0.54162
1976-10-01,0.56388
1976-11-01,0.35754
1976-12-01,0.533
1977-01-01,0.73623
1977-02-01,1.5037
1977-03-01,0.49274
1977-04-01,0.66473
1977-05-01,0.23472
1977-06-01,0.3042
1977-07-01,0.2438
1977-08-01,0.14256
1977-09-01,0.21884
1977-10-01,0.33617
1977-11-01,0.92776
1977-12-01,0.28597
1978-01-01,0.47933
1978-02-01,0.43556
1978-03-01,0.82694
1978-04-01,0.97146
1978-05-01,1.09753
1978-06-01,1.01791
1978-07-01,0.49055
1978-08-01,0.43278
1978-09-01,0.56869
1978-10-01,0.91858
1978-11-01,0.72073
1978-12-01,0.66308
1979-01-01,1.04082
1979-02-01,1.24997
1979-03-01,1.35906
1979-04-01,1.48524
1979-05-01,1.50358
1979-06-01,1.44771
1979-07-01,1.27858
1979-08-01,0.86225
1979-09-01,1.10113
1979-10-01,0.7834
1979-11-01,0.6655
1979-12-01,1.12836
1980-01-01,2.01291
1980-02-01,1.44958
1980-03-01,1.80708
1980-04-01,0.46972
1980-05-01,0.55584
1980-06-01,0.32284
1980-07-01,0.78876
1980-08-01,1.12723
1980-09-01,0.97213
1980-10-01,0.75384
1980-11-01,0.98447
1980-12-01,0.76146
1981-01-01,1.25702
1981-02-01,1.8066
1981-03-01,1.04439
1981-04-01,0.11357
1981-05-01,0.17675
1981-06-01,0.35042
1981-07-01,0.66604
1981-08-01,0.55655
1981-09-01,0.60842
1981-10-01,0.38222
1981-11-01,0.45255
1981-12-01,0.21243
1982-01-01,0.2995
1982-02-01,0.13988
1982-03-01,-0.15989
1982-04-01,-0.67471
1982-05-01,0.76224
1982-06-01,1.59591
1982-07-01,0.4359
1982-08-01,-0.10785
1982-09-01,0.11191
1982-10-01,0.46377
1982-11-01,0.2165
1982-12-01,-0.16962
1983-01-01,-0.03099
1983-02-01,-0.33114
1983-03-01,-0.00423
1983-04-01,0.90243
1983-05-01,0.74733
1983-06-01,0.23163
1983-07-01,0.43818
1983-08-01,0.38064
1983-09-01,0.21906
1983-10-01,0.20245
1983-11-01,0.11986
1983-12-01,0.10732
1984-01-01,0.84177
1984-02-01,0.63578
1984-03-01,0.2385
1984-04-01,0.24891
1984-05-01,0.02192
1984-06-01,0.0801
1984-07-01,0.15883
1984-08-01,0.24592
1984-09-01,0.15484
1984-10-01,0.24089
1984-11-01,-0.03761
1984-12-01,-0.10295
1985-01-01,0.26626
1985-02-01,0.45859
1985-03-01,0.50865
1985-04-01,0.17324
1985-05-01,-0.35433
1985-06-01,0.09856
1985-07-01,-0.04521
1985-08-01,-0.34888
1985-09-01,0.11571
1985-10-01,0.01121
1985-11-01,0.55512
1985-12-01,0.63209
1986-01-01,0.15624
1986-02-01,-1.05241
1986-03-01,-1.89354
1986-04-01,-1.52833
1986-05-01,0.1374
1986-06-01,0.49999
1986-07-01,-0.39723
1986-08-01,-0.05501
1986-09-01,0.33512
1986-10-01,-0.33884
1986-11-01,0.12686
1986-12-01,0.2571
1987-01-01,1.34487
1987-02-01,0.69071
1987-03-01,0.25732
1987-04-01,0.3118
1987-05-01,0.31302
1987-06-01,0.79106
1987-07-01,0.2572
1987-08-01,0.58359
1987-09-01,0.22707
1987-10-01,-0.01298
1987-11-01,0.26334
1987-12-01,0.00191
1988-01-01,0.13346
1988-02-01,-0.20963
1988-03-01,0.16364
1988-04-01,0.65333
1988-05-01,0.12494
1988-06-01,0.51156
1988-07-01,0.78548
1988-08-01,0.28572
1988-09-01,0.59915
1988-10-01,0.26586
1988-11-01,0.07823
1988-12-01,0.23246
1989-01-01,0.63758
1989-02-01,0.3143
1989-03-01,0.72651
1989-04-01,1.61176
1989-05-01,0.56983
1989-06-01,0.01903
1989-07-01,0.08945
1989-08-01,-0.53659
1989-09-01,-0.02209
1989-10-01,0.56042
1989-11-01,0.20634
1989-12-01,0.36745
1990-01-01,2.12936
1990-02-01,0.49151
1990-03-01,0.07703
1990-04-01,-0.13706
1990-05-01,-0.17481
1990-06-01,0.61081
1990-07-01,0.28069
1990-08-01,1.35302
1990-09-01,1.51673
1990-10-01,1.30448
1990-11-01,0.25716
1990-12-01,0.29167
1991-01-01,-0.02673
1991-02-01,-0.67685
1991-03-01,-0.51632
1991-04-01,0.2404
1991-05-01,0.47505
1991-06-01,0.14582
1991-07-01,-0.20126
1991-08-01,0.07298
1991-09-01,0.14203
1991-10-01,0.00763
1991-11-01,0.61879
1991-12-01,0.31523
1992-01-01,-0.46367
1992-02-01,0.15407
1992-03-01,0.27054
1992-04-01,-0.000288
1992-05-01,0.36451
1992-06-01,0.53535
1992-07-01,0.17095
1992-08-01,0.36212
1992-09-01,0.29718
1992-10-01,0.25166
1992-11-01,0.16568
1992-12-01,0.17378
1993-01-01,0.20864
1993-02-01,0.15825
1993-03-01,0.16038
1993-04-01,0.26069
1993-05-01,0.2722
1993-06-01,-0.27588
1993-07-01,-0.04198
1993-08-01,0.21485
1993-09-01,-0.27744
1993-10-01,0.82858
1993-11-01,0.02765
1993-12-01,-0.00273
1994-01-01,-0.214
1994-02-01,0.14808
1994-03-01,0.09525
1994-04-01,-0.03568
1994-05-01,0.23784
1994-06-01,0.45189
1994-07-01,0.60254
1994-08-01,0.65961
1994-09-01,0.04074
1994-10-01,-0.10058
1994-11-01,0.13219
1994-12-01,0.43398
1995-01-01,-0.00856
1995-02-01,0.13567
1995-03-01,-0.1134
1995-04-01,0.4368
1995-05-01,0.23302
1995-06-01,0.26263
1995-07-01,-0.20657
1995-08-01,0.13661
1995-09-01,-0.19873
1995-10-01,0.25174
1995-11-01,-0.21386
1995-12-01,0.35789
1996-01-01,0.77681
1996-02-01,0.09531
1996-03-01,0.52899
1996-04-01,0.65958
1996-05-01,0.2152
1996-06-01,-0.04327
1996-07-01,0.0784
1996-08-01,-0.0516
1996-09-01,0.37332
1996-10-01,0.43325
1996-11-01,0.45416
1996-12-01,0.39905
1997-01-01,0.2109
1997-02-01,0.19592
1997-03-01,-0.52076
1997-04-01,-0.3142
1997-05-01,-0.33966
1997-06-01,0.18063
1997-07-01,-0.12515
1997-08-01,0.47039
1997-09-01,0.39695
1997-10-01,0.02311
1997-11-01,-0.06975
1997-12-01,-0.35122
1998-01-01,-0.2164
1998-02-01,-0.37497
1998-03-01,-0.43568
1998-04-01,-0.08903
1998-05-01,0.44245
1998-06-01,0.05036
1998-07-01,0.16669
1998-08-01,0.17058
1998-09-01,-0.20837
1998-10-01,0.19499
1998-11-01,0.04558
1998-12-01,0.416
1999-01-01,0.079635
1999-02-01,-0.343241
1999-03-01,0.000569
1999-04-01,1.629706
1999-05-01,-0.068236
1999-06-01,-0.050683
1999-07-01,0.647846
1999-08-01,0.55156
1999-09-01,1.053666
1999-10-01,0.158217
1999-11-01,-0.135898
1999-12-01,0.470763
2000-01-01,0.209838
2000-02-01,0.901683
2000-03-01,1.437088
2000-04-01,-0.382712
2000-05-01,-0.07209
2000-06-01,1.407352
2000-07-01,0.380847
2000-08-01,-0.596231
2000-09-01,1.287793
2000-10-01,-0.029362
2000-11-01,0.19118
2000-12-01,0.17003
2001-01-01,1.201211
2001-02-01,0.125203
2001-03-01,-0.321092
2001-04-01,0.112203
2001-05-01,1.11213
2001-06-01,0.001132
2001-07-01,-1.071524
2001-08-01,-0.61809
2001-09-01,0.65926
2001-10-01,-1.450002
2001-11-01,-0.694529
2001-12-01,-0.606556
2002-01-01,-0.066453
2002-02-01,-0.001005
2002-03-01,0.593788
2002-04-01,1.020672
2002-05-01,-0.266602
2002-06-01,-0.109471
2002-07-01,0.085795
2002-08-01,0.405827
2002-09-01,0.082129
2002-10-01,0.242366
2002-11-01,0.095514
2002-12-01,-0.036864
2003-01-01,1.010372
2003-02-01,1.294684
2003-03-01,0.315292
2003-04-01,-1.305782
2003-05-01,-0.864686
2003-06-01,0.221518
2003-07-01,0.463988
2003-08-01,1.121418
2003-09-01,0.677807
2003-10-01,-0.682787
2003-11-01,-0.077984
2003-12-01,0.445304
2004-01-01,0.77237
2004-02-01,0.203941
2004-03-01,0.325014
2004-04-01,-0.141572
2004-05-01,1.250431
2004-06-01,0.706118
2004-07-01,-0.060474
2004-08-01,-0.123933
2004-09-01,0.524894
2004-10-01,1.334
2004-11-01,1.146198
2004-12-01,-0.262188
2005-01-01,-0.688071
2005-02-01,0.772042
2005-03-01,0.798933
2005-04-01,0.582925
2005-05-01,-0.624353
2005-06-01,-0.059431
2005-07-01,1.576013
2005-08-01,1.772644
2005-09-01,4.180975
2005-10-01,0.16788
2005-11-01,-1.63582
2005-12-01,-0.478207
2006-01-01,1.599114
2006-02-01,-0.419229
2006-03-01,-0.0001896
2006-04-01,1.100602
2006-05-01,0.244355
2006-06-01,0.083498
2006-07-01,1.224766
2006-08-01,0.759034
2006-09-01,-1.608959
2006-10-01,-1.824794
2006-11-01,-0.116689
2006-12-01,1.318152
2007-01-01,-0.022874
2007-02-01,0.620165
2007-03-01,1.254296
2007-04-01,0.573786
2007-05-01,1.019516
2007-06-01,0.33502
2007-07-01,0.088652
2007-08-01,-0.334999
2007-09-01,0.75639
2007-10-01,0.372739
2007-11-01,1.926822
2007-12-01,0.417283
2008-01-01,0.446912
2008-02-01,0.383808
2008-03-01,0.547547
2008-04-01,0.257312
2008-05-01,1.421712
2008-06-01,2.836803
2008-07-01,1.589738
2008-08-01,-0.940533
2008-09-01,-0.286769
2008-10-01,-2.609449
2008-11-01,-4.330416
2008-12-01,-2.407905
2009-01-01,0.358655
2009-02-01,0.869285
2009-03-01,-0.6349
2009-04-01,0.03812
2009-05-01,0.253899
2009-06-01,3.04714
2009-07-01,-0.345094
2009-08-01,0.904838
2009-09-01,0.412434
2009-10-01,0.85324
2009-11-01,1.035847
2009-12-01,0.135276
2010-01-01,0.580525
2010-02-01,-0.396501
2010-03-01,0.023854
2010-04-01,-0.114245
2010-05-01,-0.392831
2010-06-01,-0.398963
2010-07-01,0.504078
2010-08-01,0.344526
2010-09-01,0.353151
2010-10-01,1.075457
2010-11-01,0.514645
2010-12-01,1.278564
2011-01-01,0.687514
2011-02-01,0.632255
2011-03-01,1.533813
2011-04-01,1.358686
2011-05-01,0.777173
2011-06-01,-0.338817
2011-07-01,0.432941
2011-08-01,0.388373
2011-09-01,0.400992
2011-10-01,-0.164509
2011-11-01,0.246633
2011-12-01,-0.462374
2012-01-01,0.292808
2012-02-01,0.482671
2012-03-01,0.224085
2012-04-01,0.145263
2012-05-01,-1.000413
2012-06-01,-0.726768
2012-07-01,-0.410641
2012-08-01,1.646448
2012-09-01,1.222237
2012-10-01,0.551841
2012-11-01,-0.800718
2012-12-01,-0.402283
2013-01-01,0.213952
2013-02-01,1.466216
2013-03-01,-1.338185
2013-04-01,-0.801749
2013-05-01,-0.074143
2013-06-01,0.444882
2013-07-01,0.180656
2013-08-01,0.274001
2013-09-01,-0.228986
2013-10-01,-0.147889
2013-11-01,0.21246
2013-12-01,0.524949
2014-01-01,0.554798
2014-02-01,0.023229
2014-03-01,0.198359
2014-04-01,0.141972
2014-05-01,0.21532
2014-06-01,0.033938
2014-07-01,-0.038215
2014-08-01,-0.339903
2014-09-01,-0.367774
2014-10-01,-0.527666
2014-11-01,-1.059893
2014-12-01,-1.215026
2015-01-01,-2.266438
2015-02-01,0.520721
2015-03-01,0.436081
2015-04-01,-0.336167
2015-05-01,0.80925
2015-06-01,0.474444
2015-07-01,0.121752
2015-08-01,-0.371691
2015-09-01,-1.422624
2015-10-01,-0.323797
2015-11-01,-0.127649
2015-12-01,-0.741465
2016-01-01,-0.67187
2016-02-01,-0.921258
2016-03-01,0.655187
2016-04-01,0.719172
2016-05-01,0.311878
2016-06-01,0.521539
2016-07-01,-0.729567
2016-08-01,-0.052579
2016-09-01,0.573082
2016-10-01,0.539458
2016-11-01,-0.160876
2016-12-01,0.36069
2017-01-01,0.7997
2017-02-01,0.00607
2017-03-01,-0.1703
2017-04-01,0.20317
2017-05-01,-0.63259
2017-06-01,-0.26409
2017-07-01,-0.45878
2017-08-01,0.88708
2017-09-01,1.60246
2017-10-01,-0.25827
2017-11-01,0.58276
2017-12-01,0.13437
2018-01-01,0.6245
2018-02-01,0.45578
2018-03-01,-0.47413
2018-04-01,0.42839
2018-05-01,0.36712
2018-06-01,-0.21946
2018-07-01,-0.16998
2018-08-01,0.3
2018-09-01,0.21443
2018-10-01,0.42419
2018-11-01,-0.81213
2018-12-01,-0.29036
2019-01-01,-0.62742
2019-02-01,0.35057
2019-03-01,0.67014
2019-04-01,0.97713
2019-05-01,-0.34114
2019-06-01,-0.8442
2019-07-01,0.1879
2019-08-01,-0.25989
2019-09-01,0.16024
2019-10-01,0.30949
2019-11-01,0.16322
2019-12-01,0.55335
2020-01-01,-0.07058
2020-02-01,-0.21505
2020-03-01,-1.71496
2020-04-01,-2.1205
2020-05-01,-0.45066
2020-06-01,1.27107
2020-07-01,0.67101
2020-08-01,1.07273
2020-09-01,0.97227
2020-10-01,0.12329
2020-11-01,0.06334
2020-12-01,1.50013
2021-01-01,0.79418
2021-02-01,0.95883
2021-03-01,1.17966
2021-04-01,1.60169
2021-05-01,1.48813
2021-06-01,2.37076
2021-07-01,1.01003
2021-08-01,0.79275
2021-09-01,0.81885
2021-10-01,2.08561
2021-11-01,1.80596
2021-12-01,1.77759
2022-01-01,0.70967
2022-02-01,1.233
2022-03-01,2.45999
2022-04-01,0.00937
2022-05-01,1.77542
2022-06-01,2.50558
2022-07-01,-1.08361
2022-08-01,-0.62644
2022-09-01,-0.2886
2022-10-01,0.57631
2022-11-01,-0.44074
2022-12-01,-0.50356
2023-01-01,0.645717466
2023-02-01,-0.121166138
2023-03-01,-0.833748002
2023-04-01,0.370613905
2023-05-01,-0.386501662
2023-06-01,0.032193089
2023-07-01,-0.055695127
2023-08-01,1.414327882
2023-09-01,0.316168554
2023-10-01,-0.69247107
2023-11-01,-0.502933934
