"Date","APUS49A72620"
1998-07-01,0.67
1998-08-01,0.703
1998-09-01,0.715
1998-10-01,0.669
1998-11-01,0.658
1998-12-01,0.683
1999-01-01,0.646
1999-02-01,0.636
1999-03-01,0.611
1999-04-01,0.599
1999-05-01,0.658
1999-06-01,0.683
1999-07-01,0.722
1999-08-01,0.742
1999-09-01,0.779
1999-10-01,0.741
1999-11-01,0.713
1999-12-01,0.66
2000-01-01,0.68
2000-02-01,0.711
2000-03-01,0.708
2000-04-01,0.759
2000-05-01,0.836
2000-06-01,0.884
2000-07-01,0.93
2000-08-01,0.862
2000-09-01,1.031
2000-10-01,1.039
2000-11-01,0.955
2000-12-01,1.045
2001-01-01,1.044
2001-02-01,1.055
2001-03-01,1.133
2001-04-01,1.086
2001-05-01,1.106
2001-06-01,1.02
2001-07-01,0.758
2001-08-01,0.774
2001-09-01,0.708
2001-10-01,0.632
2001-11-01,0.686
2001-12-01,0.646
2002-01-01,0.733
2002-02-01,0.645
2002-03-01,0.659
2002-04-01,0.808
2002-05-01,0.847
2002-06-01,0.786
2002-07-01,0.837
2002-08-01,0.82
2002-09-01,0.82
2002-10-01,0.836
2002-11-01,0.863
2002-12-01,0.821
2003-01-01,0.907
2003-02-01,0.928
2003-03-01,1.114
2003-04-01,0.912
2003-05-01,1.01
2003-06-01,1.074
2003-07-01,1.036
2003-08-01,0.976
2003-09-01,1.02
2003-10-01,0.959
2003-11-01,0.89
2003-12-01,0.912
2004-01-01,1.042
2004-02-01,1.006
2004-03-01,0.977
2004-04-01,0.971
2004-05-01,1.127
2004-06-01,1.205
2004-07-01,1.162
2004-08-01,1.131
2004-09-01,1.05
2004-10-01,1.063
2004-11-01,1.228
2004-12-01,1.111
2005-01-01,1.101
2005-02-01,1.084
2005-03-01,1.061
2005-04-01,1.171
2005-05-01,1.263
2005-06-01,1.169
2005-07-01,1.243
2005-08-01,1.212
2005-09-01,1.427
2005-10-01,1.621
2005-11-01,1.605
2005-12-01,1.364
2006-01-01,1.466
2006-02-01,1.256
2006-03-01,1.192
2006-04-01,1.133
2006-05-01,1.223
2006-06-01,1.108
2006-07-01,1.135
2006-08-01,1.192
2006-09-01,1.226
2006-10-01,0.97
2006-11-01,1.194
2006-12-01,1.149
2007-01-01,1.066
2007-02-01,1.217
2007-03-01,1.262
2007-04-01,1.172
2007-05-01,1.322
2007-06-01,1.341
2007-07-01,1.275
2007-08-01,1.15
2007-09-01,1.1
2007-10-01,1.156
2007-11-01,1.156
2007-12-01,1.127
2008-01-01,1.215
2008-02-01,1.322
2008-03-01,1.433
2008-04-01,1.498
2008-05-01,1.702
2008-06-01,1.713
2008-07-01,1.85
2008-08-01,1.487
2008-09-01,1.282
2008-10-01,1.267
2008-11-01,0.963
2008-12-01,1.064
2009-01-01,1.093
2009-02-01,0.933
2009-03-01,0.896
2009-04-01,0.839
2009-05-01,0.869
2009-06-01,0.941
2009-07-01,0.958
2009-08-01,0.998
2009-09-01,0.899
2009-10-01,1.001
2009-11-01,1.007
2009-12-01,1.034
2010-01-01,1.176
2010-02-01,1.189
2010-03-01,1.014
2010-04-01,1.036
2010-05-01,1.11
2010-06-01,1.099
2010-07-01,1.156
2010-08-01,1.152
2010-09-01,1.035
2010-10-01,1.082
2010-11-01,0.927
2010-12-01,1.028
2011-01-01,1.024
2011-02-01,1.099
2011-03-01,1.04
2011-04-01,1.085
2011-05-01,1.177
2011-06-01,1.208
2011-07-01,1.185
2011-08-01,1.22
2011-09-01,1.136
2011-10-01,1.132
2011-11-01,1.002
2011-12-01,0.994
2012-01-01,0.996
2012-02-01,0.931
2012-03-01,0.931
2012-04-01,0.883
2012-05-01,0.978
2012-06-01,1.054
2012-07-01,1.053
2012-08-01,1.072
2012-09-01,1.027
2012-10-01,1.052
2012-11-01,0.995
2012-12-01,1.042
2013-01-01,1.013
2013-02-01,1.039
2013-03-01,1.005
2013-04-01,1.077
2013-05-01,1.2
2013-06-01,1.275
2013-07-01,1.239
2013-08-01,1.23
2013-09-01,1.183
2013-10-01,1.175
2013-11-01,1.113
2013-12-01,1.109
2014-01-01,1.195
2014-02-01,1.236
2014-03-01,1.321
2014-04-01,1.211
2014-05-01,1.35
2014-06-01,1.333
2014-07-01,1.406
2014-08-01,1.322
2014-09-01,1.316
2014-10-01,1.301
2014-11-01,1.172
2014-12-01,1.242
2015-01-01,1.17
2015-02-01,1.165
2015-03-01,1.161
2015-04-01,1.124
2015-05-01,1.214
2015-06-01,1.261
2015-07-01,1.259
2015-08-01,1.275
2015-09-01,1.261
2015-10-01,1.253
2015-11-01,1.104
2015-12-01,1.153
2016-01-01,1.155
2016-02-01,1.152
2016-03-01,1.108
2016-04-01,1.107
2016-05-01,1.239
2016-06-01,1.244
2016-07-01,1.333
2016-08-01,1.381
2016-09-01,1.391
2016-10-01,1.393
2016-11-01,1.208
2016-12-01,1.242
2017-01-01,1.216
2017-02-01,1.182
2017-03-01,1.156
2017-04-01,1.15
2017-05-01,1.344
2017-06-01,1.362
2017-07-01,1.325
2017-08-01,1.323
2017-09-01,1.308
2017-10-01,1.29
2017-11-01,1.115
2017-12-01,1.154
2018-01-01,1.104
2018-02-01,1.148
2018-03-01,1.096
2018-04-01,1.024
2018-05-01,1.25
2018-06-01,1.291
2018-07-01,1.358
2018-08-01,1.587
2018-09-01,1.369
2018-10-01,1.279
2018-11-01,1.182
2018-12-01,1.35
2019-01-01,1.337
2019-02-01,1.26
2019-03-01,1.327
2019-04-01,1.124
2019-05-01,1.257
2019-06-01,1.268
2019-07-01,1.308
2019-08-01,1.296
2019-09-01,1.284
2019-10-01,1.323
2019-11-01,1.1
2019-12-01,1.215
2020-01-01,1.326
2020-02-01,1.252
2020-03-01,1.189
2020-04-01,1.228
2020-05-01,1.456
2020-06-01,1.478
2020-07-01,1.471
2020-08-01,1.466
2020-09-01,1.466
2020-10-01,1.478
2020-11-01,1.352
2020-12-01,1.374
2021-01-01,1.409
2021-02-01,1.379
2021-03-01,1.38
2021-04-01,1.331
2021-05-01,1.609
2021-06-01,1.647
2021-07-01,1.68
2021-08-01,1.705
2021-09-01,1.702
2021-10-01,1.796
2021-11-01,1.71
2021-12-01,1.625
2022-01-01,1.878
2022-02-01,1.642
2022-03-01,1.693
2022-04-01,1.664
2022-05-01,1.987
2022-06-01,2.284
2022-07-01,2.006
2022-08-01,2.227
2022-09-01,2.224
2022-10-01,1.902
2022-11-01,1.741
2022-12-01,2.059
2023-01-01,4.618
2023-02-01,2.221
2023-03-01,1.768
2023-04-01,1.58
2023-05-01,1.696
2023-06-01,1.716
2023-07-01,1.775
2023-08-01,1.909
2023-09-01,1.806
2023-10-01,1.699
2023-11-01,1.827
