"Date","COREFLEXCPIM158SFRBATL"
1967-01-01,4.345541141
1967-02-01,8.835934883
1967-03-01,2.345033302
1967-04-01,5.137588381
1967-05-01,2.327996394
1967-06-01,2.528436436
1967-07-01,10.135693863
1967-08-01,8.171738651
1967-09-01,6.724100941
1967-10-01,4.720722273
1967-11-01,3.215394823
1967-12-01,5.615508634
1968-01-01,7.563335799
1968-02-01,2.925714397
1968-03-01,3.528861032
1968-04-01,3.389957527
1968-05-01,1.296075987
1968-06-01,9.448845523
1968-07-01,5.263296686
1968-08-01,6.432266165
1968-09-01,4.055443232
1968-10-01,2.84479171
1968-11-01,5.015155295
1968-12-01,-4.189685081
1969-01-01,1.95164288
1969-02-01,15.471995208
1969-03-01,14.440072275
1969-04-01,0.241587091
1969-05-01,-4.387725511
1969-06-01,6.649991547
1969-07-01,6.117972273
1969-08-01,2.505110977
1969-09-01,0.340490209
1969-10-01,10.258600958
1969-11-01,6.927315857
1969-12-01,2.958001212
1970-01-01,1.502812905
1970-02-01,3.187356494
1970-03-01,0.136885806
1970-04-01,4.1770995
1970-05-01,4.827803677
1970-06-01,9.506215123
1970-07-01,3.205018592
1970-08-01,2.452339741
1970-09-01,5.511471249
1970-10-01,6.953731754
1970-11-01,9.569092549
1970-12-01,8.883538758
1971-01-01,2.755684181
1971-02-01,2.47724957
1971-03-01,0.127274184
1971-04-01,2.632969651
1971-05-01,5.331991556
1971-06-01,2.24027911
1971-07-01,3.828169963
1971-08-01,-5.709654555
1971-09-01,-1.605542606
1971-10-01,1.183815001
1971-11-01,-0.2626034
1971-12-01,1.148279366
1972-01-01,7.298963274
1972-02-01,3.519075244
1972-03-01,2.296380822
1972-04-01,2.488663316
1972-05-01,2.629528696
1972-06-01,0.954792991
1972-07-01,0.116942633
1972-08-01,-1.734811291
1972-09-01,9.167482286
1972-10-01,0.246277555
1972-11-01,4.877057213
1972-12-01,5.252228829
1973-01-01,1.081968709
1973-02-01,6.466957896
1973-03-01,7.095739858
1973-04-01,7.115164459
1973-05-01,2.380218455
1973-06-01,2.355698014
1973-07-01,0.230282698
1973-08-01,1.306154714
1973-09-01,1.08960392
1973-10-01,-0.387031744
1973-11-01,1.677399448
1973-12-01,1.622096128
1974-01-01,2.002833443
1974-02-01,6.595140253
1974-03-01,5.708907008
1974-04-01,11.370965966
1974-05-01,14.070719236
1974-06-01,19.274479004
1974-07-01,14.742441788
1974-08-01,23.37766631
1974-09-01,9.781842391
1974-10-01,12.733521954
1974-11-01,11.355205307
1974-12-01,2.947648703
1975-01-01,2.491731726
1975-02-01,4.796733478
1975-03-01,6.522003035
1975-04-01,-0.963161781
1975-05-01,-1.142612123
1975-06-01,3.257650779
1975-07-01,8.530919585
1975-08-01,4.359641202
1975-09-01,3.652309054
1975-10-01,4.370498191
1975-11-01,4.375115845
1975-12-01,6.154978377
1976-01-01,2.310349389
1976-02-01,7.534216643
1976-03-01,7.859941174
1976-04-01,7.885410372
1976-05-01,7.270805547
1976-06-01,5.269711501
1976-07-01,7.005815387
1976-08-01,7.380146622
1976-09-01,7.244189926
1976-10-01,5.470260617
1976-11-01,5.564171777
1976-12-01,8.250429972
1977-01-01,10.232093819
1977-02-01,6.857285265
1977-03-01,1.808214983
1977-04-01,1.761625515
1977-05-01,1.857386847
1977-06-01,1.589828302
1977-07-01,3.045172654
1977-08-01,-2.008548797
1977-09-01,-0.599188135
1977-10-01,4.200524256
1977-11-01,5.482735673
1977-12-01,4.112706307
1978-01-01,5.378188673
1978-02-01,-1.308130792
1978-03-01,5.444684681
1978-04-01,6.387296714
1978-05-01,8.98932135
1978-06-01,11.184485632
1978-07-01,9.581228309
1978-08-01,7.103151496
1978-09-01,5.886066697
1978-10-01,8.663967768
1978-11-01,6.574021131
1978-12-01,4.433164492
1979-01-01,-0.425408283
1979-02-01,10.810010223
1979-03-01,10.277238187
1979-04-01,12.743299654
1979-05-01,10.376773099
1979-06-01,4.765296025
1979-07-01,1.113482515
1979-08-01,-0.899986127
1979-09-01,-0.874872176
1979-10-01,0.500946508
1979-11-01,2.219095192
1979-12-01,7.422297076
1980-01-01,14.17393022
1980-02-01,11.206043937
1980-03-01,7.513952949
1980-04-01,6.469881116
1980-05-01,5.404001686
1980-06-01,2.874961537
1980-07-01,7.555894975
1980-08-01,11.093797569
1980-09-01,16.792982992
1980-10-01,10.643085024
1980-11-01,15.718546525
1980-12-01,8.078022567
1981-01-01,7.485487092
1981-02-01,6.403046743
1981-03-01,2.323339274
1981-04-01,10.683378903
1981-05-01,17.019247954
1981-06-01,11.681828325
1981-07-01,11.213054518
1981-08-01,8.911694988
1981-09-01,10.463637906
1981-10-01,10.752805449
1981-11-01,5.481223473
1981-12-01,5.729363778
1982-01-01,2.417131869
1982-02-01,3.310802116
1982-03-01,5.395690522
1982-04-01,6.817760154
1982-05-01,7.362983305
1982-06-01,9.106765853
1982-07-01,5.392416592
1982-08-01,1.355711707
1982-09-01,3.068487368
1982-10-01,5.569342267
1982-11-01,6.208607515
1982-12-01,7.858783614
1983-01-01,8.705802676
1983-02-01,6.243739816
1983-03-01,1.372478659
1983-04-01,3.674137186
1983-05-01,4.684174757
1983-06-01,6.46797466
1983-07-01,12.54027071
1983-08-01,10.409750694
1983-09-01,6.557611932
1983-10-01,5.615130146
1983-11-01,8.88769041
1983-12-01,4.970609559
1984-01-01,5.520673192
1984-02-01,-0.417279805
1984-03-01,6.186163933
1984-04-01,6.800296875
1984-05-01,7.375151069
1984-06-01,5.075036989
1984-07-01,6.609391466
1984-08-01,4.306743795
