"Date","APU0000712410"
1980-01-01,0.749
1980-02-01,0.753
1980-03-01,0.772
1980-04-01,0.803
1980-05-01,0.729
1980-06-01,0.698
1980-07-01,0.609
1980-08-01,0.623
1980-09-01,0.63
1980-10-01,0.684
1980-11-01,0.726
1980-12-01,0.845
1981-01-01,NA
1981-02-01,NA
1981-03-01,NA
1981-04-01,0.984
1981-05-01,0.797
1981-06-01,0.655
1981-07-01,0.64
1981-08-01,0.631
1981-09-01,0.635
1981-10-01,0.662
1981-11-01,0.753
1981-12-01,0.851
1982-01-01,0.935
1982-02-01,1.179
1982-03-01,0.996
1982-04-01,1.028
1982-05-01,1.103
1982-06-01,0.898
1982-07-01,0.67
1982-08-01,0.606
1982-09-01,0.664
1982-10-01,0.648
1982-11-01,0.689
1982-12-01,0.873
1983-01-01,0.952
1983-02-01,1.048
1983-03-01,1.031
1983-04-01,1.084
1983-05-01,0.948
1983-06-01,0.985
1983-07-01,0.805
1983-08-01,0.77
1983-09-01,0.714
1983-10-01,0.854
1983-11-01,0.718
1983-12-01,0.819
1984-01-01,1.119
1984-02-01,1.208
1984-03-01,0.945
1984-04-01,0.83
1984-05-01,0.88
1984-06-01,0.798
1984-07-01,0.817
1984-08-01,0.675
1984-09-01,0.705
1984-10-01,0.842
1984-11-01,0.84
1984-12-01,1.006
1985-01-01,0.927
1985-02-01,NA
1985-03-01,NA
1985-04-01,0.953
1985-05-01,0.794
1985-06-01,0.751
1985-07-01,0.69
1985-08-01,0.679
1985-09-01,0.716
1985-10-01,0.849
1985-11-01,0.909
1985-12-01,0.946
1986-01-01,0.948
1986-02-01,0.936
1986-03-01,0.966
1986-04-01,0.947
1986-05-01,1.01
1986-06-01,0.856
1986-07-01,0.739
1986-08-01,0.788
1986-09-01,0.782
1986-10-01,0.833
1986-11-01,0.84
1986-12-01,0.804
1987-01-01,0.87
1987-02-01,1.028
1987-03-01,0.954
1987-04-01,0.92
1987-05-01,1.06
1987-06-01,0.987
1987-07-01,0.77
1987-08-01,0.814
1987-09-01,0.905
1987-10-01,0.919
1987-11-01,0.977
1987-12-01,1.07
1988-01-01,0.938
1988-02-01,0.852
1988-03-01,0.938
1988-04-01,0.949
1988-05-01,0.993
1988-06-01,0.887
1988-07-01,1.076
1988-08-01,0.941
1988-09-01,1.049
1988-10-01,0.936
1988-11-01,0.952
1988-12-01,1.001
1989-01-01,1.07
1989-02-01,0.976
