"Date","CUURA320SA0"
1977-11-01,62
1977-12-01,NA
1978-01-01,62.5
1978-02-01,NA
1978-03-01,63.4
1978-04-01,NA
1978-05-01,63.8
1978-06-01,NA
1978-07-01,65.1
1978-08-01,NA
1978-09-01,66.1
1978-10-01,NA
1978-11-01,66.6
1978-12-01,NA
1979-01-01,67.6
1979-02-01,NA
1979-03-01,69
1979-04-01,NA
1979-05-01,69.8
1979-06-01,NA
1979-07-01,71.8
1979-08-01,NA
1979-09-01,72.8
1979-10-01,NA
1979-11-01,74.1
1979-12-01,NA
1980-01-01,76.5
1980-02-01,NA
1980-03-01,79.2
1980-04-01,NA
1980-05-01,80.5
1980-06-01,NA
1980-07-01,82.9
1980-08-01,NA
1980-09-01,82.6
1980-10-01,NA
1980-11-01,83.1
1980-12-01,NA
1981-01-01,85.2
1981-02-01,NA
1981-03-01,86.9
1981-04-01,NA
1981-05-01,88.8
1981-06-01,NA
1981-07-01,90.6
1981-08-01,NA
1981-09-01,93.2
1981-10-01,NA
1981-11-01,95.3
1981-12-01,NA
1982-01-01,96.3
1982-02-01,NA
1982-03-01,96.2
1982-04-01,NA
1982-05-01,96.6
1982-06-01,NA
1982-07-01,96.2
1982-08-01,NA
1982-09-01,96.8
1982-10-01,NA
1982-11-01,97.3
1982-12-01,NA
1983-01-01,98
1983-02-01,NA
1983-03-01,98.6
1983-04-01,NA
1983-05-01,98.9
1983-06-01,NA
1983-07-01,99.8
1983-08-01,NA
1983-09-01,101.1
1983-10-01,NA
1983-11-01,101.7
1983-12-01,NA
1984-01-01,102.4
1984-02-01,NA
1984-03-01,102.7
1984-04-01,NA
1984-05-01,103.2
1984-06-01,NA
1984-07-01,103.6
1984-08-01,NA
1984-09-01,104.2
1984-10-01,NA
1984-11-01,104.4
1984-12-01,NA
1985-01-01,104.6
1985-02-01,NA
1985-03-01,105.5
1985-04-01,NA
1985-05-01,106.1
1985-06-01,NA
1985-07-01,106.3
1985-08-01,NA
1985-09-01,107.6
1985-10-01,NA
1985-11-01,107.9
1985-12-01,NA
1986-01-01,108.3
1986-02-01,NA
1986-03-01,108.3
1986-04-01,NA
1986-05-01,107.3
1986-06-01,NA
1986-07-01,106.2
1986-08-01,NA
1986-09-01,108.1
1986-10-01,NA
1986-11-01,109.1
1986-12-01,NA
1987-01-01,109.9
1987-02-01,NA
1987-03-01,110.7
1987-04-01,NA
1987-05-01,111.1
1987-06-01,NA
1987-07-01,112
1987-08-01,NA
1987-09-01,112.5
1987-10-01,NA
1987-11-01,113.8
1987-12-01,NA
1988-01-01,114.5
1988-02-01,NA
1988-03-01,115.1
1988-04-01,NA
1988-05-01,116.2
1988-06-01,NA
1988-07-01,116.8
1988-08-01,NA
1988-09-01,118.8
1988-10-01,NA
1988-11-01,118.3
1988-12-01,NA
1989-01-01,120
1989-02-01,NA
1989-03-01,119.8
1989-04-01,NA
1989-05-01,120.9
1989-06-01,NA
1989-07-01,121.6
1989-08-01,NA
1989-09-01,122.9
1989-10-01,NA
1989-11-01,123
1989-12-01,NA
1990-01-01,124.6
1990-02-01,NA
1990-03-01,125.1
1990-04-01,NA
1990-05-01,126.4
1990-06-01,NA
1990-07-01,128.7
1990-08-01,NA
1990-09-01,130.1
1990-10-01,NA
1990-11-01,131.2
1990-12-01,NA
1991-01-01,131.5
1991-02-01,NA
1991-03-01,132
1991-04-01,NA
1991-05-01,132
1991-06-01,NA
1991-07-01,132
1991-08-01,NA
1991-09-01,132.1
1991-10-01,NA
1991-11-01,133.5
1991-12-01,NA
1992-01-01,133.7
1992-02-01,NA
1992-03-01,134.5
1992-04-01,NA
1992-05-01,133.7
