"Date","CP0100USM086NEST"
2001-12-01,71.58
2002-01-01,72.74
2002-02-01,72.65
2002-03-01,72.78
2002-04-01,72.8
2002-05-01,72.44
2002-06-01,72.23
2002-07-01,72.33
2002-08-01,72.18
2002-09-01,72.33
2002-10-01,72.29
2002-11-01,72.44
2002-12-01,72.7
2003-01-01,72.93
2003-02-01,73.32
2003-03-01,73.36
2003-04-01,73.2
2003-05-01,73.4
2003-06-01,73.85
2003-07-01,73.84
2003-08-01,74.18
2003-09-01,74.36
2003-10-01,74.91
2003-11-01,75.28
2003-12-01,76.02
2004-01-01,75.97
2004-02-01,75.96
2004-03-01,76.07
2004-04-01,76.01
2004-05-01,77.03
2004-06-01,77.11
2004-07-01,77.22
2004-08-01,77.07
2004-09-01,76.83
2004-10-01,77.56
2004-11-01,77.66
2004-12-01,77.8
2005-01-01,77.96
2005-02-01,77.59
2005-03-01,77.66
2005-04-01,78.34
2005-05-01,78.54
2005-06-01,78.18
2005-07-01,78.36
2005-08-01,78.23
2005-09-01,78.43
2005-10-01,78.77
2005-11-01,78.85
2005-12-01,79.12
2006-01-01,79.82
2006-02-01,79.51
2006-03-01,79.4
2006-04-01,79.04
2006-05-01,79.2
2006-06-01,79.33
2006-07-01,79.51
2006-08-01,79.71
2006-09-01,80.14
2006-10-01,80.54
2006-11-01,80.22
2006-12-01,80.21
2007-01-01,81.19
2007-02-01,81.81
2007-03-01,82.05
2007-04-01,82.15
2007-05-01,82.7
2007-06-01,82.95
2007-07-01,83.14
2007-08-01,83.44
2007-09-01,83.88
2007-10-01,84.35
2007-11-01,84.52
2007-12-01,84.71
2008-01-01,85.85
2008-02-01,86
2008-03-01,85.95
2008-04-01,87.04
2008-05-01,87.46
2008-06-01,88
2008-07-01,89.08
2008-08-01,89.68
2008-09-01,90.25
2008-10-01,90.67
2008-11-01,90.44
2008-12-01,90.27
2009-01-01,90.71
2009-02-01,90.15
2009-03-01,89.62
2009-04-01,89.07
2009-05-01,88.79
2009-06-01,88.68
2009-07-01,88.26
2009-08-01,88.22
2009-09-01,88.02
2009-10-01,88.18
2009-11-01,87.85
2009-12-01,88.07
2010-01-01,88.92
2010-02-01,88.8
2010-03-01,89.01
2010-04-01,89.06
2010-05-01,89.08
2010-06-01,88.9
2010-07-01,88.86
2010-08-01,88.91
2010-09-01,89.23
2010-10-01,89.45
2010-11-01,89.39
2010-12-01,89.56
2011-01-01,90.82
2011-02-01,91.33
2011-03-01,92.23
2011-04-01,92.56
2011-05-01,93.03
2011-06-01,93.12
2011-07-01,93.66
2011-08-01,94.26
2011-09-01,94.84
2011-10-01,95.02
2011-11-01,94.69
2011-12-01,94.94
2012-01-01,95.64
2012-02-01,95.43
2012-03-01,95.51
2012-04-01,95.65
2012-05-01,95.57
2012-06-01,95.57
2012-07-01,95.48
2012-08-01,95.65
2012-09-01,95.61
2012-10-01,95.96
2012-11-01,95.89
2012-12-01,96.14
2013-01-01,96.69
2013-02-01,96.61
2013-03-01,96.5
2013-04-01,96.63
2013-05-01,96.31
2013-06-01,96.39
2013-07-01,96.43
2013-08-01,96.59
2013-09-01,96.61
2013-10-01,96.77
2013-11-01,96.45
2013-12-01,96.51
2014-01-01,97.15
2014-02-01,97.47
2014-03-01,97.82
2014-04-01,98.29
2014-05-01,98.87
2014-06-01,98.72
2014-07-01,99
2014-08-01,99.37
2014-09-01,99.72
2014-10-01,99.95
2014-11-01,99.72
2014-12-01,100.09
2015-01-01,100.36
2015-02-01,100.27
2015-03-01,99.73
2015-04-01,99.61
2015-05-01,99.49
2015-06-01,99.69
2015-07-01,99.89
2015-08-01,100.2
2015-09-01,100.49
2015-10-01,100.63
2015-11-01,100
2015-12-01,99.64
2016-01-01,99.9
2016-02-01,99.92
2016-03-01,99.21
2016-04-01,99.33
2016-05-01,98.8
2016-06-01,98.42
2016-07-01,98.33
2016-08-01,98.28
2016-09-01,98.3
2016-10-01,98.31
2016-11-01,97.8
2016-12-01,97.61
2017-01-01,97.98
2017-02-01,98.21
2017-03-01,98.35
2017-04-01,98.58
2017-05-01,98.64
2017-06-01,98.37
2017-07-01,98.64
2017-08-01,98.59
2017-09-01,98.71
2017-10-01,98.88
2017-11-01,98.41
2017-12-01,98.48
2018-01-01,99
2018-02-01,98.74
2018-03-01,98.72
2018-04-01,99.12
2018-05-01,98.78
2018-06-01,98.72
2018-07-01,99
2018-08-01,99.08
2018-09-01,99.12
2018-10-01,99.02
2018-11-01,98.8
2018-12-01,99.07
2019-01-01,99.64
2019-02-01,99.92
2019-03-01,100.13
2019-04-01,99.85
2019-05-01,99.96
2019-06-01,99.65
2019-07-01,99.63
2019-08-01,99.55
2019-09-01,99.71
2019-10-01,100.04
2019-11-01,99.78
2019-12-01,99.79
2020-01-01,100.36
2020-02-01,100.74
2020-03-01,101.2
2020-04-01,103.91
2020-05-01,104.78
2020-06-01,105.28
2020-07-01,104.26
2020-08-01,104.17
2020-09-01,103.76
2020-10-01,104
2020-11-01,103.37
2020-12-01,103.72
2021-01-01,104.07
2021-02-01,104.32
2021-03-01,104.53
2021-04-01,105.16
2021-05-01,105.48
2021-06-01,106.26
2021-07-01,106.92
2021-08-01,107.26
2021-09-01,108.44
2021-10-01,109.59
2021-11-01,109.96
2021-12-01,110.45
2022-01-01,111.75
2022-02-01,113.34
2022-03-01,115.01
2022-04-01,116.48
2022-05-01,118.04
2022-06-01,119.25
2022-07-01,120.94
2022-08-01,121.78
2022-09-01,122.51
2022-10-01,123.18
2022-11-01,123.13
2022-12-01,123.46
2023-01-01,124.39
2023-02-01,124.81
2023-03-01,124.57
2023-04-01,124.74
2023-05-01,124.84
2023-06-01,124.73
2023-07-01,125.2
2023-08-01,125.3
2023-09-01,125.38
2023-10-01,125.75
