"Date","APUS11A72620"
1978-11-01,0.45
1978-12-01,0.456
1979-01-01,0.456
1979-02-01,0.456
1979-03-01,0.468
1979-04-01,0.464
1979-05-01,0.487
1979-06-01,0.487
1979-07-01,0.474
1979-08-01,0.474
1979-09-01,0.483
1979-10-01,0.484
1979-11-01,0.546
1979-12-01,0.541
1980-01-01,0.556
1980-02-01,0.562
1980-03-01,0.572
1980-04-01,0.572
1980-05-01,0.528
1980-06-01,0.532
1980-07-01,0.532
1980-08-01,0.549
1980-09-01,0.554
1980-10-01,0.554
1980-11-01,0.623
1980-12-01,0.621
1981-01-01,0.626
1981-02-01,0.628
1981-03-01,0.623
1981-04-01,0.619
1981-05-01,0.585
1981-06-01,0.59
1981-07-01,0.6
1981-08-01,0.595
1981-09-01,0.777
1981-10-01,0.776
1981-11-01,0.795
1981-12-01,0.791
1982-01-01,0.745
1982-02-01,0.738
1982-03-01,0.766
1982-04-01,0.768
1982-05-01,0.773
1982-06-01,0.786
1982-07-01,0.797
1982-08-01,0.799
1982-09-01,0.811
1982-10-01,0.851
1982-11-01,0.838
1982-12-01,0.891
1983-01-01,0.909
1983-02-01,0.91
1983-03-01,0.884
1983-04-01,0.902
1983-05-01,0.914
1983-06-01,0.89
1983-07-01,0.889
1983-08-01,0.828
1983-09-01,0.788
1983-10-01,0.759
1983-11-01,0.722
1983-12-01,0.725
1984-01-01,0.772
1984-02-01,0.783
1984-03-01,0.782
1984-04-01,0.783
1984-05-01,0.761
1984-06-01,0.752
1984-07-01,0.759
1984-08-01,0.763
1984-09-01,0.807
1984-10-01,0.798
1984-11-01,0.793
1984-12-01,0.788
1985-01-01,0.769
1985-02-01,0.766
1985-03-01,0.772
1985-04-01,0.764
1985-05-01,0.775
1985-06-01,0.784
1985-07-01,0.764
1985-08-01,0.759
1985-09-01,NA
1985-10-01,0.748
1985-11-01,0.741
1985-12-01,0.74
1986-01-01,0.735
1986-02-01,0.762
1986-03-01,0.74
1986-04-01,0.756
1986-05-01,0.739
1986-06-01,0.732
1986-07-01,0.705
1986-08-01,0.714
1986-09-01,0.693
1986-10-01,0.689
1986-11-01,0.698
1986-12-01,0.699
1987-01-01,0.667
1987-02-01,0.659
1987-03-01,0.665
1987-04-01,0.66
1987-05-01,0.656
1987-06-01,0.652
1987-07-01,0.635
1987-08-01,0.636
1987-09-01,0.563
1987-10-01,0.563
1987-11-01,0.654
1987-12-01,0.654
1988-01-01,0.654
1988-02-01,0.653
1988-03-01,0.653
1988-04-01,0.653
1988-05-01,0.592
1988-06-01,0.592
1988-07-01,0.592
1988-08-01,0.592
1988-09-01,0.592
1988-10-01,NA
1988-11-01,0.78
1988-12-01,0.77
1989-01-01,0.77
1989-02-01,0.707
1989-03-01,0.707
1989-04-01,0.707
1989-05-01,0.577
1989-06-01,0.565
1989-07-01,0.566
1989-08-01,0.566
1989-09-01,0.566
1989-10-01,0.566
1989-11-01,0.774
1989-12-01,0.773
1990-01-01,0.778
1990-02-01,0.83
1990-03-01,0.83
1990-04-01,0.83
1990-05-01,0.551
1990-06-01,0.55
1990-07-01,0.551
1990-08-01,0.551
1990-09-01,0.551
1990-10-01,0.482
1990-11-01,0.828
1990-12-01,0.829
1991-01-01,0.829
1991-02-01,0.829
1991-03-01,0.829
1991-04-01,0.828
1991-05-01,0.518
1991-06-01,0.518
1991-07-01,0.518
1991-08-01,0.517
1991-09-01,0.518
1991-10-01,0.518
1991-11-01,0.845
1991-12-01,0.845
1992-01-01,0.845
1992-02-01,0.845
1992-03-01,0.845
1992-04-01,0.845
1992-05-01,0.523
1992-06-01,0.523
1992-07-01,0.523
1992-08-01,0.523
1992-09-01,0.523
1992-10-01,0.523
1992-11-01,0.854
1992-12-01,0.854
1993-01-01,0.854
1993-02-01,0.854
1993-03-01,0.854
1993-04-01,0.854
1993-05-01,0.59
1993-06-01,0.59
1993-07-01,0.59
1993-08-01,0.59
1993-09-01,0.59
1993-10-01,0.59
1993-11-01,0.942
1993-12-01,0.942
