"Date","APUA10674714"
1978-01-01,0.634
1978-02-01,0.633
1978-03-01,0.633
1978-04-01,0.633
1978-05-01,0.634
1978-06-01,0.642
1978-07-01,0.654
1978-08-01,0.66
1978-09-01,0.666
1978-10-01,0.666
1978-11-01,0.67
1978-12-01,0.675
1979-01-01,0.684
1979-02-01,0.7
1979-03-01,0.727
1979-04-01,0.772
1979-05-01,0.814
1979-06-01,0.874
1979-07-01,0.945
1979-08-01,0.977
1979-09-01,1.007
1979-10-01,1.007
1979-11-01,1.015
1979-12-01,1.031
1980-01-01,1.1
1980-02-01,1.187
1980-03-01,1.233
1980-04-01,1.245
1980-05-01,1.244
1980-06-01,1.237
1980-07-01,1.234
1980-08-01,1.24
1980-09-01,1.226
1980-10-01,1.218
1980-11-01,1.219
1980-12-01,1.23
1981-01-01,1.259
1981-02-01,1.351
1981-03-01,1.387
1981-04-01,1.376
1981-05-01,1.363
1981-06-01,1.353
1981-07-01,1.36
1981-08-01,1.37
1981-09-01,1.355
1981-10-01,1.355
1981-11-01,1.355
1981-12-01,1.346
1982-01-01,1.338
1982-02-01,1.32
1982-03-01,1.255
1982-04-01,1.183
1982-05-01,1.161
1982-06-01,1.218
1982-07-01,1.25
1982-08-01,1.25
1982-09-01,1.242
1982-10-01,1.235
1982-11-01,1.226
1982-12-01,1.225
1983-01-01,1.209
1983-02-01,1.175
1983-03-01,1.119
1983-04-01,1.159
1983-05-01,1.192
1983-06-01,1.199
1983-07-01,1.213
1983-08-01,1.244
1983-09-01,1.255
1983-10-01,1.253
1983-11-01,1.248
1983-12-01,1.241
1984-01-01,1.218
1984-02-01,1.211
1984-03-01,1.204
1984-04-01,1.209
1984-05-01,1.21
1984-06-01,1.213
1984-07-01,1.203
1984-08-01,1.194
1984-09-01,1.197
1984-10-01,1.199
1984-11-01,NA
1984-12-01,1.194
1985-01-01,1.174
1985-02-01,1.174
1985-03-01,1.195
1985-04-01,1.222
1985-05-01,1.239
1985-06-01,1.244
1985-07-01,1.251
1985-08-01,1.252
1985-09-01,1.243
1985-10-01,1.238
1985-11-01,1.248
1985-12-01,1.246
1986-01-01,1.236
1986-02-01,1.143
1986-03-01,0.934
1986-04-01,0.842
1986-05-01,0.907
1986-06-01,0.936
1986-07-01,0.844
1986-08-01,0.796
1986-09-01,0.824
1986-10-01,0.821
1986-11-01,0.818
1986-12-01,0.821
