"Date","APUS49B72620"
1978-11-01,0.203
1978-12-01,0.203
1979-01-01,0.203
1979-02-01,0.203
1979-03-01,0.203
1979-04-01,0.203
1979-05-01,0.284
1979-06-01,0.284
1979-07-01,0.312
1979-08-01,0.312
1979-09-01,0.312
1979-10-01,0.312
1979-11-01,0.274
1979-12-01,0.274
1980-01-01,0.296
1980-02-01,0.296
1980-03-01,0.336
1980-04-01,0.336
1980-05-01,0.57
1980-06-01,0.57
1980-07-01,0.57
1980-08-01,0.57
1980-09-01,0.57
1980-10-01,0.57
1980-11-01,0.381
1980-12-01,0.381
1981-01-01,0.381
1981-02-01,0.381
1981-03-01,0.389
1981-04-01,0.389
1981-05-01,0.524
1981-06-01,0.525
1981-07-01,0.525
1981-08-01,0.526
1981-09-01,0.526
1981-10-01,0.526
1981-11-01,0.4
1981-12-01,0.4
1982-01-01,0.425
1982-02-01,0.425
1982-03-01,0.425
1982-04-01,0.425
1982-05-01,0.616
1982-06-01,0.616
1982-07-01,0.616
1982-08-01,0.616
1982-09-01,0.491
1982-10-01,0.491
1982-11-01,0.417
1982-12-01,0.417
1983-01-01,0.418
1983-02-01,0.415
1983-03-01,0.415
1983-04-01,0.416
1983-05-01,0.491
1983-06-01,0.491
1983-07-01,0.536
1983-08-01,0.536
1983-09-01,0.538
1983-10-01,0.538
1983-11-01,0.457
1983-12-01,0.457
1984-01-01,0.475
1984-02-01,0.482
1984-03-01,0.482
1984-04-01,0.482
1984-05-01,0.565
1984-06-01,0.58
1984-07-01,0.577
1984-08-01,0.578
1984-09-01,0.603
1984-10-01,0.603
1984-11-01,0.501
1984-12-01,0.497
1985-01-01,0.46
1985-02-01,0.46
1985-03-01,0.46
1985-04-01,0.461
1985-05-01,0.573
1985-06-01,0.572
1985-07-01,0.572
1985-08-01,0.572
1985-09-01,NA
1985-10-01,0.548
1985-11-01,0.423
1985-12-01,0.423
1986-01-01,0.426
1986-02-01,0.422
1986-03-01,0.422
1986-04-01,0.422
1986-05-01,0.518
1986-06-01,0.518
1986-07-01,0.512
1986-08-01,0.512
1986-09-01,0.512
1986-10-01,0.512
1986-11-01,0.402
1986-12-01,0.402
1987-01-01,0.401
1987-02-01,0.401
1987-03-01,0.401
1987-04-01,0.401
1987-05-01,0.538
1987-06-01,0.538
1987-07-01,0.538
1987-08-01,0.542
1987-09-01,0.542
1987-10-01,0.542
1987-11-01,0.406
1987-12-01,0.408
1988-01-01,0.408
1988-02-01,0.408
1988-03-01,0.47
1988-04-01,0.47
1988-05-01,0.684
1988-06-01,0.684
1988-07-01,0.684
1988-08-01,0.684
1988-09-01,0.684
1988-10-01,0.684
1988-11-01,0.513
1988-12-01,0.513
1989-01-01,0.519
1989-02-01,0.519
1989-03-01,0.519
1989-04-01,0.519
1989-05-01,0.67
1989-06-01,0.702
1989-07-01,0.702
1989-08-01,0.702
1989-09-01,0.702
1989-10-01,0.702
1989-11-01,0.553
1989-12-01,0.553
1990-01-01,0.56
1990-02-01,0.56
1990-03-01,0.56
1990-04-01,0.56
1990-05-01,0.71
1990-06-01,0.699
1990-07-01,0.699
1990-08-01,0.699
1990-09-01,0.699
1990-10-01,0.699
1990-11-01,0.59
1990-12-01,0.59
1991-01-01,0.607
1991-02-01,0.607
1991-03-01,0.607
1991-04-01,0.607
1991-05-01,0.714
1991-06-01,0.723
1991-07-01,0.723
1991-08-01,0.723
1991-09-01,0.723
1991-10-01,0.723
1991-11-01,0.613
1991-12-01,0.613
1992-01-01,0.635
1992-02-01,0.635
1992-03-01,0.635
1992-04-01,0.635
1992-05-01,0.741
1992-06-01,0.741
1992-07-01,0.741
1992-08-01,0.668
1992-09-01,0.737
1992-10-01,0.737
1992-11-01,0.561
1992-12-01,0.557
1993-01-01,0.575
1993-02-01,0.575
1993-03-01,0.575
1993-04-01,0.575
1993-05-01,0.641
1993-06-01,0.674
1993-07-01,0.674
1993-08-01,0.669
1993-09-01,0.681
1993-10-01,0.681
1993-11-01,0.597
1993-12-01,0.597
1994-01-01,0.597
1994-02-01,0.597
1994-03-01,0.597
1994-04-01,0.586
1994-05-01,0.654
1994-06-01,0.654
1994-07-01,0.654
1994-08-01,0.715
1994-09-01,0.718
1994-10-01,0.718
1994-11-01,0.642
1994-12-01,0.642
1995-01-01,0.662
1995-02-01,0.662
1995-03-01,0.662
1995-04-01,0.662
1995-05-01,0.74
1995-06-01,0.74
1995-07-01,0.74
1995-08-01,0.74
1995-09-01,0.74
1995-10-01,0.74
1995-11-01,0.662
1995-12-01,0.662
1996-01-01,0.598
1996-02-01,0.598
1996-03-01,0
1996-04-01,0.079
1996-05-01,0.642
1996-06-01,0.669
1996-07-01,0.669
1996-08-01,0.669
1996-09-01,0.669
1996-10-01,0.669
1996-11-01,0.598
1996-12-01,0.598
1997-01-01,0.598
1997-02-01,0.598
1997-03-01,0.598
1997-04-01,0.598
1997-05-01,0.669
1997-06-01,0.732
1997-07-01,0.727
1997-08-01,0.732
1997-09-01,0.732
1997-10-01,0.732
1997-11-01,0.726
1997-12-01,0.722
1998-01-01,0.65
1998-02-01,0.631
1998-03-01,0.636
1998-04-01,0.622
1998-05-01,0.744
1998-06-01,0.671
1998-07-01,0.663
1998-08-01,0.676
1998-09-01,0.684
1998-10-01,0.711
1998-11-01,0.7
1998-12-01,0.684
1999-01-01,0.674
1999-02-01,0.638
1999-03-01,0.604
1999-04-01,0.6
1999-05-01,0.723
1999-06-01,0.733
1999-07-01,0.749
1999-08-01,0.747
1999-09-01,0.795
1999-10-01,0.788
1999-11-01,0.746
1999-12-01,0.714
2000-01-01,0.72
2000-02-01,0.721
2000-03-01,0.707
2000-04-01,0.737
2000-05-01,0.813
2000-06-01,0.856
2000-07-01,0.951
2000-08-01,0.906
2000-09-01,0.951
2000-10-01,1.045
2000-11-01,1.008
2000-12-01,1.145
2001-01-01,1.825
2001-02-01,1.686
2001-03-01,1.433
2001-04-01,1.236
2001-05-01,1.244
2001-06-01,0.934
2001-07-01,1.055
2001-08-01,0.829
2001-09-01,0.662
2001-10-01,0.546
2001-11-01,0.651
2001-12-01,0.784
2002-01-01,0.737
2002-02-01,0.612
2002-03-01,0.604
2002-04-01,0.674
2002-05-01,0.736
2002-06-01,0.677
2002-07-01,0.667
2002-08-01,0.706
2002-09-01,0.759
2002-10-01,0.853
2002-11-01,0.838
2002-12-01,0.887
2003-01-01,0.954
2003-02-01,0.923
2003-03-01,1.053
2003-04-01,0.859
2003-05-01,0.925
2003-06-01,1.025
2003-07-01,1.01
2003-08-01,1.074
2003-09-01,1.026
2003-10-01,1.097
2003-11-01,1.021
2003-12-01,1.068
2004-01-01,1.096
2004-02-01,0.911
2004-03-01,0.776
2004-04-01,0.779
2004-05-01,0.897
2004-06-01,0.97
2004-07-01,0.972
2004-08-01,1.122
2004-09-01,1.097
2004-10-01,1.066
2004-11-01,1.148
2004-12-01,1.186
2005-01-01,1.222
2005-02-01,1.112
2005-03-01,1.043
2005-04-01,1.091
2005-05-01,1.217
2005-06-01,1.2
2005-07-01,1.259
2005-08-01,1.277
2005-09-01,1.462
2005-10-01,1.795
2005-11-01,1.761
2005-12-01,1.485
2006-01-01,1.752
2006-02-01,1.367
2006-03-01,1.289
2006-04-01,1.444
2006-05-01,1.36
2006-06-01,1.161
2006-07-01,1.203
2006-08-01,1.203
2006-09-01,1.335
2006-10-01,1.335
2006-11-01,1.283
2006-12-01,1.255
2007-01-01,1.249
2007-02-01,1.237
2007-03-01,1.281
2007-04-01,1.356
2007-05-01,1.447
2007-06-01,1.588
2007-07-01,1.556
2007-08-01,1.396
2007-09-01,1.399
2007-10-01,1.451
2007-11-01,1.331
2007-12-01,1.362
2008-01-01,1.271
2008-02-01,1.339
2008-03-01,1.372
2008-04-01,1.626
2008-05-01,1.682
2008-06-01,1.851
2008-07-01,2.154
2008-08-01,1.909
2008-09-01,1.568
2008-10-01,1.438
2008-11-01,1.197
2008-12-01,1.058
2009-01-01,1.241
2009-02-01,1.193
2009-03-01,1.072
2009-04-01,1.153
2009-05-01,1.063
2009-06-01,1.183
2009-07-01,1.216
2009-08-01,1.213
2009-09-01,1.152
2009-10-01,1.233
2009-11-01,1.149
2009-12-01,1.064
2010-01-01,1.154
2010-02-01,1.201
2010-03-01,1.106
2010-04-01,1.289
2010-05-01,1.228
2010-06-01,1.258
2010-07-01,1.289
2010-08-01,1.378
2010-09-01,1.365
2010-10-01,1.34
2010-11-01,1.09
2010-12-01,1.142
2011-01-01,1.153
2011-02-01,1.241
2011-03-01,1.14
2011-04-01,1.298
2011-05-01,1.316
2011-06-01,1.47
2011-07-01,1.477
2011-08-01,1.43
2011-09-01,1.418
2011-10-01,1.344
2011-11-01,1.131
2011-12-01,1.129
2012-01-01,1.148
2012-02-01,1.187
2012-03-01,1.055
2012-04-01,1.197
2012-05-01,1.224
2012-06-01,1.345
2012-07-01,1.385
2012-08-01,1.369
2012-09-01,1.32
2012-10-01,1.273
2012-11-01,1.19
2012-12-01,1.14
2013-01-01,1.079
2013-02-01,1.146
2013-03-01,1.081
2013-04-01,1.332
2013-05-01,1.391
2013-06-01,1.335
2013-07-01,1.304
2013-08-01,1.291
2013-09-01,1.26
2013-10-01,1.264
2013-11-01,1.194
2013-12-01,1.152
2014-01-01,1.255
2014-02-01,1.332
2014-03-01,1.386
2014-04-01,1.424
2014-05-01,1.465
2014-06-01,1.427
2014-07-01,1.479
2014-08-01,1.441
2014-09-01,1.625
2014-10-01,1.54
2014-11-01,1.324
2014-12-01,1.398
2015-01-01,1.49
2015-02-01,1.464
2015-03-01,1.378
2015-04-01,1.534
2015-05-01,1.485
2015-06-01,1.574
2015-07-01,1.497
2015-08-01,1.577
2015-09-01,1.499
2015-10-01,1.499
2015-11-01,1.227
2015-12-01,1.235
2016-01-01,1.299
2016-02-01,1.331
2016-03-01,1.07
2016-04-01,1.368
2016-05-01,1.397
2016-06-01,1.342
2016-07-01,1.403
2016-08-01,1.632
2016-09-01,1.618
2016-10-01,1.706
2016-11-01,1.516
2016-12-01,1.454
2017-01-01,1.424
2017-02-01,1.414
2017-03-01,1.374
2017-04-01,1.632
2017-05-01,1.609
2017-06-01,1.602
2017-07-01,1.529
2017-08-01,1.538
2017-09-01,1.484
2017-10-01,1.525
2017-11-01,1.338
2017-12-01,1.372
2018-01-01,1.39
2018-02-01,1.423
2018-03-01,1.339
2018-04-01,1.615
2018-05-01,1.538
2018-06-01,1.485
2018-07-01,1.515
2018-08-01,1.577
2018-09-01,1.547
2018-10-01,1.415
2018-11-01,1.24
2018-12-01,1.313
2019-01-01,1.381
2019-02-01,1.405
2019-03-01,1.336
2019-04-01,1.624
2019-05-01,1.531
2019-06-01,1.52
2019-07-01,1.597
2019-08-01,1.571
