"Date","CUURA101SAH"
1976-01-01,58.8
1976-02-01,59.1
1976-03-01,59.3
1976-04-01,59.4
1976-05-01,59.5
1976-06-01,59.9
1976-07-01,59.9
1976-08-01,60.1
1976-09-01,60.3
1976-10-01,60.6
1976-11-01,60.6
1976-12-01,61
1977-01-01,61.6
1977-02-01,61.8
1977-03-01,62.2
1977-04-01,62.4
1977-05-01,62.6
1977-06-01,63.2
1977-07-01,63.2
1977-08-01,63.4
1977-09-01,63.7
1977-10-01,63.8
1977-11-01,63.9
1977-12-01,64.1
1978-01-01,64.4
1978-02-01,64.5
1978-03-01,65
1978-04-01,65.2
1978-05-01,65.5
1978-06-01,66.2
1978-07-01,66.4
1978-08-01,66.9
1978-09-01,67.4
1978-10-01,67.9
1978-11-01,67.9
1978-12-01,68.2
1979-01-01,68.7
1979-02-01,69.2
1979-03-01,69.4
1979-04-01,70.1
1979-05-01,70.9
1979-06-01,71.8
1979-07-01,72.2
1979-08-01,73
1979-09-01,74.1
1979-10-01,74.7
1979-11-01,75.4
1979-12-01,75.9
1980-01-01,76.9
1980-02-01,77.3
1980-03-01,78.5
1980-04-01,79
1980-05-01,79.9
1980-06-01,81.5
1980-07-01,82
1980-08-01,82.5
1980-09-01,82.1
1980-10-01,82.5
1980-11-01,83.1
1980-12-01,84.7
1981-01-01,85.4
1981-02-01,86.4
1981-03-01,86.4
1981-04-01,86.8
1981-05-01,87.5
1981-06-01,88.5
1981-07-01,90.1
1981-08-01,91.3
1981-09-01,93.2
1981-10-01,92.6
1981-11-01,92.3
1981-12-01,92.2
1982-01-01,91.8
1982-02-01,91.4
1982-03-01,90
1982-04-01,90.8
1982-05-01,92.7
1982-06-01,95.9
1982-07-01,96
1982-08-01,96.7
1982-09-01,97.3
1982-10-01,100
1982-11-01,99.7
1982-12-01,98.1
1983-01-01,98.4
1983-02-01,98.4
1983-03-01,98.3
1983-04-01,99.7
1983-05-01,100
1983-06-01,100.4
1983-07-01,100.8
1983-08-01,100.4
1983-09-01,100.9
1983-10-01,101.2
1983-11-01,101.8
1983-12-01,102
1984-01-01,102.7
1984-02-01,103.5
1984-03-01,103.3
1984-04-01,104
1984-05-01,103.8
1984-06-01,104.1
1984-07-01,104.9
1984-08-01,105.5
1984-09-01,106.4
1984-10-01,105.8
1984-11-01,106.9
1984-12-01,106.6
1985-01-01,106.5
1985-02-01,107.1
1985-03-01,106.9
1985-04-01,107.4
1985-05-01,108.1
1985-06-01,108.4
1985-07-01,108.5
1985-08-01,109.6
1985-09-01,109.6
1985-10-01,109.4
1985-11-01,111.2
1985-12-01,111.5
1986-01-01,112
1986-02-01,111.6
1986-03-01,112.2
1986-04-01,112
1986-05-01,111.1
1986-06-01,112.7
1986-07-01,113.7
1986-08-01,113.9
1986-09-01,113.7
1986-10-01,113.6
1986-11-01,113.1
1986-12-01,114
1987-01-01,115.2
1987-02-01,115.6
1987-03-01,115.4
1987-04-01,115.8
1987-05-01,117.1
1987-06-01,118
1987-07-01,118.3
1987-08-01,119.5
1987-09-01,119.8
1987-10-01,120
1987-11-01,120.3
1987-12-01,121.5
1988-01-01,123.2
1988-02-01,122.8
1988-03-01,123
1988-04-01,123.7
1988-05-01,124.3
1988-06-01,124.9
1988-07-01,125.8
1988-08-01,126
1988-09-01,126.9
1988-10-01,126.7
1988-11-01,126.9
1988-12-01,127.1
1989-01-01,128.2
1989-02-01,128.8
1989-03-01,129.6
1989-04-01,130.2
1989-05-01,131.1
1989-06-01,132.2
1989-07-01,132.7
1989-08-01,132.7
1989-09-01,133
1989-10-01,133.7
1989-11-01,134.5
1989-12-01,135.3
1990-01-01,136.3
1990-02-01,135.8
1990-03-01,137.5
1990-04-01,138.2
1990-05-01,138.3
1990-06-01,138.3
1990-07-01,140.3
1990-08-01,142.1
1990-09-01,141.4
1990-10-01,141.2
1990-11-01,140.8
1990-12-01,141.1
1991-01-01,143.6
1991-02-01,144.8
1991-03-01,144.4
1991-04-01,144.2
1991-05-01,144.4
1991-06-01,145.5
1991-07-01,147.4
1991-08-01,147.3
1991-09-01,146.6
1991-10-01,145.7
1991-11-01,147.2
1991-12-01,147.4
1992-01-01,148.3
1992-02-01,149.4
1992-03-01,150.9
1992-04-01,150.8
1992-05-01,150.2
1992-06-01,151.6
1992-07-01,152.4
1992-08-01,152.9
1992-09-01,152.6
1992-10-01,152.6
1992-11-01,152.6
1992-12-01,152.2
1993-01-01,153.5
1993-02-01,153.8
1993-03-01,154.7
1993-04-01,154.6
1993-05-01,154.7
1993-06-01,156.5
1993-07-01,156.7
1993-08-01,157.2
1993-09-01,156.4
1993-10-01,156.2
1993-11-01,155.6
1993-12-01,156.3
1994-01-01,157.1
1994-02-01,159.8
1994-03-01,160.3
1994-04-01,159.2
1994-05-01,158.8
1994-06-01,159.5
1994-07-01,160.4
1994-08-01,161.8
1994-09-01,160.9
1994-10-01,160.7
1994-11-01,160
1994-12-01,159.7
1995-01-01,160.9
1995-02-01,161.5
1995-03-01,162
1995-04-01,162.4
1995-05-01,162.8
1995-06-01,163.9
1995-07-01,165
1995-08-01,165
1995-09-01,164.1
1995-10-01,164.2
1995-11-01,164.4
1995-12-01,164.6
1996-01-01,166.6
