"Date","APUS23B74714"
1978-01-01,0.674
1978-02-01,0.673
1978-03-01,0.674
1978-04-01,0.674
1978-05-01,0.678
1978-06-01,0.684
1978-07-01,0.696
1978-08-01,0.705
1978-09-01,0.711
1978-10-01,0.718
1978-11-01,0.731
1978-12-01,0.736
1979-01-01,0.766
1979-02-01,0.788
1979-03-01,0.802
1979-04-01,0.847
1979-05-01,0.876
1979-06-01,0.931
1979-07-01,0.973
1979-08-01,1.018
1979-09-01,1.061
1979-10-01,1.082
1979-11-01,1.087
1979-12-01,1.119
1980-01-01,1.182
1980-02-01,1.26
1980-03-01,1.295
1980-04-01,1.309
1980-05-01,1.314
1980-06-01,1.329
1980-07-01,1.323
1980-08-01,1.332
1980-09-01,1.328
1980-10-01,1.313
1980-11-01,1.321
1980-12-01,1.333
1981-01-01,1.387
1981-02-01,1.454
1981-03-01,1.436
1981-04-01,1.42
1981-05-01,1.404
1981-06-01,1.391
1981-07-01,1.372
1981-08-01,1.377
1981-09-01,1.378
1981-10-01,1.374
1981-11-01,1.375
1981-12-01,1.369
1982-01-01,1.345
1982-02-01,1.331
1982-03-01,1.272
1982-04-01,1.212
1982-05-01,1.255
1982-06-01,1.346
1982-07-01,1.359
1982-08-01,1.346
1982-09-01,1.307
1982-10-01,1.302
1982-11-01,1.293
1982-12-01,1.278
1983-01-01,1.237
1983-02-01,1.206
1983-03-01,1.183
1983-04-01,1.26
1983-05-01,1.296
1983-06-01,1.313
1983-07-01,1.32
1983-08-01,1.311
1983-09-01,1.316
1983-10-01,1.312
1983-11-01,1.303
1983-12-01,1.29
1984-01-01,1.267
1984-02-01,1.285
1984-03-01,1.287
1984-04-01,1.299
1984-05-01,1.313
1984-06-01,1.286
1984-07-01,1.255
1984-08-01,1.245
1984-09-01,1.275
1984-10-01,1.286
1984-11-01,1.281
1984-12-01,1.256
1985-01-01,1.177
1985-02-01,1.191
1985-03-01,1.233
1985-04-01,1.264
1985-05-01,1.281
1985-06-01,1.3
1985-07-01,1.317
1985-08-01,1.305
1985-09-01,1.282
1985-10-01,1.26
1985-11-01,1.27
1985-12-01,1.292
1986-01-01,1.271
1986-02-01,1.121
1986-03-01,0.925
1986-04-01,0.854
1986-05-01,0.963
1986-06-01,0.979
1986-07-01,0.898
1986-08-01,0.877
1986-09-01,0.872
1986-10-01,0.841
1986-11-01,0.874
1986-12-01,0.855
1987-01-01,0.907
1987-02-01,0.908
1987-03-01,0.906
1987-04-01,0.938
1987-05-01,0.953
1987-06-01,0.97
1987-07-01,1.011
1987-08-01,1.04
1987-09-01,1.028
1987-10-01,1.005
1987-11-01,1.011
1987-12-01,0.988
1988-01-01,0.952
1988-02-01,0.922
1988-03-01,0.907
1988-04-01,0.958
1988-05-01,0.99
1988-06-01,0.976
1988-07-01,0.984
1988-08-01,1.03
1988-09-01,1
1988-10-01,0.956
1988-11-01,0.991
1988-12-01,0.962
1989-01-01,0.948
1989-02-01,0.95
1989-03-01,0.946
1989-04-01,1.1
1989-05-01,1.124
1989-06-01,1.116
1989-07-01,1.088
1989-08-01,1.024
1989-09-01,1.018
1989-10-01,1.027
1989-11-01,1.004
1989-12-01,0.973
1990-01-01,1.047
1990-02-01,1.042
1990-03-01,0.98
1990-04-01,1.07
1990-05-01,1.068
1990-06-01,1.095
1990-07-01,1.049
1990-08-01,1.179
1990-09-01,1.309
1990-10-01,1.382
1990-11-01,1.364
1990-12-01,1.29
1991-01-01,1.197
1991-02-01,1.092
1991-03-01,1.079
1991-04-01,1.126
1991-05-01,1.182
1991-06-01,1.152
1991-07-01,1.114
1991-08-01,1.142
1991-09-01,1.066
1991-10-01,1.028
1991-11-01,1.067
1991-12-01,1.065
1992-01-01,0.99
1992-02-01,0.966
1992-03-01,0.966
1992-04-01,1.025
1992-05-01,1.102
1992-06-01,1.121
1992-07-01,1.06
1992-08-01,1.036
1992-09-01,1.077
1992-10-01,1.077
1992-11-01,1.066
1992-12-01,0.991
1993-01-01,0.995
1993-02-01,1.023
1993-03-01,1.003
1993-04-01,1.06
1993-05-01,1.102
1993-06-01,1.086
1993-07-01,1.01
1993-08-01,1.003
1993-09-01,0.983
1993-10-01,1.049
1993-11-01,1.006
1993-12-01,0.948
1994-01-01,0.944
1994-02-01,0.985
1994-03-01,0.957
1994-04-01,1.008
1994-05-01,1.03
