"Date","CUURA101SEHC01"
1982-12-01,100
1983-01-01,100
1983-02-01,100.1
1983-03-01,99.5
1983-04-01,102.6
1983-05-01,103
1983-06-01,103
1983-07-01,103.4
1983-08-01,102.6
1983-09-01,103.1
1983-10-01,103.8
1983-11-01,105.2
1983-12-01,105.6
1984-01-01,106.5
1984-02-01,107.4
1984-03-01,106.9
1984-04-01,107.3
1984-05-01,107.3
1984-06-01,107.3
1984-07-01,108.1
1984-08-01,109.4
1984-09-01,111.2
1984-10-01,110.6
1984-11-01,112.3
1984-12-01,112.2
1985-01-01,111.8
1985-02-01,112.8
1985-03-01,112.2
1985-04-01,112.3
1985-05-01,113.2
1985-06-01,114.1
1985-07-01,115.1
1985-08-01,117.2
1985-09-01,117.2
1985-10-01,116.5
1985-11-01,118.5
1985-12-01,119.3
1986-01-01,120.5
1986-02-01,121.2
1986-03-01,124.3
1986-04-01,123.3
1986-05-01,122.3
1986-06-01,123.7
1986-07-01,126
1986-08-01,126.3
1986-09-01,125.1
1986-10-01,126.1
1986-11-01,125.9
1986-12-01,127.7
1987-01-01,128.2
1987-02-01,128.6
1987-03-01,128.6
1987-04-01,129.4
1987-05-01,132
1987-06-01,132.7
1987-07-01,132.7
1987-08-01,135
1987-09-01,135.5
1987-10-01,138.2
1987-11-01,138.5
1987-12-01,141.1
1988-01-01,143.1
1988-02-01,141.9
1988-03-01,142.6
1988-04-01,142.8
1988-05-01,144.1
1988-06-01,144.8
1988-07-01,146
1988-08-01,146.7
1988-09-01,147.8
1988-10-01,148.7
1988-11-01,149.5
1988-12-01,149.6
1989-01-01,150.4
1989-02-01,150.3
1989-03-01,150.5
1989-04-01,151.7
1989-05-01,153.7
1989-06-01,154.2
1989-07-01,155.3
1989-08-01,156.1
1989-09-01,157.1
1989-10-01,158.5
1989-11-01,161.2
1989-12-01,161
1990-01-01,159.8
1990-02-01,159.3
1990-03-01,162.9
1990-04-01,164.1
1990-05-01,165.1
1990-06-01,164.3
1990-07-01,166.2
1990-08-01,168.3
1990-09-01,166.9
1990-10-01,166.8
1990-11-01,165.8
1990-12-01,166.7
1991-01-01,166.8
1991-02-01,167.2
1991-03-01,166.8
1991-04-01,168.2
1991-05-01,170
1991-06-01,171.4
1991-07-01,173.4
1991-08-01,173.7
1991-09-01,173.1
1991-10-01,172.7
1991-11-01,175.3
1991-12-01,174.9
1992-01-01,174.7
1992-02-01,175.3
1992-03-01,178.2
1992-04-01,179.4
1992-05-01,178.1
1992-06-01,178.3
1992-07-01,178.9
1992-08-01,179.8
1992-09-01,179.9
1992-10-01,182.2
1992-11-01,181.6
1992-12-01,181.5
1993-01-01,182.4
1993-02-01,182
1993-03-01,182.6
1993-04-01,182.8
1993-05-01,182.6
1993-06-01,184.3
1993-07-01,184.2
1993-08-01,185.5
1993-09-01,184.6
1993-10-01,184.9
1993-11-01,184
1993-12-01,185.2
1994-01-01,185.7
1994-02-01,190
1994-03-01,190.5
1994-04-01,190.2
1994-05-01,189.3
1994-06-01,189.2
1994-07-01,190
1994-08-01,192.8
1994-09-01,193.6
1994-10-01,194.4
1994-11-01,193.8
1994-12-01,193.3
1995-01-01,194.2
1995-02-01,194.2
1995-03-01,194.4
1995-04-01,195
1995-05-01,195.8
1995-06-01,196.3
1995-07-01,196.9
1995-08-01,197
1995-09-01,197
1995-10-01,197.6
1995-11-01,198.3
1995-12-01,198.7
1996-01-01,199.3
1996-02-01,199.3
1996-03-01,199.7
1996-04-01,199.7
1996-05-01,200
1996-06-01,200
1996-07-01,200.9
1996-08-01,201.1
1996-09-01,201.6
1996-10-01,202.5
1996-11-01,202.8
1996-12-01,203.1
1997-01-01,203
1997-02-01,203.9
1997-03-01,204.5
1997-04-01,204.7
1997-05-01,205.2
1997-06-01,205.9
1997-07-01,206.9
1997-08-01,207.5
1997-09-01,207.8
1997-10-01,208.6
1997-11-01,209.3
1997-12-01,210.2
1998-01-01,210.8
1998-02-01,211.2
1998-03-01,211.5
1998-04-01,211.7
1998-05-01,212.6
1998-06-01,213.3
1998-07-01,213.8
1998-08-01,214.8
1998-09-01,215
1998-10-01,215.7
1998-11-01,216.2
1998-12-01,216.8
1999-01-01,217
1999-02-01,217.2
1999-03-01,217.3
1999-04-01,217.8
1999-05-01,218.1
1999-06-01,218.3
1999-07-01,218.7
1999-08-01,219.8
1999-09-01,219.9
1999-10-01,220.1
1999-11-01,221.2
1999-12-01,222
2000-01-01,223.5
2000-02-01,223.5
2000-03-01,223.4
2000-04-01,223.6
2000-05-01,223.5
2000-06-01,224.1
2000-07-01,224.2
2000-08-01,224.9
2000-09-01,225.9
2000-10-01,226.5
2000-11-01,227
2000-12-01,227.3
2001-01-01,227.3
2001-02-01,228
2001-03-01,230.3
2001-04-01,231.4
2001-05-01,232.1
2001-06-01,233.2
2001-07-01,234
2001-08-01,235.7
2001-09-01,236.5
2001-10-01,238.2
2001-11-01,240.8
2001-12-01,242.4
2002-01-01,243.4
2002-02-01,245
2002-03-01,245.7
2002-04-01,246.2
2002-05-01,247
2002-06-01,248.1
2002-07-01,249.9
2002-08-01,250.6
2002-09-01,251.7
2002-10-01,253.6
2002-11-01,254.2
2002-12-01,254.6
2003-01-01,256.2
2003-02-01,257
2003-03-01,257.2
2003-04-01,256.5
2003-05-01,257.7
2003-06-01,257.8
2003-07-01,259.2
2003-08-01,260.1
2003-09-01,261.7
2003-10-01,263.5
2003-11-01,264.9
2003-12-01,265.7
2004-01-01,266.3
2004-02-01,266.2
2004-03-01,267.3
2004-04-01,269.3
2004-05-01,269.9
2004-06-01,270.4
2004-07-01,271.3
2004-08-01,272
2004-09-01,272.8
2004-10-01,272.8
2004-11-01,272.8
2004-12-01,273.8
2005-01-01,274.1
2005-02-01,275.4
2005-03-01,275.4
2005-04-01,276
2005-05-01,276.1
2005-06-01,276.6
2005-07-01,277.1
2005-08-01,277
2005-09-01,278.1
2005-10-01,277.7
2005-11-01,278.2
2005-12-01,278.4
2006-01-01,280.1
2006-02-01,282.7
2006-03-01,285
2006-04-01,288.7
2006-05-01,291.5
2006-06-01,294
2006-07-01,295.2
2006-08-01,296.8
2006-09-01,297.3
2006-10-01,297.8
2006-11-01,298.4
2006-12-01,297.5
2007-01-01,298.429
2007-02-01,299.067
2007-03-01,300.334
2007-04-01,300.506
2007-05-01,300.992
2007-06-01,302.162
2007-07-01,302.093
2007-08-01,303.877
2007-09-01,304.916
2007-10-01,305.234
2007-11-01,305.934
2007-12-01,306.658
2008-01-01,306.943
2008-02-01,307.776
2008-03-01,308.414
2008-04-01,309.225
2008-05-01,310.265
2008-06-01,312.623
2008-07-01,313.335
2008-08-01,314.378
2008-09-01,314.933
2008-10-01,315.708
2008-11-01,316.402
2008-12-01,317.595
2009-01-01,317.43
2009-02-01,317.982
2009-03-01,319.755
2009-04-01,320.205
2009-05-01,320.917
2009-06-01,320.054
2009-07-01,320.895
2009-08-01,321.246
2009-09-01,319.404
2009-10-01,319.705
2009-11-01,319.987
2009-12-01,320.43
2010-01-01,320.601
2010-02-01,320.966
2010-03-01,321.234
2010-04-01,320.538
2010-05-01,321.023
2010-06-01,322.049
2010-07-01,322.082
2010-08-01,321.946
2010-09-01,321.175
2010-10-01,321.471
2010-11-01,321.705
2010-12-01,321.723
2011-01-01,322.013
2011-02-01,321.957
2011-03-01,322.572
2011-04-01,323.545
2011-05-01,324.271
2011-06-01,325.157
2011-07-01,326.405
2011-08-01,327.383
2011-09-01,327.59
2011-10-01,327.983
2011-11-01,327.849
2011-12-01,327.263
2012-01-01,327.973
2012-02-01,327.659
2012-03-01,328.833
2012-04-01,329.059
2012-05-01,329.833
2012-06-01,330.658
2012-07-01,331.019
2012-08-01,331.857
2012-09-01,332.3
2012-10-01,332.931
2012-11-01,333.356
2012-12-01,334.204
2013-01-01,334.77
2013-02-01,335.296
2013-03-01,335.496
2013-04-01,335.659
2013-05-01,336.084
2013-06-01,336.739
2013-07-01,336.813
2013-08-01,339.422
2013-09-01,340.509
2013-10-01,341.759
2013-11-01,343.26
2013-12-01,344.054
2014-01-01,345.395
2014-02-01,344.667
2014-03-01,345.194
2014-04-01,346.149
2014-05-01,346.87
2014-06-01,347.563
2014-07-01,347.772
2014-08-01,348.723
2014-09-01,349.085
2014-10-01,348.765
2014-11-01,349.743
2014-12-01,349.995
2015-01-01,351.3
