"Date","APUA21474714"
1978-01-01,0.621
1978-02-01,0.621
1978-03-01,0.619
1978-04-01,0.615
1978-05-01,0.622
1978-06-01,0.642
1978-07-01,0.648
1978-08-01,0.656
1978-09-01,0.661
1978-10-01,0.661
1978-11-01,0.676
1978-12-01,0.686
1979-01-01,0.691
1979-02-01,0.71
1979-03-01,0.738
1979-04-01,0.787
1979-05-01,0.828
1979-06-01,0.897
1979-07-01,0.947
1979-08-01,0.979
1979-09-01,0.99
1979-10-01,0.992
1979-11-01,1.015
1979-12-01,1.052
1980-01-01,1.105
1980-02-01,1.17
1980-03-01,1.197
1980-04-01,1.215
1980-05-01,1.221
1980-06-01,1.22
1980-07-01,1.214
1980-08-01,1.201
1980-09-01,1.181
1980-10-01,1.179
1980-11-01,1.185
1980-12-01,1.196
1981-01-01,1.226
1981-02-01,1.315
1981-03-01,1.342
1981-04-01,1.329
1981-05-01,1.329
1981-06-01,1.312
1981-07-01,1.3
1981-08-01,1.292
1981-09-01,1.281
1981-10-01,1.29
1981-11-01,1.281
1981-12-01,1.281
1982-01-01,1.269
1982-02-01,1.236
1982-03-01,1.177
1982-04-01,1.148
1982-05-01,1.182
1982-06-01,1.34
1982-07-01,1.351
1982-08-01,1.326
1982-09-01,1.257
1982-10-01,1.298
1982-11-01,1.285
1982-12-01,1.21
1983-01-01,1.14
1983-02-01,1.169
1983-03-01,1.076
1983-04-01,1.219
1983-05-01,1.253
1983-06-01,1.265
1983-07-01,1.252
1983-08-01,1.281
1983-09-01,1.261
1983-10-01,1.262
1983-11-01,1.246
1983-12-01,1.2
1984-01-01,1.138
1984-02-01,1.158
1984-03-01,1.154
1984-04-01,1.182
1984-05-01,1.195
1984-06-01,1.186
1984-07-01,1.165
1984-08-01,1.138
1984-09-01,1.104
1984-10-01,1.108
1984-11-01,1.094
1984-12-01,1.08
1985-01-01,1.035
1985-02-01,0.996
1985-03-01,1.046
1985-04-01,1.125
1985-05-01,1.156
1985-06-01,1.179
1985-07-01,1.187
1985-08-01,1.185
1985-09-01,1.169
1985-10-01,1.131
1985-11-01,1.146
1985-12-01,1.135
1986-01-01,1.086
1986-02-01,0.934
1986-03-01,0.788
1986-04-01,0.768
1986-05-01,0.842
1986-06-01,0.9
1986-07-01,0.777
1986-08-01,0.722
1986-09-01,0.782
1986-10-01,0.722
1986-11-01,0.74
1986-12-01,0.741
