"Date","CUURA311SEHA"
1996-11-01,100
1996-12-01,99.6
1997-01-01,99.6
1997-02-01,99.6
1997-03-01,99.7
1997-04-01,100.5
1997-05-01,100.5
1997-06-01,100.5
1997-07-01,100.7
1997-08-01,100.6
1997-09-01,100.7
1997-10-01,100.4
1997-11-01,100.6
1997-12-01,100.5
1998-01-01,101.2
1998-02-01,101.2
1998-03-01,101.8
1998-04-01,102.2
1998-05-01,102.5
1998-06-01,102.9
1998-07-01,103.1
1998-08-01,103.5
1998-09-01,103.4
1998-10-01,103.6
1998-11-01,104.1
1998-12-01,104.4
1999-01-01,104.5
1999-02-01,104.6
1999-03-01,105
1999-04-01,105.2
1999-05-01,105.3
1999-06-01,105.8
1999-07-01,106
1999-08-01,106.3
1999-09-01,106.7
1999-10-01,106.8
1999-11-01,107.6
1999-12-01,107.8
2000-01-01,108
2000-02-01,108.1
2000-03-01,108.5
2000-04-01,108.5
2000-05-01,108.9
2000-06-01,109.2
2000-07-01,109.5
2000-08-01,110.2
2000-09-01,110.7
2000-10-01,111.7
2000-11-01,112.3
2000-12-01,113.3
2001-01-01,113.9
2001-02-01,114.5
2001-03-01,115.1
2001-04-01,115.3
2001-05-01,115.9
2001-06-01,116.6
2001-07-01,117.2
2001-08-01,117.9
2001-09-01,118.7
2001-10-01,119.4
2001-11-01,120.4
2001-12-01,121
2002-01-01,121.5
2002-02-01,122.1
2002-03-01,122.8
2002-04-01,123.1
2002-05-01,123.4
2002-06-01,123.8
2002-07-01,124.4
2002-08-01,125.2
2002-09-01,125.6
2002-10-01,126.4
2002-11-01,126.9
2002-12-01,127.7
2003-01-01,128.3
2003-02-01,128.6
2003-03-01,129.3
2003-04-01,129.7
2003-05-01,129.9
2003-06-01,130.2
2003-07-01,130.6
2003-08-01,131.2
2003-09-01,131.8
2003-10-01,133.1
2003-11-01,133.4
2003-12-01,133.8
2004-01-01,134.4
2004-02-01,134.7
2004-03-01,134.8
2004-04-01,134.2
2004-05-01,133.9
2004-06-01,134.3
2004-07-01,134.6
2004-08-01,135.6
2004-09-01,136.4
2004-10-01,136.7
2004-11-01,137.7
2004-12-01,138.7
2005-01-01,139.4
2005-02-01,139.8
2005-03-01,140.3
2005-04-01,140.7
2005-05-01,140.9
2005-06-01,140.9
2005-07-01,141.3
2005-08-01,142
2005-09-01,142.5
2005-10-01,143
2005-11-01,143.6
2005-12-01,144.8
2006-01-01,145
2006-02-01,145.1
2006-03-01,145.5
2006-04-01,146.2
2006-05-01,146.8
2006-06-01,147.5
2006-07-01,148.2
2006-08-01,148.9
2006-09-01,150
2006-10-01,151.4
2006-11-01,152.4
2006-12-01,153.2
2007-01-01,153.562
2007-02-01,153.966
2007-03-01,154.276
2007-04-01,154.305
2007-05-01,154.625
2007-06-01,154.609
2007-07-01,155.411
2007-08-01,155.001
2007-09-01,155.854
2007-10-01,156.574
2007-11-01,157.144
2007-12-01,157.921
2008-01-01,158.437
2008-02-01,159.04
2008-03-01,159.598
2008-04-01,160.481
2008-05-01,160.99
2008-06-01,161.189
2008-07-01,161.58
2008-08-01,163.865
2008-09-01,164.57
2008-10-01,164.887
2008-11-01,165.401
2008-12-01,166.005
2009-01-01,166.619
2009-02-01,167.135
2009-03-01,167.773
2009-04-01,168.139
2009-05-01,168.638
2009-06-01,169.543
2009-07-01,169.847
2009-08-01,170.457
2009-09-01,169.845
2009-10-01,170.148
2009-11-01,169.718
2009-12-01,170.66
2010-01-01,170.786
2010-02-01,171.47
2010-03-01,171.782
2010-04-01,171.825
2010-05-01,171.935
2010-06-01,171.648
2010-07-01,172.717
2010-08-01,172.695
2010-09-01,172.782
2010-10-01,173.153
2010-11-01,173.988
2010-12-01,174.457
2011-01-01,174.913
2011-02-01,175.561
2011-03-01,175.691
2011-04-01,175.965
2011-05-01,176.201
2011-06-01,176.449
2011-07-01,177.317
2011-08-01,177.632
2011-09-01,178.491
2011-10-01,179.498
2011-11-01,179.942
2011-12-01,180.278
2012-01-01,180.902
2012-02-01,181.404
2012-03-01,181.993
2012-04-01,182.486
2012-05-01,183.625
2012-06-01,184.242
2012-07-01,184.71
2012-08-01,185.358
2012-09-01,186.463
2012-10-01,187.625
2012-11-01,187.978
2012-12-01,188.04
2013-01-01,188.537
2013-02-01,188.623
2013-03-01,188.75
2013-04-01,188.62
2013-05-01,188.14
2013-06-01,188.711
2013-07-01,188.926
2013-08-01,189.6
2013-09-01,190.144
2013-10-01,190.859
2013-11-01,190.903
2013-12-01,191.312
2014-01-01,191.692
2014-02-01,191.699
2014-03-01,191.892
2014-04-01,191.035
2014-05-01,191.126
2014-06-01,191.362
2014-07-01,192.252
2014-08-01,192.601
2014-09-01,193.916
2014-10-01,194.871
2014-11-01,196.187
2014-12-01,196.112
2015-01-01,196.177
2015-02-01,197.004
2015-03-01,197.785
2015-04-01,198.421
2015-05-01,198.462
2015-06-01,199.291
2015-07-01,199.663
2015-08-01,199.999
2015-09-01,199.795
2015-10-01,200.03
2015-11-01,200.272
2015-12-01,200.191
2016-01-01,200.173
2016-02-01,200.1
2016-03-01,200.947
2016-04-01,201.274
2016-05-01,201.674
2016-06-01,201.615
2016-07-01,202.104
2016-08-01,202.48
2016-09-01,202.957
2016-10-01,203.283
2016-11-01,203.513
2016-12-01,203.675
2017-01-01,204.086
2017-02-01,205.006
2017-03-01,205.233
2017-04-01,205.991
2017-05-01,206.961
2017-06-01,207.412
2017-07-01,207.559
2017-08-01,207.319
2017-09-01,208.288
2017-10-01,208.836
2017-11-01,209.612
2017-12-01,210.373
