"Date","CUURA000SAH31"
2009-12-01,100
2010-01-01,100.241
2010-02-01,99.792
2010-03-01,99.376
2010-04-01,98.506
2010-05-01,98.451
2010-06-01,98.39
2010-07-01,98.185
2010-08-01,98.024
2010-09-01,97.832
2010-10-01,97.815
2010-11-01,97.413
2010-12-01,96.861
2011-01-01,97.065
2011-02-01,97.063
2011-03-01,97.527
2011-04-01,97.746
2011-05-01,97.824
2011-06-01,97.726
2011-07-01,97.322
2011-08-01,97.544
2011-09-01,97.103
2011-10-01,97.053
2011-11-01,97.012
2011-12-01,97.334
2012-01-01,97.518
2012-02-01,97.853
2012-03-01,97.563
2012-04-01,97.477
2012-05-01,97.296
2012-06-01,97.38
2012-07-01,97.529
2012-08-01,97.197
2012-09-01,96.814
2012-10-01,96.773
2012-11-01,96.628
2012-12-01,96.235
2013-01-01,96.462
2013-02-01,96.605
2013-03-01,96.318
2013-04-01,96.242
2013-05-01,96.294
2013-06-01,96.069
2013-07-01,95.615
2013-08-01,95.267
2013-09-01,94.826
2013-10-01,94.925
2013-11-01,94.316
2013-12-01,93.895
2014-01-01,94.292
2014-02-01,94.015
2014-03-01,94.069
2014-04-01,93.7
2014-05-01,93.354
2014-06-01,93.363
2014-07-01,93.154
2014-08-01,92.593
2014-09-01,92.345
2014-10-01,92.886
2014-11-01,92.376
2014-12-01,92.039
2015-01-01,91.968
2015-02-01,92.015
2015-03-01,92.173
2015-04-01,92.328
2015-05-01,91.66
2015-06-01,91.53
2015-07-01,91.079
2015-08-01,90.439
2015-09-01,90.773
2015-10-01,90.651
2015-11-01,90.331
2015-12-01,90.248
2016-01-01,90.502
2016-02-01,90.513
2016-03-01,90.504
2016-04-01,90.054
2016-05-01,89.854
2016-06-01,89.467
2016-07-01,89.075
2016-08-01,88.634
2016-09-01,88.707
2016-10-01,88.744
2016-11-01,87.963
2016-12-01,88.067
2017-01-01,88.705
2017-02-01,88.784
2017-03-01,88.798
2017-04-01,88.832
2017-05-01,88.586
2017-06-01,88.563
2017-07-01,87.859
2017-08-01,87.485
2017-09-01,87.062
2017-10-01,86.975
2017-11-01,86.697
2017-12-01,86.817
2018-01-01,87.141
2018-02-01,86.984
2018-03-01,86.824
2018-04-01,87.176
2018-05-01,86.656
2018-06-01,86.428
2018-07-01,86.276
2018-08-01,85.965
2018-09-01,86.21
2018-10-01,86.807
2018-11-01,86.137
2018-12-01,86.064
2019-01-01,87.688
2019-02-01,88.032
2019-03-01,88.065
2019-04-01,87.469
2019-05-01,88.365
2019-06-01,88.475
2019-07-01,88.332
2019-08-01,88.164
2019-09-01,88.772
2019-10-01,88.135
2019-11-01,87.357
2019-12-01,86.811
2020-01-01,87.624
2020-02-01,87.982
2020-03-01,87.773
2020-04-01,87.962
2020-05-01,88.283
2020-06-01,88.843
2020-07-01,89.452
2020-08-01,90.072
2020-09-01,89.893
2020-10-01,89.585
2020-11-01,89.459
2020-12-01,89.638
2021-01-01,90.203
2021-02-01,90.534
2021-03-01,90.974
2021-04-01,91.392
2021-05-01,91.609
2021-06-01,92.308
2021-07-01,92.412
2021-08-01,93.3
2021-09-01,94.606
2021-10-01,94.765
2021-11-01,95.029
2021-12-01,96.427
2022-01-01,98.747
2022-02-01,99.88
2022-03-01,100.858
2022-04-01,101.253
2022-05-01,101.371
2022-06-01,102.272
2022-07-01,102.278
2022-08-01,102.773
2022-09-01,103.358
2022-10-01,103.222
2022-11-01,102.755
2022-12-01,103.39
2023-01-01,104.075
2023-02-01,104.455
2023-03-01,104.894
2023-04-01,104.241
2023-05-01,103.961
2023-06-01,103.678
2023-07-01,103.735
2023-08-01,103.526
2023-09-01,103.351
2023-10-01,103.925
2023-11-01,102.453
