"Date","CUURA421SEHA"
1914-12-01,17.6
1915-01-01,NA
1915-02-01,NA
1915-03-01,NA
1915-04-01,NA
1915-05-01,NA
1915-06-01,NA
1915-07-01,NA
1915-08-01,NA
1915-09-01,NA
1915-10-01,NA
1915-11-01,NA
1915-12-01,17.1
1916-01-01,NA
1916-02-01,NA
1916-03-01,NA
1916-04-01,NA
1916-05-01,NA
1916-06-01,NA
1916-07-01,NA
1916-08-01,NA
1916-09-01,NA
1916-10-01,NA
1916-11-01,NA
1916-12-01,17.2
1917-01-01,NA
1917-02-01,NA
1917-03-01,NA
1917-04-01,NA
1917-05-01,NA
1917-06-01,NA
1917-07-01,NA
1917-08-01,NA
1917-09-01,NA
1917-10-01,NA
1917-11-01,NA
1917-12-01,17.5
1918-01-01,NA
1918-02-01,NA
1918-03-01,NA
1918-04-01,NA
1918-05-01,NA
1918-06-01,NA
1918-07-01,NA
1918-08-01,NA
1918-09-01,NA
1918-10-01,NA
1918-11-01,NA
1918-12-01,18.4
1919-01-01,NA
1919-02-01,NA
1919-03-01,NA
1919-04-01,NA
1919-05-01,NA
1919-06-01,19.1
1919-07-01,NA
1919-08-01,NA
1919-09-01,NA
1919-10-01,NA
1919-11-01,NA
1919-12-01,22.4
1920-01-01,NA
1920-02-01,NA
1920-03-01,NA
1920-04-01,NA
1920-05-01,NA
1920-06-01,25.1
1920-07-01,NA
1920-08-01,NA
1920-09-01,NA
1920-10-01,NA
1920-11-01,NA
1920-12-01,30.2
1921-01-01,NA
1921-02-01,NA
1921-03-01,NA
1921-04-01,NA
1921-05-01,32.7
1921-06-01,NA
1921-07-01,NA
1921-08-01,NA
1921-09-01,32.8
1921-10-01,NA
1921-11-01,NA
1921-12-01,33.5
1922-01-01,NA
1922-02-01,NA
1922-03-01,34.5
1922-04-01,NA
1922-05-01,NA
1922-06-01,34.4
1922-07-01,NA
1922-08-01,NA
1922-09-01,34.3
1922-10-01,NA
1922-11-01,NA
1922-12-01,34.3
1923-01-01,NA
1923-02-01,NA
1923-03-01,34.7
1923-04-01,NA
1923-05-01,NA
1923-06-01,34.8
1923-07-01,NA
1923-08-01,NA
1923-09-01,35.1
1923-10-01,NA
1923-11-01,NA
1923-12-01,35.4
1924-01-01,NA
1924-02-01,NA
1924-03-01,35.9
1924-04-01,NA
1924-05-01,NA
1924-06-01,35.1
1924-07-01,NA
1924-08-01,NA
1924-09-01,34.7
1924-10-01,NA
1924-11-01,NA
1924-12-01,34.1
1925-01-01,NA
1925-02-01,NA
1925-03-01,NA
1925-04-01,NA
1925-05-01,NA
1925-06-01,32.4
1925-07-01,NA
1925-08-01,NA
1925-09-01,NA
1925-10-01,NA
1925-11-01,NA
1925-12-01,30.6
1926-01-01,NA
1926-02-01,NA
1926-03-01,NA
1926-04-01,NA
1926-05-01,NA
1926-06-01,29.5
1926-07-01,NA
1926-08-01,NA
1926-09-01,NA
1926-10-01,NA
1926-11-01,NA
1926-12-01,28.5
1927-01-01,NA
1927-02-01,NA
1927-03-01,NA
1927-04-01,NA
1927-05-01,NA
1927-06-01,28.2
1927-07-01,NA
1927-08-01,NA
1927-09-01,NA
1927-10-01,NA
1927-11-01,NA
1927-12-01,27.8
1928-01-01,NA
1928-02-01,NA
1928-03-01,NA
1928-04-01,NA
1928-05-01,NA
1928-06-01,27.1
1928-07-01,NA
1928-08-01,NA
1928-09-01,NA
1928-10-01,NA
1928-11-01,NA
1928-12-01,26.4
1929-01-01,NA
1929-02-01,NA
1929-03-01,NA
1929-04-01,NA
1929-05-01,NA
1929-06-01,25.6
1929-07-01,NA
1929-08-01,NA
1929-09-01,NA
1929-10-01,NA
1929-11-01,NA
1929-12-01,25.3
1930-01-01,NA
1930-02-01,NA
1930-03-01,NA
1930-04-01,NA
1930-05-01,NA
1930-06-01,24.6
1930-07-01,NA
1930-08-01,NA
1930-09-01,NA
1930-10-01,NA
1930-11-01,NA
1930-12-01,24.1
1931-01-01,NA
1931-02-01,NA
1931-03-01,NA
1931-04-01,NA
1931-05-01,NA
1931-06-01,23.1
1931-07-01,NA
1931-08-01,NA
1931-09-01,NA
1931-10-01,NA
1931-11-01,NA
1931-12-01,22.1
1932-01-01,NA
1932-02-01,NA
1932-03-01,NA
1932-04-01,NA
1932-05-01,NA
1932-06-01,20.4
1932-07-01,NA
1932-08-01,NA
1932-09-01,NA
1932-10-01,NA
1932-11-01,NA
1932-12-01,18.5
1933-01-01,NA
1933-02-01,NA
1933-03-01,NA
1933-04-01,NA
1933-05-01,NA
1933-06-01,16.6
1933-07-01,NA
1933-08-01,NA
1933-09-01,NA
1933-10-01,NA
1933-11-01,NA
1933-12-01,15.8
1934-01-01,NA
1934-02-01,NA
1934-03-01,NA
1934-04-01,NA
1934-05-01,NA
1934-06-01,15.3
1934-07-01,NA
1934-08-01,NA
1934-09-01,NA
1934-10-01,NA
1934-11-01,15
1934-12-01,NA
1935-01-01,NA
1935-02-01,NA
1935-03-01,15.1
1935-04-01,NA
1935-05-01,NA
1935-06-01,NA
1935-07-01,15.1
1935-08-01,NA
1935-09-01,NA
1935-10-01,15.2
1935-11-01,NA
1935-12-01,NA
1936-01-01,15.3
1936-02-01,NA
1936-03-01,NA
1936-04-01,15.6
1936-05-01,NA
1936-06-01,NA
1936-07-01,15.8
1936-08-01,NA
1936-09-01,16.1
1936-10-01,NA
1936-11-01,NA
1936-12-01,16.5
1937-01-01,NA
1937-02-01,NA
1937-03-01,17.4
1937-04-01,NA
1937-05-01,NA
1937-06-01,17.8
1937-07-01,NA
1937-08-01,NA
1937-09-01,17.9
1937-10-01,NA
1937-11-01,NA
1937-12-01,18.3
1938-01-01,NA
1938-02-01,NA
1938-03-01,18.5
1938-04-01,NA
1938-05-01,NA
1938-06-01,18.5
1938-07-01,NA
1938-08-01,NA
1938-09-01,18.5
1938-10-01,NA
1938-11-01,NA
1938-12-01,18.5
1939-01-01,NA
1939-02-01,NA
1939-03-01,18.5
1939-04-01,NA
1939-05-01,NA
1939-06-01,18.5
1939-07-01,NA
1939-08-01,NA
1939-09-01,18.5
1939-10-01,NA
1939-11-01,NA
1939-12-01,18.4
1940-01-01,NA
1940-02-01,NA
1940-03-01,18.4
1940-04-01,NA
1940-05-01,NA
1940-06-01,18.3
1940-07-01,NA
1940-08-01,NA
1940-09-01,18.3
1940-10-01,18.3
1940-11-01,18.3
1940-12-01,18.2
1941-01-01,18.3
1941-02-01,18.3
1941-03-01,18.3
1941-04-01,18.3
1941-05-01,18.3
1941-06-01,18.3
1941-07-01,18.3
1941-08-01,18.3
1941-09-01,18.3
1941-10-01,18.6
1941-11-01,18.7
1941-12-01,18.7
1942-01-01,18.7
1942-02-01,18.7
1942-03-01,18.9
1942-04-01,18.9
1942-05-01,18.9
1942-06-01,18.9
1942-07-01,19
1942-08-01,19
1942-09-01,19
1942-10-01,19
1942-11-01,19
1942-12-01,19
1943-01-01,19
1943-02-01,19
1943-03-01,19
1943-04-01,19
1943-05-01,19
1943-06-01,19
1943-07-01,19
1943-08-01,19
1943-09-01,19
1943-10-01,19
1943-11-01,19
1943-12-01,19.1
1944-01-01,19.1
1944-02-01,19.1
1944-03-01,19.1
1944-04-01,19.1
1944-05-01,19.1
1944-06-01,19.1
1944-07-01,NA
1944-08-01,NA
1944-09-01,NA
1944-10-01,NA
1944-11-01,NA
1944-12-01,19.2
1945-01-01,NA
1945-02-01,NA
1945-03-01,NA
1945-04-01,NA
1945-05-01,NA
1945-06-01,19.2
1945-07-01,NA
1945-08-01,NA
1945-09-01,NA
1945-10-01,NA
1945-11-01,NA
1945-12-01,19.2
1946-01-01,NA
1946-02-01,NA
1946-03-01,NA
1946-04-01,NA
1946-05-01,NA
1946-06-01,19.4
1946-07-01,NA
1946-08-01,19.5
1946-09-01,NA
1946-10-01,NA
1946-11-01,NA
1946-12-01,NA
1947-01-01,19.7
1947-02-01,NA
1947-03-01,NA
1947-04-01,NA
1947-05-01,NA
1947-06-01,NA
1947-07-01,20.2
1947-08-01,NA
1947-09-01,NA
1947-10-01,NA
1947-11-01,21.3
1947-12-01,NA
1948-01-01,NA
1948-02-01,21.6
1948-03-01,NA
1948-04-01,NA
1948-05-01,21.9
1948-06-01,NA
1948-07-01,NA
1948-08-01,22.6
1948-09-01,NA
1948-10-01,NA
1948-11-01,22.9
1948-12-01,NA
1949-01-01,NA
1949-02-01,23.3
1949-03-01,NA
1949-04-01,NA
1949-05-01,23.5
1949-06-01,NA
1949-07-01,NA
1949-08-01,23.8
1949-09-01,23.9
1949-10-01,24
1949-11-01,24
1949-12-01,24.1
1950-01-01,24.3
1950-02-01,24.4
1950-03-01,24.6
1950-04-01,24.9
1950-05-01,25.2
1950-06-01,25.2
1950-07-01,25.3
1950-08-01,25.6
1950-09-01,NA
1950-10-01,NA
1950-11-01,25.7
1950-12-01,NA
1951-01-01,NA
1951-02-01,27.3
1951-03-01,NA
1951-04-01,NA
1951-05-01,27.7
1951-06-01,NA
1951-07-01,NA
1951-08-01,27.9
1951-09-01,NA
1951-10-01,NA
1951-11-01,28.2
1951-12-01,NA
1952-01-01,NA
1952-02-01,28.4
1952-03-01,NA
1952-04-01,NA
1952-05-01,28.7
1952-06-01,NA
1952-07-01,NA
1952-08-01,29
1952-09-01,NA
1952-10-01,NA
1952-11-01,29.3
1952-12-01,NA
1953-01-01,NA
1953-02-01,NA
1953-03-01,NA
1953-04-01,NA
1953-05-01,29.8
1953-06-01,NA
1953-07-01,NA
1953-08-01,NA
1953-09-01,NA
1953-10-01,NA
1953-11-01,30.3
1953-12-01,NA
1954-01-01,NA
1954-02-01,NA
1954-03-01,NA
1954-04-01,NA
1954-05-01,30.6
1954-06-01,NA
1954-07-01,NA
1954-08-01,NA
1954-09-01,NA
1954-10-01,NA
1954-11-01,30.8
1954-12-01,NA
1955-01-01,NA
1955-02-01,NA
1955-03-01,NA
1955-04-01,NA
1955-05-01,30.7
1955-06-01,NA
1955-07-01,NA
1955-08-01,NA
1955-09-01,NA
1955-10-01,NA
1955-11-01,30.9
1955-12-01,NA
1956-01-01,NA
1956-02-01,NA
1956-03-01,NA
1956-04-01,NA
1956-05-01,31.3
1956-06-01,NA
1956-07-01,NA
1956-08-01,NA
1956-09-01,NA
1956-10-01,NA
1956-11-01,31.5
1956-12-01,NA
1957-01-01,31.5
1957-02-01,NA
1957-03-01,31.6
1957-04-01,NA
1957-05-01,31.6
1957-06-01,NA
1957-07-01,31.7
1957-08-01,NA
1957-09-01,31.9
1957-10-01,NA
1957-11-01,32
1957-12-01,NA
1958-01-01,32.1
1958-02-01,NA
1958-03-01,32.1
1958-04-01,NA
1958-05-01,32.2
1958-06-01,NA
1958-07-01,32.3
1958-08-01,NA
1958-09-01,32.3
1958-10-01,NA
1958-11-01,32.4
1958-12-01,NA
1959-01-01,32.3
1959-02-01,NA
1959-03-01,32.4
1959-04-01,NA
1959-05-01,32.5
1959-06-01,NA
1959-07-01,32.4
1959-08-01,NA
1959-09-01,32.6
1959-10-01,NA
1959-11-01,32.6
1959-12-01,NA
1960-01-01,32.6
1960-02-01,NA
1960-03-01,32.7
1960-04-01,NA
1960-05-01,32.9
1960-06-01,NA
1960-07-01,32.9
1960-08-01,NA
1960-09-01,33.1
1960-10-01,NA
1960-11-01,33.1
1960-12-01,NA
1961-01-01,33.3
1961-02-01,NA
1961-03-01,33.3
1961-04-01,NA
1961-05-01,33.5
1961-06-01,NA
1961-07-01,33.5
1961-08-01,NA
1961-09-01,33.6
1961-10-01,NA
1961-11-01,33.6
1961-12-01,NA
1962-01-01,33.6
1962-02-01,NA
1962-03-01,33.7
1962-04-01,NA
1962-05-01,33.8
1962-06-01,NA
1962-07-01,33.9
1962-08-01,NA
1962-09-01,33.9
1962-10-01,NA
1962-11-01,34.1
1962-12-01,NA
1963-01-01,34.2
1963-02-01,NA
1963-03-01,34.2
1963-04-01,NA
1963-05-01,34.3
1963-06-01,NA
1963-07-01,34.5
1963-08-01,NA
1963-09-01,34.6
1963-10-01,NA
1963-11-01,34.7
1963-12-01,NA
1964-01-01,34.9
1964-02-01,NA
1964-03-01,34.9
1964-04-01,NA
1964-05-01,34.9
1964-06-01,NA
1964-07-01,34.9
1964-08-01,NA
1964-09-01,35
1964-10-01,NA
1964-11-01,35.1
1964-12-01,NA
1965-01-01,35.2
1965-02-01,NA
1965-03-01,35.4
1965-04-01,NA
1965-05-01,35.4
1965-06-01,NA
1965-07-01,35.5
1965-08-01,NA
1965-09-01,35.5
1965-10-01,NA
1965-11-01,35.6
1965-12-01,NA
1966-01-01,35.7
1966-02-01,NA
1966-03-01,35.8
1966-04-01,NA
1966-05-01,35.9
1966-06-01,NA
1966-07-01,35.9
1966-08-01,NA
1966-09-01,35.9
1966-10-01,NA
1966-11-01,35.9
1966-12-01,NA
1967-01-01,36
1967-02-01,NA
1967-03-01,36.1
1967-04-01,NA
1967-05-01,36.2
1967-06-01,NA
1967-07-01,36.3
1967-08-01,NA
1967-09-01,36.4
1967-10-01,NA
1967-11-01,36.4
1967-12-01,NA
1968-01-01,36.5
1968-02-01,NA
1968-03-01,36.7
1968-04-01,NA
1968-05-01,36.8
1968-06-01,NA
1968-07-01,36.9
1968-08-01,NA
1968-09-01,37.1
1968-10-01,NA
1968-11-01,37.3
1968-12-01,NA
1969-01-01,37.6
1969-02-01,NA
1969-03-01,37.8
1969-04-01,NA
1969-05-01,38.1
1969-06-01,NA
1969-07-01,38.4
1969-08-01,NA
1969-09-01,38.7
1969-10-01,NA
1969-11-01,39.1
1969-12-01,NA
1970-01-01,39.6
1970-02-01,NA
1970-03-01,40.1
1970-04-01,NA
1970-05-01,40.4
1970-06-01,NA
1970-07-01,40.7
1970-08-01,NA
1970-09-01,40.9
1970-10-01,NA
1970-11-01,41.3
1970-12-01,NA
1971-01-01,41.6
1971-02-01,NA
1971-03-01,41.8
1971-04-01,NA
1971-05-01,42
1971-06-01,NA
1971-07-01,42.3
1971-08-01,NA
1971-09-01,42.5
1971-10-01,NA
1971-11-01,42.6
1971-12-01,NA
1972-01-01,42.7
1972-02-01,NA
1972-03-01,42.7
1972-04-01,NA
1972-05-01,42.8
1972-06-01,NA
1972-07-01,43
1972-08-01,NA
1972-09-01,43.1
1972-10-01,NA
1972-11-01,43.3
1972-12-01,NA
1973-01-01,43.4
1973-02-01,NA
1973-03-01,43.6
1973-04-01,NA
1973-05-01,43.8
1973-06-01,NA
1973-07-01,44.2
1973-08-01,NA
1973-09-01,44.5
1973-10-01,NA
1973-11-01,45
1973-12-01,NA
1974-01-01,45.4
1974-02-01,NA
1974-03-01,45.7
1974-04-01,NA
1974-05-01,46.1
1974-06-01,NA
1974-07-01,46.3
1974-08-01,NA
1974-09-01,46.9
1974-10-01,NA
1974-11-01,47.3
1974-12-01,NA
1975-01-01,47.8
1975-02-01,NA
1975-03-01,48.1
1975-04-01,NA
1975-05-01,48.5
1975-06-01,NA
1975-07-01,48.9
1975-08-01,NA
1975-09-01,49.3
1975-10-01,NA
1975-11-01,49.9
1975-12-01,NA
1976-01-01,50.5
1976-02-01,NA
1976-03-01,51.2
1976-04-01,NA
1976-05-01,51.8
1976-06-01,NA
1976-07-01,52.5
1976-08-01,NA
1976-09-01,53.1
1976-10-01,NA
1976-11-01,53.7
1976-12-01,NA
1977-01-01,54.6
1977-02-01,NA
1977-03-01,55.4
1977-04-01,NA
1977-05-01,56.2
1977-06-01,NA
1977-07-01,57.2
1977-08-01,NA
1977-09-01,58.1
1977-10-01,NA
1977-11-01,59
1977-12-01,NA
1978-01-01,59.4
1978-02-01,59.8
1978-03-01,60.2
1978-04-01,61
1978-05-01,61.3
1978-06-01,62.1
1978-07-01,62.5
1978-08-01,63.1
1978-09-01,63.9
1978-10-01,64.7
1978-11-01,64.4
1978-12-01,64.2
1979-01-01,65
1979-02-01,65.3
1979-03-01,65.4
1979-04-01,66.2
1979-05-01,67.4
1979-06-01,68
1979-07-01,68.4
1979-08-01,69.4
1979-09-01,70.5
1979-10-01,71.4
1979-11-01,71.1
1979-12-01,71.8
1980-01-01,72.2
1980-02-01,73.1
1980-03-01,74.1
1980-04-01,74.6
1980-05-01,75.3
1980-06-01,76.8
1980-07-01,76.7
1980-08-01,76.6
1980-09-01,78.2
1980-10-01,80
1980-11-01,80.7
