"Date","CUUR0000SAH2"
1964-11-01,26.7
1964-12-01,26.8
1965-01-01,26.8
1965-02-01,26.7
1965-03-01,26.7
1965-04-01,26.6
1965-05-01,26.6
1965-06-01,26.6
1965-07-01,26.5
1965-08-01,26.1
1965-09-01,26.7
1965-10-01,26.7
1965-11-01,26.8
1965-12-01,26.8
1966-01-01,26.4
1966-02-01,26.4
1966-03-01,26.5
1966-04-01,26.9
1966-05-01,26.9
1966-06-01,26.8
1966-07-01,26.8
1966-08-01,26.8
1966-09-01,26.8
1966-10-01,26.8
1966-11-01,26.9
1966-12-01,26.9
1967-01-01,27
1967-02-01,27
1967-03-01,27
1967-04-01,27
1967-05-01,27
1967-06-01,27
1967-07-01,27
1967-08-01,27.1
1967-09-01,27.2
1967-10-01,27.2
1967-11-01,27.1
1967-12-01,27.1
1968-01-01,27.2
1968-02-01,27.3
1968-03-01,27.3
1968-04-01,27.3
1968-05-01,27.4
1968-06-01,27.4
1968-07-01,27.5
1968-08-01,27.5
1968-09-01,27.4
1968-10-01,27.4
1968-11-01,27.6
1968-12-01,27.7
1969-01-01,27.7
1969-02-01,27.8
1969-03-01,27.9
1969-04-01,28
1969-05-01,28
1969-06-01,28
1969-07-01,28
1969-08-01,28.1
1969-09-01,28.1
1969-10-01,28.2
1969-11-01,28.4
1969-12-01,28.4
1970-01-01,28.4
1970-02-01,28.5
1970-03-01,28.7
1970-04-01,28.9
1970-05-01,28.9
1970-06-01,28.9
1970-07-01,29.1
1970-08-01,29.2
1970-09-01,29.3
1970-10-01,29.6
1970-11-01,30
1970-12-01,30.1
1971-01-01,30.3
1971-02-01,30.6
1971-03-01,30.8
1971-04-01,30.9
1971-05-01,31
1971-06-01,31
1971-07-01,31.3
1971-08-01,31.4
1971-09-01,31.4
1971-10-01,31.4
1971-11-01,31.5
1971-12-01,31.8
1972-01-01,32
1972-02-01,32.2
1972-03-01,32.3
1972-04-01,32.4
1972-05-01,32.4
1972-06-01,32.4
1972-07-01,32.5
1972-08-01,32.5
1972-09-01,32.6
1972-10-01,32.6
1972-11-01,32.9
1972-12-01,33
1973-01-01,33.2
1973-02-01,33.6
1973-03-01,33.7
1973-04-01,33.9
1973-05-01,33.9
1973-06-01,34
1973-07-01,34
1973-08-01,34.2
1973-09-01,34.3
1973-10-01,34.8
1973-11-01,35.8
1973-12-01,36.8
1974-01-01,38.1
1974-02-01,38.8
1974-03-01,39.2
1974-04-01,39.8
1974-05-01,40.2
1974-06-01,40.4
1974-07-01,40.8
1974-08-01,41.3
1974-09-01,41.7
1974-10-01,42
1974-11-01,42.5
1974-12-01,42.9
1975-01-01,43.4
1975-02-01,43.9
1975-03-01,44.1
1975-04-01,44.6
1975-05-01,44.8
1975-06-01,45.2
1975-07-01,45.5
1975-08-01,45.7
1975-09-01,46.3
1975-10-01,46.6
1975-11-01,47.2
1975-12-01,47.7
1976-01-01,47.7
1976-02-01,48.1
1976-03-01,48.4
1976-04-01,48.5
1976-05-01,48.8
1976-06-01,49.2
1976-07-01,49.4
1976-08-01,49.7
1976-09-01,50.1
1976-10-01,50.5
1976-11-01,50.9
1976-12-01,52
1977-01-01,52.7
1977-02-01,53.2
1977-03-01,53.7
1977-04-01,54
1977-05-01,54.2
1977-06-01,54.6
1977-07-01,55.1
1977-08-01,55.3
1977-09-01,55.6
1977-10-01,56
1977-11-01,56.1
1977-12-01,56.2
1978-01-01,56.4
1978-02-01,57
1978-03-01,57.5
1978-04-01,57.9
1978-05-01,58.3
1978-06-01,58.9
1978-07-01,59
1978-08-01,59
1978-09-01,59.2
1978-10-01,59.6
1978-11-01,59.1
1978-12-01,59.5
1979-01-01,60
1979-02-01,60.4
1979-03-01,61.1
1979-04-01,61.6
1979-05-01,62.8
1979-06-01,64.7
1979-07-01,65.9
1979-08-01,66.9
1979-09-01,68
1979-10-01,68.4
1979-11-01,68.2
1979-12-01,69
1980-01-01,70
1980-02-01,71.4
1980-03-01,72.5
1980-04-01,73.2
1980-05-01,74.7
1980-06-01,76.4
1980-07-01,77.3
1980-08-01,77.6
1980-09-01,78
1980-10-01,77.8
1980-11-01,77.3
1980-12-01,78.5
1981-01-01,80.3
1981-02-01,82.4
1981-03-01,83.5
1981-04-01,84
1981-05-01,85.2
1981-06-01,86.7
1981-07-01,88
1981-08-01,88.7
1981-09-01,89.6
1981-10-01,89.3
1981-11-01,89.3
1981-12-01,89.8
1982-01-01,91
1982-02-01,91.2
1982-03-01,91.8
1982-04-01,91.8
1982-05-01,93.5
1982-06-01,95.3
1982-07-01,96
1982-08-01,96.4
1982-09-01,97.3
1982-10-01,98.4
1982-11-01,98
1982-12-01,98.5
1983-01-01,98.9
1983-02-01,98.7
1983-03-01,98.5
1983-04-01,98.4
1983-05-01,100
1983-06-01,101.1
1983-07-01,101.6
1983-08-01,101.5
1983-09-01,101.9
1983-10-01,101.3
1983-11-01,100.5
1983-12-01,100.3
1984-01-01,101.8
1984-02-01,103.7
1984-03-01,102.9
1984-04-01,103.1
1984-05-01,104.3
1984-06-01,105.6
1984-07-01,106.6
1984-08-01,107
1984-09-01,107.5
1984-10-01,106.2
1984-11-01,104.9
1984-12-01,104.5
1985-01-01,104.8
1985-02-01,104.6
1985-03-01,105.1
1985-04-01,105.2
1985-05-01,106.4
1985-06-01,108.1
1985-07-01,108.2
1985-08-01,108
1985-09-01,108.4
1985-10-01,107.1
1985-11-01,106.1
1985-12-01,106.4
1986-01-01,106.8
1986-02-01,105.6
1986-03-01,104.3
1986-04-01,103.3
1986-05-01,103.5
1986-06-01,106.6
1986-07-01,105.4
1986-08-01,105.4
1986-09-01,105.1
1986-10-01,102.6
1986-11-01,100.4
1986-12-01,100.4
1987-01-01,101.1
1987-02-01,101.4
1987-03-01,101.5
1987-04-01,101.3
1987-05-01,102.2
1987-06-01,104.9
1987-07-01,105
1987-08-01,105.9
1987-09-01,105.5
1987-10-01,103.2
1987-11-01,102.4
1987-12-01,102
1988-01-01,102.4
1988-02-01,102.8
1988-03-01,102.7
1988-04-01,102.8
1988-05-01,103.5
1988-06-01,105.9
1988-07-01,106
1988-08-01,106.1
1988-09-01,106.4
1988-10-01,105.4
1988-11-01,104.3
1988-12-01,105
1989-01-01,106
1989-02-01,105.9
1989-03-01,105.9
1989-04-01,106.2
1989-05-01,107
1989-06-01,109.2
1989-07-01,109.7
1989-08-01,109.7
1989-09-01,109.7
1989-10-01,108
1989-11-01,107.5
1989-12-01,108.4
1990-01-01,110.8
1990-02-01,110.2
1990-03-01,109.9
1990-04-01,109.4
1990-05-01,109.9
1990-06-01,112.2
1990-07-01,111.3
1990-08-01,112.7
1990-09-01,114
1990-10-01,113.4
1990-11-01,112.9
1990-12-01,112.7
1991-01-01,114.8
1991-02-01,114.7
1991-03-01,114.1
1991-04-01,113.1
1991-05-01,114.2
1991-06-01,115.8
1991-07-01,116.4
1991-08-01,116.2
1991-09-01,116.8
1991-10-01,115.7
1991-11-01,115.3
1991-12-01,116
1992-01-01,116.2
1992-02-01,115.9
1992-03-01,115.8
1992-04-01,115.8
1992-05-01,116.8
1992-06-01,119
1992-07-01,119.4
1992-08-01,119.4
1992-09-01,119.8
1992-10-01,118.5
1992-11-01,118.3
1992-12-01,118.7
1993-01-01,119.2
1993-02-01,118.4
1993-03-01,119.5
1993-04-01,119.6
1993-05-01,120.5
1993-06-01,122.9
1993-07-01,123.2
1993-08-01,123.3
1993-09-01,123.9
1993-10-01,122.4
1993-11-01,121.2
1993-12-01,121.7
1994-01-01,121.6
1994-02-01,122.4
1994-03-01,122.4
1994-04-01,121.6
1994-05-01,122.2
1994-06-01,124.2
1994-07-01,124.3
1994-08-01,124.3
1994-09-01,124.2
1994-10-01,122.4
1994-11-01,121.8
1994-12-01,122
1995-01-01,122.9
1995-02-01,122.6
1995-03-01,122.3
1995-04-01,122.1
1995-05-01,122.5
1995-06-01,125
1995-07-01,125.1
1995-08-01,125.7
1995-09-01,124.9
1995-10-01,123.9
1995-11-01,123.1
1995-12-01,123.7
1996-01-01,124.7
1996-02-01,125
1996-03-01,125.2
1996-04-01,125.4
1996-05-01,126.7
1996-06-01,128.4
1996-07-01,129
1996-08-01,129.4
1996-09-01,129.8
1996-10-01,128.7
1996-11-01,128.4
1996-12-01,129.4
1997-01-01,130.8
1997-02-01,131
1997-03-01,129.9
1997-04-01,128.9
1997-05-01,129
1997-06-01,131.9
1997-07-01,132.1
1997-08-01,131.4
1997-09-01,132.1
1997-10-01,130.8
1997-11-01,131.1
1997-12-01,130
1998-01-01,128.8
1998-02-01,127.4
1998-03-01,127.1
1998-04-01,127
1998-05-01,127.9
1998-06-01,131.2
1998-07-01,131.3
1998-08-01,130.6
1998-09-01,130
1998-10-01,127.1
1998-11-01,126.5
1998-12-01,126.6
1999-01-01,126.2
1999-02-01,126
1999-03-01,125.9
1999-04-01,125.7
1999-05-01,126.5
1999-06-01,130.2
1999-07-01,131.1
1999-08-01,131.4
1999-09-01,132.7
1999-10-01,130.3
1999-11-01,130
1999-12-01,129.6
2000-01-01,129.9
2000-02-01,132.9
2000-03-01,131.8
2000-04-01,131.7
2000-05-01,132.4
2000-06-01,138.9
2000-07-01,141.3
2000-08-01,140.9
2000-09-01,143.8
2000-10-01,143.1
2000-11-01,142.7
2000-12-01,145.3
2001-01-01,153.8
2001-02-01,152.3
2001-03-01,150.8
2001-04-01,149.7
2001-05-01,151.3
2001-06-01,155.7
2001-07-01,154.8
2001-08-01,152.7
2001-09-01,150.6
2001-10-01,144.6
2001-11-01,143.5
2001-12-01,142.2
2002-01-01,141.5
2002-02-01,140
2002-03-01,140.2
2002-04-01,140.3
2002-05-01,141.5
2002-06-01,146.2
2002-07-01,146.8
2002-08-01,146.8
2002-09-01,147.2
2002-10-01,144.4
2002-11-01,143.6
2002-12-01,144.2
2003-01-01,146.1
2003-02-01,148.3
2003-03-01,154.5
2003-04-01,153.1
2003-05-01,153.7
2003-06-01,159.1
2003-07-01,159.4
2003-08-01,159.2
2003-09-01,159.6
2003-10-01,155
2003-11-01,152.9
2003-12-01,153.6
2004-01-01,156.3
2004-02-01,156.9
2004-03-01,155.2
2004-04-01,155.6
2004-05-01,158.1
2004-06-01,165.5
2004-07-01,166.6
2004-08-01,167.7
2004-09-01,166.7
2004-10-01,162.8
2004-11-01,165.6
2004-12-01,165.7
2005-01-01,166.9
2005-02-01,166.4
2005-03-01,166.7
2005-04-01,169.6
2005-05-01,171.7
2005-06-01,177.4
2005-07-01,180.1
2005-08-01,181.8
2005-09-01,188.9
2005-10-01,192.8
2005-11-01,194.6
2005-12-01,191.6
2006-01-01,198.7
2006-02-01,194.6
2006-03-01,192.3
2006-04-01,190.8
2006-05-01,192
2006-06-01,197.6
2006-07-01,198.5
2006-08-01,199
2006-09-01,199.6
2006-10-01,190.1
2006-11-01,190.6
2006-12-01,192.6
2007-01-01,194.378
2007-02-01,194.89
2007-03-01,196.414
2007-04-01,196.393
2007-05-01,198.574
2007-06-01,206.199
2007-07-01,206.14
2007-08-01,204.334
2007-09-01,204.264
2007-10-01,200.836
2007-11-01,202.161
2007-12-01,203.006
2008-01-01,204.796
2008-02-01,205.795
2008-03-01,209.221
2008-04-01,213.302
2008-05-01,219.881
2008-06-01,231.412
2008-07-01,239.039
2008-08-01,235.65
2008-09-01,228.45
2008-10-01,221.199
2008-11-01,216.285
2008-12-01,215.184
2009-01-01,215.232
2009-02-01,213.52
2009-03-01,210.501
2009-04-01,207.175
2009-05-01,206.358
2009-06-01,212.677
2009-07-01,212.961
2009-08-01,212.661
2009-09-01,211.618
2009-10-01,207.937
2009-11-01,208.955
2009-12-01,208.76
2010-01-01,211.381
2010-02-01,210.819
2010-03-01,212.295
2010-04-01,211.726
2010-05-01,212.773
2010-06-01,217.82
2010-07-01,219.614
2010-08-01,219.602
2010-09-01,217.695
2010-10-01,213.031
2010-11-01,210.978
2010-12-01,212.505
2011-01-01,214.045
2011-02-01,215.587
2011-03-01,216.672
2011-04-01,217.254
2011-05-01,219.956
2011-06-01,225.022
2011-07-01,226.643
2011-08-01,226.493
2011-09-01,226.409
2011-10-01,220.45
2011-11-01,218.199
2011-12-01,217.674
2012-01-01,218.199
2012-02-01,217.189
2012-03-01,216.667
2012-04-01,216.006
2012-05-01,216.388
2012-06-01,221.789
2012-07-01,221.449
2012-08-01,222.769
2012-09-01,222.634
2012-10-01,218.287
2012-11-01,217.964
2012-12-01,218.496
2013-01-01,220.228
2013-02-01,220.992
2013-03-01,220.251
2013-04-01,221.382
2013-05-01,224.847
2013-06-01,230.506
2013-07-01,230.899
2013-08-01,229.85
2013-09-01,230.318
2013-10-01,225.244
2013-11-01,223.566
2013-12-01,224.407
2014-01-01,230.098
2014-02-01,232.014
2014-03-01,235.139
2014-04-01,230.588
2014-05-01,234.483
2014-06-01,240.396
2014-07-01,241.25
2014-08-01,239.79
2014-09-01,238.285
2014-10-01,232.192
2014-11-01,229.68
2014-12-01,231.15
2015-01-01,232.309
2015-02-01,231.912
2015-03-01,229.829
2015-04-01,228.304
2015-05-01,228.748
2015-06-01,235.136
2015-07-01,234.137
2015-08-01,233.847
2015-09-01,232.417
2015-10-01,226.784
2015-11-01,224.606
2015-12-01,223.521
2016-01-01,224.537
2016-02-01,224.063
2016-03-01,223.918
2016-04-01,223.529
2016-05-01,226.197
2016-06-01,231.941
2016-07-01,233.713
2016-08-01,234.407
2016-09-01,235.057
2016-10-01,230.61
2016-11-01,228.801
2016-12-01,229.492
2017-01-01,232.516
2017-02-01,233.688
2017-03-01,232.714
2017-04-01,233.827
2017-05-01,236.615
2017-06-01,241.94
2017-07-01,242.119
2017-08-01,241.936
2017-09-01,241.574
2017-10-01,237.015
2017-11-01,236.41
2017-12-01,237.423
2018-01-01,238.77
2018-02-01,240.938
2018-03-01,239.786
2018-04-01,238.857
2018-05-01,240.911
2018-06-01,244.56
2018-07-01,244.269
2018-08-01,245.052
2018-09-01,242.834
2018-10-01,240.641
2018-11-01,239.691
2018-12-01,242.343
2019-01-01,242.374
2019-02-01,241.549
2019-03-01,241.55
2019-04-01,240.773
2019-05-01,241.39
2019-06-01,244.703
2019-07-01,245.205
2019-08-01,244.54
2019-09-01,243.643
2019-10-01,242.207
2019-11-01,241.459
2019-12-01,241.788
2020-01-01,243.739
2020-02-01,242.951
2020-03-01,241.16
2020-04-01,239.897
2020-05-01,240.361
2020-06-01,244.717
2020-07-01,245.125
2020-08-01,244.948
2020-09-01,246.471
2020-10-01,244.978
2020-11-01,245.807
2020-12-01,247.236
2021-01-01,248.879
2021-02-01,251.277
2021-03-01,251.797
2021-04-01,253.46
2021-05-01,255.631
2021-06-01,260.4
2021-07-01,262.32
2021-08-01,264.303
2021-09-01,266.559
2021-10-01,270.577
2021-11-01,270.444
2021-12-01,270.831
2022-01-01,278.758
2022-02-01,279.032
2022-03-01,283.376
2022-04-01,286.339
2022-05-01,295.153
2022-06-01,306.293
2022-07-01,305.797
2022-08-01,309.739
2022-09-01,311.69
2022-10-01,308.978
2022-11-01,305.991
2022-12-01,307.348
2023-01-01,315.652
2023-02-01,309.96
2023-03-01,304.032
2023-04-01,299.962
2023-05-01,297.818
2023-06-01,303.365
2023-07-01,304.077
2023-08-01,305.887
2023-09-01,306.948
2023-10-01,304.885
2023-11-01,306.379
