"Date","CORESTICKM157SFRBATL"
1967-01-01,0.22382
1967-02-01,0.29392
1967-03-01,0.0339
1967-04-01,0.29442
1967-05-01,0.28522
1967-06-01,0.29213
1967-07-01,0.33346
1967-08-01,0.3001
1967-09-01,0.21882
1967-10-01,0.3761
1967-11-01,0.36911
1967-12-01,0.31158
1968-01-01,0.49186
1968-02-01,0.31523
1968-03-01,0.48703
1968-04-01,0.30767
1968-05-01,0.22002
1968-06-01,0.73521
1968-07-01,0.53379
1968-08-01,0.48567
1968-09-01,0.2204
1968-10-01,0.60227
1968-11-01,0.57576
1968-12-01,0.6065
1969-01-01,0.53073
1969-02-01,0.31845
1969-03-01,0.84256
1969-04-01,0.66779
1969-05-01,0.47865
1969-06-01,0.35109
1969-07-01,0.54594
1969-08-01,0.50968
1969-09-01,0.61628
1969-10-01,0.34234
1969-11-01,0.45967
1969-12-01,0.58137
1970-01-01,0.72264
1970-02-01,0.75421
1970-03-01,0.78521
1970-04-01,0.50308
1970-05-01,0.6013
1970-06-01,0.5438
1970-07-01,0.41071
1970-08-01,0.61046
1970-09-01,0.58502
1970-10-01,0.31985
1970-11-01,0.72196
1970-12-01,0.58531
1971-01-01,0.40528
1971-02-01,0.11202
1971-03-01,0.00172
1971-04-01,0.31712
1971-05-01,0.36822
1971-06-01,0.71508
1971-07-01,0.34039
1971-08-01,0.36982
1971-09-01,0.35461
1971-10-01,0.03598
1971-11-01,0.30467
1971-12-01,0.32352
1972-01-01,0.45166
1972-02-01,0.2169
1972-03-01,0.2077
1972-04-01,0.23272
1972-05-01,0.26176
1972-06-01,0.35008
1972-07-01,0.31867
1972-08-01,0.27163
1972-09-01,0.11895
1972-10-01,0.23608
1972-11-01,0.24348
1972-12-01,0.20005
1973-01-01,0.15362
1973-02-01,0.25425
1973-03-01,0.25444
1973-04-01,0.3324
1973-05-01,0.402
1973-06-01,0.27565
1973-07-01,0.23533
1973-08-01,0.57387
1973-09-01,0.72315
1973-10-01,1.02965
1973-11-01,0.39946
1973-12-01,0.56401
1974-01-01,0.66491
1974-02-01,0.67708
1974-03-01,0.75185
1974-04-01,0.60381
1974-05-01,0.9918
1974-06-01,1.10454
1974-07-01,1.07727
1974-08-01,1.104
1974-09-01,1.17247
1974-10-01,1.00198
1974-11-01,0.78607
1974-12-01,1.02624
1975-01-01,0.78156
1975-02-01,0.82111
1975-03-01,0.5602
1975-04-01,0.71696
1975-05-01,0.28883
1975-06-01,0.65213
1975-07-01,0.46678
1975-08-01,0.32165
1975-09-01,0.81582
1975-10-01,0.61841
1975-11-01,0.7803
1975-12-01,0.64473
1976-01-01,0.79448
1976-02-01,0.52578
1976-03-01,0.52525
1976-04-01,0.25853
1976-05-01,0.40016
1976-06-01,0.56236
1976-07-01,0.67175
1976-08-01,0.56921
1976-09-01,0.553
1976-10-01,0.41685
1976-11-01,0.51933
1976-12-01,0.25273
1977-01-01,0.64615
1977-02-01,0.52682
1977-03-01,0.57153
1977-04-01,0.71104
1977-05-01,0.55123
1977-06-01,0.73137
1977-07-01,0.63528
1977-08-01,0.52309
1977-09-01,0.59098
1977-10-01,0.49097
1977-11-01,0.56457
1977-12-01,0.60581
1978-01-01,0.6541
1978-02-01,0.49798
1978-03-01,0.65839
1978-04-01,0.69168
1978-05-01,0.7669
1978-06-01,0.76675
1978-07-01,0.85368
