"Date","CORESTICKM157SFRBATL"
1978-08-01,0.76973
1978-09-01,0.96426
1978-10-01,0.91368
1978-11-01,0.72606
1978-12-01,0.45252
1979-01-01,0.66576
1979-02-01,0.96073
1979-03-01,0.75375
1979-04-01,0.91589
1979-05-01,0.91708
1979-06-01,0.93779
1979-07-01,1.06988
1979-08-01,1.16467
1979-09-01,1.00807
1979-10-01,1.16548
1979-11-01,1.33455
1979-12-01,1.17941
1980-01-01,1.32405
1980-02-01,1.07506
1980-03-01,1.40424
1980-04-01,1.29127
1980-05-01,1.234
1980-06-01,1.51926
1980-07-01,-0.35444
1980-08-01,0.39885
1980-09-01,0.84977
1980-10-01,1.1623
1980-11-01,1.14255
1980-12-01,1.01234
1981-01-01,0.72241
1981-02-01,0.36438
1981-03-01,0.57387
1981-04-01,0.73037
1981-05-01,1.13558
1981-06-01,1.15291
1981-07-01,1.49178
1981-08-01,0.92093
1981-09-01,1.219
1981-10-01,0.29342
1981-11-01,0.46674
1981-12-01,0.40048
1982-01-01,0.36879
1982-02-01,0.42716
1982-03-01,-0.02006
1982-04-01,0.90752
1982-05-01,1.11018
1982-06-01,0.99067
1982-07-01,0.56243
1982-08-01,0.39619
1982-09-01,-0.05205
1982-10-01,0.29105
1982-11-01,-0.1712
1982-12-01,-0.37052
1983-01-01,0.53839
1983-02-01,0.36216
1983-03-01,0.19779
1983-04-01,0.52366
1983-05-01,0.23194
1983-06-01,0.30223
1983-07-01,0.35417
1983-08-01,0.32052
1983-09-01,0.32863
1983-10-01,0.43651
1983-11-01,0.46643
1983-12-01,0.31481
1984-01-01,0.55791
1984-02-01,0.39943
1984-03-01,0.32202
1984-04-01,0.51613
1984-05-01,0.29109
1984-06-01,0.3783
1984-07-01,0.45914
1984-08-01,0.45044
1984-09-01,0.43148
1984-10-01,0.4014
1984-11-01,0.33751
1984-12-01,0.39504
1985-01-01,0.24564
1985-02-01,0.53843
1985-03-01,0.40847
1985-04-01,0.317
1985-05-01,0.56202
1985-06-01,0.39686
1985-07-01,0.35563
1985-08-01,0.44774
1985-09-01,0.27998
1985-10-01,0.5018
1985-11-01,0.58435
1985-12-01,0.28117
1986-01-01,0.49974
1986-02-01,0.37419
1986-03-01,0.50867
1986-04-01,0.45142
1986-05-01,0.24697
1986-06-01,0.39814
1986-07-01,0.29182
1986-08-01,0.31662
1986-09-01,0.39927
1986-10-01,0.43926
1986-11-01,0.29054
1986-12-01,0.33289
1987-01-01,0.34282
1987-02-01,0.33493
1987-03-01,0.3382
1987-04-01,0.54226
1987-05-01,0.30349
1987-06-01,0.16591
1987-07-01,0.28325
1987-08-01,0.4268
1987-09-01,0.40903
1987-10-01,0.48937
1987-11-01,0.26324
1987-12-01,0.32127
1988-01-01,0.4208
1988-02-01,0.33773
1988-03-01,0.40105
1988-04-01,0.48115
1988-05-01,0.3581
1988-06-01,0.39617
1988-07-01,0.3088
1988-08-01,0.40157
1988-09-01,0.45246
1988-10-01,0.37927
1988-11-01,0.39319
1988-12-01,0.36614
1989-01-01,0.38061
1989-02-01,0.37187
1989-03-01,0.37032
1989-04-01,0.35337
1989-05-01,0.47728
1989-06-01,0.39849
1989-07-01,0.45382
1989-08-01,0.36355
1989-09-01,0.279
1989-10-01,0.50676
1989-11-01,0.38727
1989-12-01,0.39632
1990-01-01,0.45515
1990-02-01,0.38616
1990-03-01,0.63161
1990-04-01,0.43486
1990-05-01,0.37195
1990-06-01,0.59388
1990-07-01,0.59357
1990-08-01,0.66866
1990-09-01,0.36687
1990-10-01,0.38229
1990-11-01,0.27909
1990-12-01,0.367
1991-01-01,0.61341
1991-02-01,0.42828
1991-03-01,0.2638
1991-04-01,0.25012
1991-05-01,0.32057
1991-06-01,0.31814
1991-07-01,0.37863
1991-08-01,0.35924
1991-09-01,0.41681
1991-10-01,0.23321
1991-11-01,0.3362
1991-12-01,0.36372
1992-01-01,0.3274
1992-02-01,0.24326
1992-03-01,0.37222
1992-04-01,0.33402
1992-05-01,0.18593
1992-06-01,0.25828
1992-07-01,0.29118
1992-08-01,0.2229
1992-09-01,0.14477
1992-10-01,0.51577
1992-11-01,0.33083
1992-12-01,0.21666
1993-01-01,0.3757
1993-02-01,0.27551
1993-03-01,0.15176
1993-04-01,0.40102
1993-05-01,0.31114
1993-06-01,0.28926
1993-07-01,0.14945
1993-08-01,0.30593
1993-09-01,0.27372
1993-10-01,0.2998
1993-11-01,0.34228
1993-12-01,0.32584
1994-01-01,0.20758
1994-02-01,0.31458
1994-03-01,0.30106
1994-04-01,0.19284
1994-05-01,0.1889
1994-06-01,0.25957
1994-07-01,0.18646
1994-08-01,0.37703
1994-09-01,0.22359
1994-10-01,0.21387
1994-11-01,0.30664
1994-12-01,0.10559
1995-01-01,0.44518
1995-02-01,0.29515
1995-03-01,0.34461
1995-04-01,0.32726
1995-05-01,0.23211
1995-06-01,0.23978
1995-07-01,0.2398
1995-08-01,0.23478
1995-09-01,0.33293
1995-10-01,0.32156
1995-11-01,0.22482
1995-12-01,0.10837
1996-01-01,0.34468
1996-02-01,0.27937
1996-03-01,0.2214
1996-04-01,0.201
1996-05-01,0.27452
1996-06-01,0.24124
1996-07-01,0.27542
1996-08-01,0.22808
1996-09-01,0.31392
1996-10-01,0.20537
1996-11-01,0.26002
1996-12-01,0.17959
1997-01-01,0.20652
1997-02-01,0.17282
1997-03-01,0.27302
1997-04-01,0.25597
1997-05-01,0.23395
1997-06-01,0.20058
1997-07-01,0.20015
1997-08-01,0.13479
1997-09-01,0.20667
1997-10-01,0.27864
1997-11-01,0.19262
1997-12-01,0.24962
1998-01-01,0.25507
1998-02-01,0.18847
1998-03-01,0.25392
1998-04-01,0.22449
1998-05-01,0.20529
1998-06-01,0.19032
1998-07-01,0.20279
1998-08-01,0.16433
1998-09-01,0.16739
1998-10-01,0.2209
1998-11-01,0.18001
1998-12-01,0.16626
1999-01-01,0.20072
1999-02-01,0.123679
1999-03-01,0.177086
1999-04-01,0.214351
1999-05-01,0.134243
1999-06-01,0.110117
1999-07-01,0.245861
1999-08-01,0.146601
1999-09-01,0.144565
1999-10-01,0.201252
1999-11-01,0.276721
1999-12-01,0.185275
2000-01-01,0.365801
2000-02-01,0.167599
2000-03-01,0.278705
2000-04-01,0.141766
2000-05-01,0.279827
2000-06-01,0.248444
2000-07-01,0.25429
2000-08-01,0.303936
2000-09-01,0.167353
2000-10-01,0.222908
2000-11-01,0.228572
2000-12-01,0.284823
2001-01-01,0.273998
2001-02-01,0.26465
2001-03-01,0.261035
2001-04-01,0.267784
2001-05-01,0.263845
2001-06-01,0.372414
2001-07-01,0.261328
2001-08-01,0.347134
2001-09-01,0.29879
2001-10-01,0.314436
2001-11-01,0.343658
2001-12-01,0.249192
2002-01-01,0.267203
2002-02-01,0.235938
2002-03-01,0.204255
2002-04-01,0.265227
2002-05-01,0.250048
2002-06-01,0.166696
2002-07-01,0.283549
2002-08-01,0.233157
2002-09-01,0.182764
2002-10-01,0.22709
2002-11-01,0.232965
2002-12-01,0.217654
2003-01-01,0.253277
2003-02-01,0.155102
2003-03-01,0.129254
2003-04-01,0.100667
2003-05-01,0.141434
2003-06-01,0.091543
2003-07-01,0.249875
2003-08-01,0.162888
2003-09-01,0.201115
2003-10-01,0.204399
2003-11-01,0.110795
2003-12-01,0.15835
2004-01-01,0.238048
2004-02-01,0.240968
2004-03-01,0.216506
2004-04-01,0.21896
2004-05-01,0.121948
2004-06-01,0.230194
2004-07-01,0.136644
2004-08-01,0.15689
2004-09-01,0.183939
2004-10-01,0.201477
2004-11-01,0.173458
2004-12-01,0.170757
2005-01-01,0.240012
2005-02-01,0.211924
2005-03-01,0.177225
2005-04-01,0.212657
2005-05-01,0.237732
2005-06-01,0.074891
2005-07-01,0.236315
2005-08-01,0.120986
2005-09-01,0.252192
2005-10-01,0.192886
2005-11-01,0.277585
2005-12-01,0.2073
2006-01-01,0.22239
2006-02-01,0.259106
2006-03-01,0.257332
2006-04-01,0.309834
2006-05-01,0.338542
2006-06-01,0.31876
2006-07-01,0.294266
2006-08-01,0.24832
2006-09-01,0.239467
2006-10-01,0.269684
2006-11-01,0.13889
2006-12-01,0.183884
2007-01-01,0.243358
2007-02-01,0.274487
2007-03-01,0.206255
2007-04-01,0.171399
2007-05-01,0.159843
2007-06-01,0.169677
2007-07-01,0.200512
2007-08-01,0.183693
2007-09-01,0.254475
2007-10-01,0.288706
2007-11-01,0.288404
2007-12-01,0.238891
2008-01-01,0.27684
2008-02-01,0.147152
2008-03-01,0.27676
2008-04-01,0.206852
2008-05-01,0.226761
2008-06-01,0.309957
2008-07-01,0.275035
2008-08-01,0.252014
2008-09-01,0.246863
2008-10-01,0.145212
2008-11-01,0.149334
2008-12-01,0.086726
2009-01-01,0.200451
2009-02-01,0.154229
2009-03-01,0.173205
2009-04-01,0.131114
2009-05-01,0.141278
2009-06-01,0.114871
2009-07-01,0.110976
2009-08-01,0.101844
2009-09-01,0.094875
2009-10-01,0.051686
2009-11-01,0.001849
2009-12-01,0.040687
2010-01-01,0.054232
2010-02-01,0.033309
2010-03-01,0.051269
2010-04-01,0.075748
2010-05-01,0.06567
2010-06-01,0.09994
2010-07-01,0.07597
2010-08-01,0.048226
2010-09-01,0.067027
2010-10-01,0.059292
2010-11-01,0.151576
2010-12-01,0.0517
2011-01-01,0.176213
2011-02-01,0.19565
2011-03-01,0.112829
2011-04-01,0.104873
2011-05-01,0.110994
2011-06-01,0.137167
2011-07-01,0.19904
2011-08-01,0.278409
2011-09-01,0.135774
2011-10-01,0.171965
2011-11-01,0.150939
2011-12-01,0.255194
2012-01-01,0.243043
2012-02-01,0.09975
2012-03-01,0.217405
2012-04-01,0.172543
2012-05-01,0.10697
2012-06-01,0.187204
2012-07-01,0.219529
2012-08-01,0.190361
2012-09-01,0.182891
2012-10-01,0.159355
2012-11-01,0.140078
2012-12-01,0.170576
2013-01-01,0.202368
2013-02-01,0.175971
2013-03-01,0.172161
2013-04-01,0.011177
2013-05-01,0.07983
2013-06-01,0.156552
2013-07-01,0.210931
2013-08-01,0.235939
2013-09-01,0.159496
2013-10-01,0.138038
2013-11-01,0.164016
2013-12-01,0.14905
2014-01-01,0.153801
2014-02-01,0.14387
2014-03-01,0.203329
2014-04-01,0.21185
2014-05-01,0.180938
2014-06-01,0.171367
2014-07-01,0.169205
2014-08-01,0.10016
2014-09-01,0.151189
2014-10-01,0.189084
2014-11-01,0.162393
2014-12-01,0.116414
2015-01-01,0.168069
2015-02-01,0.14028
2015-03-01,0.22017
2015-04-01,0.274715
2015-05-01,0.184632
2015-06-01,0.218324
2015-07-01,0.195411
2015-08-01,0.138176
2015-09-01,0.24841
2015-10-01,0.254499
2015-11-01,0.220183
2015-12-01,0.153982
2016-01-01,0.190592
2016-02-01,0.216008
2016-03-01,0.208118
2016-04-01,0.280699
2016-05-01,0.217032
2016-06-01,0.21612
2016-07-01,0.202199
2016-08-01,0.281639
2016-09-01,0.159892
2016-10-01,0.134754
2016-11-01,0.236102
2016-12-01,0.22153
2017-01-01,0.25565
2017-02-01,0.2286
2017-03-01,-0.00769
2017-04-01,0.08379
2017-05-01,0.12269
2017-06-01,0.19907
2017-07-01,0.21028
2017-08-01,0.22574
2017-09-01,0.17644
2017-10-01,0.21921
2017-11-01,0.1598
2017-12-01,0.23177
2018-01-01,0.29573
2018-02-01,0.19484
2018-03-01,0.22464
2018-04-01,0.20524
2018-05-01,0.17307
2018-06-01,0.20711
2018-07-01,0.17746
2018-08-01,0.14093
2018-09-01,0.20485
2018-10-01,0.17329
2018-11-01,0.22025
2018-12-01,0.21962
2019-01-01,0.21857
2019-02-01,0.18615
2019-03-01,0.24719
2019-04-01,0.21331
2019-05-01,0.1626
2019-06-01,0.23111
2019-07-01,0.2157
2019-08-01,0.30551
2019-09-01,0.1829
2019-10-01,0.29687
2019-11-01,0.25427
2019-12-01,0.19831
2020-01-01,0.26802
2020-02-01,0.20161
2020-03-01,0.08577
2020-04-01,-0.19773
2020-05-01,0.02333
2020-06-01,0.20552
2020-07-01,0.50117
2020-08-01,0.24683
2020-09-01,-0.02433
2020-10-01,0.06574
2020-11-01,0.21138
2020-12-01,0.11761
2021-01-01,0.07128
2021-02-01,0.21148
2021-03-01,0.26319
2021-04-01,0.34721
2021-05-01,0.37626
2021-06-01,0.17175
2021-07-01,0.23361
2021-08-01,0.27387
2021-09-01,0.26416
2021-10-01,0.45302
2021-11-01,0.38518
2021-12-01,0.37934
2022-01-01,0.55916
2022-02-01,0.51833
2022-03-01,0.5048
2022-04-01,0.50401
2022-05-01,0.62909
2022-06-01,0.58848
2022-07-01,0.42661
2022-08-01,0.62169
2022-09-01,0.64358
2022-10-01,0.42659
2022-11-01,0.48557
2022-12-01,0.51703
2023-01-01,0.499990163
2023-02-01,0.555353612
2023-03-01,0.370874302
2023-04-01,0.382205495
2023-05-01,0.324256625
2023-06-01,0.233532186
2023-07-01,0.264674798
2023-08-01,0.393906143
2023-09-01,0.444080774
2023-10-01,0.353112794
2023-11-01,0.292770495
