"Date","APUS11A72511"
1978-11-01,0.532
1978-12-01,0.546
1979-01-01,0.552
1979-02-01,0.58
1979-03-01,0.611
1979-04-01,0.631
1979-05-01,0.661
1979-06-01,0.703
1979-07-01,0.75
1979-08-01,0.797
1979-09-01,0.843
1979-10-01,0.855
1979-11-01,0.862
1979-12-01,0.871
1980-01-01,0.922
1980-02-01,0.969
1980-03-01,0.998
1980-04-01,1.005
1980-05-01,1.013
1980-06-01,1.012
1980-07-01,1.022
1980-08-01,1.024
1980-09-01,1.027
1980-10-01,1.026
1980-11-01,1.033
1980-12-01,1.067
1981-01-01,1.158
1981-02-01,1.258
1981-03-01,1.301
1981-04-01,1.294
1981-05-01,1.279
1981-06-01,1.278
1981-07-01,1.27
1981-08-01,1.267
1981-09-01,1.267
1981-10-01,1.267
1981-11-01,1.266
1981-12-01,1.272
1982-01-01,1.287
1982-02-01,1.281
1982-03-01,1.249
1982-04-01,1.196
1982-05-01,1.194
1982-06-01,1.21
1982-07-01,1.22
1982-08-01,1.218
1982-09-01,1.218
1982-10-01,1.245
1982-11-01,1.268
1982-12-01,1.264
1983-01-01,1.229
1983-02-01,1.194
1983-03-01,1.136
1983-04-01,1.083
1983-05-01,1.129
1983-06-01,1.121
1983-07-01,1.114
1983-08-01,1.114
1983-09-01,1.124
1983-10-01,1.123
1983-11-01,1.122
1983-12-01,1.121
1984-01-01,1.169
1984-02-01,1.285
1984-03-01,1.192
1984-04-01,1.186
1984-05-01,1.184
1984-06-01,1.175
1984-07-01,1.143
1984-08-01,1.12
1984-09-01,1.118
1984-10-01,1.125
1984-11-01,1.129
1984-12-01,1.127
1985-01-01,1.127
1985-02-01,1.131
1985-03-01,1.13
1985-04-01,1.139
1985-05-01,1.127
1985-06-01,1.1
1985-07-01,1.081
1985-08-01,1.066
1985-09-01,NA
1985-10-01,1.105
1985-11-01,1.163
1985-12-01,1.198
1986-01-01,1.171
1986-02-01,1.008
1986-03-01,0.939
1986-04-01,0.848
1986-05-01,0.803
1986-06-01,0.785
1986-07-01,0.734
1986-08-01,0.712
1986-09-01,0.73
1986-10-01,0.733
1986-11-01,0.742
1986-12-01,0.769
1987-01-01,0.844
1987-02-01,0.877
1987-03-01,0.871
1987-04-01,0.871
1987-05-01,0.869
1987-06-01,0.869
1987-07-01,0.871
1987-08-01,0.879
1987-09-01,0.879
1987-10-01,0.884
1987-11-01,0.901
1987-12-01,0.912
1988-01-01,0.914
1988-02-01,0.913
1988-03-01,0.903
1988-04-01,0.897
1988-05-01,0.894
1988-06-01,0.879
1988-07-01,0.847
1988-08-01,0.842
1988-09-01,0.832
1988-10-01,0.81
1988-11-01,0.817
1988-12-01,0.864
1989-01-01,0.927
1989-02-01,0.862
1989-03-01,0.867
1989-04-01,0.878
1989-05-01,0.854
1989-06-01,0.831
1989-07-01,0.823
1989-08-01,0.835
1989-09-01,0.824
1989-10-01,0.852
1989-11-01,0.891
1989-12-01,0.984
1990-01-01,1.296
1990-02-01,0.992
1990-03-01,0.969
1990-04-01,0.951
1990-05-01,0.917
1990-06-01,0.889
1990-07-01,0.863
1990-08-01,0.954
1990-09-01,1.14
1990-10-01,1.314
1990-11-01,1.266
1990-12-01,1.271
1991-01-01,1.209
1991-02-01,1.156
1991-03-01,1.077
1991-04-01,1.007
1991-05-01,0.961
1991-06-01,0.944
1991-07-01,0.911
1991-08-01,0.92
1991-09-01,0.938
1991-10-01,0.956
1991-11-01,1.021
1991-12-01,1.012
1992-01-01,0.967
1992-02-01,0.976
1992-03-01,0.958
1992-04-01,0.947
1992-05-01,0.956
1992-06-01,0.959
1992-07-01,0.959
1992-08-01,0.95
1992-09-01,0.946
1992-10-01,0.975
1992-11-01,0.981
1992-12-01,0.976
1993-01-01,0.976
1993-02-01,0.981
1993-03-01,0.98
1993-04-01,0.976
1993-05-01,0.965
1993-06-01,0.948
1993-07-01,0.937
1993-08-01,0.916
1993-09-01,0.923
1993-10-01,0.928
1993-11-01,0.926
1993-12-01,0.909
1994-01-01,0.917
1994-02-01,0.985
1994-03-01,0.969
1994-04-01,0.93
1994-05-01,0.919
1994-06-01,0.904
1994-07-01,0.902
1994-08-01,0.895
1994-09-01,0.895
1994-10-01,0.897
1994-11-01,0.9
1994-12-01,0.909
1995-01-01,0.925
1995-02-01,0.924
1995-03-01,0.924
1995-04-01,0.918
1995-05-01,0.916
1995-06-01,0.918
1995-07-01,0.913
1995-08-01,0.899
1995-09-01,0.897
1995-10-01,0.907
1995-11-01,0.909
1995-12-01,0.918
1996-01-01,1.022
1996-02-01,1.019
1996-03-01,1.069
1996-04-01,1.127
1996-05-01,1.101
1996-06-01,1.013
1996-07-01,0.969
1996-08-01,0.962
1996-09-01,0.999
1996-10-01,1.103
1996-11-01,1.14
1996-12-01,1.168
1997-01-01,1.174
1997-02-01,1.168
1997-03-01,1.107
1997-04-01,1.093
1997-05-01,1.062
1997-06-01,1.039
1997-07-01,0.988
1997-08-01,0.97
1997-09-01,0.961
1997-10-01,0.979
1997-11-01,0.986
1997-12-01,0.994
