"Date","COREFLEXCPIM679SFRBATL"
1967-03-01,5.140731239
1967-04-01,5.4060887
1967-05-01,3.261814258
1967-06-01,3.323459454
1967-07-01,4.93546687
1967-08-01,6.896153722
1967-09-01,8.33483739
1967-10-01,6.529440977
1967-11-01,4.876906977
1967-12-01,4.512507436
1968-01-01,5.449731547
1968-02-01,5.350988703
1968-03-01,4.652561535
1968-04-01,3.281188696
1968-05-01,2.733197399
1968-06-01,4.65517814
1968-07-01,5.283486441
1968-08-01,7.033687325
1968-09-01,5.245861324
1968-10-01,4.433573417
1968-11-01,3.968001305
1968-12-01,1.146031989
1969-01-01,0.852381591
1969-02-01,4.094485275
1969-03-01,10.445919184
1969-04-01,9.824923428
1969-05-01,3.128785279
1969-06-01,0.733549291
1969-07-01,2.66469925
1969-08-01,5.074765498
1969-09-01,2.960401421
1969-10-01,4.282493099
1969-11-01,5.761058074
1969-12-01,6.672813175
1970-01-01,3.770907612
1970-02-01,2.546668502
1970-03-01,1.601366359
1970-04-01,2.485937074
1970-05-01,3.02618294
1970-06-01,6.144095109
1970-07-01,5.812917878
1970-08-01,5.007541029
1970-09-01,3.714813824
1970-10-01,4.955652765
1970-11-01,7.33167213
1970-12-01,8.463116278
1971-01-01,7.02503596
1971-02-01,4.664285821
1971-03-01,1.779872638
1971-04-01,1.739340105
1971-05-01,2.675429464
1971-06-01,3.392667254
1971-07-01,3.792468395
1971-08-01,0.031047704
1971-09-01,-1.239255817
1971-10-01,-2.084907783
1971-11-01,-0.23461008
1971-12-01,0.687569847
1972-01-01,2.676412092
1972-02-01,3.958052802
1972-03-01,4.349905352
1972-04-01,2.766640764
1972-05-01,2.471433287
1972-06-01,2.021499401
1972-07-01,1.228379662
1972-08-01,-0.227373619
1972-09-01,2.407914468
1972-10-01,2.451993654
1972-11-01,4.700160484
1972-12-01,3.433213172
1973-01-01,3.719837726
1973-02-01,4.241330528
1973-03-01,4.846413107
1973-04-01,6.892196117
1973-05-01,5.506626118
1973-06-01,3.926510415
1973-07-01,1.650380934
1973-08-01,1.293661549
1973-09-01,0.874275166
1973-10-01,0.666754956
1973-11-01,0.789572254
1973-12-01,0.966233022
1974-01-01,1.767304485
1974-02-01,3.382238118
1974-03-01,4.749929943
1974-04-01,7.863288823
1974-05-01,10.328043387
1974-06-01,14.858876757
1974-07-01,16.006395267
1974-08-01,19.079240426
1974-09-01,15.832487965
1974-10-01,15.152502492
1974-11-01,11.283652401
1974-12-01,8.924776298
1975-01-01,5.520926395
1975-02-01,3.407253396
1975-03-01,4.590434479
1975-04-01,3.401763512
1975-05-01,1.410223692
1975-06-01,0.363557269
1975-07-01,3.473296345
1975-08-01,5.358464707
1975-09-01,5.492523304
1975-10-01,4.126939794
1975-11-01,4.132086252
1975-12-01,4.963514648
1976-01-01,4.268302083
1976-02-01,5.309819867
1976-03-01,5.870624339
1976-04-01,7.759737363
1976-05-01,7.671677581
1976-06-01,6.802781713
1976-07-01,6.51173321
1976-08-01,6.547910039
1976-09-01,7.209938976
1976-10-01,6.694638174
1976-11-01,6.089754803
1976-12-01,6.420525219
1977-01-01,7.998587931
1977-02-01,8.437777488
1977-03-01,6.242514
1977-04-01,3.448373111
1977-05-01,1.809068274
1977-06-01,1.73621999
1977-07-01,2.162176308
1977-08-01,0.852969255
1977-09-01,0.123323551
1977-10-01,0.496130878
1977-11-01,2.994430383
1977-12-01,4.596786358
1978-01-01,4.989358757
1978-02-01,2.686167801
1978-03-01,3.122222742
1978-04-01,3.450345841
1978-05-01,6.929976527
1978-06-01,8.836016485
1978-07-01,9.914444139
1978-08-01,9.276690868
1978-09-01,7.512528741
1978-10-01,7.21170639
1978-11-01,7.034859283
1978-12-01,6.543047862
1979-01-01,3.485485524
1979-02-01,4.838787399
1979-03-01,6.75899335
1979-04-01,11.271823616
1979-05-01,11.126619986
1979-06-01,9.24342129
1979-07-01,5.350047406
1979-08-01,1.632687386
1979-09-01,-0.224897786
1979-10-01,-0.426782077
1979-11-01,0.607104074
1979-12-01,3.339305795
1980-01-01,7.827898081
1980-02-01,10.89958623
1980-03-01,10.931118196
1980-04-01,8.377716625
1980-05-01,6.459126732
1980-06-01,4.905401779
1980-07-01,5.260881138
1980-08-01,7.121810853
1980-09-01,11.749844455
1980-10-01,12.808964659
1980-11-01,14.353114945
1980-12-01,11.434981569
1981-01-01,10.364668468
1981-02-01,7.319941573
1981-03-01,5.380324709
1981-04-01,6.415214725
1981-05-01,9.842768906
1981-06-01,13.094306589
1981-07-01,13.274423949
1981-08-01,10.595536663
1981-09-01,10.191951865
1981-10-01,10.039733925
1981-11-01,8.872052904
1981-12-01,7.293934462
1982-01-01,4.531647587
1982-02-01,3.809712263
1982-03-01,3.700392183
1982-04-01,5.164868883
1982-05-01,6.522241649
1982-06-01,7.758095421
1982-07-01,7.276650575
1982-08-01,5.237314653
1982-09-01,3.258980039
1982-10-01,3.316729138
1982-11-01,4.940020416
1982-12-01,6.541224265
1983-01-01,7.586055943
1983-02-01,7.597917282
1983-03-01,5.396303836
1983-04-01,3.744388447
1983-05-01,3.234258568
1983-06-01,4.935753497
1983-07-01,7.845657021
1983-08-01,9.777025517
1983-09-01,9.807824615
1983-10-01,7.507645086
1983-11-01,7.011339724
1983-12-01,6.477426995
1984-01-01,6.44567481
1984-02-01,3.322860041
1984-03-01,3.720154918
1984-04-01,4.137734555
1984-05-01,6.786100212
1984-06-01,6.412325227
1984-07-01,6.348883441
1984-08-01,5.326050967
1984-09-01,4.156909308
1984-10-01,2.482802781
1984-11-01,1.276612984
1984-12-01,0.975264895
1985-01-01,2.121241202
1985-02-01,5.290447224
1985-03-01,6.236464175
1985-04-01,4.150782226
1985-05-01,-0.896664651
1985-06-01,-1.808961222
1985-07-01,-1.803497027
1985-08-01,-0.211338303
1985-09-01,0.240158935
1985-10-01,0.905715849
1985-11-01,2.07781782
1985-12-01,2.559971405
1986-01-01,3.217106432
1986-02-01,0.793455109
1986-03-01,-1.594447455
1986-04-01,-3.410619551
1986-05-01,-2.326883686
1986-06-01,-0.925293804
1986-07-01,1.791941567
1986-08-01,3.085063803
1986-09-01,4.051626313
1986-10-01,2.285996073
1986-11-01,2.59617712
1986-12-01,2.285567579
1987-01-01,5.113093015
1987-02-01,3.852232685
1987-03-01,4.531046618
1987-04-01,3.740876925
1987-05-01,5.7489583
1987-06-01,5.746513743
1987-07-01,5.463173732
1987-08-01,4.897611514
1987-09-01,4.863959462
1987-10-01,4.280240339
