"Date","CUURA207SA0L2"
2014-12-01,207.004
2015-01-01,206.012
2015-02-01,205.651
2015-03-01,207.536
2015-04-01,207.942
2015-05-01,209.051
2015-06-01,209.005
2015-07-01,208.549
2015-08-01,209.71
2015-09-01,208.343
2015-10-01,207.987
2015-11-01,206.44
2015-12-01,204.73
2016-01-01,205.714
2016-02-01,204.596
2016-03-01,205.458
2016-04-01,207.211
2016-05-01,207.247
2016-06-01,207.783
2016-07-01,205.746
2016-08-01,206.327
2016-09-01,207.375
2016-10-01,207.696
2016-11-01,207.683
2016-12-01,207.529
2017-01-01,208.956
2017-02-01,209.346
2017-03-01,209.426
2017-04-01,210.22
2017-05-01,209.999
2017-06-01,209.434
2017-07-01,210.359
2017-08-01,211.01
2017-09-01,211.699
2017-10-01,210.498
2017-11-01,211.096
2017-12-01,210.373
2018-01-01,211.957
2018-02-01,211.617
2018-03-01,211.577
2018-04-01,213.099
2018-05-01,213.764
2018-06-01,212.952
2018-07-01,212.395
2018-08-01,212.84
2018-09-01,213.605
2018-10-01,213.241
2018-11-01,211.004
2018-12-01,209.956
2019-01-01,211.243
2019-02-01,212.988
2019-03-01,213.203
2019-04-01,212.448
2019-05-01,214.477
2019-06-01,213.269
2019-07-01,214.164
2019-08-01,214.563
2019-09-01,214.474
2019-10-01,216.073
2019-11-01,215.2
2019-12-01,214.166
2020-01-01,216.561
2020-02-01,216.448
2020-03-01,213.868
2020-04-01,211.421
2020-05-01,213.575
2020-06-01,214.443
2020-07-01,215.06
2020-08-01,215.141
2020-09-01,216.768
2020-10-01,216.759
2020-11-01,215.352
2020-12-01,214.698
2021-01-01,216.779
2021-02-01,218.563
2021-03-01,220.612
2021-04-01,223.492
2021-05-01,226.305
2021-06-01,227.108
2021-07-01,227.652
2021-08-01,227.457
2021-09-01,227.926
2021-10-01,230.453
2021-11-01,231.005
2021-12-01,232.222
2022-01-01,234.905
2022-02-01,236.909
2022-03-01,241.639
2022-04-01,242.694
2022-05-01,248.306
2022-06-01,252.31
2022-07-01,250.873
2022-08-01,250.412
2022-09-01,250.38
2022-10-01,249.732
2022-11-01,247.703
2022-12-01,243.804
2023-01-01,246.383
2023-02-01,246.954
2023-03-01,248.815
2023-04-01,251.582
2023-05-01,252.572
2023-06-01,252.066
2023-07-01,251.979
2023-08-01,252.243
2023-09-01,251.419
2023-10-01,251.881
2023-11-01,249.87
