"Date","APUA10472621"
1978-11-01,25.914
1978-12-01,26.233
1979-01-01,26.424
1979-02-01,26.424
1979-03-01,25.74
1979-04-01,25.718
1979-05-01,25.456
1979-06-01,25.074
1979-07-01,26.706
1979-08-01,26.622
1979-09-01,27.323
1979-10-01,27.329
1979-11-01,27.298
1979-12-01,27.368
1980-01-01,27.283
1980-02-01,27.358
1980-03-01,27.474
1980-04-01,27.58
1980-05-01,27.736
1980-06-01,27.864
1980-07-01,28.142
1980-08-01,28.229
1980-09-01,28.713
1980-10-01,28.829
1980-11-01,28.923
1980-12-01,28.963
1981-01-01,29.114
1981-02-01,29.872
1981-03-01,31.674
1981-04-01,31.346
1981-05-01,31.26
1981-06-01,31.26
1981-07-01,33.531
1981-08-01,33.531
1981-09-01,33.531
1981-10-01,33.531
1981-11-01,33.531
1981-12-01,33.531
1982-01-01,34.949
1982-02-01,34.949
1982-03-01,34.949
1982-04-01,34.965
1982-05-01,34.999
1982-06-01,34.999
1982-07-01,33.979
1982-08-01,34.954
1982-09-01,34.954
1982-10-01,34.954
1982-11-01,34.954
1982-12-01,34.513
1983-01-01,34.526
1983-02-01,38.163
1983-03-01,38.163
1983-04-01,38.731
1983-05-01,38.702
1983-06-01,38.214
1983-07-01,38.214
1983-08-01,36.939
1983-09-01,36.939
1983-10-01,37.972
1983-11-01,37.972
1983-12-01,37.972
1984-01-01,37.972
1984-02-01,37.972
1984-03-01,37.972
1984-04-01,40.007
1984-05-01,40.007
1984-06-01,40.007
1984-07-01,40.007
1984-08-01,40.007
1984-09-01,40.007
1984-10-01,40.007
1984-11-01,40.007
1984-12-01,40.007
1985-01-01,39.933
1985-02-01,41.417
1985-03-01,41.417
1985-04-01,40.84
1985-05-01,40.84
1985-06-01,40.84
1985-07-01,40.84
1985-08-01,40.315
1985-09-01,NA
1985-10-01,40.823
1985-11-01,41.154
1985-12-01,41.154
1986-01-01,41.154
1986-02-01,42.053
1986-03-01,42.053
1986-04-01,42.811
1986-05-01,42.811
1986-06-01,41.763
1986-07-01,41.763
1986-08-01,42.78
1986-09-01,42.78
1986-10-01,42.78
1986-11-01,42.78
1986-12-01,42.78
1987-01-01,43.14
1987-02-01,43.14
1987-03-01,43.14
1987-04-01,43.067
1987-05-01,43.028
1987-06-01,42.933
1987-07-01,42.932
1987-08-01,42.536
1987-09-01,42.514
1987-10-01,42.514
1987-11-01,42.514
1987-12-01,42.514
1988-01-01,42.687
1988-02-01,42.687
1988-03-01,42.248
1988-04-01,43.891
1988-05-01,43.891
1988-06-01,43.891
1988-07-01,43.891
1988-08-01,43.891
1988-09-01,43.587
1988-10-01,43.618
1988-11-01,43.62
1988-12-01,43.62
1989-01-01,43.62
1989-02-01,43.62
1989-03-01,43.728
1989-04-01,47.46
1989-05-01,47.46
1989-06-01,47.46
1989-07-01,47.46
1989-08-01,47.46
1989-09-01,46.446
1989-10-01,46.446
1989-11-01,46.446
1989-12-01,46.338
1990-01-01,46.722
1990-02-01,46.722
1990-03-01,46.722
1990-04-01,50.446
1990-05-01,50.446
1990-06-01,50.446
1990-07-01,50.446
1990-08-01,50.415
1990-09-01,51.326
1990-10-01,51.326
1990-11-01,51.326
1990-12-01,51.326
1991-01-01,51.884
1991-02-01,51.884
1991-03-01,51.884
1991-04-01,57.499
1991-05-01,57.499
1991-06-01,57.499
1991-07-01,57.499
1991-08-01,57.499
1991-09-01,57.785
1991-10-01,57.785
1991-11-01,55.977
1991-12-01,55.977
1992-01-01,54.962
1992-02-01,54.962
1992-03-01,54.962
1992-04-01,54.363
1992-05-01,54.233
1992-06-01,54.233
1992-07-01,54.233
1992-08-01,54.233
1992-09-01,54.233
1992-10-01,54.233
1992-11-01,54.233
1992-12-01,54.233
1993-01-01,54.233
1993-02-01,54.233
1993-03-01,54.233
1993-04-01,53.94
1993-05-01,53.918
1993-06-01,53.918
1993-07-01,54.821
1993-08-01,54.821
1993-09-01,54.821
1993-10-01,54.821
1993-11-01,54.821
1993-12-01,54.821
1994-01-01,54.821
1994-02-01,54.821
1994-03-01,54.821
1994-04-01,51.474
1994-05-01,51.309
1994-06-01,51.309
1994-07-01,51.241
1994-08-01,51.224
1994-09-01,51.224
1994-10-01,51.224
1994-11-01,51.224
1994-12-01,51.224
1995-01-01,51.224
1995-02-01,52.234
1995-03-01,52.234
1995-04-01,51.831
1995-05-01,51.831
1995-06-01,51.805
1995-07-01,51.805
1995-08-01,51.589
1995-09-01,51.589
1995-10-01,51.589
1995-11-01,51.589
1995-12-01,51.589
1996-01-01,51.589
1996-02-01,51.589
1996-03-01,51.589
1996-04-01,51.288
1996-05-01,51.301
1996-06-01,51.301
1996-07-01,51.301
1996-08-01,51.15
1996-09-01,51.15
1996-10-01,51.15
1996-11-01,52.891
1996-12-01,52.891
1997-01-01,52.891
1997-02-01,52.891
1997-03-01,52.891
1997-04-01,52.891
1997-05-01,52.866
1997-06-01,52.869
1997-07-01,52.869
1997-08-01,NA
1997-09-01,52.869
1997-10-01,52.869
1997-11-01,52.869
1997-12-01,52.869
