"Date","CUUR0300SAF11"
1977-12-01,67.4
1978-01-01,68.4
1978-02-01,69.6
1978-03-01,70.4
1978-04-01,71.8
1978-05-01,73
1978-06-01,74.3
1978-07-01,74.8
1978-08-01,75
1978-09-01,74.5
1978-10-01,74.9
1978-11-01,75.2
1978-12-01,75.9
1979-01-01,77.9
1979-02-01,79.6
1979-03-01,80.3
1979-04-01,81
1979-05-01,81.3
1979-06-01,81.7
1979-07-01,82.1
1979-08-01,81.8
1979-09-01,82.2
1979-10-01,82.3
1979-11-01,82.4
1979-12-01,83.4
1980-01-01,84.1
1980-02-01,84.3
1980-03-01,85
1980-04-01,85.6
1980-05-01,86.1
1980-06-01,86.5
1980-07-01,88
1980-08-01,90.1
1980-09-01,91.2
1980-10-01,91.5
1980-11-01,92.3
1980-12-01,93.1
1981-01-01,93.7
1981-02-01,94.3
1981-03-01,94.8
1981-04-01,94.6
1981-05-01,93.8
1981-06-01,93.9
1981-07-01,95.2
1981-08-01,95.8
1981-09-01,95.8
1981-10-01,95.4
1981-11-01,95.2
1981-12-01,95.2
1982-01-01,96.2
1982-02-01,97.4
1982-03-01,97.1
1982-04-01,97.3
1982-05-01,97.7
1982-06-01,98.7
1982-07-01,98.9
1982-08-01,98.5
1982-09-01,98.5
1982-10-01,97.8
1982-11-01,97.5
1982-12-01,97.5
1983-01-01,97.7
1983-02-01,97.9
1983-03-01,98.5
1983-04-01,99.2
1983-05-01,99.3
1983-06-01,99.1
1983-07-01,99.3
1983-08-01,99.4
1983-09-01,99.4
1983-10-01,99.6
1983-11-01,98.8
1983-12-01,99.5
1984-01-01,102.5
1984-02-01,103.7
1984-03-01,103.5
1984-04-01,103.3
1984-05-01,102.5
1984-06-01,102.7
1984-07-01,103.3
1984-08-01,103.9
1984-09-01,103.6
1984-10-01,103.5
1984-11-01,103.3
1984-12-01,103.3
1985-01-01,104.1
1985-02-01,105.1
1985-03-01,104.8
1985-04-01,104.5
1985-05-01,103.9
1985-06-01,103.6
1985-07-01,104.2
1985-08-01,104.1
1985-09-01,103.8
1985-10-01,103.7
1985-11-01,103.9
1985-12-01,104.8
1986-01-01,106.2
1986-02-01,105.9
1986-03-01,105.4
1986-04-01,105.6
1986-05-01,105.8
1986-06-01,105.6
1986-07-01,106.9
1986-08-01,108.6
1986-09-01,108.6
1986-10-01,108.7
1986-11-01,108.4
1986-12-01,108.5
1987-01-01,109.7
1987-02-01,110.2
1987-03-01,110
1987-04-01,110.3
1987-05-01,111.2
1987-06-01,111.4
1987-07-01,111.5
1987-08-01,111.4
1987-09-01,112
1987-10-01,111.9
1987-11-01,111.8
1987-12-01,111.6
1988-01-01,112.9
1988-02-01,112.8
1988-03-01,113.2
1988-04-01,113.2
1988-05-01,113.7
1988-06-01,114.5
1988-07-01,116.4
1988-08-01,117.1
1988-09-01,118.2
1988-10-01,118.3
1988-11-01,118
1988-12-01,118
1989-01-01,119.7
1989-02-01,120.6
1989-03-01,121.1
1989-04-01,122.2
1989-05-01,123.1
1989-06-01,123
1989-07-01,123.4
1989-08-01,123.4
1989-09-01,123.6
1989-10-01,124.2
1989-11-01,124.1
1989-12-01,125.3
1990-01-01,129.9
1990-02-01,130.8
1990-03-01,130.5
1990-04-01,129.3
1990-05-01,128.5
1990-06-01,129.7
1990-07-01,130.2
1990-08-01,130.7
1990-09-01,131.5
1990-10-01,132.1
1990-11-01,132.1
1990-12-01,132
1991-01-01,133.9
1991-02-01,133.3
1991-03-01,133.4
1991-04-01,133.9
1991-05-01,133.4
1991-06-01,134.2
1991-07-01,133.5
1991-08-01,133
1991-09-01,132.9
1991-10-01,131.8
1991-11-01,131.7
1991-12-01,132.1
1992-01-01,133.3
1992-02-01,133.6
1992-03-01,134
1992-04-01,134.2
1992-05-01,132.4
1992-06-01,131.9
1992-07-01,132.1
1992-08-01,133.3
1992-09-01,133.7
1992-10-01,133.1
1992-11-01,132.9
1992-12-01,132.9
1993-01-01,134.3
1993-02-01,135.2
1993-03-01,135.3
1993-04-01,135.1
1993-05-01,136
1993-06-01,134.8
1993-07-01,134.3
1993-08-01,135.7
1993-09-01,135.6
1993-10-01,136.7
1993-11-01,136.9
1993-12-01,137.9
1994-01-01,139.6
1994-02-01,138.4
1994-03-01,139
1994-04-01,139.3
1994-05-01,139.3
1994-06-01,139
1994-07-01,140.4
1994-08-01,141.3
1994-09-01,141.4
1994-10-01,140.7
1994-11-01,141
1994-12-01,143.2
1995-01-01,143.9
1995-02-01,143.7
1995-03-01,143.6
1995-04-01,144.9
1995-05-01,144.6
1995-06-01,143.9
1995-07-01,144.4
1995-08-01,144.7
1995-09-01,145.5
1995-10-01,145.9
1995-11-01,146
1995-12-01,147
1996-01-01,148.9
1996-02-01,148.1
1996-03-01,149.3
1996-04-01,150.5
1996-05-01,149.6
1996-06-01,151
1996-07-01,152
1996-08-01,152.9
1996-09-01,153.9
1996-10-01,154
1996-11-01,153.9
1996-12-01,154.3
1997-01-01,154.7
1997-02-01,154.7
1997-03-01,154.3
1997-04-01,154.4
1997-05-01,154.5
1997-06-01,154.5
1997-07-01,154.9
1997-08-01,155.9
1997-09-01,156.1
1997-10-01,156.1
1997-11-01,156.4
1997-12-01,156.5
1998-01-01,157.7
1998-02-01,156.7
1998-03-01,157.1
1998-04-01,157
1998-05-01,157.2
1998-06-01,157.1
1998-07-01,157
1998-08-01,158
1998-09-01,157.7
1998-10-01,158.7
1998-11-01,158.7
1998-12-01,158.5
1999-01-01,160.1
1999-02-01,159.4
1999-03-01,159.3
1999-04-01,158.9
1999-05-01,159.7
1999-06-01,158.9
1999-07-01,159.1
1999-08-01,159.6
1999-09-01,160.7
1999-10-01,161.3
1999-11-01,161.6
1999-12-01,162.1
2000-01-01,162.7
2000-02-01,162.8
2000-03-01,163.1
2000-04-01,163.4
2000-05-01,164.4
2000-06-01,164.1
2000-07-01,164.7
2000-08-01,165.3
2000-09-01,165.4
2000-10-01,165.5
2000-11-01,165.3
2000-12-01,166.4
2001-01-01,167.3
2001-02-01,168
2001-03-01,168
2001-04-01,168.6
2001-05-01,168.6
2001-06-01,168.9
2001-07-01,169.2
2001-08-01,169.6
2001-09-01,169.7
2001-10-01,170.9
2001-11-01,170.4
2001-12-01,170.3
2002-01-01,171.7
2002-02-01,171.2
2002-03-01,171.9
2002-04-01,172.1
2002-05-01,170.8
2002-06-01,170.5
2002-07-01,171.3
2002-08-01,170.7
2002-09-01,171.1
2002-10-01,170.9
2002-11-01,171.2
2002-12-01,171.8
2003-01-01,172.6
2003-02-01,173.4
2003-03-01,173.4
2003-04-01,173.4
2003-05-01,173.4
2003-06-01,174.8
2003-07-01,174.4
2003-08-01,175.3
2003-09-01,175.8
2003-10-01,177.2
2003-11-01,177.5
2003-12-01,179.3
2004-01-01,179.4
2004-02-01,179.1
2004-03-01,179.7
2004-04-01,180.2
2004-05-01,182.1
2004-06-01,182.4
2004-07-01,182.8
2004-08-01,182.9
2004-09-01,181.9
2004-10-01,184
2004-11-01,184.1
2004-12-01,184.5
2005-01-01,184.3
2005-02-01,183.9
