"Date","CUURA103SEHC"
1982-11-01,100
1982-12-01,NA
1983-01-01,103.9
1983-02-01,NA
1983-03-01,102
1983-04-01,NA
1983-05-01,105
1983-06-01,NA
1983-07-01,105.6
1983-08-01,NA
1983-09-01,107.1
1983-10-01,NA
1983-11-01,109.4
1983-12-01,NA
1984-01-01,109.6
1984-02-01,NA
1984-03-01,109.7
1984-04-01,NA
1984-05-01,110.5
1984-06-01,NA
1984-07-01,111.5
1984-08-01,NA
1984-09-01,112.2
1984-10-01,NA
1984-11-01,113.8
1984-12-01,NA
1985-01-01,115.1
1985-02-01,NA
1985-03-01,115.7
1985-04-01,NA
1985-05-01,117.1
1985-06-01,NA
1985-07-01,121.8
1985-08-01,NA
1985-09-01,121.9
1985-10-01,NA
1985-11-01,124
1985-12-01,NA
1986-01-01,123
1986-02-01,NA
1986-03-01,126.8
1986-04-01,NA
1986-05-01,126.5
1986-06-01,NA
1986-07-01,125.3
1986-08-01,NA
1986-09-01,129.9
1986-10-01,NA
1986-11-01,132.8
1986-12-01,133.1
1987-01-01,133.2
1987-02-01,134.3
1987-03-01,133.9
1987-04-01,134.5
1987-05-01,133.8
1987-06-01,134.9
1987-07-01,135.7
1987-08-01,137.2
1987-09-01,141.4
1987-10-01,142.9
1987-11-01,143.3
1987-12-01,143.3
1988-01-01,143
1988-02-01,145.7
1988-03-01,143.5
1988-04-01,146.2
1988-05-01,147.9
1988-06-01,148.3
1988-07-01,150.7
1988-08-01,155
1988-09-01,152.9
1988-10-01,153.9
1988-11-01,153.6
1988-12-01,155.1
1989-01-01,157.7
1989-02-01,157.9
1989-03-01,161.2
1989-04-01,159.2
1989-05-01,157.7
1989-06-01,154.1
1989-07-01,157.9
1989-08-01,160
1989-09-01,163.8
1989-10-01,164.5
1989-11-01,163.7
1989-12-01,161.5
1990-01-01,162.5
1990-02-01,163.4
1990-03-01,163.3
1990-04-01,164.7
1990-05-01,164.6
1990-06-01,162.1
1990-07-01,165.9
1990-08-01,165.7
1990-09-01,166.3
1990-10-01,167.7
1990-11-01,167.4
1990-12-01,165.4
1991-01-01,165.3
1991-02-01,165.2
1991-03-01,165.9
1991-04-01,166.5
1991-05-01,167.2
1991-06-01,166.9
1991-07-01,167.5
1991-08-01,169.7
1991-09-01,170.7
1991-10-01,168
1991-11-01,166.5
1991-12-01,166.3
1992-01-01,164.3
1992-02-01,166.9
1992-03-01,169.1
1992-04-01,169.5
1992-05-01,169.3
1992-06-01,169.9
1992-07-01,171.9
1992-08-01,169.4
1992-09-01,171.3
1992-10-01,171.9
1992-11-01,171.4
1992-12-01,171.7
1993-01-01,172.4
1993-02-01,172.4
1993-03-01,171.3
1993-04-01,171.9
1993-05-01,172.2
1993-06-01,172.8
1993-07-01,172.3
1993-08-01,170.5
1993-09-01,171.7
1993-10-01,172.7
1993-11-01,174.3
1993-12-01,172.9
1994-01-01,171.7
1994-02-01,171.4
1994-03-01,172.6
1994-04-01,172.6
1994-05-01,172.9
1994-06-01,173.7
1994-07-01,173.7
1994-08-01,173.8
1994-09-01,176.1
1994-10-01,175.9
1994-11-01,177.2
1994-12-01,175.3
1995-01-01,177
1995-02-01,177.9
1995-03-01,177.4
1995-04-01,177.3
1995-05-01,176.9
1995-06-01,177.4
1995-07-01,176.7
1995-08-01,177.3
1995-09-01,178.8
1995-10-01,179.3
1995-11-01,180.2
1995-12-01,180
1996-01-01,183.1
1996-02-01,183.6
1996-03-01,182.8
1996-04-01,182.8
1996-05-01,183.2
1996-06-01,184.8
1996-07-01,185
1996-08-01,186.5
1996-09-01,187.8
1996-10-01,188.7
1996-11-01,189.4
1996-12-01,189.2
1997-01-01,191.1
1997-02-01,191.2
1997-03-01,191.2
1997-04-01,190.5
1997-05-01,190.8
1997-06-01,192.1
1997-07-01,192.2
1997-08-01,192.4
1997-09-01,193.3
1997-10-01,193.9
1997-11-01,194.6
1997-12-01,195.7
1998-01-01,195.9
1998-02-01,196.2
1998-03-01,196.2
1998-04-01,196.2
1998-05-01,197
1998-06-01,197.6
1998-07-01,198.3
1998-08-01,199.1
1998-09-01,200.3
1998-10-01,201.8
1998-11-01,202.8
1998-12-01,202.4
1999-01-01,202.7
1999-02-01,203.1
1999-03-01,203
1999-04-01,203
1999-05-01,203.6
1999-06-01,204.6
1999-07-01,205
1999-08-01,206
1999-09-01,207.7
1999-10-01,208.7
1999-11-01,210.8
1999-12-01,210.9
2000-01-01,211.9
2000-02-01,212.6
2000-03-01,214
2000-04-01,213.3
2000-05-01,213.8
2000-06-01,214.6
2000-07-01,214.6
2000-08-01,216.1
2000-09-01,216.6
2000-10-01,218.9
2000-11-01,222.6
2000-12-01,223.6
2001-01-01,225
2001-02-01,224.8
2001-03-01,226.1
2001-04-01,227.4
2001-05-01,228.7
2001-06-01,230.1
2001-07-01,231.5
2001-08-01,233.2
2001-09-01,234.3
2001-10-01,236.3
2001-11-01,237.9
2001-12-01,239.3
2002-01-01,241.5
2002-02-01,243.3
2002-03-01,244.6
2002-04-01,246.2
2002-05-01,246.9
2002-06-01,248.2
2002-07-01,250.2
2002-08-01,252.1
2002-09-01,255.7
2002-10-01,257
2002-11-01,258.2
2002-12-01,259.4
2003-01-01,260.8
2003-02-01,262
2003-03-01,261
2003-04-01,261.7
2003-05-01,261.6
2003-06-01,260.7
2003-07-01,263.6
2003-08-01,265
2003-09-01,268.2
2003-10-01,269.4
2003-11-01,269.6
2003-12-01,271.3
2004-01-01,272.1
2004-02-01,271.6
2004-03-01,271.3
2004-04-01,271.5
2004-05-01,272.6
2004-06-01,273.8
2004-07-01,272
2004-08-01,273
2004-09-01,274.1
2004-10-01,274.4
2004-11-01,273.5
2004-12-01,273.1
2005-01-01,274.6
2005-02-01,274.8
2005-03-01,275.1
2005-04-01,274.9
2005-05-01,274.3
2005-06-01,274.4
2005-07-01,274.1
2005-08-01,273.6
2005-09-01,275
2005-10-01,277.8
2005-11-01,277.2
2005-12-01,276.9
2006-01-01,277.6
2006-02-01,277.9
2006-03-01,278.7
2006-04-01,278.8
2006-05-01,279.3
2006-06-01,280.9
2006-07-01,281.6
2006-08-01,282.6
2006-09-01,282.5
2006-10-01,282.9
2006-11-01,284.2
2006-12-01,285.6
2007-01-01,285.423
2007-02-01,285.598
2007-03-01,285.28
2007-04-01,285.278
2007-05-01,284.905
2007-06-01,286
2007-07-01,285.494
2007-08-01,286.684
2007-09-01,287.884
2007-10-01,287.261
2007-11-01,287.493
2007-12-01,287.533
2008-01-01,284.896
2008-02-01,284.283
2008-03-01,283.66
2008-04-01,284.271
2008-05-01,282.756
2008-06-01,282.211
2008-07-01,282.216
2008-08-01,281.392
2008-09-01,281.409
2008-10-01,282.133
2008-11-01,283.863
2008-12-01,284.312
2009-01-01,286.712
2009-02-01,287.734
2009-03-01,288.299
2009-04-01,288.497
2009-05-01,288.913
2009-06-01,289.446
2009-07-01,290.528
2009-08-01,291.622
2009-09-01,292.285
2009-10-01,293.004
2009-11-01,293.132
2009-12-01,292.847
2010-01-01,293.449
2010-02-01,293.052
2010-03-01,292.262
2010-04-01,290.869
2010-05-01,290.851
2010-06-01,290.905
2010-07-01,288.752
2010-08-01,289.395
2010-09-01,288.757
2010-10-01,288.382
2010-11-01,288.148
2010-12-01,288.972
2011-01-01,289.184
2011-02-01,288.4
2011-03-01,289.23
2011-04-01,288.689
2011-05-01,289.028
2011-06-01,289.93
2011-07-01,291.009
2011-08-01,291.641
2011-09-01,292.827
2011-10-01,293.434
2011-11-01,293.446
2011-12-01,293.38
2012-01-01,294.13
2012-02-01,294.535
2012-03-01,294.615
2012-04-01,294.793
2012-05-01,295.395
2012-06-01,296.479
2012-07-01,296.974
2012-08-01,297.8
2012-09-01,298.073
2012-10-01,298.837
2012-11-01,299.183
2012-12-01,299.263
2013-01-01,299.346
2013-02-01,298.802
2013-03-01,299.233
2013-04-01,299.473
2013-05-01,300.152
2013-06-01,300.343
2013-07-01,301.253
2013-08-01,302.539
2013-09-01,303.524
2013-10-01,304.08
2013-11-01,304.979
2013-12-01,305.595
2014-01-01,306.878
2014-02-01,307.864
2014-03-01,308.485
2014-04-01,309.017
2014-05-01,309.56
2014-06-01,310.588
2014-07-01,311.023
2014-08-01,311.63
2014-09-01,312.866
2014-10-01,313.349
2014-11-01,314.572
2014-12-01,316.549
2015-01-01,317.139
2015-02-01,318.735
2015-03-01,319.459
2015-04-01,320.818
2015-05-01,321.843
2015-06-01,322.887
2015-07-01,323.968
2015-08-01,324.108
2015-09-01,326.383
2015-10-01,327.227
2015-11-01,327.738
2015-12-01,328.411
2016-01-01,328.63
2016-02-01,329.019
2016-03-01,329.827
2016-04-01,330.66
2016-05-01,332.339
2016-06-01,333.578
2016-07-01,334.8
2016-08-01,335.43
2016-09-01,336.864
2016-10-01,337.301
2016-11-01,337.737
2016-12-01,337.678
2017-01-01,338.105
2017-02-01,339.002
2017-03-01,338.114
2017-04-01,338.698
2017-05-01,339.191
2017-06-01,341.209
2017-07-01,342.436
2017-08-01,343.07
2017-09-01,343.957
2017-10-01,345.243
2017-11-01,347.148
2017-12-01,349.48
2018-01-01,350.824
2018-02-01,351.703
2018-03-01,351.673
2018-04-01,352.859
2018-05-01,354.21
2018-06-01,356.026
2018-07-01,356.094
2018-08-01,358.734
2018-09-01,360.965
2018-10-01,361.948
2018-11-01,363.452
2018-12-01,365.338
2019-01-01,365.737
2019-02-01,365.377
2019-03-01,366.543
2019-04-01,367.758
2019-05-01,369.195
2019-06-01,370.348
2019-07-01,370.777
2019-08-01,372.487
2019-09-01,373.432
2019-10-01,372.072
2019-11-01,374.641
2019-12-01,376.453
2020-01-01,379.229
2020-02-01,379.875
2020-03-01,380.553
