"Date","FLEXCPIM159SFRBATL"
1967-12-01,2.808565324
1968-01-01,3.141071771
1968-02-01,3.313801374
1968-03-01,3.621272494
1968-04-01,3.886497398
1968-05-01,4.012919407
1968-06-01,3.82484335
1968-07-01,3.615392387
1968-08-01,3.556593424
1968-09-01,3.523783306
1968-10-01,3.903415336
1968-11-01,3.86105787
1968-12-01,3.560175935
1969-01-01,3.345218779
1969-02-01,3.503962876
1969-03-01,4.002298062
1969-04-01,4.182151089
1969-05-01,4.009461834
1969-06-01,4.572765457
1969-07-01,4.574516845
1969-08-01,4.481812613
1969-09-01,4.512479277
1969-10-01,4.40050106
1969-11-01,4.879823119
1969-12-01,5.808365458
1970-01-01,5.634945039
1970-02-01,5.565927111
1970-03-01,4.634311873
1970-04-01,4.741045651
1970-05-01,4.9836906
1970-06-01,4.216046944
1970-07-01,4.153722191
1970-08-01,3.746259606
1970-09-01,3.914976628
1970-10-01,4.064255916
1970-11-01,3.605768518
1970-12-01,3.243656239
1971-01-01,3.142727252
1971-02-01,2.840035751
1971-03-01,3.421636591
1971-04-01,3.275770768
1971-05-01,3.370193419
1971-06-01,3.669038783
1971-07-01,3.533522024
1971-08-01,3.769974535
1971-09-01,3.093715297
1971-10-01,2.836845879
1971-11-01,2.626391659
1971-12-01,2.897770043
1972-01-01,2.941731521
1972-02-01,3.565498062
1972-03-01,3.173018593
1972-04-01,2.797806042
1972-05-01,2.651094631
1972-06-01,2.259987324
1972-07-01,2.543885782
1972-08-01,2.51506354
1972-09-01,3.551842228
1972-10-01,3.63555157
1972-11-01,4.150438692
1972-12-01,3.855297118
1973-01-01,4.905381406
1973-02-01,5.40664576
1973-03-01,7.149926951
1973-04-01,8.510894637
1973-05-01,9.092038333
1973-06-01,9.913670066
1973-07-01,9.553228174
1973-08-01,13.64245875
1973-09-01,12.359044332
1973-10-01,12.71587586
1973-11-01,13.57610655
1973-12-01,14.392230969
1974-01-01,15.034296204
1974-02-01,16.015249922
1974-03-01,15.768710277
1974-04-01,14.746932198
1974-05-01,15.224468845
1974-06-01,14.89497495
1974-07-01,15.135144908
1974-08-01,12.468096682
1974-09-01,14.370432731
1974-10-01,14.620308934
1974-11-01,14.326677999
1974-12-01,13.873600687
1975-01-01,12.58123675
1975-02-01,10.548924536
1975-03-01,9.082139599
1975-04-01,8.598759301
1975-05-01,7.641620007
1975-06-01,8.103165547
1975-07-01,9.651932404
1975-08-01,8.231609575
1975-09-01,7.411731179
1975-10-01,7.200221762
1975-11-01,6.691977522
1975-12-01,6.471617571
1976-01-01,5.910561463
1976-02-01,5.254877437
1976-03-01,4.891001389
1976-04-01,5.077048942
1976-05-01,5.252698335
1976-06-01,4.603760254
1976-07-01,3.319675187
1976-08-01,3.654108188
1976-09-01,3.528452991
1976-10-01,3.380327527
1976-11-01,3.181577828
1976-12-01,3.195979463
1977-01-01,4.076603382
1977-02-01,6.041432489
1977-03-01,6.840733331
1977-04-01,7.422447748
1977-05-01,7.150345935
1977-06-01,7.116706503
1977-07-01,6.878839731
1977-08-01,6.497557594
1977-09-01,6.155656582
1977-10-01,5.915284944
1977-11-01,6.517083411
1977-12-01,6.255349303
1978-01-01,5.98437431
1978-02-01,4.869083443
1978-03-01,5.217837469
1978-04-01,5.538440994
1978-05-01,6.44690487
1978-06-01,7.204323009
1978-07-01,7.468206329
1978-08-01,7.779656553
1978-09-01,8.15590031
1978-10-01,8.783700613
1978-11-01,8.560555964
1978-12-01,8.968781275
1979-01-01,9.577711301
1979-02-01,10.466253007
1979-03-01,11.049245038
1979-04-01,11.614304522
1979-05-01,12.062594291
1979-06-01,12.539386011
1979-07-01,13.421900957
1979-08-01,13.906914952
1979-09-01,14.509971408
1979-10-01,14.356585798
1979-11-01,14.293878606
1979-12-01,14.822162221
1980-01-01,15.926839278
1980-02-01,16.1553841
1980-03-01,16.668805744
1980-04-01,15.501350204
1980-05-01,14.422912876
1980-06-01,13.154171551
1980-07-01,12.606916877
1980-08-01,12.902751848
1980-09-01,12.758693567
1980-10-01,12.725621186
1980-11-01,13.082805041
1980-12-01,12.672533569
1981-01-01,11.83765844
1981-02-01,12.231236026
1981-03-01,11.39045323
1981-04-01,10.995590878
1981-05-01,10.57714359
1981-06-01,10.607542626
1981-07-01,10.472867315
1981-08-01,9.849448124
1981-09-01,9.453761286
1981-10-01,9.050052537
1981-11-01,8.475648334
1981-12-01,7.884585192
1982-01-01,6.864392735
1982-02-01,5.114869416
1982-03-01,3.862076115
1982-04-01,3.044280911
1982-05-01,3.646530396
1982-06-01,4.932929766
1982-07-01,4.693034917
1982-08-01,4.001304221
1982-09-01,3.488050086
1982-10-01,3.572123246
1982-11-01,3.328742668
1982-12-01,2.934812034
1983-01-01,2.595638598
1983-02-01,2.113067641
1983-03-01,2.272271393
1983-04-01,3.896205138
1983-05-01,3.880831398
1983-06-01,2.485868346
1983-07-01,2.488194883
1983-08-01,2.989379994
1983-09-01,3.099609757
1983-10-01,2.831433577
1983-11-01,2.732271965
1983-12-01,3.017262119
1984-01-01,3.916634291
1984-02-01,4.92476333
1984-03-01,5.179457982
1984-04-01,4.498236733
1984-05-01,3.745819116
1984-06-01,3.588976371
1984-07-01,3.300863021
1984-08-01,3.162223815
1984-09-01,3.096117846
1984-10-01,3.135667925
1984-11-01,2.973454617
1984-12-01,2.757164457
1985-01-01,2.170723186
1985-02-01,1.990830603
1985-03-01,2.265703261
1985-04-01,2.188510942
1985-05-01,1.80411093
1985-06-01,1.822888928
1985-07-01,1.615458967
1985-08-01,1.012532932
1985-09-01,0.973067836
1985-10-01,0.741710211
1985-11-01,1.339061214
1985-12-01,2.084711496
1986-01-01,1.972696149
1986-02-01,0.438922443
1986-03-01,-1.961601045
1986-04-01,-3.626908053
1986-05-01,-3.151327523
1986-06-01,-2.762930701
1986-07-01,-3.105379454
1986-08-01,-2.819638339
1986-09-01,-2.606661343
1986-10-01,-2.947548511
1986-11-01,-3.360890794
1986-12-01,-3.721001566
1987-01-01,-2.57838573
1987-02-01,-0.862148232
1987-03-01,1.311323728
1987-04-01,3.204518046
