"Date","APU0400703613"
1989-01-01,3.688
1989-02-01,3.81
1989-03-01,3.681
1989-04-01,3.634
1989-05-01,3.777
1989-06-01,3.688
1989-07-01,3.83
1989-08-01,3.714
1989-09-01,3.761
1989-10-01,3.554
1989-11-01,3.459
1989-12-01,3.65
1990-01-01,3.644
1990-02-01,3.836
1990-03-01,3.831
1990-04-01,3.895
1990-05-01,3.873
1990-06-01,3.861
1990-07-01,3.954
1990-08-01,4.206
1990-09-01,4.078
1990-10-01,4.168
1990-11-01,4.128
1990-12-01,4.078
1991-01-01,4.083
1991-02-01,4.037
1991-03-01,4.063
1991-04-01,4.187
1991-05-01,4.408
1991-06-01,4.251
1991-07-01,4.203
1991-08-01,4.242
1991-09-01,4.045
1991-10-01,4.046
1991-11-01,4.11
1991-12-01,4.096
1992-01-01,4.202
1992-02-01,3.785
1992-03-01,4.052
1992-04-01,4.215
1992-05-01,4.044
1992-06-01,4.408
1992-07-01,4.318
1992-08-01,4.167
1992-09-01,4.257
1992-10-01,4.157
1992-11-01,4.213
1992-12-01,4.21
1993-01-01,4.678
1993-02-01,4.408
1993-03-01,4.404
1993-04-01,4.486
1993-05-01,4.461
1993-06-01,4.324
1993-07-01,4.449
1993-08-01,4.662
1993-09-01,4.669
1993-10-01,4.435
1993-11-01,4.574
1993-12-01,4.482
1994-01-01,4.355
1994-02-01,4.369
1994-03-01,4.49
1994-04-01,4.678
1994-05-01,4.672
1994-06-01,4.553
1994-07-01,4.46
1994-08-01,4.234
1994-09-01,4.362
1994-10-01,4.368
1994-11-01,4.345
1994-12-01,4.068
1995-01-01,4.09
1995-02-01,4.23
1995-03-01,4.293
1995-04-01,4.279
1995-05-01,4.231
1995-06-01,4.51
1995-07-01,4.482
1995-08-01,4.721
1995-09-01,4.046
1995-10-01,4.477
1995-11-01,4.14
1995-12-01,3.788
1996-01-01,4.443
1996-02-01,4.361
1996-03-01,4.795
1996-04-01,4.717
1996-05-01,4.521
1996-06-01,4.961
1996-07-01,4.999
1996-08-01,4.985
1996-09-01,4.753
1996-10-01,4.531
1996-11-01,4.741
1996-12-01,5.052
1997-01-01,4.827
1997-02-01,4.866
1997-03-01,4.828
1997-04-01,4.796
1997-05-01,4.974
1997-06-01,5.136
1997-07-01,4.928
1997-08-01,5.193
1997-09-01,5.036
1997-10-01,4.813
1997-11-01,5.061
1997-12-01,4.974
1998-01-01,4.379
1998-02-01,4.543
1998-03-01,4.674
1998-04-01,4.585
1998-05-01,4.328
1998-06-01,4.652
1998-07-01,4.637
1998-08-01,4.505
1998-09-01,4.569
1998-10-01,4.872
1998-11-01,4.689
1998-12-01,4.818
1999-01-01,4.787
1999-02-01,4.787
1999-03-01,4.857
1999-04-01,4.861
1999-05-01,5.138
1999-06-01,5.186
1999-07-01,5.144
1999-08-01,5.29
1999-09-01,5.269
1999-10-01,5.141
1999-11-01,5.222
1999-12-01,5.147
2000-01-01,5.231
2000-02-01,4.963
2000-03-01,5.002
2000-04-01,5.169
2000-05-01,5.343
2000-06-01,5.48
2000-07-01,5.448
2000-08-01,5.417
2000-09-01,5.249
2000-10-01,5.013
2000-11-01,5
2000-12-01,5.227
2001-01-01,5.196
2001-02-01,5.546
2001-03-01,5.596
2001-04-01,5.834
2001-05-01,5.736
2001-06-01,6.197
2001-07-01,6.163
2001-08-01,5.851
2001-09-01,5.428
2001-10-01,5.531
2001-11-01,5.346
2001-12-01,5.544
2002-01-01,5.338
2002-02-01,5.332
2002-03-01,5.633
2002-04-01,5.626
2002-05-01,5.823
2002-06-01,5.217
2002-07-01,5.289
2002-08-01,4.834
2002-09-01,4.765
2002-10-01,NA
2002-11-01,NA
2002-12-01,NA
2003-01-01,NA
2003-02-01,NA
2003-03-01,NA
2003-04-01,NA
2003-05-01,NA
2003-06-01,NA
2003-07-01,NA
2003-08-01,NA
2003-09-01,NA
2003-10-01,NA
2003-11-01,NA
2003-12-01,NA
2004-01-01,NA
2004-02-01,NA
2004-03-01,NA
2004-04-01,NA
2004-05-01,NA
2004-06-01,NA
2004-07-01,NA
2004-08-01,NA
2004-09-01,NA
2004-10-01,NA
2004-11-01,NA
2004-12-01,NA
2005-01-01,NA
2005-02-01,NA
2005-03-01,NA
2005-04-01,NA
2005-05-01,NA
2005-06-01,NA
2005-07-01,NA
2005-08-01,NA
2005-09-01,NA
2005-10-01,5.031
2005-11-01,4.843
2005-12-01,4.79
2006-01-01,4.768
2006-02-01,4.943
2006-03-01,5.192
2006-04-01,5.196
2006-05-01,5.468
2006-06-01,5.604
2006-07-01,5.421
2006-08-01,5.285
2006-09-01,4.872
2006-10-01,4.583
2006-11-01,4.793
2006-12-01,4.855
2007-01-01,4.981
2007-02-01,5.316
2007-03-01,5.421
2007-04-01,5.492
2007-05-01,6.397
2007-06-01,6.213
2007-07-01,5.667
2007-08-01,5.692
2007-09-01,5.596
2007-10-01,5.453
2007-11-01,5.455
2007-12-01,5.504
2008-01-01,5.543
2008-02-01,5.235
2008-03-01,5.356
2008-04-01,4.957
2008-05-01,5.534
2008-06-01,5.63
2008-07-01,5.732
2008-08-01,6.172
2008-09-01,6.055
2008-10-01,5.553
2008-11-01,5.178
2008-12-01,5.277
2009-01-01,4.778
2009-02-01,4.857
2009-03-01,4.921
2009-04-01,5.158
2009-05-01,5.995
2009-06-01,6.026
2009-07-01,5.452
2009-08-01,5.329
2009-09-01,5.326
2009-10-01,5.104
2009-11-01,5.628
2009-12-01,5.809
2010-01-01,4.907
2010-02-01,5.092
2010-03-01,5.218
2010-04-01,6.278
2010-05-01,6.371
2010-06-01,6.035
2010-07-01,5.883
2010-08-01,5.873
2010-09-01,5.975
2010-10-01,6.505
2010-11-01,6.401
2010-12-01,6.489
2011-01-01,6.743
2011-02-01,6.403
2011-03-01,6.55
2011-04-01,6.303
2011-05-01,6.837
2011-06-01,6.578
2011-07-01,6.487
2011-08-01,6.801
2011-09-01,6.813
2011-10-01,6.518
2011-11-01,6.502
2011-12-01,6.906
2012-01-01,6.825
2012-02-01,6.884
2012-03-01,7.196
2012-04-01,7.38
2012-05-01,6.61
2012-06-01,7.621
2012-07-01,7.467
2012-08-01,7.012
2012-09-01,7.538
2012-10-01,7.172
2012-11-01,7.189
2012-12-01,7.538
2013-01-01,7.615
2013-02-01,7.687
2013-03-01,7.097
2013-04-01,7.355
2013-05-01,7.179
2013-06-01,7.367
2013-07-01,6.408
2013-08-01,6.435
2013-09-01,6.699
2013-10-01,6.546
2013-11-01,6.187
2013-12-01,6.475
2014-01-01,6.273
2014-02-01,6.604
2014-03-01,7.161
2014-04-01,7.215
2014-05-01,7.201
2014-06-01,7.744
2014-07-01,7.496
2014-08-01,7.776
2014-09-01,7.912
2014-10-01,7.866
2014-11-01,7.535
2014-12-01,7.743
2015-01-01,7.537
2015-02-01,7.722
2015-03-01,7.961
2015-04-01,7.886
2015-05-01,8.691
2015-06-01,8.596
2015-07-01,8.455
2015-08-01,8.468
2015-09-01,8.534
2015-10-01,8.812
2015-11-01,8.964
2015-12-01,8.352
2016-01-01,8.214
2016-02-01,8.574
2016-03-01,8.266
2016-04-01,7.943
2016-05-01,8.315
2016-06-01,8.836
2016-07-01,7.958
2016-08-01,8.071
2016-09-01,7.944
2016-10-01,8.154
2016-11-01,7.66
2016-12-01,7.846
2017-01-01,7.656
2017-02-01,7.751
2017-03-01,7.585
2017-04-01,7.651
2017-05-01,7.754
2017-06-01,7.77
2017-07-01,7.926
2017-08-01,7.906
2017-09-01,7.521
2017-10-01,7.281
2017-11-01,7.496
2017-12-01,7.568
2018-01-01,7.793
2018-02-01,8.111
2018-03-01,8.093
2018-04-01,8.254
2018-05-01,7.854
2018-06-01,8.072
2018-07-01,8.232
2018-08-01,8.487
2018-09-01,8.147
2018-10-01,8.241
2018-11-01,8.191
2018-12-01,8.188
2019-01-01,7.998
2019-02-01,8.053
2019-03-01,8.266
2019-04-01,8.511
2019-05-01,9.045
2019-06-01,8.242
2019-07-01,8.378
2019-08-01,8.331
2019-09-01,8.312
2019-10-01,8.262
2019-11-01,8.65
2019-12-01,8.464
2020-01-01,8.373
2020-02-01,8.474
2020-03-01,8.563
2020-04-01,9.139
2020-05-01,9.337
2020-06-01,10.972
2020-07-01,9.509
2020-08-01,9.356
2020-09-01,9.213
2020-10-01,9.412
2020-11-01,9.814
2020-12-01,9.682
2021-01-01,10.018
2021-02-01,10.225
2021-03-01,10.168
2021-04-01,10.264
2021-05-01,11.178
2021-06-01,12.257
2021-07-01,11.19
2021-08-01,11.446
2021-09-01,12.283
2021-10-01,13.89
2021-11-01,13.488
2021-12-01,13.005
2022-01-01,12.908
2022-02-01,12.443
2022-03-01,12.954
2022-04-01,12.986
2022-05-01,12.101
2022-06-01,12.818
2022-07-01,12.755
2022-08-01,11.343
2022-09-01,12.468
2022-10-01,12.212
2022-11-01,12.633
2022-12-01,12.831
2023-01-01,12.743
2023-02-01,12.751
2023-03-01,12.756
2023-04-01,12.641
2023-05-01,12.662
2023-06-01,13.211
2023-07-01,13.754
2023-08-01,13.871
