"Date","CUURA311SEHC01"
1997-12-01,100
1998-01-01,100.7
1998-02-01,100.8
1998-03-01,101.4
1998-04-01,101.8
1998-05-01,102.3
1998-06-01,102.7
1998-07-01,102.9
1998-08-01,103.5
1998-09-01,103.7
1998-10-01,103.9
1998-11-01,104.3
1998-12-01,104.5
1999-01-01,104.5
1999-02-01,104.4
1999-03-01,104.5
1999-04-01,104.8
1999-05-01,104.8
1999-06-01,105.1
1999-07-01,105.5
1999-08-01,105.9
1999-09-01,106.1
1999-10-01,106.3
1999-11-01,106.7
1999-12-01,106.9
2000-01-01,107.1
2000-02-01,107.2
2000-03-01,107.6
2000-04-01,107.6
2000-05-01,107.8
2000-06-01,108.1
2000-07-01,108.5
2000-08-01,109
2000-09-01,109.6
2000-10-01,110.1
2000-11-01,110.6
2000-12-01,111
2001-01-01,111.5
2001-02-01,111.8
2001-03-01,112.3
2001-04-01,112.4
2001-05-01,112.8
2001-06-01,113.3
2001-07-01,113.6
2001-08-01,114.3
2001-09-01,115
2001-10-01,115.5
2001-11-01,116.2
2001-12-01,116.4
2002-01-01,116.5
2002-02-01,116.9
2002-03-01,117.4
2002-04-01,117.4
2002-05-01,117.5
2002-06-01,118
2002-07-01,118.6
2002-08-01,119.3
2002-09-01,120
2002-10-01,120.7
2002-11-01,121.5
2002-12-01,122.1
2003-01-01,122
2003-02-01,122.3
2003-03-01,122.8
2003-04-01,123.2
2003-05-01,123.2
2003-06-01,123.3
2003-07-01,124.1
2003-08-01,124.4
2003-09-01,124.9
2003-10-01,125.4
2003-11-01,125.6
2003-12-01,125.8
2004-01-01,126.1
2004-02-01,126.7
2004-03-01,127.2
2004-04-01,127.5
2004-05-01,127.5
2004-06-01,127.9
2004-07-01,128.4
2004-08-01,128.8
2004-09-01,129.4
2004-10-01,129.8
2004-11-01,130.5
2004-12-01,131
2005-01-01,132.5
2005-02-01,132.9
2005-03-01,133.3
2005-04-01,133.5
2005-05-01,133.8
2005-06-01,133.9
2005-07-01,133.7
2005-08-01,134.4
2005-09-01,134.4
2005-10-01,134.8
2005-11-01,135.3
2005-12-01,136.4
2006-01-01,137.5
2006-02-01,137.8
2006-03-01,138.2
2006-04-01,139.3
2006-05-01,140.4
2006-06-01,140.9
2006-07-01,141.3
2006-08-01,141.6
2006-09-01,142.3
2006-10-01,143.5
2006-11-01,144.6
2006-12-01,145.6
2007-01-01,145.714
2007-02-01,146.305
2007-03-01,146.738
2007-04-01,146.457
2007-05-01,146.706
2007-06-01,146.387
2007-07-01,146.981
2007-08-01,147.292
2007-09-01,146.994
2007-10-01,147.908
2007-11-01,148.39
2007-12-01,149.11
2008-01-01,149.348
2008-02-01,149.546
2008-03-01,150.445
2008-04-01,150.923
2008-05-01,151.215
2008-06-01,151.087
2008-07-01,151.593
2008-08-01,152.509
2008-09-01,153.206
2008-10-01,153.354
2008-11-01,153.663
2008-12-01,153.807
2009-01-01,153.944
2009-02-01,153.892
2009-03-01,155.398
2009-04-01,155.658
2009-05-01,156.272
2009-06-01,157.144
2009-07-01,157.018
2009-08-01,157.581
2009-09-01,156.738
2009-10-01,156.918
2009-11-01,156.481
2009-12-01,156.267
2010-01-01,156.497
2010-02-01,156.454
2010-03-01,156.319
2010-04-01,157.12
2010-05-01,157.282
2010-06-01,157.84
2010-07-01,158.226
2010-08-01,158.623
2010-09-01,158.669
2010-10-01,159.588
2010-11-01,160.102
2010-12-01,160.346
2011-01-01,160.43
2011-02-01,160.922
2011-03-01,161.507
2011-04-01,161.391
2011-05-01,161.267
2011-06-01,161.637
2011-07-01,162.399
2011-08-01,163.115
2011-09-01,162.519
2011-10-01,163.254
2011-11-01,163.589
2011-12-01,163.823
2012-01-01,164.446
2012-02-01,164.962
2012-03-01,165.415
2012-04-01,165.892
2012-05-01,166.159
2012-06-01,166.625
2012-07-01,166.728
2012-08-01,167.005
2012-09-01,168.05
2012-10-01,168.453
2012-11-01,168.864
2012-12-01,168.826
2013-01-01,169.609
2013-02-01,169.943
2013-03-01,169.496
2013-04-01,169.612
2013-05-01,169.683
2013-06-01,170.056
2013-07-01,170.191
2013-08-01,170.713
2013-09-01,170.99
2013-10-01,171.809
2013-11-01,172.296
2013-12-01,172.625
2014-01-01,172.435
2014-02-01,172.34
2014-03-01,172.559
2014-04-01,172.39
2014-05-01,172.491
2014-06-01,172.891
2014-07-01,173.807
2014-08-01,174.26
2014-09-01,175.461
2014-10-01,175.648
2014-11-01,177.219
2014-12-01,176.745
2015-01-01,177.235
2015-02-01,177.628
2015-03-01,178.173
2015-04-01,178.533
2015-05-01,178.257
2015-06-01,179.236
2015-07-01,179.73
2015-08-01,179.564
2015-09-01,179.77
2015-10-01,180.498
2015-11-01,180.871
2015-12-01,180.95
2016-01-01,180.799
2016-02-01,181.073
2016-03-01,181.49
2016-04-01,182.073
2016-05-01,182.057
2016-06-01,182.177
2016-07-01,182.54
2016-08-01,182.799
2016-09-01,183.112
2016-10-01,183.226
2016-11-01,183.609
2016-12-01,183.354
2017-01-01,183.412
2017-02-01,184.206
2017-03-01,184.106
2017-04-01,184.341
2017-05-01,184.513
2017-06-01,184.821
2017-07-01,185.141
2017-08-01,185.021
2017-09-01,185.634
2017-10-01,186.1
2017-11-01,186.417
2017-12-01,187.047
