"Date","CUURA320SEHA"
2004-05-01,183.8
2004-06-01,184
2004-07-01,185.3
2004-08-01,185.8
2004-09-01,187.2
2004-10-01,187.4
2004-11-01,188.9
2004-12-01,190.3
2005-01-01,191.3
2005-02-01,192
2005-03-01,193.7
2005-04-01,194.5
2005-05-01,195.3
2005-06-01,195.4
2005-07-01,196.9
2005-08-01,197.9
2005-09-01,198.4
2005-10-01,199.3
2005-11-01,199.8
2005-12-01,200.8
2006-01-01,201.5
2006-02-01,203.6
2006-03-01,204.8
2006-04-01,206.2
2006-05-01,206.9
2006-06-01,208.6
2006-07-01,211
2006-08-01,213
2006-09-01,213.7
2006-10-01,215.9
2006-11-01,216.8
2006-12-01,218.8
2007-01-01,221.261
2007-02-01,221.921
2007-03-01,224.634
2007-04-01,224.094
2007-05-01,226.341
2007-06-01,227.521
2007-07-01,227.682
2007-08-01,228.851
2007-09-01,229.632
2007-10-01,231.487
2007-11-01,232.696
2007-12-01,233.682
2008-01-01,234.386
2008-02-01,235.161
2008-03-01,235.998
2008-04-01,237.452
2008-05-01,239.548
2008-06-01,240.264
2008-07-01,240.155
2008-08-01,240.198
2008-09-01,240.537
2008-10-01,240.194
2008-11-01,240.768
2008-12-01,241.531
2009-01-01,241.771
2009-02-01,240.162
2009-03-01,239.911
2009-04-01,238.799
2009-05-01,238.523
2009-06-01,237.546
2009-07-01,236.892
2009-08-01,236.357
2009-09-01,236.261
2009-10-01,236.946
2009-11-01,235.884
2009-12-01,236.037
2010-01-01,236.467
2010-02-01,236.18
2010-03-01,235.841
2010-04-01,236.418
2010-05-01,236.731
2010-06-01,236.858
2010-07-01,237.062
2010-08-01,237.16
2010-09-01,237.462
2010-10-01,236.607
2010-11-01,237.64
2010-12-01,238.489
2011-01-01,237.623
2011-02-01,236.717
2011-03-01,236.933
2011-04-01,236.904
2011-05-01,237.103
2011-06-01,237.115
2011-07-01,237.019
2011-08-01,238.388
2011-09-01,237.817
2011-10-01,238.327
2011-11-01,238.604
2011-12-01,239.198
2012-01-01,239.38
2012-02-01,239.659
2012-03-01,239.994
2012-04-01,240.426
2012-05-01,240.684
2012-06-01,240.691
2012-07-01,241.615
2012-08-01,242.25
2012-09-01,242.778
2012-10-01,243.587
2012-11-01,243.902
2012-12-01,244.3
2013-01-01,244.139
2013-02-01,244.645
2013-03-01,244.652
2013-04-01,245.4
2013-05-01,245.531
2013-06-01,245.885
2013-07-01,246.13
2013-08-01,245.621
2013-09-01,248.091
2013-10-01,248.275
2013-11-01,249.959
2013-12-01,250.701
2014-01-01,252.403
2014-02-01,254.064
2014-03-01,254.526
2014-04-01,255.434
2014-05-01,255.386
2014-06-01,256.567
2014-07-01,257.383
2014-08-01,257.798
2014-09-01,258.935
2014-10-01,259.672
2014-11-01,264.096
2014-12-01,265.083
2015-01-01,265.705
2015-02-01,267.493
2015-03-01,270.367
2015-04-01,271.326
2015-05-01,270.038
2015-06-01,270.36
2015-07-01,271.759
2015-08-01,273.862
2015-09-01,273.897
2015-10-01,275.088
2015-11-01,275.932
2015-12-01,277.078
2016-01-01,277.602
2016-02-01,278.524
2016-03-01,280.443
2016-04-01,282.039
2016-05-01,283.457
2016-06-01,283.84
2016-07-01,285.458
2016-08-01,287.412
2016-09-01,288.589
2016-10-01,290.855
2016-11-01,292.047
2016-12-01,293.167
2017-01-01,293.35
2017-02-01,294.536
2017-03-01,295.441
2017-04-01,295.815
2017-05-01,296.857
2017-06-01,297.487
2017-07-01,299.289
2017-08-01,300.696
2017-09-01,301.458
2017-10-01,302.409
2017-11-01,303.151
2017-12-01,302.978
2018-01-01,303.51
2018-02-01,304.513
2018-03-01,305.143
2018-04-01,306.208
2018-05-01,307.132
2018-06-01,308.871
2018-07-01,308.909
2018-08-01,309.482
2018-09-01,310.391
2018-10-01,311.977
2018-11-01,313.295
2018-12-01,313.73
2019-01-01,316.937
2019-02-01,318.861
2019-03-01,320.204
2019-04-01,321.141
2019-05-01,321.48
2019-06-01,323.032
2019-07-01,322.234
2019-08-01,322.476
2019-09-01,322.667
2019-10-01,322.758
2019-11-01,323.011
2019-12-01,322.307
2020-01-01,323.49
2020-02-01,323.225
2020-03-01,324.101
2020-04-01,324.861
2020-05-01,325.866
2020-06-01,325.126
2020-07-01,325.982
2020-08-01,327.722
2020-09-01,329.145
2020-10-01,329.551
2020-11-01,330.119
2020-12-01,330.959
2021-01-01,331.089
2021-02-01,329.676
2021-03-01,330.577
2021-04-01,331.07
2021-05-01,331.433
2021-06-01,332.098
2021-07-01,332.972
2021-08-01,334.492
2021-09-01,337.814
2021-10-01,339.577
2021-11-01,341.062
2021-12-01,343.25
2022-01-01,347.541
2022-02-01,352.89
2022-03-01,356.686
2022-04-01,360.323
2022-05-01,368.197
2022-06-01,372.926
2022-07-01,378.882
2022-08-01,383.113
2022-09-01,387.471
2022-10-01,394.677
2022-11-01,400.988
2022-12-01,407.084
2023-01-01,410.552
2023-02-01,418.678
2023-03-01,423.455
2023-04-01,428.894
2023-05-01,432.227
2023-06-01,436.23
2023-07-01,440.592
2023-08-01,441.837
2023-09-01,443.334
2023-10-01,445.739
2023-11-01,447.163
