"Date","CUURA000SEHC"
2006-02-01,196.9
2006-03-01,197.8
2006-04-01,198.8
2006-05-01,199.7
2006-06-01,200.5
2006-07-01,201.4
2006-08-01,202.1
2006-09-01,202.6
2006-10-01,203.5
2006-11-01,204.2
2006-12-01,204.7
2007-01-01,205.224
2007-02-01,205.862
2007-03-01,206.388
2007-04-01,206.682
2007-05-01,207.021
2007-06-01,207.297
2007-07-01,207.699
2007-08-01,208.464
2007-09-01,209.058
2007-10-01,209.471
2007-11-01,210.006
2007-12-01,210.596
2008-01-01,210.98
2008-02-01,211.243
2008-03-01,211.647
2008-04-01,212.013
2008-05-01,212.263
2008-06-01,212.873
2008-07-01,213.163
2008-08-01,213.485
2008-09-01,214.069
2008-10-01,214.552
2008-11-01,215.158
2008-12-01,215.243
2009-01-01,215.589
2009-02-01,215.785
2009-03-01,216.439
2009-04-01,216.568
2009-05-01,216.781
2009-06-01,216.984
2009-07-01,217.108
2009-08-01,217.421
2009-09-01,216.98
2009-10-01,216.894
2009-11-01,216.606
2009-12-01,216.552
2010-01-01,216.625
2010-02-01,216.623
2010-03-01,216.353
2010-04-01,216.243
2010-05-01,216.453
2010-06-01,216.661
2010-07-01,216.637
2010-08-01,216.788
2010-09-01,216.665
2010-10-01,216.821
2010-11-01,217.042
2010-12-01,217.115
2011-01-01,217.317
2011-02-01,217.446
2011-03-01,217.69
2011-04-01,217.825
2011-05-01,218.085
2011-06-01,218.496
2011-07-01,219.128
2011-08-01,219.62
2011-09-01,219.838
2011-10-01,220.381
2011-11-01,220.676
2011-12-01,220.928
2012-01-01,221.384
2012-02-01,221.712
2012-03-01,222.211
2012-04-01,222.556
2012-05-01,222.967
2012-06-01,223.342
2012-07-01,223.637
2012-08-01,224.228
2012-09-01,224.762
2012-10-01,225.263
2012-11-01,225.655
2012-12-01,226.037
2013-01-01,226.546
2013-02-01,226.952
2013-03-01,227.331
2013-04-01,227.64
2013-05-01,227.973
2013-06-01,228.385
2013-07-01,228.761
2013-08-01,229.528
2013-09-01,230.196
2013-10-01,230.891
2013-11-01,231.586
2013-12-01,232.108
2014-01-01,232.682
2014-02-01,233.02
2014-03-01,233.383
2014-04-01,233.803
2014-05-01,234.261
2014-06-01,234.864
2014-07-01,235.426
2014-08-01,236.12
2014-09-01,236.814
2014-10-01,237.476
2014-11-01,238.358
2014-12-01,238.713
2015-01-01,239.431
2015-02-01,240.023
2015-03-01,240.641
2015-04-01,241.264
2015-05-01,241.826
2015-06-01,242.755
2015-07-01,243.509
2015-08-01,244.151
2015-09-01,245.081
2015-10-01,245.8
2015-11-01,246.526
2015-12-01,247.205
2016-01-01,247.99
2016-02-01,248.681
2016-03-01,249.281
2016-04-01,249.986
2016-05-01,250.813
2016-06-01,251.707
2016-07-01,252.41
2016-08-01,253.319
2016-09-01,254.28
2016-10-01,255.134
2016-11-01,256.183
2016-12-01,256.918
2017-01-01,257.644
2017-02-01,258.234
2017-03-01,258.617
2017-04-01,259.157
2017-05-01,259.662
2017-06-01,260.398
2017-07-01,261.25
2017-08-01,262.321
2017-09-01,263.092
2017-10-01,264.069
2017-11-01,264.865
2017-12-01,265.664
2018-01-01,266.446
2018-02-01,266.821
2018-03-01,267.558
2018-04-01,268.578
2018-05-01,269.199
2018-06-01,270.127
2018-07-01,270.816
2018-08-01,271.653
2018-09-01,272.417
2018-10-01,273.266
2018-11-01,274.196
2018-12-01,274.908
2019-01-01,275.537
2019-02-01,276.256
2019-03-01,276.914
2019-04-01,277.764
2019-05-01,278.414
2019-06-01,279.238
2019-07-01,280.252
2019-08-01,281.232
2019-09-01,282.073
2019-10-01,282.63
2019-11-01,283.482
2019-12-01,284.155
2020-01-01,284.969
2020-02-01,285.578
2020-03-01,286.33
2020-04-01,286.751
2020-05-01,287.463
2020-06-01,287.748
2020-07-01,288.202
2020-08-01,288.675
2020-09-01,289.011
2020-10-01,289.57
2020-11-01,289.719
2020-12-01,289.983
2021-01-01,290.2
2021-02-01,290.796
2021-03-01,291.3
2021-04-01,291.804
2021-05-01,292.299
2021-06-01,293.29
2021-07-01,294.34
2021-08-01,295.125
2021-09-01,296.31
2021-10-01,297.659
2021-11-01,299.026
2021-12-01,300.226
2022-01-01,301.525
2022-02-01,302.938
2022-03-01,304.131
2022-04-01,305.52
2022-05-01,307.246
2022-06-01,309.28
2022-07-01,311.353
2022-08-01,313.406
2022-09-01,315.681
2022-10-01,317.905
2022-11-01,320.415
2022-12-01,322.646
2023-01-01,324.449
2023-02-01,326.521
2023-03-01,327.834
2023-04-01,329.334
2023-05-01,330.848
2023-06-01,332.526
2023-07-01,334.005
2023-08-01,335.591
2023-09-01,337.777
2023-10-01,339.365
2023-11-01,341.363
