"Date","APUA31572611"
1978-11-01,38.998
1978-12-01,38.896
1979-01-01,37.267
1979-02-01,39.289
1979-03-01,40.01
1979-04-01,39.655
1979-05-01,39.938
1979-06-01,36.341
1979-07-01,35.189
1979-08-01,34.983
1979-09-01,39.679
1979-10-01,42.942
1979-11-01,42.932
1979-12-01,42.849
1980-01-01,42.495
1980-02-01,44.45
1980-03-01,44.755
1980-04-01,45.656
1980-05-01,45.916
1980-06-01,41.921
1980-07-01,42.213
1980-08-01,40.859
1980-09-01,46.278
1980-10-01,47.652
1980-11-01,46.898
1980-12-01,47.333
1981-01-01,44.565
1981-02-01,50.128
1981-03-01,51.661
1981-04-01,51.613
1981-05-01,52.648
1981-06-01,48.609
1981-07-01,47.864
1981-08-01,48.107
1981-09-01,54.893
1981-10-01,56.303
1981-11-01,53.035
1981-12-01,58.887
1982-01-01,58.29
1982-02-01,60.163
1982-03-01,62.844
1982-04-01,64.563
1982-05-01,63.8
1982-06-01,60.504
1982-07-01,59.954
1982-08-01,60.722
1982-09-01,66.772
1982-10-01,70.065
1982-11-01,70.701
1982-12-01,78.857
1983-01-01,73.597
1983-02-01,75.114
1983-03-01,76.919
1983-04-01,79.825
1983-05-01,78.591
1983-06-01,74.229
1983-07-01,70.759
1983-08-01,73.364
1983-09-01,79.691
1983-10-01,74.166
1983-11-01,76.373
1983-12-01,76.727
1984-01-01,76.93
1984-02-01,77.445
1984-03-01,76.877
1984-04-01,74.375
1984-05-01,75.398
1984-06-01,68.742
1984-07-01,71.187
1984-08-01,71.891
1984-09-01,75.73
1984-10-01,75.339
1984-11-01,78.568
1984-12-01,76.633
1985-01-01,78.421
1985-02-01,73.208
1985-03-01,76.622
1985-04-01,71.548
1985-05-01,75.073
1985-06-01,72.764
1985-07-01,72.39
1985-08-01,69.979
1985-09-01,NA
1985-10-01,75.246
1985-11-01,74.721
1985-12-01,73.062
1986-01-01,72.047
1986-02-01,73.826
1986-03-01,73.531
1986-04-01,75.231
1986-05-01,73.577
1986-06-01,66.548
1986-07-01,65.677
1986-08-01,64.849
1986-09-01,72.39
1986-10-01,71.968
1986-11-01,70.933
1986-12-01,72.07
1987-01-01,72.653
1987-02-01,71.173
1987-03-01,72.718
1987-04-01,70.172
1987-05-01,64.6
1987-06-01,57.333
1987-07-01,57.34
1987-08-01,58.046
1987-09-01,64.295
1987-10-01,61.745
1987-11-01,62.596
1987-12-01,62.458
1988-01-01,62.802
1988-02-01,62.713
1988-03-01,62.53
1988-04-01,62.711
1988-05-01,62.369
1988-06-01,55.444
1988-07-01,54.297
1988-08-01,55.754
1988-09-01,64.687
1988-10-01,67.769
1988-11-01,69.42
1988-12-01,70.885
1989-01-01,71.122
1989-02-01,71.529
1989-03-01,73.103
1989-04-01,70.959
1989-05-01,69.888
1989-06-01,66.63
1989-07-01,68.716
1989-08-01,66.804
1989-09-01,71.739
1989-10-01,69.854
1989-11-01,69.576
1989-12-01,70.005
1990-01-01,74.197
1990-02-01,74.842
1990-03-01,68.42
1990-04-01,64.977
1990-05-01,64.132
1990-06-01,58.911
1990-07-01,59.458
1990-08-01,61.052
1990-09-01,72.805
1990-10-01,72.435
1990-11-01,72.08
1990-12-01,70.495
1991-01-01,70.751
1991-02-01,72.305
1991-03-01,69.26
1991-04-01,69.515
1991-05-01,64.918
1991-06-01,61.556
1991-07-01,61.059
1991-08-01,59.32
1991-09-01,65.077
1991-10-01,64.967
1991-11-01,65.104
1991-12-01,69.461
1992-01-01,70.082
1992-02-01,69.6
1992-03-01,63.662
1992-04-01,60.034
1992-05-01,60.833
1992-06-01,62.334
1992-07-01,62.445
1992-08-01,62.565
1992-09-01,69.515
1992-10-01,70.58
1992-11-01,71.228
1992-12-01,78.071
1993-01-01,79.977
1993-02-01,79.642
1993-03-01,77.115
1993-04-01,80.285
1993-05-01,82.342
1993-06-01,81.082
1993-07-01,81.575
1993-08-01,82.411
1993-09-01,78.906
1993-10-01,78.493
1993-11-01,78.886
1993-12-01,78.178
1994-01-01,77.731
1994-02-01,78.295
1994-03-01,78.094
1994-04-01,79.794
1994-05-01,80.115
1994-06-01,78.322
1994-07-01,75.71
1994-08-01,76.124
1994-09-01,75.862
1994-10-01,79.587
1994-11-01,79.213
1994-12-01,81.374
1995-01-01,81.261
1995-02-01,81.414
1995-03-01,76.957
1995-04-01,78.81
1995-05-01,78.274
1995-06-01,76.472
1995-07-01,76.152
1995-08-01,76.098
1995-09-01,76.615
1995-10-01,76.009
1995-11-01,74.957
1995-12-01,71.23
1996-01-01,71.623
1996-02-01,73.484
1996-03-01,80.223
1996-04-01,82.015
1996-05-01,79.315
1996-06-01,87.801
1996-07-01,84.778
1996-08-01,84.121
1996-09-01,77.855
1996-10-01,78.479
1996-11-01,78.224
1996-12-01,93.885
1997-01-01,96.075
1997-02-01,89.529
1997-03-01,87.197
1997-04-01,87.283
1997-05-01,87.531
1997-06-01,87.674
1997-07-01,84.457
1997-08-01,84.53
1997-09-01,88.142
1997-10-01,92.611
1997-11-01,99.56
1997-12-01,86.289
