"Date","APUS24A72511"
1978-11-01,0.486
1978-12-01,0.499
1979-01-01,0.515
1979-02-01,0.535
1979-03-01,0.547
1979-04-01,0.578
1979-05-01,0.611
1979-06-01,0.671
1979-07-01,0.724
1979-08-01,0.796
1979-09-01,0.844
1979-10-01,0.854
1979-11-01,0.852
1979-12-01,0.88
1980-01-01,0.919
1980-02-01,0.967
1980-03-01,0.987
1980-04-01,0.987
1980-05-01,0.985
1980-06-01,0.985
1980-07-01,0.977
1980-08-01,0.977
1980-09-01,0.97
1980-10-01,NA
1980-11-01,NA
1980-12-01,1.029
1981-01-01,1.087
1981-02-01,1.156
1981-03-01,1.199
1981-04-01,1.198
1981-05-01,1.193
1981-06-01,1.181
1981-07-01,1.173
1981-08-01,1.168
1981-09-01,1.169
1981-10-01,1.174
1981-11-01,1.174
1981-12-01,1.176
1982-01-01,1.189
1982-02-01,1.188
1982-03-01,1.166
1982-04-01,1.109
1982-05-01,1.101
1982-06-01,1.164
1982-07-01,1.169
1982-08-01,1.166
1982-09-01,1.156
1982-10-01,1.161
1982-11-01,1.181
1982-12-01,1.181
1983-01-01,1.176
1983-02-01,1.146
1983-03-01,1.063
1983-04-01,1.048
1983-05-01,1.042
1983-06-01,1.042
1983-07-01,1.042
1983-08-01,1.062
1983-09-01,1.064
1983-10-01,1.084
1983-11-01,1.059
1983-12-01,1.056
1984-01-01,1.071
1984-02-01,1.099
1984-03-01,1.092
1984-04-01,1.083
1984-05-01,1.082
1984-06-01,1.082
1984-07-01,1.082
1984-08-01,1.079
1984-09-01,1.069
1984-10-01,1.071
1984-11-01,1.068
1984-12-01,1.07
1985-01-01,1.055
1985-02-01,1.038
1985-03-01,1.032
1985-04-01,1.045
1985-05-01,1.048
1985-06-01,1.043
1985-07-01,1.035
1985-08-01,1.033
1985-09-01,NA
1985-10-01,1.069
1985-11-01,1.113
1985-12-01,1.12
1986-01-01,1.058
1986-02-01,0.937
1986-03-01,0.86
1986-04-01,0.841
1986-05-01,0.808
1986-06-01,0.785
1986-07-01,0.765
1986-08-01,0.76
1986-09-01,0.79
1986-10-01,0.771
1986-11-01,0.779
1986-12-01,0.776
