"Date","CUUR0400SAF11"
1977-12-01,66.7
1978-01-01,67.8
1978-02-01,68.7
1978-03-01,69.7
1978-04-01,71.5
1978-05-01,72.5
1978-06-01,73.7
1978-07-01,73.4
1978-08-01,73.5
1978-09-01,73.9
1978-10-01,74.5
1978-11-01,74.5
1978-12-01,74.9
1979-01-01,76.9
1979-02-01,78.5
1979-03-01,79.3
1979-04-01,80.3
1979-05-01,81.2
1979-06-01,81.2
1979-07-01,80.9
1979-08-01,80.7
1979-09-01,81.1
1979-10-01,81.7
1979-11-01,82.1
1979-12-01,83.3
1980-01-01,83.6
1980-02-01,83.7
1980-03-01,84.7
1980-04-01,85.2
1980-05-01,85.4
1980-06-01,85.8
1980-07-01,86.4
1980-08-01,88.1
1980-09-01,89.2
1980-10-01,89.7
1980-11-01,90.2
1980-12-01,90.9
1981-01-01,91.7
1981-02-01,92.2
1981-03-01,93
1981-04-01,93.3
1981-05-01,93.1
1981-06-01,93.4
1981-07-01,94.2
1981-08-01,95.1
1981-09-01,95.2
1981-10-01,95.2
1981-11-01,94.5
1981-12-01,95.1
1982-01-01,96.6
1982-02-01,97.4
1982-03-01,96.8
1982-04-01,97
1982-05-01,98.1
1982-06-01,98.3
1982-07-01,98.4
1982-08-01,97.8
1982-09-01,97.6
1982-10-01,98
1982-11-01,97.9
1982-12-01,97.3
1983-01-01,98
1983-02-01,98.3
1983-03-01,99.1
1983-04-01,100
1983-05-01,100.6
1983-06-01,99.7
1983-07-01,99.2
1983-08-01,98.8
1983-09-01,99
1983-10-01,99.4
1983-11-01,99.4
1983-12-01,100.1
1984-01-01,102.4
1984-02-01,103.3
1984-03-01,103.2
1984-04-01,102.8
1984-05-01,102.2
1984-06-01,102.1
1984-07-01,102.5
1984-08-01,103.4
1984-09-01,103.4
1984-10-01,103.5
1984-11-01,103.8
1984-12-01,104.1
1985-01-01,105.2
1985-02-01,105.6
1985-03-01,105.2
1985-04-01,105.2
1985-05-01,105.2
1985-06-01,104.4
1985-07-01,103.9
1985-08-01,104.2
1985-09-01,104.6
1985-10-01,104.2
1985-11-01,105.3
1985-12-01,106.6
1986-01-01,107.4
1986-02-01,106.4
1986-03-01,106.4
1986-04-01,106.2
1986-05-01,107.2
1986-06-01,106.6
1986-07-01,107.2
1986-08-01,108
1986-09-01,108.3
1986-10-01,108.2
1986-11-01,108.8
1986-12-01,108.8
1987-01-01,110.9
1987-02-01,112.3
1987-03-01,111.4
1987-04-01,112
1987-05-01,112.1
1987-06-01,112.2
1987-07-01,111.2
1987-08-01,111.1
1987-09-01,111.4
1987-10-01,111.5
1987-11-01,111.1
1987-12-01,112.6
1988-01-01,114.2
1988-02-01,113.7
1988-03-01,114.2
1988-04-01,114.9
1988-05-01,115.7
1988-06-01,115.7
1988-07-01,116.9
1988-08-01,117.4
1988-09-01,118.1
1988-10-01,118.6
1988-11-01,118.2
1988-12-01,119.1
1989-01-01,121.2
1989-02-01,122.6
1989-03-01,123.5
1989-04-01,124.1
1989-05-01,125.2
1989-06-01,124.2
1989-07-01,124.4
1989-08-01,124.8
1989-09-01,125.1
1989-10-01,125.9
1989-11-01,126.4
1989-12-01,127.1
1990-01-01,131.3
1990-02-01,132.7
1990-03-01,132.7
1990-04-01,131.8
1990-05-01,131.4
1990-06-01,131.5
