"Date","CUSR0000SAF113"
1947-01-01,20.8
1947-02-01,21.1
1947-03-01,22.2
1947-04-01,21.8
1947-05-01,22.2
1947-06-01,22.1
1947-07-01,22.2
1947-08-01,23
1947-09-01,23.3
1947-10-01,23.3
1947-11-01,23.2
1947-12-01,23.5
1948-01-01,23.1
1948-02-01,23.4
1948-03-01,23.1
1948-04-01,23.7
1948-05-01,23.4
1948-06-01,23.2
1948-07-01,23.4
1948-08-01,23
1948-09-01,23
1948-10-01,22.9
1948-11-01,22
1948-12-01,22
1949-01-01,22.7
1949-02-01,23.6
1949-03-01,24
1949-04-01,23.9
1949-05-01,23.7
1949-06-01,23.5
1949-07-01,23
1949-08-01,23.2
1949-09-01,23.6
1949-10-01,23
1949-11-01,23.3
1949-12-01,22.7
1950-01-01,22.7
1950-02-01,22.1
1950-03-01,21.9
1950-04-01,21.8
1950-05-01,21.7
1950-06-01,22.5
1950-07-01,23
1950-08-01,22.2
1950-09-01,22
1950-10-01,22.5
1950-11-01,22.6
1950-12-01,23.3
1951-01-01,23.8
1951-02-01,25
1951-03-01,24.4
1951-04-01,23.6
1951-05-01,23.9
1951-06-01,23.6
1951-07-01,23.6
1951-08-01,23.8
1951-09-01,24.2
1951-10-01,24.9
1951-11-01,25.8
1951-12-01,27.1
1952-01-01,26.9
1952-02-01,25.1
1952-03-01,26.1
1952-04-01,27.3
1952-05-01,27.3
1952-06-01,26.8
1952-07-01,27.2
1952-08-01,27.6
1952-09-01,26.9
1952-10-01,26.8
1952-11-01,27.3
1952-12-01,27
1953-01-01,26.6
1953-02-01,26.8
1953-03-01,26.7
1953-04-01,26
1953-05-01,25.4
1953-06-01,26.6
1953-07-01,25.8
1953-08-01,26
1953-09-01,25.6
1953-10-01,25.8
1953-11-01,25.3
1953-12-01,25.5
1954-01-01,25.4
1954-02-01,25.1
1954-03-01,24.9
1954-04-01,25
1954-05-01,25.2
1954-06-01,25.5
1954-07-01,26.1
1954-08-01,26.3
1954-09-01,26.4
1954-10-01,26.6
1954-11-01,25.9
1954-12-01,25.3
1955-01-01,25.5
1955-02-01,25.8
1955-03-01,26
1955-04-01,26.7
1955-05-01,26.5
1955-06-01,25.9
1955-07-01,26.4
1955-08-01,25.4
1955-09-01,26.3
1955-10-01,25.9
1955-11-01,25.8
1955-12-01,26
1956-01-01,26.1
1956-02-01,26.3
1956-03-01,26.6
1956-04-01,26.6
1956-05-01,26.9
1956-06-01,28.4
1956-07-01,29.3
1956-08-01,27.6
1956-09-01,27.3
1956-10-01,27.1
1956-11-01,27.5
1956-12-01,27.6
1957-01-01,27.2
1957-02-01,27.1
1957-03-01,27
1957-04-01,27
1957-05-01,27.1
1957-06-01,27.4
1957-07-01,27.5
1957-08-01,27.7
1957-09-01,27.2
1957-10-01,27.2
1957-11-01,27.2
1957-12-01,26.8
1958-01-01,28.4
1958-02-01,28.9
1958-03-01,30.4
1958-04-01,31
1958-05-01,30.5
1958-06-01,28.9
1958-07-01,28.6
1958-08-01,28.6
1958-09-01,28.5
1958-10-01,28.7
1958-11-01,28.8
1958-12-01,28.2
1959-01-01,28.4
1959-02-01,28.2
1959-03-01,28
1959-04-01,28
1959-05-01,27.9
1959-06-01,28.9
1959-07-01,28.4
1959-08-01,28.7
1959-09-01,29.3
1959-10-01,29.5
1959-11-01,29.3
1959-12-01,29.5
1960-01-01,29.4
1960-02-01,29.2
1960-03-01,28.9
1960-04-01,29.4
1960-05-01,29.5
1960-06-01,29.4
1960-07-01,29.1
1960-08-01,29.1
1960-09-01,29.4
1960-10-01,29.7
1960-11-01,30.1
1960-12-01,29.8
1961-01-01,29.5
1961-02-01,29.5
1961-03-01,29.5
1961-04-01,29.7
1961-05-01,29.5
1961-06-01,29.3
1961-07-01,30
1961-08-01,30.2
1961-09-01,29.9
1961-10-01,29.2
1961-11-01,28.9
1961-12-01,29.1
1962-01-01,29.1
1962-02-01,29.5
1962-03-01,29.8
1962-04-01,30.3
1962-05-01,30.1
1962-06-01,30.1
1962-07-01,29.4
1962-08-01,29.6
1962-09-01,29.9
1962-10-01,30
1962-11-01,30
1962-12-01,29.2
1963-01-01,30.8
1963-02-01,31.3
1963-03-01,31.2
1963-04-01,31.2
1963-05-01,31.4
1963-06-01,31.3
1963-07-01,31.7
1963-08-01,32
1963-09-01,31.6
1963-10-01,31.4
1963-11-01,31.8
1963-12-01,31.9
1964-01-01,32.6
1964-02-01,32.5
1964-03-01,32.6
1964-04-01,32.3
1964-05-01,32.1
1964-06-01,32.7
1964-07-01,32.5
1964-08-01,32.7
1964-09-01,32.8
1964-10-01,33
1964-11-01,33.2
1964-12-01,33.3
1965-01-01,32.5
1965-02-01,32.3
1965-03-01,32.6
1965-04-01,32.9
1965-05-01,33.6
1965-06-01,34.3
1965-07-01,33.2
1965-08-01,32
1965-09-01,31.8
1965-10-01,32
1965-11-01,32.3
1965-12-01,32.2
1966-01-01,32
1966-02-01,33.2
1966-03-01,33.2
1966-04-01,33.6
1966-05-01,33
1966-06-01,33.4
1966-07-01,32.5
1966-08-01,34.1
1966-09-01,34.1
1966-10-01,34
1966-11-01,33.6
1966-12-01,33.2
1967-01-01,32.8
1967-02-01,32.6
1967-03-01,32.6
1967-04-01,32.1
1967-05-01,32.2
1967-06-01,32.8
1967-07-01,33.7
1967-08-01,34.1
1967-09-01,33.7
1967-10-01,34
1967-11-01,34.3
1967-12-01,34.7
1968-01-01,35.4
1968-02-01,35.6
1968-03-01,35.7
1968-04-01,36
1968-05-01,36.1
1968-06-01,35.5
1968-07-01,35.8
1968-08-01,35.6
1968-09-01,35.8
1968-10-01,36.5
1968-11-01,36.4
1968-12-01,36.7
1969-01-01,36.3
1969-02-01,35.5
1969-03-01,36.1
1969-04-01,35.9
1969-05-01,36
1969-06-01,35.7
1969-07-01,35.8
1969-08-01,36.1
1969-09-01,36.9
1969-10-01,36.7
1969-11-01,37.3
1969-12-01,38.4
1970-01-01,37.5
1970-02-01,37.7
1970-03-01,37.7
1970-04-01,37.7
1970-05-01,37.9
1970-06-01,38
1970-07-01,37.2
1970-08-01,37.4
1970-09-01,38.2
1970-10-01,38.3
1970-11-01,37.7
1970-12-01,37.8
1971-01-01,36.9
1971-02-01,37.7
1971-03-01,38.5
1971-04-01,39.4
1971-05-01,39.5
1971-06-01,40
1971-07-01,40.1
1971-08-01,40.2
1971-09-01,40
1971-10-01,40.2
1971-11-01,40.6
1971-12-01,42.6
1972-01-01,40.9
1972-02-01,41.5
1972-03-01,40.3
1972-04-01,40
1972-05-01,40.4
1972-06-01,40.7
1972-07-01,41
1972-08-01,41.7
1972-09-01,43.1
1972-10-01,43.4
1972-11-01,43.6
1972-12-01,43.7
1973-01-01,44.2
1973-02-01,44.5
1973-03-01,45.4
1973-04-01,46.3
1973-05-01,47.1
1973-06-01,48.4
1973-07-01,49.1
1973-08-01,49.6
1973-09-01,47.1
1973-10-01,48.3
1973-11-01,49.5
1973-12-01,49.9
1974-01-01,50.6
1974-02-01,52
1974-03-01,53.8
1974-04-01,53.3
1974-05-01,57.8
1974-06-01,58.4
1974-07-01,57.2
1974-08-01,54.8
1974-09-01,55.9
1974-10-01,56.4
1974-11-01,56.7
1974-12-01,55.5
1975-01-01,55.4
1975-02-01,55.6
1975-03-01,55.2
1975-04-01,54.6
1975-05-01,55
1975-06-01,56.6
1975-07-01,60.2
1975-08-01,58.1
1975-09-01,58
1975-10-01,57.4
1975-11-01,58.1
1975-12-01,59.4
1976-01-01,58.6
1976-02-01,57.7
1976-03-01,57.3
1976-04-01,58.4
1976-05-01,57.5
1976-06-01,56.6
1976-07-01,56.8
1976-08-01,58.2
1976-09-01,58.8
1976-10-01,60.5
1976-11-01,60.2
1976-12-01,60.2
1977-01-01,59.9
1977-02-01,64.8
1977-03-01,65.1
1977-04-01,66.4
1977-05-01,63.7
1977-06-01,63.4
1977-07-01,62.6
1977-08-01,62.7
1977-09-01,62.6
1977-10-01,63
1977-11-01,65
1977-12-01,66
1978-01-01,66.1
1978-02-01,66.3
1978-03-01,67.5
1978-04-01,69.3
1978-05-01,72
1978-06-01,72.3
1978-07-01,73.1
1978-08-01,72.4
1978-09-01,73.4
1978-10-01,73.6
1978-11-01,72.6
1978-12-01,71.9
1979-01-01,74.8
1979-02-01,75.5
1979-03-01,74.9
1979-04-01,74
1979-05-01,74
1979-06-01,75.8
1979-07-01,77.2
1979-08-01,77.7
1979-09-01,78
1979-10-01,78.7
1979-11-01,79.3
1979-12-01,79.3
1980-01-01,77.7
1980-02-01,76.5
1980-03-01,77
1980-04-01,79.1
1980-05-01,80.9
1980-06-01,81.1
1980-07-01,82.1
1980-08-01,84.3
1980-09-01,86.1
1980-10-01,86.3
1980-11-01,87.4
1980-12-01,87.7
1981-01-01,86.9
1981-02-01,88.3
1981-03-01,92.5
1981-04-01,92.7
1981-05-01,90.9
1981-06-01,90.8
1981-07-01,92.3
1981-08-01,93.4
1981-09-01,94
1981-10-01,93.4
1981-11-01,94.1
1981-12-01,95.4
1982-01-01,98.1
1982-02-01,100.3
1982-03-01,96.6
1982-04-01,96.1
1982-05-01,97.2
1982-06-01,100.3
1982-07-01,97.8
1982-08-01,95.6
1982-09-01,95
1982-10-01,95.4
1982-11-01,95.7
1982-12-01,95.8
1983-01-01,92.3
1983-02-01,91.5
1983-03-01,94.8
1983-04-01,96.4
1983-05-01,97.2
1983-06-01,98.1
1983-07-01,97.8
1983-08-01,98.4
1983-09-01,99.9
1983-10-01,101.1
1983-11-01,100
1983-12-01,100.6
1984-01-01,103.6
1984-02-01,104.9
1984-03-01,107.2
1984-04-01,103.2
1984-05-01,101.4
1984-06-01,104.6
1984-07-01,105
1984-08-01,107.9
1984-09-01,107.3
1984-10-01,107.9
1984-11-01,108.5
1984-12-01,106.9
1985-01-01,106.9
1985-02-01,108.9
1985-03-01,110.4
1985-04-01,109
1985-05-01,107.2
1985-06-01,108.4
1985-07-01,108.3
1985-08-01,107.7
1985-09-01,107.6
1985-10-01,107.3
1985-11-01,107.9
1985-12-01,111.8
1986-01-01,110.4
1986-02-01,105.3
1986-03-01,105.9
1986-04-01,107.8
1986-05-01,110.1
1986-06-01,108.4
1986-07-01,109.3
1986-08-01,111.1
1986-09-01,111
1986-10-01,111.6
1986-11-01,112.6
1986-12-01,112.4
1987-01-01,112.9
1987-02-01,115.3
1987-03-01,116.7
1987-04-01,117.3
1987-05-01,118.8
1987-06-01,122.4
1987-07-01,119.1
1987-08-01,118.8
1987-09-01,119.8
1987-10-01,120.7
1987-11-01,121
1987-12-01,126.5
1988-01-01,126.9
1988-02-01,124.4
1988-03-01,122.8
1988-04-01,124.5
1988-05-01,124.6
1988-06-01,124.6
1988-07-01,128.9
1988-08-01,130
1988-09-01,132.9
1988-10-01,132.4
1988-11-01,132.2
1988-12-01,133.9
1989-01-01,131.9
1989-02-01,134.5
1989-03-01,134.3
1989-04-01,135.2
1989-05-01,139.2
1989-06-01,139.2
1989-07-01,140
1989-08-01,141.1
1989-09-01,139.5
1989-10-01,141.2
1989-11-01,141.7
1989-12-01,139.4
1990-01-01,149
1990-02-01,154.2
1990-03-01,151.5
1990-04-01,145.6
1990-05-01,144.7
1990-06-01,146.9
1990-07-01,149.9
1990-08-01,149
1990-09-01,148.8
1990-10-01,149.1
1990-11-01,150.3
1990-12-01,148.3
1991-01-01,151.7
1991-02-01,151.9
1991-03-01,153.2
1991-04-01,158.4
1991-05-01,160.4
1991-06-01,167.5
1991-07-01,158.7
1991-08-01,152.6
1991-09-01,153.5
1991-10-01,150.7
1991-11-01,154.7
1991-12-01,154.5
1992-01-01,149.6
1992-02-01,154.3
1992-03-01,158
1992-04-01,156.9
1992-05-01,153.1
1992-06-01,153.3
1992-07-01,151.1
1992-08-01,157.3
1992-09-01,159.5
1992-10-01,158.4
1992-11-01,156.7
1992-12-01,155.8
1993-01-01,156.2
1993-02-01,157.8
1993-03-01,155
1993-04-01,156.2
1993-05-01,163.1
1993-06-01,156.2
1993-07-01,153.6
1993-08-01,157.6
1993-09-01,159.8
1993-10-01,162.2
1993-11-01,162.5
1993-12-01,165.8
1994-01-01,164.2
1994-02-01,160.9
1994-03-01,160.4
1994-04-01,158.8
1994-05-01,161.7
1994-06-01,163.7
1994-07-01,166.8
1994-08-01,166.3
1994-09-01,165.7
1994-10-01,165.9
1994-11-01,167.5
1994-12-01,178.4
1995-01-01,174.4
1995-02-01,176.8
1995-03-01,172.1
1995-04-01,180.7
1995-05-01,179.9
1995-06-01,180.3
1995-07-01,179
1995-08-01,176.8
1995-09-01,179.7
1995-10-01,178.9
1995-11-01,176.8
1995-12-01,176.6
1996-01-01,176.2
1996-02-01,178.6
1996-03-01,182.5
1996-04-01,186.1
1996-05-01,182.6
1996-06-01,185.6
1996-07-01,185.2
1996-08-01,184.5
1996-09-01,184.5
1996-10-01,186.1
1996-11-01,187.8
1996-12-01,186.1
1997-01-01,182
1997-02-01,188.4
1997-03-01,188.6
1997-04-01,185.2
1997-05-01,184.7
1997-06-01,185.5
1997-07-01,185.6
1997-08-01,189.5
1997-09-01,189.4
1997-10-01,189.3
1997-11-01,190.7
1997-12-01,190.8
1998-01-01,197.3
1998-02-01,195.3
1998-03-01,195.7
1998-04-01,196
1998-05-01,201.5
1998-06-01,198.3
1998-07-01,199.7
1998-08-01,198
1998-09-01,195.5
1998-10-01,200.4
1998-11-01,200.1
1998-12-01,200.2
1999-01-01,202.9
1999-02-01,201.6
1999-03-01,199.6
1999-04-01,202.5
