"Date","CPALWE01USM661N"
1960-01-01,12.7259393468789
1960-02-01,12.7259393468789
1960-03-01,12.7259393468789
1960-04-01,12.812216901773
1960-05-01,12.812216901773
1960-06-01,12.85535567922
1960-07-01,12.85535567922
1960-08-01,12.85535567922
1960-09-01,12.85535567922
1960-10-01,12.8984944566671
1960-11-01,12.9416332341141
1960-12-01,12.9416332341141
1961-01-01,12.9416332341141
1961-02-01,12.9416332341141
1961-03-01,12.9416332341141
1961-04-01,12.9416332341141
1961-05-01,12.9416332341141
1961-06-01,12.9416332341141
1961-07-01,12.9847720115612
1961-08-01,12.9847720115612
1961-09-01,13.0279107890082
1961-10-01,13.0279107890082
1961-11-01,13.0279107890082
1961-12-01,13.0279107890082
1962-01-01,13.0279107890082
1962-02-01,13.0279107890082
1962-03-01,13.0710495664553
1962-04-01,13.1141883439023
1962-05-01,13.1141883439023
1962-06-01,13.1141883439023
1962-07-01,13.1141883439023
1962-08-01,13.1141883439023
1962-09-01,13.2004658987964
1962-10-01,13.2004658987964
1962-11-01,13.2004658987964
1962-12-01,13.2004658987964
1963-01-01,13.2004658987964
1963-02-01,13.2004658987964
1963-03-01,13.2436046762435
1963-04-01,13.2436046762435
1963-05-01,13.2436046762435
1963-06-01,13.2867434536905
1963-07-01,13.3298822311376
1963-08-01,13.3298822311376
1963-09-01,13.3298822311376
1963-10-01,13.3730210085846
1963-11-01,13.3730210085846
1963-12-01,13.4161597860317
1964-01-01,13.4161597860317
1964-02-01,13.4161597860317
1964-03-01,13.4161597860317
1964-04-01,13.4161597860317
1964-05-01,13.4161597860317
1964-06-01,13.4592985634787
1964-07-01,13.5024373409258
1964-08-01,13.4592985634787
1964-09-01,13.5024373409258
1964-10-01,13.5024373409258
1964-11-01,13.5455761183728
1964-12-01,13.5455761183728
1965-01-01,13.5455761183728
1965-02-01,13.5455761183728
1965-03-01,13.5887148958199
1965-04-01,13.6318536732669
1965-05-01,13.6318536732669
1965-06-01,13.718131228161
1965-07-01,13.718131228161
1965-08-01,13.718131228161
1965-09-01,13.718131228161
1965-10-01,13.761270005608
1965-11-01,13.761270005608
1965-12-01,13.8044087830551
1966-01-01,13.8044087830551
1966-02-01,13.8906863379492
1966-03-01,13.9338251153962
1966-04-01,14.0201026702903
1966-05-01,14.0201026702903
1966-06-01,14.0632414477374
1966-07-01,14.1063802251844
1966-08-01,14.1926577800785
1966-09-01,14.1926577800785
1966-10-01,14.2789353349726
1966-11-01,14.2789353349726
1966-12-01,14.2789353349726
1967-01-01,14.2789353349726
1967-02-01,14.2789353349726
1967-03-01,14.3220741124197
1967-04-01,14.3652128898667
1967-05-01,14.4083516673138
1967-06-01,14.4514904447608
1967-07-01,14.4946292222078
1967-08-01,14.5377679996549
1967-09-01,14.5809067771019
1967-10-01,14.624045554549
1967-11-01,14.667184331996
1967-12-01,14.7103231094431
1968-01-01,14.7534618868901
1968-02-01,14.7966006643372
1968-03-01,14.8828782192313
1968-04-01,14.9260169966783
1968-05-01,14.9691557741254
1968-06-01,15.0554333290195
1968-07-01,15.1417108839136
1968-08-01,15.1848496613606
1968-09-01,15.2279884388076
1968-10-01,15.3142659937017
1968-11-01,15.3574047711488
1968-12-01,15.4005435485958
1969-01-01,15.4436823260429
1969-02-01,15.529959880937
1969-03-01,15.6593762132781
1969-04-01,15.7456537681722
1969-05-01,15.7887925456193
1969-06-01,15.8750701005134
1969-07-01,15.9613476554074
1969-08-01,16.0476252103015
1969-09-01,16.0907639877486
1969-10-01,16.1770415426427
1969-11-01,16.2633190975368
1969-12-01,16.3495966524309
1970-01-01,16.3927354298779
1970-02-01,16.479012984772
1970-03-01,16.5652905396661
1970-04-01,16.6947068720072
1970-05-01,16.7378456494543
1970-06-01,16.8241232043484
1970-07-01,16.9104007592425
1970-08-01,16.9104007592425
1970-09-01,16.9966783141366
1970-10-01,17.0829558690307
1970-11-01,17.1692334239248
1970-12-01,17.2555109788189
1971-01-01,17.2555109788189
1971-02-01,17.2986497562659
1971-03-01,17.341788533713
