"Date","CUURA316SEHC01"
2008-03-01,195.204
2008-04-01,196.001
2008-05-01,196.721
2008-06-01,197.62
2008-07-01,197.884
2008-08-01,198.531
2008-09-01,199.606
2008-10-01,200.557
2008-11-01,201.646
2008-12-01,202.156
2009-01-01,202.32
2009-02-01,202.437
2009-03-01,202.756
2009-04-01,202.754
2009-05-01,202.688
2009-06-01,202.429
2009-07-01,202.845
2009-08-01,204.139
2009-09-01,204.087
2009-10-01,204.205
2009-11-01,203.395
2009-12-01,202.386
2010-01-01,202.243
2010-02-01,201.892
2010-03-01,201.208
2010-04-01,200.994
2010-05-01,201.558
2010-06-01,201.718
2010-07-01,202.104
2010-08-01,201.607
2010-09-01,201.131
2010-10-01,201.08
2010-11-01,200.862
2010-12-01,200.74
2011-01-01,200.302
2011-02-01,200.654
2011-03-01,200.79
2011-04-01,201.288
2011-05-01,201.61
2011-06-01,201.803
2011-07-01,202.948
2011-08-01,203.293
2011-09-01,203.594
2011-10-01,204.925
2011-11-01,205.596
2011-12-01,205.336
2012-01-01,205.03
2012-02-01,206.022
2012-03-01,206.542
2012-04-01,207.261
2012-05-01,207.576
2012-06-01,208.494
2012-07-01,209.813
2012-08-01,210.342
2012-09-01,211.971
2012-10-01,212.742
2012-11-01,213.537
2012-12-01,214.297
2013-01-01,214.437
2013-02-01,214.466
2013-03-01,214.722
2013-04-01,214.637
2013-05-01,214.04
2013-06-01,213.972
2013-07-01,214.577
2013-08-01,215.859
2013-09-01,216.046
2013-10-01,217.279
2013-11-01,217.218
2013-12-01,217.988
2014-01-01,218.171
2014-02-01,219.519
2014-03-01,219.911
2014-04-01,220.238
2014-05-01,220.67
2014-06-01,221.295
2014-07-01,221.579
2014-08-01,222.182
2014-09-01,222.132
2014-10-01,222.35
2014-11-01,222.964
2014-12-01,224.065
2015-01-01,224.533
2015-02-01,225.457
2015-03-01,226.571
2015-04-01,227.105
2015-05-01,227.777
2015-06-01,228.295
2015-07-01,229.696
2015-08-01,229.639
2015-09-01,229.795
2015-10-01,230.649
2015-11-01,231.153
2015-12-01,231.649
2016-01-01,234.329
2016-02-01,235.486
2016-03-01,236.609
2016-04-01,238.083
2016-05-01,239.48
2016-06-01,240.995
2016-07-01,241.28
2016-08-01,241.726
2016-09-01,243.577
2016-10-01,245.153
2016-11-01,246.425
2016-12-01,246.905
2017-01-01,247.27
2017-02-01,248.616
2017-03-01,249.231
2017-04-01,249.908
2017-05-01,250.891
2017-06-01,253.42
2017-07-01,256.879
2017-08-01,258.063
2017-09-01,259.576
2017-10-01,260.549
2017-11-01,262.342
2017-12-01,263.102
2018-01-01,263.016
2018-02-01,263.308
2018-03-01,264.447
2018-04-01,266.756
2018-05-01,266.985
2018-06-01,267.219
2018-07-01,267.122
2018-08-01,268.663
2018-09-01,269.186
2018-10-01,269.314
2018-11-01,270.907
2018-12-01,271.606
2019-01-01,272.013
2019-02-01,272.712
2019-03-01,273.076
2019-04-01,273.506
2019-05-01,274.25
2019-06-01,276.922
2019-07-01,279.916
2019-08-01,279.954
2019-09-01,281.172
2019-10-01,282.176
2019-11-01,282.597
2019-12-01,283.553
2020-01-01,282.877
2020-02-01,285.145
2020-03-01,286.916
2020-04-01,287.704
2020-05-01,289.015
2020-06-01,288.303
2020-07-01,289.356
2020-08-01,288.329
2020-09-01,289.303
2020-10-01,290.839
2020-11-01,291.643
2020-12-01,292.528
2021-01-01,292.585
2021-02-01,294.124
2021-03-01,295.503
2021-04-01,295.836
2021-05-01,296.599
2021-06-01,298.139
2021-07-01,299.308
2021-08-01,299.7
2021-09-01,301.747
2021-10-01,303.657
2021-11-01,305.787
2021-12-01,307.27
2022-01-01,308.174
2022-02-01,310.282
2022-03-01,310.877
2022-04-01,314.362
2022-05-01,316.071
2022-06-01,317.541
2022-07-01,319.516
2022-08-01,322.349
2022-09-01,325.239
2022-10-01,328.967
2022-11-01,332.235
2022-12-01,335.598
2023-01-01,338.258
2023-02-01,340.385
2023-03-01,342.466
2023-04-01,343.052
2023-05-01,346.054
2023-06-01,346.63
2023-07-01,348.186
2023-08-01,349.124
2023-09-01,352.825
2023-10-01,356.344
2023-11-01,359.36
