"Date","M04186USM350NNBR"
1956-01-01,94.7
1956-02-01,94.7
1956-03-01,94.6
1956-04-01,94.3
1956-05-01,94.4
1956-06-01,94.5
1956-07-01,94.9
1956-08-01,95.3
1956-09-01,95.5
1956-10-01,97.1
1956-11-01,97.4
1956-12-01,97.5
1957-01-01,97.7
1957-02-01,97.9
1957-03-01,98.1
1957-04-01,98.5
1957-05-01,98.2
1957-06-01,98.2
1957-07-01,98.1
1957-08-01,98.2
1957-09-01,98.4
1957-10-01,98.6
1957-11-01,100
1957-12-01,99.7
1958-01-01,99.8
1958-02-01,99.7
1958-03-01,99.5
1958-04-01,99.6
1958-05-01,99.7
1958-06-01,99.5
1958-07-01,99.6
1958-08-01,99.6
1958-09-01,98.8
1958-10-01,100.3
1958-11-01,101.4
1958-12-01,101.5
1959-01-01,101.1
1959-02-01,100.9
1959-03-01,101.1
1959-04-01,101.1
1959-05-01,101.4
1959-06-01,101.4
1959-07-01,101.5
1959-08-01,101.3
1959-09-01,101.4
1959-10-01,102.1
1959-11-01,102.3
1959-12-01,102.1
1960-01-01,101.9
1960-02-01,101.9
1960-03-01,101.4
1960-04-01,101.2
1960-05-01,100.9
1960-06-01,100.7
1960-07-01,100.4
1960-08-01,100.4
1960-09-01,100
1960-10-01,100.6
1960-11-01,100.4
1960-12-01,100.4
1961-01-01,100.1
1961-02-01,100.1
1961-03-01,99.9
1961-04-01,100.2
1961-05-01,100.4
1961-06-01,100.6
1961-07-01,100.9
1961-08-01,101.2
1961-09-01,101.2
1961-10-01,101.7
1961-11-01,101.8
1961-12-01,101.5
1962-01-01,101.3
1962-02-01,101.2
1962-03-01,101.3
1962-04-01,101.7
1962-05-01,101.9
1962-06-01,102
1962-07-01,101.9
1962-08-01,102.1
1962-09-01,102
1962-10-01,102.2
1962-11-01,102.4
1962-12-01,102
1963-01-01,101.2
1963-02-01,101.2
1963-03-01,101.5
1963-04-01,101.8
1963-05-01,101.8
1963-06-01,102
1963-07-01,102.1
1963-08-01,102.1
1963-09-01,102.2
1963-10-01,102.7
1963-11-01,103.1
1963-12-01,103
1964-01-01,102.9
1964-02-01,102.9
1964-03-01,102.9
1964-04-01,102.9
1964-05-01,102.8
1964-06-01,102.9
1964-07-01,102.9
1964-08-01,102.8
1964-09-01,102.8
1964-10-01,103.1
1964-11-01,103.5
1964-12-01,103.4
1965-01-01,103.6
1965-02-01,103.3
1965-03-01,103.2
1965-04-01,103
1965-05-01,102.9
1965-06-01,102.6
1965-07-01,102.3
1965-08-01,101.8
1965-09-01,101.7
1965-10-01,102.1
1965-11-01,102.4
1965-12-01,102.4
1966-01-01,101.9
1966-02-01,101.8
1966-03-01,102
1966-04-01,102.3
1966-05-01,102.5
1966-06-01,102.6
1966-07-01,103
1966-08-01,103
1966-09-01,102.7
1966-10-01,103.5
1966-11-01,103.5
1966-12-01,103.1
1967-01-01,102.7
1967-02-01,102.8
1967-03-01,102.9
1967-04-01,103.4
1967-05-01,103.9
1967-06-01,104.1
1967-07-01,104.4
1967-08-01,104.7
1967-09-01,104.8
1967-10-01,105.7
1967-11-01,106
1967-12-01,106.1
1968-01-01,106.3
1968-02-01,106.4
1968-03-01,106.6
1968-04-01,106.9
1968-05-01,106.9
1968-06-01,107.4
1968-07-01,107.6
1968-08-01,107.7
1968-09-01,107.6
1968-10-01,108.5
1968-11-01,109.3
1968-12-01,108.7
