"Date","USACPIENGMINMEI"
1960-01-01,11.0401932033811
1960-02-01,10.9909066265802
1960-03-01,10.9909066265802
1960-04-01,10.9909066265802
1960-05-01,10.8923334729786
1960-06-01,10.9909066265802
1960-07-01,11.0401932033811
1960-08-01,11.1387663569827
1960-09-01,11.1387663569827
1960-10-01,11.0894797801819
1960-11-01,11.1880529337835
1960-12-01,11.1880529337835
1961-01-01,11.2373395105843
1961-02-01,11.1880529337835
1961-03-01,11.1880529337835
1961-04-01,10.9416200497794
1961-05-01,10.9416200497794
1961-06-01,10.9909066265802
1961-07-01,11.0401932033811
1961-08-01,11.0894797801819
1961-09-01,11.1387663569827
1961-10-01,11.0894797801819
1961-11-01,11.1387663569827
1961-12-01,11.0401932033811
1962-01-01,11.0894797801819
1962-02-01,11.1387663569827
1962-03-01,11.0894797801819
1962-04-01,11.1880529337835
1962-05-01,11.0894797801819
1962-06-01,11.0401932033811
1962-07-01,10.9416200497794
1962-08-01,11.0401932033811
1962-09-01,11.2373395105843
1962-10-01,11.2373395105843
1962-11-01,11.1880529337835
1962-12-01,11.2866260873851
1963-01-01,11.2866260873851
1963-02-01,11.1880529337835
1963-03-01,11.1880529337835
1963-04-01,11.0894797801819
1963-05-01,11.0894797801819
1963-06-01,11.0401932033811
1963-07-01,11.1387663569827
1963-08-01,11.1387663569827
1963-09-01,11.1387663569827
1963-10-01,11.1880529337835
1963-11-01,11.1387663569827
1963-12-01,11.1880529337835
1964-01-01,11.2866260873851
1964-02-01,10.9416200497794
1964-03-01,11.1387663569827
1964-04-01,11.0894797801819
1964-05-01,11.0401932033811
1964-06-01,11.0894797801819
1964-07-01,11.0894797801819
1964-08-01,11.1387663569827
1964-09-01,11.0894797801819
1964-10-01,11.0894797801819
1964-11-01,11.0894797801819
1964-12-01,11.1880529337835
1965-01-01,11.2373395105843
1965-02-01,11.1880529337835
1965-03-01,11.1880529337835
1965-04-01,11.2866260873851
1965-05-01,11.3359126641859
1965-06-01,11.3359126641859
1965-07-01,11.3359126641859
1965-08-01,11.3359126641859
1965-09-01,11.3851992409867
1965-10-01,11.3359126641859
1965-11-01,11.3851992409867
1965-12-01,11.3851992409867
1966-01-01,11.3851992409867
1966-02-01,11.4344858177875
1966-03-01,11.4344858177875
1966-04-01,11.3851992409867
1966-05-01,11.4344858177875
1966-06-01,11.4837723945883
1966-07-01,11.5330589713891
1966-08-01,11.4837723945883
1966-09-01,11.5330589713891
1966-10-01,11.5330589713891
1966-11-01,11.58234554819
1966-12-01,11.58234554819
1967-01-01,11.6316321249908
1967-02-01,11.6809187017916
1967-03-01,11.6809187017916
1967-04-01,11.7794918553932
1967-05-01,11.7794918553932
1967-06-01,11.7302052785924
1967-07-01,11.7302052785924
1967-08-01,11.7794918553932
1967-09-01,11.828778432194
1967-10-01,11.7794918553932
1967-11-01,11.828778432194
1967-12-01,11.7794918553932
1968-01-01,11.828778432194
1968-02-01,11.8780650089948
1968-03-01,11.8780650089948
1968-04-01,11.828778432194
1968-05-01,11.8780650089948
1968-06-01,11.9273515857956
1968-07-01,11.9273515857956
1968-08-01,11.9766381625964
1968-09-01,11.9766381625964
1968-10-01,11.9766381625964
1968-11-01,12.0259247393972
1968-12-01,11.9766381625964
1969-01-01,12.0259247393972
1969-02-01,12.0259247393972
1969-03-01,12.1737844697996
1969-04-01,12.2723576234013
1969-05-01,12.2230710466005
1969-06-01,12.3216442002021
1969-07-01,12.2723576234013
1969-08-01,12.2723576234013
1969-09-01,12.2723576234013
1969-10-01,12.3216442002021
1969-11-01,12.2723576234013
1969-12-01,12.3216442002021
1970-01-01,12.3709307770029
1970-02-01,12.3709307770029
1970-03-01,12.3216442002021
1970-04-01,12.5680770842061
1970-05-01,12.5680770842061
1970-06-01,12.4695039306045
1970-07-01,12.5680770842061
1970-08-01,12.5187905074053
1970-09-01,12.6173636610069
1970-10-01,12.7652233914094
1970-11-01,12.7652233914094
1970-12-01,12.9130831218118
1971-01-01,12.9623696986126
1971-02-01,12.9623696986126
1971-03-01,12.9623696986126
1971-04-01,12.863796545011
1971-05-01,12.9130831218118
1971-06-01,12.9623696986126
1971-07-01,12.9623696986126
1971-08-01,13.2088025826166
1971-09-01,13.2580891594174
1971-10-01,13.2580891594174
1971-11-01,13.1595160058158
1971-12-01,13.3073757362182
1972-01-01,13.3073757362182
1972-02-01,13.2580891594174
1972-03-01,13.3073757362182
1972-04-01,13.2580891594174
1972-05-01,13.356662313019
1972-06-01,13.3073757362182
1972-07-01,13.356662313019
1972-08-01,13.4552354666207
1972-09-01,13.6030951970231
1972-10-01,13.6030951970231
1972-11-01,13.6523817738239
1972-12-01,13.6523817738239
1973-01-01,13.8002415042263
1973-02-01,13.9481012346287
1973-03-01,13.9973878114296
1973-04-01,14.145247541832
1973-05-01,14.2438206954336
1973-06-01,14.4409670026368
1973-07-01,14.4409670026368
1973-08-01,14.4902535794376
1973-09-01,14.4902535794376
1973-10-01,14.8352596170433
1973-11-01,15.3774119618522
1973-12-01,15.9688508834619
1974-01-01,16.8560092658764
1974-02-01,17.4967347642869
1974-03-01,18.2360334162991
1974-04-01,18.5810394539047
1974-05-01,18.9260454915104
1974-06-01,19.0739052219128
1974-07-01,19.271051529116
1974-08-01,19.3203381059169
1974-09-01,19.3696246827177
1974-10-01,19.2217649523152
1974-11-01,19.271051529116
1974-12-01,19.4189112595185
1975-01-01,19.6160575667217
1975-02-01,19.8132038739249
1975-03-01,19.8624904507257
1975-04-01,20.059636757929
1975-05-01,20.306069641933
1975-06-01,20.6510756795387
1975-07-01,21.1439414475468
1975-08-01,21.2918011779492
1975-09-01,21.4889474851524
1975-10-01,21.4889474851524
1975-11-01,21.587520638754
1975-12-01,21.6368072155548
