"Date","APU0300714233"
1995-07-01,0.562
1995-08-01,0.56
1995-09-01,0.558
1995-10-01,0.554
1995-11-01,0.549
1995-12-01,0.549
1996-01-01,0.533
1996-02-01,0.535
1996-03-01,0.566
1996-04-01,0.577
1996-05-01,0.576
1996-06-01,0.62
1996-07-01,0.634
1996-08-01,0.632
1996-09-01,0.644
1996-10-01,0.651
1996-11-01,0.655
1996-12-01,0.668
1997-01-01,0.677
1997-02-01,0.673
1997-03-01,0.679
1997-04-01,0.68
1997-05-01,0.668
1997-06-01,0.666
1997-07-01,0.681
1997-08-01,0.686
1997-09-01,0.676
1997-10-01,0.662
1997-11-01,0.642
1997-12-01,0.638
1998-01-01,0.661
1998-02-01,0.668
1998-03-01,0.654
1998-04-01,0.654
1998-05-01,0.647
1998-06-01,0.647
1998-07-01,0.635
1998-08-01,0.64
1998-09-01,0.64
1998-10-01,0.641
1998-11-01,0.649
1998-12-01,0.635
1999-01-01,0.638
1999-02-01,0.641
1999-03-01,0.649
1999-04-01,0.646
1999-05-01,0.65
1999-06-01,0.648
1999-07-01,0.644
1999-08-01,0.64
1999-09-01,0.64
1999-10-01,0.66
1999-11-01,0.674
1999-12-01,0.652
2000-01-01,0.657
2000-02-01,0.653
2000-03-01,0.658
2000-04-01,0.659
2000-05-01,0.66
2000-06-01,0.633
2000-07-01,0.636
2000-08-01,0.635
2000-09-01,0.629
2000-10-01,0.633
2000-11-01,0.629
2000-12-01,0.638
2001-01-01,0.622
2001-02-01,0.641
2001-03-01,0.634
2001-04-01,0.629
2001-05-01,0.634
2001-06-01,0.627
2001-07-01,0.627
2001-08-01,0.643
2001-09-01,0.634
2001-10-01,0.643
2001-11-01,0.648
2001-12-01,0.648
2002-01-01,0.641
2002-02-01,0.673
2002-03-01,0.679
2002-04-01,0.69
2002-05-01,0.66
2002-06-01,0.664
2002-07-01,0.679
2002-08-01,0.681
2002-09-01,0.684
2002-10-01,0.683
2002-11-01,0.689
2002-12-01,0.679
2003-01-01,0.665
2003-02-01,0.665
2003-03-01,0.67
2003-04-01,0.674
2003-05-01,0.672
2003-06-01,0.673
2003-07-01,0.677
2003-08-01,0.667
2003-09-01,0.67
2003-10-01,0.695
2003-11-01,0.698
2003-12-01,0.694
2004-01-01,0.688
2004-02-01,0.708
2004-03-01,0.718
2004-04-01,0.703
2004-05-01,0.717
2004-06-01,0.734
2004-07-01,0.759
2004-08-01,0.758
2004-09-01,0.72
2004-10-01,0.744
2004-11-01,0.737
2004-12-01,0.736
2005-01-01,0.748
2005-02-01,0.764
2005-03-01,0.77
2005-04-01,0.768
2005-05-01,0.764
2005-06-01,0.778
