"Date","CUURA101SEFV"
1968-12-01,34.2
1969-01-01,34.3
1969-02-01,34.3
1969-03-01,34.5
1969-04-01,34.9
1969-05-01,35.1
1969-06-01,35.3
1969-07-01,35.8
1969-08-01,35.7
1969-09-01,36
1969-10-01,36.8
1969-11-01,37.2
1969-12-01,37.5
1970-01-01,37.7
1970-02-01,38
1970-03-01,38.4
1970-04-01,39.5
1970-05-01,39.6
1970-06-01,39.7
1970-07-01,40
1970-08-01,40
1970-09-01,40
1970-10-01,40.1
1970-11-01,40.3
1970-12-01,40.4
1971-01-01,40.8
1971-02-01,41.1
1971-03-01,41.2
1971-04-01,41.3
1971-05-01,41.6
1971-06-01,42.1
1971-07-01,42.4
1971-08-01,42.6
1971-09-01,42.8
1971-10-01,43
1971-11-01,43
1971-12-01,43
1972-01-01,43
1972-02-01,43.1
1972-03-01,43.4
1972-04-01,43.6
1972-05-01,43.8
1972-06-01,44.3
1972-07-01,44.4
1972-08-01,44.7
1972-09-01,44.8
1972-10-01,44.8
1972-11-01,45
1972-12-01,45.1
1973-01-01,45.3
1973-02-01,45.4
1973-03-01,45.8
1973-04-01,45.9
1973-05-01,46.4
1973-06-01,46.6
1973-07-01,46.8
1973-08-01,46.9
1973-09-01,47.9
1973-10-01,48.6
1973-11-01,49.1
1973-12-01,49.4
1974-01-01,49.5
1974-02-01,49.9
1974-03-01,50.4
1974-04-01,51.1
1974-05-01,51.5
1974-06-01,51.9
1974-07-01,52.5
1974-08-01,53.1
1974-09-01,53.2
1974-10-01,53.9
1974-11-01,54.2
1974-12-01,54.4
1975-01-01,54.7
1975-02-01,55.3
1975-03-01,55.8
1975-04-01,55.9
1975-05-01,56
1975-06-01,55.9
1975-07-01,56.1
1975-08-01,56.4
1975-09-01,56.7
1975-10-01,56.9
1975-11-01,57.2
1975-12-01,57.4
1976-01-01,57.5
1976-02-01,57.9
1976-03-01,58.2
1976-04-01,58.6
1976-05-01,59
1976-06-01,59.1
1976-07-01,59.3
1976-08-01,59.3
1976-09-01,59.4
1976-10-01,59.5
1976-11-01,59.7
1976-12-01,60
1977-01-01,60.1
1977-02-01,60.2
1977-03-01,60.5
1977-04-01,61.1
1977-05-01,61.5
1977-06-01,61.6
1977-07-01,61.9
1977-08-01,62.1
1977-09-01,62.1
1977-10-01,62.2
1977-11-01,62.6
1977-12-01,63.1
1978-01-01,63.7
1978-02-01,64.1
1978-03-01,64.4
1978-04-01,65.2
1978-05-01,65.5
1978-06-01,65.5
1978-07-01,66.2
1978-08-01,66.2
1978-09-01,66.9
1978-10-01,67.2
1978-11-01,67.5
1978-12-01,67.7
1979-01-01,68.1
1979-02-01,68.7
1979-03-01,69.1
1979-04-01,69.5
1979-05-01,70.1
1979-06-01,70.5
1979-07-01,71.1
1979-08-01,71.4
1979-09-01,72.2
1979-10-01,73.7
1979-11-01,73.8
1979-12-01,74.8
1980-01-01,75.7
1980-02-01,75.7
1980-03-01,77.7
1980-04-01,78.4
1980-05-01,78.5
1980-06-01,78.5
1980-07-01,78.6
1980-08-01,80.7
1980-09-01,81.2
1980-10-01,81.7
1980-11-01,82.9
1980-12-01,83.2
1981-01-01,85
1981-02-01,85.8
1981-03-01,85.9
1981-04-01,87.7
1981-05-01,88.5
1981-06-01,89
1981-07-01,90.2
1981-08-01,91.2
1981-09-01,91.6
1981-10-01,91.6
1981-11-01,91.7
1981-12-01,91.8
1982-01-01,93.8
1982-02-01,93.9
1982-03-01,94.3
1982-04-01,94.4
1982-05-01,94.8
1982-06-01,95.7
1982-07-01,95.7
1982-08-01,95.9
1982-09-01,96.3
1982-10-01,96.4
1982-11-01,96.6
1982-12-01,96.9
1983-01-01,97.3
1983-02-01,97.8
1983-03-01,97.6
1983-04-01,98.3
1983-05-01,98.9
1983-06-01,98.8
1983-07-01,98.8
1983-08-01,99
1983-09-01,101
1983-10-01,101.7
1983-11-01,101.7
1983-12-01,102
1984-01-01,102.2
1984-02-01,102.5
1984-03-01,104.1
1984-04-01,103.9
1984-05-01,104.8
1984-06-01,104.6
1984-07-01,105.7
1984-08-01,106.1
1984-09-01,105.8
1984-10-01,106.5
1984-11-01,107.4
1984-12-01,108.6
1985-01-01,108.6
1985-02-01,108.9
1985-03-01,109
1985-04-01,111.3
1985-05-01,111.4
1985-06-01,111.5
1985-07-01,111.5
1985-08-01,112.2
1985-09-01,113.3
1985-10-01,113.6
1985-11-01,114
1985-12-01,115.1
1986-01-01,115.1
1986-02-01,115.3
1986-03-01,116.5
1986-04-01,117.8
1986-05-01,119.6
1986-06-01,119.7
1986-07-01,119.9
1986-08-01,120.4
1986-09-01,120.2
1986-10-01,121.5
1986-11-01,122.3
1986-12-01,123.3
1987-01-01,124
1987-02-01,123.6
1987-03-01,123.9
1987-04-01,124
1987-05-01,124.1
1987-06-01,125.4
1987-07-01,125.9
1987-08-01,126.4
1987-09-01,127.9
1987-10-01,128.3
1987-11-01,128.9
1987-12-01,128.9
1988-01-01,129.7
1988-02-01,129.8
1988-03-01,130.2
1988-04-01,131
1988-05-01,131
1988-06-01,131.2
1988-07-01,132
1988-08-01,132.1
1988-09-01,132.5
1988-10-01,132.8
1988-11-01,133.2
1988-12-01,133.4
1989-01-01,134.8
1989-02-01,137
1989-03-01,137.5
1989-04-01,138.2
1989-05-01,138.8
1989-06-01,139.1
1989-07-01,139.7
1989-08-01,140
1989-09-01,140.2
1989-10-01,140.6
1989-11-01,140.6
1989-12-01,140.9
1990-01-01,141.7
1990-02-01,142.2
1990-03-01,143.6
1990-04-01,143.8
1990-05-01,143.7
1990-06-01,144
1990-07-01,144.3
1990-08-01,145
1990-09-01,145.6
1990-10-01,145.7
1990-11-01,146.3
1990-12-01,146.8
1991-01-01,146.7
1991-02-01,147.1
1991-03-01,147.5
1991-04-01,148.8
1991-05-01,148.9
1991-06-01,149.3
1991-07-01,149.3
1991-08-01,149.2
1991-09-01,149.5
1991-10-01,149.7
1991-11-01,149.8
1991-12-01,149.9
1992-01-01,149.3
1992-02-01,149.7
1992-03-01,149.6
1992-04-01,150
1992-05-01,150.1
1992-06-01,150.5
1992-07-01,150
1992-08-01,150.2
1992-09-01,150.4
1992-10-01,150.5
1992-11-01,151.4
1992-12-01,150.9
1993-01-01,151.5
1993-02-01,151.9
1993-03-01,152.2
1993-04-01,152.3
1993-05-01,152.3
1993-06-01,152.6
1993-07-01,151.7
1993-08-01,151.9
1993-09-01,151.8
1993-10-01,152.2
1993-11-01,152.7
1993-12-01,152.9
1994-01-01,153
1994-02-01,152.8
1994-03-01,153.2
1994-04-01,153.1
1994-05-01,153.3
1994-06-01,153
1994-07-01,153.4
1994-08-01,153.5
1994-09-01,154.4
1994-10-01,154.7
1994-11-01,154.8
1994-12-01,155
1995-01-01,156.1
1995-02-01,156.4
1995-03-01,156.6
1995-04-01,156.9
1995-05-01,157
1995-06-01,157.4
1995-07-01,157.7
1995-08-01,158
1995-09-01,158.3
1995-10-01,158.5
1995-11-01,158.6
1995-12-01,158.7
1996-01-01,158.9
1996-02-01,159.4
1996-03-01,159.6
1996-04-01,160
1996-05-01,160.7
1996-06-01,161
1996-07-01,161.2
1996-08-01,161.3
1996-09-01,161.3
1996-10-01,162.3
1996-11-01,162.1
1996-12-01,162.2
1997-01-01,162.1
1997-02-01,162.6
1997-03-01,163.6
1997-04-01,163.6
1997-05-01,164
1997-06-01,164.3
1997-07-01,164.9
1997-08-01,165.1
1997-09-01,165.4
1997-10-01,165.6
1997-11-01,166.2
1997-12-01,166.4
1998-01-01,166.6
1998-02-01,167.1
1998-03-01,167.7
1998-04-01,168
1998-05-01,168.4
1998-06-01,167.4
1998-07-01,168.5
1998-08-01,169.2
1998-09-01,170.5
1998-10-01,170.7
1998-11-01,171.8
1998-12-01,171.8
1999-01-01,172.6
1999-02-01,172
1999-03-01,172.6
1999-04-01,173.2
1999-05-01,174.1
1999-06-01,174.4
1999-07-01,175
1999-08-01,175.4
1999-09-01,175.1
1999-10-01,175.6
1999-11-01,175.4
1999-12-01,175.6
2000-01-01,175.8
2000-02-01,176
2000-03-01,176.3
2000-04-01,176.9
2000-05-01,177.1
2000-06-01,177.2
2000-07-01,177.5
2000-08-01,177.3
2000-09-01,178
2000-10-01,178.1
2000-11-01,178.8
2000-12-01,179.1
2001-01-01,179.4
2001-02-01,179
2001-03-01,181
2001-04-01,181.3
2001-05-01,181.2
2001-06-01,181.5
2001-07-01,181.8
2001-08-01,182.2
2001-09-01,182.6
2001-10-01,182.6
2001-11-01,183.1
2001-12-01,183.7
2002-01-01,184.3
2002-02-01,184.4
2002-03-01,184.1
2002-04-01,185
2002-05-01,185
2002-06-01,185.6
2002-07-01,186
2002-08-01,187
2002-09-01,187.4
2002-10-01,187.3
2002-11-01,187.7
2002-12-01,187.5
2003-01-01,185.1
2003-02-01,188.2
2003-03-01,188.6
2003-04-01,188.8
2003-05-01,189
2003-06-01,189.1
2003-07-01,189.8
2003-08-01,189.9
2003-09-01,189.8
2003-10-01,189.6
2003-11-01,190.3
2003-12-01,191.4
2004-01-01,192.4
2004-02-01,193.2
2004-03-01,193.9
2004-04-01,193.7
2004-05-01,194.8
2004-06-01,195.3
2004-07-01,196.2
2004-08-01,196.3
2004-09-01,196.3
2004-10-01,196.9
2004-11-01,197.7
2004-12-01,197.2
2005-01-01,198.4
2005-02-01,198.9
2005-03-01,198.8
2005-04-01,199.7
2005-05-01,199.8
2005-06-01,200.3
2005-07-01,201.2
2005-08-01,202.3
2005-09-01,202
2005-10-01,202.3
2005-11-01,202.3
2005-12-01,202.6
2006-01-01,204.5
2006-02-01,205.2
2006-03-01,206.5
2006-04-01,206.3
2006-05-01,207.4
2006-06-01,208.8
2006-07-01,209.7
2006-08-01,210.6
2006-09-01,210.2
2006-10-01,212.4
2006-11-01,212.5
2006-12-01,212.8
2007-01-01,213.379
2007-02-01,213.847
2007-03-01,214.038
2007-04-01,214.613
2007-05-01,214.605
2007-06-01,216.57
2007-07-01,218.537
2007-08-01,219.114
2007-09-01,219.793
2007-10-01,220.796
2007-11-01,221.627
2007-12-01,221.743
2008-01-01,222.274
2008-02-01,223.624
2008-03-01,224.132
2008-04-01,225.469
2008-05-01,226.328
2008-06-01,226.122
2008-07-01,227.536
2008-08-01,228.174
2008-09-01,230.353
2008-10-01,230.968
2008-11-01,231.728
2008-12-01,232.258
2009-01-01,232.16
2009-02-01,233.136
2009-03-01,233.199
2009-04-01,234.007
2009-05-01,234.244
2009-06-01,234.85
2009-07-01,234.689
2009-08-01,235.029
2009-09-01,234.967
2009-10-01,235.475
2009-11-01,235.786
2009-12-01,235.787
2010-01-01,235.985
2010-02-01,235.622
2010-03-01,235.836
2010-04-01,235.728
2010-05-01,235.834
2010-06-01,236.572
2010-07-01,236.842
2010-08-01,237.2
2010-09-01,237.943
2010-10-01,238.071
2010-11-01,237.507
2010-12-01,238.159
2011-01-01,238.689
2011-02-01,239.503
2011-03-01,239.802
2011-04-01,241.003
2011-05-01,241.751
2011-06-01,243.078
2011-07-01,243.772
2011-08-01,244.417
2011-09-01,244.746
2011-10-01,245.045
2011-11-01,244.831
2011-12-01,245.155
2012-01-01,247.043
2012-02-01,247.169
2012-03-01,247.632
2012-04-01,248.345
2012-05-01,248.953
2012-06-01,249.357
2012-07-01,250.052
2012-08-01,250.857
2012-09-01,251.001
2012-10-01,251.262
2012-11-01,251.385
2012-12-01,250.607
2013-01-01,251.029
2013-02-01,251.087
2013-03-01,251.418
2013-04-01,252.502
2013-05-01,252.233
2013-06-01,252.848
2013-07-01,253.232
2013-08-01,253.645
2013-09-01,252.886
2013-10-01,252.03
2013-11-01,253.466
2013-12-01,253.684
2014-01-01,254.255
2014-02-01,254.884
2014-03-01,255.034
2014-04-01,255.141
2014-05-01,255.279
2014-06-01,255.908
2014-07-01,259.4
2014-08-01,259.709
2014-09-01,260.756
2014-10-01,261.635
2014-11-01,261.856
2014-12-01,261.767
2015-01-01,261.803
2015-02-01,262.549
2015-03-01,262.687
2015-04-01,262.786
2015-05-01,264.191
2015-06-01,264.286
2015-07-01,264.876
2015-08-01,264.98
2015-09-01,266.439
2015-10-01,266.39
2015-11-01,267.327
2015-12-01,267.39
2016-01-01,269.68
2016-02-01,270.223
2016-03-01,271.062
2016-04-01,272.192
2016-05-01,272.376
2016-06-01,272.814
2016-07-01,274.078
2016-08-01,274.357
2016-09-01,275.078
2016-10-01,276.025
2016-11-01,276.552
2016-12-01,276.672
2017-01-01,277.261
2017-02-01,276.661
2017-03-01,278.974
2017-04-01,279.083
2017-05-01,279.58
2017-06-01,279.633
2017-07-01,279.985
2017-08-01,280.119
2017-09-01,281.109
2017-10-01,281.995
2017-11-01,282.774
2017-12-01,283.526
2018-01-01,284.097
2018-02-01,284.932
2018-03-01,285.765
2018-04-01,287.238
2018-05-01,289.241
2018-06-01,289.637
2018-07-01,289.604
2018-08-01,289.699
2018-09-01,290.532
2018-10-01,290.286
2018-11-01,290.423
2018-12-01,291.13
2019-01-01,292.168
2019-02-01,293.474
2019-03-01,293.993
2019-04-01,294.575
2019-05-01,295.465
2019-06-01,296.138
2019-07-01,296.627
2019-08-01,298.723
2019-09-01,298.868
2019-10-01,298.679
2019-11-01,298.94
2019-12-01,300.22
2020-01-01,299.909
2020-02-01,300.707
2020-03-01,300.566
2020-04-01,304.31
2020-05-01,306.452
2020-06-01,308.662
2020-07-01,306.433
2020-08-01,308.617
2020-09-01,309.803
2020-10-01,312.912
2020-11-01,312.624
2020-12-01,313.944
2021-01-01,314.528
2021-02-01,315.561
2021-03-01,316.538
2021-04-01,317.349
2021-05-01,318.164
2021-06-01,320.23
2021-07-01,322.358
2021-08-01,324.261
2021-09-01,330.107
2021-10-01,332.368
2021-11-01,335.227
2021-12-01,335.567
2022-01-01,337.654
2022-02-01,336.07
2022-03-01,335.373
2022-04-01,339.119
2022-05-01,341.316
2022-06-01,344.116
2022-07-01,346.473
2022-08-01,347.972
2022-09-01,349.964
2022-10-01,352.119
2022-11-01,355.506
2022-12-01,356.802
2023-01-01,359.527
2023-02-01,359.184
2023-03-01,363.701
2023-04-01,365.015
2023-05-01,365.661
2023-06-01,368.988
2023-07-01,368.822
2023-08-01,370.322
2023-09-01,370.998
2023-10-01,372.364
2023-11-01,375.272
