"Date","CCRETT01USM661N"
1970-01-01,125.3827867384
1970-02-01,126.188145944586
1970-03-01,125.766508767272
1970-04-01,125.966924701969
1970-05-01,126.132637903623
1970-06-01,125.636173460076
1970-07-01,125.335042083723
1970-08-01,124.773183498848
1970-09-01,124.78845812337
1970-10-01,124.713506954974
1970-11-01,125.139937201308
1970-12-01,125.285373183855
1971-01-01,124.01798115622
1971-02-01,123.983229214494
1971-03-01,123.449029452934
1971-04-01,122.961380668641
1971-05-01,122.775563040986
1971-06-01,123.622528982105
1971-07-01,123.175111240932
1971-08-01,122.040077679899
1971-09-01,120.111850550472
1971-10-01,117.997445542546
1971-11-01,117.769959236874
1971-12-01,116.13191650678
1972-01-01,113.86800021991
1972-02-01,113.274267865779
1972-03-01,112.523745278448
1972-04-01,112.231265400257
1972-05-01,111.843438203685
1972-06-01,111.431218932863
1972-07-01,111.868649458592
1972-08-01,111.253008050767
1972-09-01,110.980643259293
1972-10-01,111.474990650464
1972-11-01,111.948007731384
1972-12-01,111.78853437319
1973-01-01,110.512764856435
1973-02-01,105.974568312236
1973-03-01,102.293879592354
1973-04-01,102.59980821065
1973-05-01,101.631617198716
1973-06-01,99.795964810539
1973-07-01,97.1638802161615
1973-08-01,99.284622323737
1973-09-01,98.5065227562319
1973-10-01,98.1500337980867
1973-11-01,100.583379131351
1973-12-01,101.226906326424
1974-01-01,102.864695569655
1974-02-01,100.241197831035
1974-03-01,98.5198507112693
1974-04-01,96.4367718613863
1974-05-01,95.9634204568226
1974-06-01,97.0873233547982
1974-07-01,97.5064935435871
1974-08-01,99.3977500023381
1974-09-01,99.8975621546953
1974-10-01,99.0090032890931
1974-11-01,98.219289046417
1974-12-01,97.9319122562559
1975-01-01,96.7798728475997
1975-02-01,95.7563565338376
1975-03-01,95.1072165384253
1975-04-01,95.5833688464303
1975-05-01,95.242279499084
1975-06-01,95.4886303836297
1975-07-01,98.0058507195382
1975-08-01,99.5389232020654
1975-09-01,99.782852033393
1975-10-01,99.4119268377452
1975-11-01,99.5951011572908
1975-12-01,100.340306321088
1976-01-01,99.2554143957475
1976-02-01,98.545830277489
1976-03-01,98.6575123388478
1976-04-01,98.3117543682634
1976-05-01,98.5775238961501
1976-06-01,98.8736991469314
1976-07-01,98.4221979090969
1976-08-01,98.5614634014952
1976-09-01,98.3568051241884
1976-10-01,98.4484875590452
1976-11-01,99.0376466368745
1976-12-01,98.9672541066128
1977-01-01,97.9654778608925
1977-02-01,98.3320977606546
1977-03-01,98.4344212391657
1977-04-01,97.7738202123353
1977-05-01,97.5859111776868
1977-06-01,97.5855090634786
1977-07-01,96.64352909114
1977-08-01,97.0712195110107
1977-09-01,96.8423730149979
1977-10-01,95.7897105188996
1977-11-01,95.1288457412188
1977-12-01,93.7009703826052
1978-01-01,92.9792837465793
1978-02-01,92.794837410993
1978-03-01,92.1346808879471
1978-04-01,91.6562137671727
1978-05-01,92.6377559440334
1978-06-01,91.7237468530076
1978-07-01,89.5220767296008
1978-08-01,87.8788013057782
1978-09-01,88.4106358322375
1978-10-01,86.8476287722575
1978-11-01,88.8741890109974
1978-12-01,89.582115591235
1979-01-01,89.7532629954698
1979-02-01,90.6171399594568
1979-03-01,91.0108243014744
1979-04-01,92.0576552062694
1979-05-01,93.0414480608865
1979-06-01,93.5161130862534
1979-07-01,92.080870974449
1979-08-01,93.032354981583
1979-09-01,93.0628703848075
1979-10-01,94.2746924017565
1979-11-01,96.2750586279418
1979-12-01,95.5633720271856
1980-01-01,95.1568493289817
1980-02-01,95.9969488924464
1980-03-01,99.2224337046094
1980-04-01,99.9751533530232
1980-05-01,96.0350577834626
1980-06-01,94.4414762056969
1980-07-01,93.6148666528947
1980-08-01,94.8074309360806
1980-09-01,93.6402224834463
1980-10-01,93.9159864757914
1980-11-01,95.8715903239865
1980-12-01,97.0564788962012
1981-01-01,95.9813406244141
1981-02-01,98.8194696931836
1981-03-01,98.9490941811334
1981-04-01,100.46171759343
1981-05-01,103.226963535208
1981-06-01,105.229505802351
1981-07-01,108.057591813621
1981-08-01,109.847911260879
1981-09-01,107.708935757291
1981-10-01,106.567732710032
1981-11-01,104.604371268737
1981-12-01,104.440497462929
1982-01-01,105.550573537254
1982-02-01,108.852634713532
1982-03-01,110.98114723639
1982-04-01,111.637788469828
1982-05-01,109.960432809465
1982-06-01,115.120385239383
1982-07-01,116.761698035044
1982-08-01,116.30830624665
1982-09-01,117.88999169859
1982-10-01,119.506751201239
1982-11-01,119.03010230121
1982-12-01,114.158890437428
1983-01-01,115.24523828616
1983-02-01,116.160155612327
1983-03-01,116.473980252294
1983-04-01,117.027854758321
1983-05-01,116.93850150537
1983-06-01,118.656131002935
1983-07-01,119.306512538094
1983-08-01,121.050231504768
1983-09-01,120.977691611183
1983-10-01,119.090067880861
1983-11-01,120.437647566615
1983-12-01,121.35462679178
1984-01-01,121.874979420184
1984-02-01,120.494374731811
1984-03-01,118.719413020969
1984-04-01,119.450817392518
1984-05-01,121.944205457939
1984-06-01,122.812663549723
1984-07-01,125.86773792886
1984-08-01,126.219481161254
1984-09-01,128.078799945109
1984-10-01,129.033162853469
1984-11-01,127.934056343369
1984-12-01,129.803284960971
1985-01-01,131.249678114551
1985-02-01,134.424865985797
1985-03-01,135.069090300459
1985-04-01,131.219366431439
1985-05-01,132.178182125366
1985-06-01,131.833415743559
1985-07-01,129.329260829251
1985-08-01,127.80693267323
1985-09-01,128.925155176941
1985-10-01,123.622125112503
1985-11-01,122.718385941072
1985-12-01,121.690934202327
1986-01-01,120.06487639161
1986-02-01,115.70798642459
1986-03-01,113.097500399817
1986-04-01,111.903261871272
1986-05-01,109.728454252375
1986-06-01,111.322518951951
1986-07-01,108.447382731365
1986-08-01,106.878514681758
1986-09-01,106.894354010604
1986-10-01,106.859977195497
1986-11-01,108.354073136184
1986-12-01,107.543837379092
1987-01-01,104.165952482568
1987-02-01,103.255153939812
1987-03-01,102.657213468292
1987-04-01,100.093319718654
1987-05-01,99.4010394472687
1987-06-01,100.606146290227
1987-07-01,102.034103180015
1987-08-01,101.781505964511
1987-09-01,99.9491121154492
1987-10-01,99.708645658798
1987-11-01,96.7401631353689
1987-12-01,94.04483540555
1988-01-01,93.4836451213443
1988-02-01,94.1544372343191
1988-03-01,92.8409000371456
1988-04-01,91.9404571642343
1988-05-01,92.0462958566542
1988-06-01,93.310789193997
1988-07-01,95.7691342588591
1988-08-01,96.7491773911792
1988-09-01,96.8976389672935
1988-10-01,94.9080992625536
1988-11-01,92.4099700845623
1988-12-01,92.129835977444
1989-01-01,93.613036530853
1989-02-01,93.9373247057508
1989-03-01,94.7716956676981
1989-04-01,94.8951157809814
1989-05-01,96.581387998989
1989-06-01,98.2305339228128
1989-07-01,96.5142608000951
1989-08-01,96.6836542478291
1989-09-01,97.4729790605132
