"Date","APU0000717312"
1980-01-01,3.214
1980-02-01,3.27
1980-03-01,3.2
1980-04-01,3.147
1980-05-01,3.167
1980-06-01,3.144
1980-07-01,3.213
1980-08-01,3.182
1980-09-01,3.072
1980-10-01,3.013
1980-11-01,2.875
1980-12-01,2.772
1981-01-01,2.744
1981-02-01,2.588
1981-03-01,2.533
1981-04-01,2.51
1981-05-01,2.489
1981-06-01,2.495
1981-07-01,2.461
1981-08-01,2.445
1981-09-01,2.436
1981-10-01,2.44
1981-11-01,NA
1981-12-01,2.498
1982-01-01,2.48
1982-02-01,2.594
1982-03-01,2.605
1982-04-01,2.608
1982-05-01,2.613
1982-06-01,2.595
1982-07-01,2.566
1982-08-01,2.579
1982-09-01,2.565
1982-10-01,2.542
1982-11-01,2.533
1982-12-01,2.538
1983-01-01,2.555
1983-02-01,2.571
1983-03-01,2.537
1983-04-01,2.532
1983-05-01,2.528
1983-06-01,2.52
1983-07-01,2.507
1983-08-01,2.525
1983-09-01,2.5
1983-10-01,2.51
1983-11-01,2.534
1983-12-01,2.512
1984-01-01,2.556
1984-02-01,2.611
1984-03-01,2.589
1984-04-01,2.599
1984-05-01,2.612
1984-06-01,2.647
1984-07-01,2.671
1984-08-01,2.664
1984-09-01,2.677
1984-10-01,2.686
1984-11-01,2.675
1984-12-01,2.685
1985-01-01,2.685
1985-02-01,2.705
1985-03-01,2.709
1985-04-01,2.701
1985-05-01,2.693
1985-06-01,2.698
1985-07-01,2.701
1985-08-01,2.649
1985-09-01,2.637
1985-10-01,2.648
1985-11-01,2.637
1985-12-01,2.559
1986-01-01,2.762
1986-02-01,3.601
1986-03-01,3.805
1986-04-01,3.737
1986-05-01,3.698
1986-06-01,3.666
1986-07-01,3.593
1986-08-01,3.458
1986-09-01,3.262
1986-10-01,3.245
1986-11-01,3.281
1986-12-01,3.275
1987-01-01,3.244
1987-02-01,3.165
1987-03-01,3.109
1987-04-01,3.015
1987-05-01,2.917
1987-06-01,2.904
1987-07-01,2.874
1987-08-01,2.777
1987-09-01,2.816
1987-10-01,2.88
1987-11-01,2.76
1987-12-01,2.729
1988-01-01,2.83
1988-02-01,2.833
1988-03-01,2.768
1988-04-01,2.845
1988-05-01,2.827
1988-06-01,2.812
1988-07-01,2.847
1988-08-01,2.831
