"Date","CUUR0200SETA02"
1995-07-01,158.7
1995-08-01,158
1995-09-01,157.5
1995-10-01,158.1
1995-11-01,158.6
1995-12-01,158.9
1996-01-01,158.7
1996-02-01,158.3
1996-03-01,157.9
1996-04-01,158
1996-05-01,158.1
1996-06-01,157.6
1996-07-01,157.1
1996-08-01,156.8
1996-09-01,157.2
1996-10-01,157.2
1996-11-01,156.6
1996-12-01,155.6
1997-01-01,154.8
1997-02-01,154.5
1997-03-01,154.6
1997-04-01,154.5
1997-05-01,154
1997-06-01,151.9
1997-07-01,149.9
1997-08-01,148.4
1997-09-01,148.1
1997-10-01,147.8
1997-11-01,147.5
1997-12-01,147.7
1998-01-01,147.9
1998-02-01,148.1
1998-03-01,146.8
1998-04-01,147.6
1998-05-01,149.5
1998-06-01,150.6
1998-07-01,151
1998-08-01,150.6
1998-09-01,151.5
1998-10-01,152.7
1998-11-01,153.8
1998-12-01,153.1
1999-01-01,150.8
1999-02-01,148.5
1999-03-01,147.5
1999-04-01,148.2
1999-05-01,149.5
1999-06-01,150.7
1999-07-01,152
1999-08-01,153.3
1999-09-01,155.1
1999-10-01,155.9
1999-11-01,155.7
1999-12-01,155
2000-01-01,153.9
2000-02-01,153.1
2000-03-01,153
2000-04-01,153.9
2000-05-01,155.3
2000-06-01,155.7
2000-07-01,155.3
2000-08-01,155.3
2000-09-01,156.6
2000-10-01,158.5
2000-11-01,160.1
2000-12-01,161.2
2001-01-01,161.5
2001-02-01,161.4
2001-03-01,160.9
2001-04-01,160.6
2001-05-01,159.8
2001-06-01,159.6
2001-07-01,158.8
2001-08-01,158.6
2001-09-01,157.9
2001-10-01,158.2
2001-11-01,157.8
2001-12-01,157.7
2002-01-01,156.1
2002-02-01,154.4
2002-03-01,152.6
2002-04-01,152.3
2002-05-01,152.2
2002-06-01,152.5
2002-07-01,153.1
2002-08-01,153.9
2002-09-01,152.6
2002-10-01,150.9
2002-11-01,149
2002-12-01,148.8
2003-01-01,148.8
2003-02-01,148.9
2003-03-01,149
2003-04-01,149
2003-05-01,148.5
2003-06-01,147.9
2003-07-01,146.2
2003-08-01,143.7
2003-09-01,139.4
2003-10-01,135.4
2003-11-01,132.2
2003-12-01,131.1
2004-01-01,130.8
2004-02-01,131
2004-03-01,131.2
2004-04-01,131.4
2004-05-01,131.9
2004-06-01,130.8
2004-07-01,132.3
2004-08-01,134.1
2004-09-01,136.9
2004-10-01,137.3
2004-11-01,137.4
2004-12-01,138.1
2005-01-01,138.4
2005-02-01,138.6
2005-03-01,138.7
2005-04-01,139.1
2005-05-01,139.9
2005-06-01,140.8
2005-07-01,142
2005-08-01,142.8
2005-09-01,142.3
2005-10-01,141.3
2005-11-01,140
2005-12-01,139.9
2006-01-01,140.1
2006-02-01,140.3
2006-03-01,140.8
2006-04-01,141.3
2006-05-01,141.9
2006-06-01,142.6
2006-07-01,143.3
2006-08-01,143.6
2006-09-01,142.3
2006-10-01,140.5
2006-11-01,138.5
2006-12-01,137.4
2007-01-01,136.403
2007-02-01,135.702
2007-03-01,135.392
2007-04-01,135.231
2007-05-01,135.229
2007-06-01,135.72
2007-07-01,136.619
2007-08-01,137.724
2007-09-01,137.793
2007-10-01,137.676
2007-11-01,137.45
2007-12-01,137.885
2008-01-01,138.248
2008-02-01,138.36
2008-03-01,138.38
2008-04-01,138.071
2008-05-01,137.63
2008-06-01,137.29
2008-07-01,137.169
2008-08-01,136.807
2008-09-01,134.485
2008-10-01,131.559
2008-11-01,128.8
2008-12-01,127.702
2009-01-01,126.535
2009-02-01,124.278
2009-03-01,122.143
2009-04-01,121.729
2009-05-01,122.942
2009-06-01,124.495
2009-07-01,125.231
2009-08-01,128.295
2009-09-01,129.706
2009-10-01,132.958
2009-11-01,134.261
2009-12-01,137.433
2010-01-01,139.185
2010-02-01,140.308
2010-03-01,140.889
2010-04-01,141.489
2010-05-01,142.772
2010-06-01,144.726
2010-07-01,146.816
2010-08-01,148.367
2010-09-01,146.774
2010-10-01,145.02
2010-11-01,143.351
2010-12-01,143.568
2011-01-01,143.762
2011-02-01,144.309
2011-03-01,145.556
2011-04-01,147.571
2011-05-01,149.991
2011-06-01,153.664
2011-07-01,156.231
2011-08-01,157.942
2011-09-01,155.776
2011-10-01,153.679
2011-11-01,151.324
2011-12-01,150.11
2012-01-01,149.082
2012-02-01,149.007
2012-03-01,150.694
2012-04-01,153.179
2012-05-01,155.797
2012-06-01,157.627
2012-07-01,158.066
2012-08-01,156.844
2012-09-01,153.208
2012-10-01,150.207
2012-11-01,147.671
2012-12-01,147.024
2013-01-01,147.031
2013-02-01,148.349
2013-03-01,150.406
2013-04-01,151.846
2013-05-01,152.767
2013-06-01,153.38
2013-07-01,154.021
2013-08-01,154.616
2013-09-01,153.071
2013-10-01,151.468
2013-11-01,149.546
2013-12-01,148.867
2014-01-01,147.967
2014-02-01,148.179
2014-03-01,149.611
2014-04-01,151.405
2014-05-01,152.542
2014-06-01,153.24
2014-07-01,154.114
2014-08-01,154.462
2014-09-01,151.997
2014-10-01,148.634
2014-11-01,144.778
2014-12-01,142.324
2015-01-01,141.597
2015-02-01,143.466
2015-03-01,147.134
2015-04-01,150.055
2015-05-01,151.09
2015-06-01,151.403
2015-07-01,151.545
2015-08-01,151.385
2015-09-01,148.968
2015-10-01,146.29
2015-11-01,143.518
2015-12-01,142.725
2016-01-01,142.892
2016-02-01,144.399
2016-03-01,146.614
2016-04-01,148.092
2016-05-01,147.886
2016-06-01,147.087
2016-07-01,146.282
2016-08-01,145.698
2016-09-01,143.225
2016-10-01,140.615
2016-11-01,138.451
2016-12-01,138.152
2017-01-01,138.051
2017-02-01,138.424
2017-03-01,139.845
2017-04-01,140.92
2017-05-01,141.096
2017-06-01,140.044
2017-07-01,139.402
2017-08-01,139.009
2017-09-01,136.715
2017-10-01,135.278
2017-11-01,134.252
2017-12-01,135.56
2018-01-01,136.232
2018-02-01,137.587
2018-03-01,139.658
2018-04-01,138.984
2018-05-01,137.762
2018-06-01,138.199
2018-07-01,139.892
2018-08-01,140.213
2018-09-01,133.797
2018-10-01,135.414
2018-11-01,136.638
2018-12-01,136.799
2019-01-01,137.526
2019-02-01,138.09
2019-03-01,139.498
2019-04-01,139.697
2019-05-01,138.123
2019-06-01,140.351
2019-07-01,142.013
2019-08-01,143.379
2019-09-01,137.885
2019-10-01,137.544
2019-11-01,136.124
2019-12-01,135.959
2020-01-01,134.978
2020-02-01,136.4
2020-03-01,139.694
2020-04-01,138.418
2020-05-01,137.421
2020-06-01,135.976
2020-07-01,141.128
2020-08-01,149.39
2020-09-01,152.937
2020-10-01,154.432
2020-11-01,152.256
2020-12-01,150.443
2021-01-01,149.311
2021-02-01,149.743
2021-03-01,153.483
2021-04-01,168.641
2021-05-01,179.162
2021-06-01,198.907
2021-07-01,200.603
2021-08-01,197.797
2021-09-01,190.025
2021-10-01,194.686
2021-11-01,199.847
2021-12-01,207.038
2022-01-01,210.187
2022-02-01,211.94
2022-03-01,207.335
2022-04-01,206.173
2022-05-01,207.154
2022-06-01,211.477
2022-07-01,212.675
2022-08-01,212.156
2022-09-01,203.195
2022-10-01,198.594
2022-11-01,192.881
2022-12-01,188.271
2023-01-01,185.529
2023-02-01,182.823
2023-03-01,184.897
2023-04-01,193.611
2023-05-01,199.702
2023-06-01,201.968
2023-07-01,202.115
2023-08-01,198.623
2023-09-01,187.52
2023-10-01,185.062
2023-11-01,186.377
