"Date","CUURA000SA0"
1986-12-01,100
1987-01-01,100.6
1987-02-01,101.1
1987-03-01,101.6
1987-04-01,102.2
1987-05-01,102.5
1987-06-01,103
1987-07-01,103.2
1987-08-01,103.8
1987-09-01,104.4
1987-10-01,104.6
1987-11-01,104.8
1987-12-01,104.7
1988-01-01,105
1988-02-01,105.3
1988-03-01,105.7
1988-04-01,106.3
1988-05-01,106.7
1988-06-01,107.2
1988-07-01,107.6
1988-08-01,108.2
1988-09-01,109
1988-10-01,109.2
1988-11-01,109.2
1988-12-01,109.4
1989-01-01,110
1989-02-01,110.5
1989-03-01,111.2
1989-04-01,111.8
1989-05-01,112.4
1989-06-01,112.7
1989-07-01,113.1
1989-08-01,113.2
1989-09-01,113.8
1989-10-01,114.2
1989-11-01,114.3
1989-12-01,114.4
1990-01-01,115.7
1990-02-01,116.3
1990-03-01,117.1
1990-04-01,117.4
1990-05-01,117.5
1990-06-01,118.1
1990-07-01,118.7
1990-08-01,119.6
1990-09-01,120.6
1990-10-01,121.3
1990-11-01,121.5
1990-12-01,121.6
1991-01-01,122.3
1991-02-01,122.5
1991-03-01,122.6
1991-04-01,122.8
1991-05-01,123.3
1991-06-01,123.7
1991-07-01,123.9
1991-08-01,124.2
1991-09-01,124.8
1991-10-01,124.9
1991-11-01,125.2
1991-12-01,125.3
1992-01-01,125.7
1992-02-01,126.1
1992-03-01,126.7
1992-04-01,126.8
1992-05-01,127
1992-06-01,127.5
1992-07-01,127.7
1992-08-01,128.1
1992-09-01,128.5
1992-10-01,128.9
1992-11-01,129
1992-12-01,129
1993-01-01,129.7
1993-02-01,130.3
1993-03-01,130.6
1993-04-01,130.9
1993-05-01,131
1993-06-01,131.1
1993-07-01,131.2
1993-08-01,131.6
1993-09-01,131.9
1993-10-01,132.3
1993-11-01,132.5
1993-12-01,132.5
1994-01-01,132.7
1994-02-01,133.3
1994-03-01,133.9
1994-04-01,133.9
1994-05-01,133.9
1994-06-01,134.3
1994-07-01,134.6
1994-08-01,135.2
1994-09-01,135.4
1994-10-01,135.5
1994-11-01,135.6
1994-12-01,135.6
1995-01-01,136.2
1995-02-01,136.7
1995-03-01,137.2
1995-04-01,137.5
1995-05-01,137.7
1995-06-01,137.9
1995-07-01,137.9
1995-08-01,138.2
1995-09-01,138.5
1995-10-01,138.8
1995-11-01,138.7
1995-12-01,138.6
1996-01-01,139.5
1996-02-01,140
1996-03-01,140.7
1996-04-01,141.1
1996-05-01,141.3
1996-06-01,141.4
1996-07-01,141.7
1996-08-01,141.9
1996-09-01,142.4
1996-10-01,142.7
1996-11-01,142.9
1996-12-01,142.9
1997-01-01,143.6
1997-02-01,144.1
1997-03-01,144.4
1997-04-01,144.5
1997-05-01,144.5
1997-06-01,144.6
1997-07-01,144.8
1997-08-01,145.1
1997-09-01,145.6
1997-10-01,146
1997-11-01,145.8
1997-12-01,145.7
1998-01-01,146
1998-02-01,146.4
1998-03-01,146.6
1998-04-01,147
1998-05-01,147.3
