"Date","CUURA200SAH31"
2009-12-01,100
2010-01-01,100.129
2010-02-01,100.047
2010-03-01,98.94
2010-04-01,97.6
2010-05-01,97.192
2010-06-01,97.167
2010-07-01,96.938
2010-08-01,97.131
2010-09-01,96.093
2010-10-01,96.499
2010-11-01,96.496
2010-12-01,96.242
2011-01-01,96.094
2011-02-01,96.532
2011-03-01,96.853
2011-04-01,96.322
2011-05-01,96.361
2011-06-01,96.208
2011-07-01,95.914
2011-08-01,96.728
2011-09-01,96.976
2011-10-01,96.679
2011-11-01,96.544
2011-12-01,96.879
2012-01-01,96.87
2012-02-01,97.146
2012-03-01,97.222
2012-04-01,96.878
2012-05-01,96.61
2012-06-01,96.86
2012-07-01,96.58
2012-08-01,95.859
2012-09-01,95.782
2012-10-01,96.255
2012-11-01,95.371
2012-12-01,94.607
2013-01-01,94.756
2013-02-01,95.539
2013-03-01,94.685
2013-04-01,95.196
2013-05-01,95.684
2013-06-01,95.494
2013-07-01,94.661
2013-08-01,94.562
2013-09-01,94.396
2013-10-01,94.222
2013-11-01,93.773
2013-12-01,93.786
2014-01-01,94.106
2014-02-01,93.822
2014-03-01,94.003
2014-04-01,93.738
2014-05-01,93.192
2014-06-01,93.404
2014-07-01,92.953
2014-08-01,92.074
2014-09-01,91.903
2014-10-01,92.239
2014-11-01,92.138
2014-12-01,91.985
2015-01-01,91.966
2015-02-01,91.829
2015-03-01,91.589
2015-04-01,92.452
2015-05-01,91.897
2015-06-01,90.785
2015-07-01,90.984
2015-08-01,90.808
2015-09-01,90.793
2015-10-01,90.162
2015-11-01,90.104
2015-12-01,90.047
2016-01-01,90.067
2016-02-01,90.021
2016-03-01,90.121
2016-04-01,89.898
2016-05-01,89.593
2016-06-01,89.161
2016-07-01,89.124
2016-08-01,88.91
2016-09-01,88.512
2016-10-01,88.545
2016-11-01,87.823
2016-12-01,87.659
2017-01-01,88.411
2017-02-01,88.775
2017-03-01,88.553
2017-04-01,88.411
2017-05-01,88.313
2017-06-01,88.015
2017-07-01,86.677
2017-08-01,86.508
2017-09-01,86.323
2017-10-01,86.377
2017-11-01,86.281
2017-12-01,86.506
2018-01-01,86.797
2018-02-01,86.429
2018-03-01,87.176
2018-04-01,87.549
2018-05-01,87.215
2018-06-01,86.652
2018-07-01,85.887
2018-08-01,85.185
2018-09-01,85.936
2018-10-01,85.595
2018-11-01,85.485
2018-12-01,84.98
2019-01-01,85.348
2019-02-01,85.943
2019-03-01,86.166
2019-04-01,85.921
2019-05-01,86.188
2019-06-01,85.309
2019-07-01,85.321
2019-08-01,85.214
2019-09-01,85.514
2019-10-01,85.799
2019-11-01,86.049
2019-12-01,85.594
2020-01-01,86.062
2020-02-01,85.69
2020-03-01,85.196
2020-04-01,84.987
2020-05-01,86.44
2020-06-01,87.343
2020-07-01,87.769
2020-08-01,88.26
2020-09-01,88.538
2020-10-01,89.07
2020-11-01,89.751
2020-12-01,89.225
2021-01-01,88.184
2021-02-01,89.705
2021-03-01,90.254
2021-04-01,90.772
2021-05-01,91.539
2021-06-01,91.616
2021-07-01,92.246
2021-08-01,92.746
2021-09-01,94.547
2021-10-01,95.044
2021-11-01,94.6
2021-12-01,95.579
2022-01-01,98.341
2022-02-01,98.67
2022-03-01,100.021
2022-04-01,100.707
2022-05-01,100.723
2022-06-01,102.102
2022-07-01,102.71
2022-08-01,103.206
2022-09-01,103.706
2022-10-01,104.256
2022-11-01,101.57
2022-12-01,102.112
2023-01-01,102.539
2023-02-01,102.264
2023-03-01,103.811
2023-04-01,102.543
2023-05-01,102.022
2023-06-01,102.001
2023-07-01,103.123
2023-08-01,101.127
2023-09-01,100.735
2023-10-01,104.15
2023-11-01,100.583
