"Date","APUS49A74716"
2015-07-01,4.191
2015-08-01,3.844
2015-09-01,3.367
2015-10-01,3.125
2015-11-01,3.018
2015-12-01,3.009
2016-01-01,3.076
2016-02-01,2.665
2016-03-01,2.903
2016-04-01,2.999
2016-05-01,2.978
2016-06-01,3.05
2016-07-01,3.013
2016-08-01,2.813
2016-09-01,2.919
2016-10-01,2.969
2016-11-01,2.961
2016-12-01,2.872
2017-01-01,2.993
2017-02-01,3.117
2017-03-01,3.204
2017-04-01,3.197
2017-05-01,3.195
2017-06-01,3.143
2017-07-01,3.071
2017-08-01,3.154
2017-09-01,3.316
2017-10-01,3.22
2017-11-01,3.397
2017-12-01,3.283
2018-01-01,3.467
2018-02-01,3.611
2018-03-01,3.677
2018-04-01,3.802
2018-05-01,3.941
2018-06-01,3.896
2018-07-01,3.84
2018-08-01,3.819
2018-09-01,3.883
2018-10-01,4.05
2018-11-01,3.845
2018-12-01,3.615
2019-01-01,3.485
2019-02-01,3.524
2019-03-01,3.681
2019-04-01,4.202
2019-05-01,4.228
2019-06-01,3.962
2019-07-01,3.919
2019-08-01,3.791
2019-09-01,4.006
2019-10-01,4.375
2019-11-01,4.187
2019-12-01,3.879
2020-01-01,3.786
2020-02-01,3.775
2020-03-01,3.517
2020-04-01,3.127
2020-05-01,3.033
2020-06-01,3.189
2020-07-01,3.323
2020-08-01,3.384
2020-09-01,3.419
2020-10-01,3.368
2020-11-01,3.33
2020-12-01,3.355
2021-01-01,3.509
2021-02-01,3.734
2021-03-01,4.027
2021-04-01,4.13
2021-05-01,4.276
2021-06-01,4.526
2021-07-01,4.616
2021-08-01,4.664
2021-09-01,4.677
2021-10-01,4.759
2021-11-01,4.929
2021-12-01,4.958
2022-01-01,4.953
2022-02-01,5.054
2022-03-01,6.069
2022-04-01,6.15
2022-05-01,6.298
2022-06-01,6.677
2022-07-01,6.288
2022-08-01,5.69
2022-09-01,5.829
2022-10-01,6.383
2022-11-01,5.652
2022-12-01,4.881
2023-01-01,4.816
2023-02-01,5.029
2023-03-01,5.196
2023-04-01,5.223
2023-05-01,5.173
2023-06-01,5.227
2023-07-01,5.28
2023-08-01,5.565
2023-09-01,6.107
2023-10-01,6.062
2023-11-01,5.43
