"Date","APUS49A74716"
1981-09-01,1.502
1981-10-01,1.503
1981-11-01,1.504
1981-12-01,1.489
1982-01-01,1.487
1982-02-01,1.455
1982-03-01,1.417
1982-04-01,1.379
1982-05-01,1.389
1982-06-01,1.428
1982-07-01,1.469
1982-08-01,1.459
1982-09-01,1.435
1982-10-01,1.414
1982-11-01,1.389
1982-12-01,1.347
1983-01-01,1.34
1983-02-01,1.298
1983-03-01,1.274
1983-04-01,1.35
1983-05-01,1.409
1983-06-01,1.455
1983-07-01,1.47
1983-08-01,1.443
1983-09-01,1.389
1983-10-01,1.343
1983-11-01,1.338
1983-12-01,1.375
1984-01-01,1.367
1984-02-01,1.334
1984-03-01,1.34
1984-04-01,1.402
1984-05-01,1.421
1984-06-01,1.386
1984-07-01,1.329
1984-08-01,1.299
1984-09-01,1.329
1984-10-01,1.386
1984-11-01,1.392
1984-12-01,1.373
1985-01-01,1.327
1985-02-01,1.314
1985-03-01,1.355
1985-04-01,1.413
1985-05-01,1.425
1985-06-01,1.419
1985-07-01,1.396
1985-08-01,1.344
1985-09-01,1.327
1985-10-01,1.326
1985-11-01,1.31
1985-12-01,1.311
1986-01-01,1.311
1986-02-01,1.273
1986-03-01,1.188
1986-04-01,1.167
1986-05-01,1.2
1986-06-01,1.204
1986-07-01,1.11
1986-08-01,1.043
1986-09-01,1.061
1986-10-01,1.012
1986-11-01,0.99
1986-12-01,0.99
1987-01-01,1.011
1987-02-01,1.109
1987-03-01,1.134
1987-04-01,1.147
1987-05-01,1.147
1987-06-01,1.132
1987-07-01,1.103
1987-08-01,1.109
1987-09-01,1.1
1987-10-01,1.103
1987-11-01,1.093
1987-12-01,1.08
1988-01-01,1.071
1988-02-01,1.051
1988-03-01,1.046
1988-04-01,1.103
1988-05-01,1.125
1988-06-01,1.131
1988-07-01,1.141
1988-08-01,1.14
1988-09-01,1.143
1988-10-01,1.124
1988-11-01,1.104
1988-12-01,1.075
1989-01-01,1.047
1989-02-01,1.063
1989-03-01,1.117
1989-04-01,1.302
1989-05-01,1.33
1989-06-01,1.318
1989-07-01,1.29
1989-08-01,1.234
1989-09-01,1.179
1989-10-01,1.156
1989-11-01,1.117
1989-12-01,1.107
1990-01-01,1.147
1990-02-01,1.176
1990-03-01,1.203
1990-04-01,1.214
1990-05-01,1.253
1990-06-01,1.272
1990-07-01,1.302
1990-08-01,1.396
1990-09-01,1.455
1990-10-01,1.53
1990-11-01,1.528
1990-12-01,1.516
1991-01-01,1.364
1991-02-01,1.23
1991-03-01,1.122
1991-04-01,1.179
1991-05-01,1.28
1991-06-01,1.273
1991-07-01,1.236
1991-08-01,1.261
1991-09-01,1.292
1991-10-01,1.278
1991-11-01,1.274
1991-12-01,1.27
1992-01-01,1.292
1992-02-01,1.322
1992-03-01,1.314
1992-04-01,1.341
1992-05-01,1.41
1992-06-01,1.468
1992-07-01,1.483
1992-08-01,1.477
1992-09-01,1.469
1992-10-01,1.479
1992-11-01,1.511
1992-12-01,1.496
1993-01-01,1.492
1993-02-01,1.498
1993-03-01,1.483
1993-04-01,1.463
1993-05-01,1.454
1993-06-01,1.454
1993-07-01,1.432
1993-08-01,1.407
1993-09-01,1.409
1993-10-01,1.441
1993-11-01,1.409
1993-12-01,1.367
1994-01-01,1.343
1994-02-01,1.345
1994-03-01,1.358
1994-04-01,1.376
1994-05-01,1.386
1994-06-01,1.42
1994-07-01,1.44
1994-08-01,1.447
1994-09-01,1.453
1994-10-01,1.48
1994-11-01,1.49
1994-12-01,1.482
1995-01-01,1.48
1995-02-01,1.461
1995-03-01,1.451
1995-04-01,1.449
1995-05-01,1.469
1995-06-01,1.47
1995-07-01,1.436
1995-08-01,1.408
1995-09-01,1.375
1995-10-01,1.389
1995-11-01,1.388
1995-12-01,1.369
1996-01-01,1.388
1996-02-01,1.396
1996-03-01,1.444
1996-04-01,1.587
1996-05-01,1.74
1996-06-01,1.693
1996-07-01,1.627
1996-08-01,1.51
1996-09-01,1.46
1996-10-01,1.409
1996-11-01,1.339
1996-12-01,1.382
1997-01-01,1.421
1997-02-01,1.443
1997-03-01,1.504
1997-04-01,1.564
1997-05-01,1.548
1997-06-01,1.502
1997-07-01,1.476
1997-08-01,1.559
1997-09-01,1.653
1997-10-01,1.625
1997-11-01,1.573
1997-12-01,1.519
1998-01-01,1.431
1998-02-01,1.316
1998-03-01,1.233
1998-04-01,1.287
1998-05-01,1.414
1998-06-01,1.389
1998-07-01,1.373
1998-08-01,1.347
1998-09-01,1.347
1998-10-01,1.354
1998-11-01,1.355
1998-12-01,1.361
1999-01-01,1.359
1999-02-01,1.351
1999-03-01,1.411
1999-04-01,1.743
1999-05-01,1.664
1999-06-01,1.528
1999-07-01,1.551
1999-08-01,1.634
1999-09-01,1.586
1999-10-01,1.538
1999-11-01,1.525
1999-12-01,1.57
2000-01-01,1.528
2000-02-01,1.592
2000-03-01,1.907
2000-04-01,1.9
2000-05-01,1.809
2000-06-01,1.784
2000-07-01,1.844
2000-08-01,1.779
2000-09-01,1.924
2000-10-01,1.936
2000-11-01,1.885
2000-12-01,1.784
2001-01-01,1.722
2001-02-01,1.781
2001-03-01,1.819
2001-04-01,1.936
2001-05-01,2.183
2001-06-01,2.163
2001-07-01,2.015
2001-08-01,1.775
2001-09-01,1.777
2001-10-01,1.637
2001-11-01,1.45
2001-12-01,1.26
2002-01-01,1.341
2002-02-01,1.491
2002-03-01,1.698
2002-04-01,1.812
2002-05-01,1.77
2002-06-01,1.774
2002-07-01,1.788
2002-08-01,1.803
2002-09-01,1.794
2002-10-01,1.735
2002-11-01,1.779
2002-12-01,1.73
2003-01-01,1.805
2003-02-01,2.017
2003-03-01,2.301
2003-04-01,2.27
2003-05-01,2.031
2003-06-01,1.922
2003-07-01,1.897
2003-08-01,2.069
2003-09-01,2.237
2003-10-01,2.028
2003-11-01,1.903
2003-12-01,1.864
2004-01-01,1.92
2004-02-01,2.137
2004-03-01,2.356
2004-04-01,2.378
2004-05-01,2.493
2004-06-01,2.517
2004-07-01,2.388
2004-08-01,2.279
2004-09-01,2.287
2004-10-01,2.578
2004-11-01,2.539
2004-12-01,2.327
2005-01-01,2.168
2005-02-01,2.329
2005-03-01,2.548
2005-04-01,2.784
2005-05-01,2.707
2005-06-01,2.581
2005-07-01,2.748
2005-08-01,2.923
2005-09-01,3.15
2005-10-01,3.099
2005-11-01,2.764
2005-12-01,2.477
2006-01-01,2.603
2006-02-01,2.734
2006-03-01,2.821
2006-04-01,3.159
2006-05-01,3.554
2006-06-01,3.442
2006-07-01,3.449
2006-08-01,3.386
2006-09-01,3.083
2006-10-01,2.725
2006-11-01,2.634
2006-12-01,2.716
2007-01-01,2.73
2007-02-01,2.816
2007-03-01,3.26
2007-04-01,3.492
2007-05-01,3.627
2007-06-01,3.408
2007-07-01,3.283
2007-08-01,3.039
2007-09-01,3.079
2007-10-01,3.239
2007-11-01,3.519
2007-12-01,3.449
2008-01-01,3.401
2008-02-01,3.356
2008-03-01,3.749
2008-04-01,3.983
2008-05-01,4.115
2008-06-01,4.68
2008-07-01,4.663
2008-08-01,4.212
2008-09-01,3.914
2008-10-01,3.538
2008-11-01,2.598
2008-12-01,1.982
2009-01-01,2.157
2009-02-01,2.384
2009-03-01,2.348
2009-04-01,2.495
2009-05-01,2.671
2009-06-01,3.114
2009-07-01,3.055
2009-08-01,3.196
2009-09-01,3.267
2009-10-01,3.195
2009-11-01,3.136
2009-12-01,3.095
2010-01-01,3.205
2010-02-01,3.123
2010-03-01,3.235
2010-04-01,3.254
2010-05-01,3.259
2010-06-01,3.234
2010-07-01,3.265
2010-08-01,3.265
2010-09-01,3.133
2010-10-01,3.25
2010-11-01,3.29
2010-12-01,3.412
2011-01-01,3.509
2011-02-01,3.648
2011-03-01,4.117
2011-04-01,4.359
2011-05-01,4.343
2011-06-01,4.104
2011-07-01,3.974
2011-08-01,3.927
2011-09-01,4.09
2011-10-01,4.025
2011-11-01,3.964
2011-12-01,3.757
2012-01-01,3.894
2012-02-01,4.176
2012-03-01,4.548
2012-04-01,4.397
2012-05-01,4.472
2012-06-01,4.146
2012-07-01,3.941
2012-08-01,4.211
2012-09-01,4.319
2012-10-01,4.61
2012-11-01,4.059
2012-12-01,3.811
2013-01-01,3.882
2013-02-01,4.378
2013-03-01,4.358
2013-04-01,4.168
2013-05-01,4.201
2013-06-01,4.211
2013-07-01,4.249
2013-08-01,4.074
2013-09-01,4.147
2013-10-01,3.894
2013-11-01,3.815
2013-12-01,3.825
2014-01-01,3.829
2014-02-01,3.979
2014-03-01,4.205
2014-04-01,4.419
2014-05-01,4.363
2014-06-01,4.322
2014-07-01,4.229
2014-08-01,4.036
2014-09-01,3.925
2014-10-01,3.689
2014-11-01,3.349
2014-12-01,2.991
2015-01-01,2.705
2015-02-01,3.03
2015-03-01,3.533
2015-04-01,3.393
2015-05-01,4.064
2015-06-01,3.796
