"Date","CUURA423SEHC01"
2021-04-01,417.725
2021-05-01,418.879
2021-06-01,417.909
2021-07-01,418.832
2021-08-01,419.206
2021-09-01,420.443
2021-10-01,423.403
2021-11-01,424.924
2021-12-01,427.111
2022-01-01,430.161
2022-02-01,432.684
2022-03-01,434.979
2022-04-01,437.631
2022-05-01,441.812
2022-06-01,445.489
2022-07-01,449.548
2022-08-01,453.62
2022-09-01,457.716
2022-10-01,462.468
2022-11-01,469.96
2022-12-01,474.008
2023-01-01,475.305
2023-02-01,478.695
2023-03-01,480.252
2023-04-01,480.733
2023-05-01,483.942
2023-06-01,487.953
2023-07-01,490.111
2023-08-01,491.664
2023-09-01,496.244
2023-10-01,498.746
2023-11-01,502.062
