"Date","APUS49B74714"
1978-01-01,0.685
1978-02-01,0.688
1978-03-01,0.687
1978-04-01,0.692
1978-05-01,0.703
1978-06-01,0.716
1978-07-01,0.725
1978-08-01,0.735
1978-09-01,0.742
1978-10-01,0.741
1978-11-01,0.742
1978-12-01,0.747
1979-01-01,0.752
1979-02-01,0.764
1979-03-01,0.791
1979-04-01,0.856
1979-05-01,0.909
1979-06-01,0.971
1979-07-01,1.006
1979-08-01,1.058
1979-09-01,1.09
1979-10-01,1.104
1979-11-01,1.107
1979-12-01,1.121
1980-01-01,1.186
1980-02-01,1.273
1980-03-01,1.32
1980-04-01,1.335
1980-05-01,1.329
1980-06-01,1.328
1980-07-01,1.327
1980-08-01,1.334
1980-09-01,1.329
1980-10-01,1.328
1980-11-01,1.318
1980-12-01,1.311
1981-01-01,1.34
1981-02-01,1.414
1981-03-01,1.45
1981-04-01,1.46
1981-05-01,1.437
1981-06-01,1.447
1981-07-01,1.451
1981-08-01,1.453
1981-09-01,1.458
1981-10-01,1.453
1981-11-01,1.443
1981-12-01,1.425
1982-01-01,1.404
1982-02-01,1.379
1982-03-01,1.324
1982-04-01,1.288
1982-05-01,1.29
1982-06-01,1.357
1982-07-01,1.422
1982-08-01,1.414
1982-09-01,1.392
1982-10-01,1.36
1982-11-01,1.33
1982-12-01,1.279
1983-01-01,1.256
1983-02-01,1.205
1983-03-01,1.188
1983-04-01,1.228
1983-05-01,1.311
1983-06-01,1.375
1983-07-01,1.386
1983-08-01,1.379
1983-09-01,1.34
1983-10-01,1.282
1983-11-01,1.266
1983-12-01,1.283
1984-01-01,1.287
1984-02-01,1.259
1984-03-01,1.275
1984-04-01,1.322
1984-05-01,1.352
1984-06-01,1.341
1984-07-01,1.306
1984-08-01,1.268
1984-09-01,1.274
1984-10-01,1.313
1984-11-01,1.318
1984-12-01,1.31
1985-01-01,1.227
1985-02-01,1.211
1985-03-01,1.236
1985-04-01,1.272
1985-05-01,1.307
1985-06-01,1.313
1985-07-01,1.298
1985-08-01,1.259
1985-09-01,1.236
1985-10-01,1.234
1985-11-01,1.215
1985-12-01,1.217
1986-01-01,1.218
1986-02-01,1.178
1986-03-01,1.033
1986-04-01,0.964
1986-05-01,1.007
1986-06-01,1.02
1986-07-01,0.938
1986-08-01,0.895
1986-09-01,0.908
1986-10-01,0.864
1986-11-01,0.842
1986-12-01,0.842
1987-01-01,0.828
1987-02-01,0.906
1987-03-01,0.945
1987-04-01,0.959
1987-05-01,0.96
1987-06-01,0.967
1987-07-01,0.968
1987-08-01,0.985
1987-09-01,0.993
1987-10-01,0.987
1987-11-01,0.984
1987-12-01,0.978
1988-01-01,0.976
1988-02-01,0.971
1988-03-01,1.002
1988-04-01,1.009
1988-05-01,1.024
1988-06-01,1.035
1988-07-01,1.036
1988-08-01,1.033
1988-09-01,1.051
1988-10-01,1.029
1988-11-01,0.993
1988-12-01,0.968
1989-01-01,0.943
1989-02-01,0.948
1989-03-01,0.993
1989-04-01,1.134
1989-05-01,1.195
1989-06-01,1.199
1989-07-01,1.177
1989-08-01,1.154
1989-09-01,1.073
1989-10-01,1.058
1989-11-01,1.041
1989-12-01,1.024
1990-01-01,1.048
1990-02-01,1.062
1990-03-01,1.088
1990-04-01,1.112
1990-05-01,1.164
1990-06-01,1.199
1990-07-01,1.213
1990-08-01,1.291
1990-09-01,1.349
1990-10-01,1.42
1990-11-01,1.453
1990-12-01,1.48
1991-01-01,1.372
1991-02-01,1.246
1991-03-01,1.151
1991-04-01,1.092
1991-05-01,1.178
1991-06-01,1.228
1991-07-01,1.19
1991-08-01,1.189
1991-09-01,1.225
1991-10-01,1.202
1991-11-01,1.193
1991-12-01,1.187
1992-01-01,1.168
1992-02-01,1.172
1992-03-01,1.168
1992-04-01,1.175
1992-05-01,1.242
1992-06-01,1.306
1992-07-01,1.33
1992-08-01,1.334
1992-09-01,1.327
1992-10-01,1.323
1992-11-01,1.353
1992-12-01,1.295
1993-01-01,1.299
1993-02-01,1.288
1993-03-01,1.283
1993-04-01,1.26
1993-05-01,1.246
1993-06-01,1.234
1993-07-01,1.221
1993-08-01,1.214
1993-09-01,1.205
1993-10-01,1.252
1993-11-01,1.211
1993-12-01,1.165
1994-01-01,1.14
1994-02-01,1.136
1994-03-01,1.152
1994-04-01,1.165
1994-05-01,1.176
1994-06-01,1.185
1994-07-01,1.224
1994-08-01,1.25
1994-09-01,1.254
1994-10-01,1.273
1994-11-01,1.271
1994-12-01,1.234
1995-01-01,1.215
1995-02-01,1.211
1995-03-01,1.194
1995-04-01,1.197
1995-05-01,1.226
1995-06-01,1.258
1995-07-01,1.244
1995-08-01,1.225
1995-09-01,1.208
1995-10-01,1.217
1995-11-01,1.212
1995-12-01,1.203
1996-01-01,1.213
1996-02-01,1.224
1996-03-01,1.268
1996-04-01,1.415
1996-05-01,1.554
1996-06-01,1.527
1996-07-01,1.501
1996-08-01,1.457
1996-09-01,1.402
1996-10-01,1.348
1996-11-01,1.263
1996-12-01,1.221
1997-01-01,1.293
1997-02-01,1.358
1997-03-01,1.374
1997-04-01,1.449
1997-05-01,1.418
1997-06-01,1.375
1997-07-01,1.328
1997-08-01,1.357
1997-09-01,1.435
1997-10-01,1.432
1997-11-01,1.399
1997-12-01,1.369
1998-01-01,1.351
1998-02-01,1.297
1998-03-01,1.227
1998-04-01,1.219
1998-05-01,1.298
1998-06-01,1.28
1998-07-01,1.262
1998-08-01,1.233
1998-09-01,1.205
1998-10-01,1.18
1998-11-01,1.159
1998-12-01,1.158
1999-01-01,1.139
1999-02-01,1.125
1999-03-01,1.211
1999-04-01,1.685
1999-05-01,1.57
1999-06-01,1.453
1999-07-01,1.538
1999-08-01,1.665
1999-09-01,1.57
1999-10-01,1.495
1999-11-01,1.427
1999-12-01,1.445
2000-01-01,1.429
2000-02-01,1.486
2000-03-01,1.817
2000-04-01,1.836
2000-05-01,1.742
2000-06-01,1.727
2000-07-01,1.839
2000-08-01,1.795
2000-09-01,1.95
2000-10-01,1.897
2000-11-01,1.877
2000-12-01,1.79
2001-01-01,1.694
2001-02-01,1.692
2001-03-01,1.767
2001-04-01,1.881
2001-05-01,1.971
2001-06-01,1.937
2001-07-01,1.815
2001-08-01,1.638
2001-09-01,1.792
2001-10-01,1.689
2001-11-01,1.57
2001-12-01,1.353
2002-01-01,1.259
2002-02-01,1.244
2002-03-01,1.423
2002-04-01,1.612
2002-05-01,1.567
2002-06-01,1.597
2002-07-01,1.628
2002-08-01,1.606
2002-09-01,1.589
2002-10-01,1.559
2002-11-01,1.633
2002-12-01,1.599
2003-01-01,1.674
2003-02-01,1.878
2003-03-01,2.119
2003-04-01,2.082
2003-05-01,1.884
2003-06-01,1.81
2003-07-01,1.841
2003-08-01,1.897
2003-09-01,2.07
2003-10-01,1.83
2003-11-01,1.699
2003-12-01,1.617
2004-01-01,1.656
2004-02-01,1.839
2004-03-01,2.099
2004-04-01,2.124
2004-05-01,2.238
2004-06-01,2.291
2004-07-01,2.19
2004-08-01,2.079
2004-09-01,2.079
2004-10-01,2.325
2004-11-01,2.324
2004-12-01,2.12
2005-01-01,1.918
2005-02-01,2.025
2005-03-01,2.271
2005-04-01,2.604
2005-05-01,2.543
2005-06-01,2.39
2005-07-01,2.555
2005-08-01,2.703
2005-09-01,2.97
2005-10-01,2.906
2005-11-01,2.548
2005-12-01,2.202
2006-01-01,2.319
2006-02-01,2.469
2006-03-01,2.53
2006-04-01,2.894
2006-05-01,3.287
2006-06-01,3.178
2006-07-01,3.164
2006-08-01,3.102
2006-09-01,2.798
2006-10-01,2.498
2006-11-01,2.436
2006-12-01,2.536
2007-01-01,2.613
2007-02-01,2.725
2007-03-01,3.096
2007-04-01,3.308
2007-05-01,3.427
2007-06-01,3.254
2007-07-01,3.134
2007-08-01,2.935
2007-09-01,2.889
2007-10-01,3.057
2007-11-01,3.37
2007-12-01,3.326
2008-01-01,3.25
2008-02-01,3.216
2008-03-01,3.561
2008-04-01,3.77
2008-05-01,3.969
2008-06-01,4.461
2008-07-01,4.441
2008-08-01,4.085
2008-09-01,3.822
2008-10-01,3.466
2008-11-01,2.39
2008-12-01,1.822
2009-01-01,1.99
2009-02-01,2.187
2009-03-01,2.137
2009-04-01,2.274
2009-05-01,2.484
2009-06-01,2.902
2009-07-01,2.865
2009-08-01,2.974
2009-09-01,3.092
2009-10-01,3.021
2009-11-01,2.957
2009-12-01,2.878
2010-01-01,2.99
2010-02-01,2.902
2010-03-01,3.028
2010-04-01,3.064
2010-05-01,3.075
2010-06-01,3.058
2010-07-01,3.125
2010-08-01,3.136
2010-09-01,3.006
2010-10-01,3.076
2010-11-01,3.147
2010-12-01,3.205
2011-01-01,3.318
2011-02-01,3.447
2011-03-01,3.887
2011-04-01,4.148
2011-05-01,4.155
2011-06-01,3.889
2011-07-01,3.799
2011-08-01,3.756
2011-09-01,3.898
2011-10-01,3.835
2011-11-01,3.767
2011-12-01,3.567
2012-01-01,3.691
2012-02-01,3.996
2012-03-01,4.331
2012-04-01,4.187
2012-05-01,4.289
2012-06-01,3.967
2012-07-01,3.762
2012-08-01,4.096
2012-09-01,4.16
2012-10-01,4.435
2012-11-01,3.789
2012-12-01,3.522
2013-01-01,3.604
2013-02-01,4.036
2013-03-01,4.077
2013-04-01,3.955
2013-05-01,4.031
2013-06-01,3.994
2013-07-01,3.967
2013-08-01,3.833
2013-09-01,3.946
2013-10-01,3.732
2013-11-01,3.581
2013-12-01,3.554
2014-01-01,3.594
2014-02-01,3.673
2014-03-01,3.908
2014-04-01,4.12
2014-05-01,4.151
2014-06-01,4.112
2014-07-01,4.057
2014-08-01,3.909
2014-09-01,3.77
2014-10-01,3.518
2014-11-01,3.171
2014-12-01,2.825
2015-01-01,2.532
2015-02-01,2.741
2015-03-01,3.292
2015-04-01,3.155
2015-05-01,3.666
2015-06-01,3.431
2015-07-01,3.492
2015-08-01,3.357
2015-09-01,3.03
2015-10-01,2.823
2015-11-01,2.736
2015-12-01,2.655
2016-01-01,2.635
2016-02-01,2.406
2016-03-01,2.585
