"Date","CUURA320SAH1"
2010-12-01,249.558
2011-01-01,248.911
2011-02-01,249.478
2011-03-01,249.508
2011-04-01,249.517
2011-05-01,249.208
2011-06-01,248.085
2011-07-01,247.878
2011-08-01,248.611
2011-09-01,248.398
2011-10-01,249.253
2011-11-01,249.224
2011-12-01,250.168
2012-01-01,251.172
2012-02-01,252.08
2012-03-01,253.046
2012-04-01,252.305
2012-05-01,252.352
2012-06-01,252.816
2012-07-01,253.62
2012-08-01,254.278
2012-09-01,254.658
2012-10-01,256.201
2012-11-01,255.852
2012-12-01,257.036
2013-01-01,256.738
2013-02-01,257.937
2013-03-01,258.997
2013-04-01,258.446
2013-05-01,258.755
2013-06-01,258.577
2013-07-01,258.621
2013-08-01,258.229
2013-09-01,260.496
2013-10-01,260.847
2013-11-01,262.326
2013-12-01,263.184
2014-01-01,264.229
2014-02-01,266.111
2014-03-01,266.725
2014-04-01,266.128
2014-05-01,266.215
2014-06-01,266.869
2014-07-01,267.696
2014-08-01,267.809
2014-09-01,268.472
2014-10-01,269.473
2014-11-01,272.83
2014-12-01,273.285
2015-01-01,274.586
2015-02-01,276.019
2015-03-01,278.395
2015-04-01,277.859
2015-05-01,276.833
2015-06-01,277.626
2015-07-01,278.375
2015-08-01,279.909
2015-09-01,280.775
2015-10-01,282.298
2015-11-01,283.667
2015-12-01,285.986
2016-01-01,286.567
2016-02-01,287.973
2016-03-01,288.972
2016-04-01,289.547
2016-05-01,289.446
2016-06-01,289.869
2016-07-01,290.56
2016-08-01,292.12
2016-09-01,293.091
2016-10-01,295.103
2016-11-01,297.46
2016-12-01,298.996
2017-01-01,299.68
2017-02-01,301.118
2017-03-01,302.199
2017-04-01,301.23
2017-05-01,301.996
2017-06-01,302.926
2017-07-01,304.361
2017-08-01,306.068
2017-09-01,306.922
2017-10-01,308.682
2017-11-01,309.682
2017-12-01,309.819
2018-01-01,312.717
2018-02-01,314.061
2018-03-01,313.865
2018-04-01,311.477
2018-05-01,312.405
2018-06-01,314.93
2018-07-01,313.996
2018-08-01,314.784
2018-09-01,315.783
2018-10-01,319.132
2018-11-01,321.23
2018-12-01,322.391
2019-01-01,324.873
2019-02-01,328.55
2019-03-01,327.499
2019-04-01,326.786
2019-05-01,327.38
2019-06-01,327.799
2019-07-01,328.828
2019-08-01,328.754
2019-09-01,329.217
2019-10-01,329.987
2019-11-01,330.523
2019-12-01,329.372
2020-01-01,332.41
2020-02-01,331.628
2020-03-01,330.963
2020-04-01,330.818
2020-05-01,332.049
2020-06-01,331.63
2020-07-01,331.874
2020-08-01,334.269
2020-09-01,335.603
2020-10-01,336.448
2020-11-01,337.226
2020-12-01,338.167
2021-01-01,338.594
2021-02-01,338.309
2021-03-01,340.035
2021-04-01,340.192
2021-05-01,341.744
2021-06-01,343.169
2021-07-01,342.961
2021-08-01,343.995
2021-09-01,347.732
2021-10-01,350.241
2021-11-01,352.244
2021-12-01,354.776
2022-01-01,358.736
2022-02-01,361.799
2022-03-01,365.163
2022-04-01,368.897
2022-05-01,372.903
2022-06-01,377.298
2022-07-01,383.014
2022-08-01,387.733
2022-09-01,393.787
2022-10-01,400.119
2022-11-01,408.501
2022-12-01,415.77
2023-01-01,419.928
2023-02-01,424.209
2023-03-01,428.509
2023-04-01,431.182
2023-05-01,433.76
2023-06-01,437.498
2023-07-01,440.878
2023-08-01,443.158
2023-09-01,445.848
2023-10-01,447.904
2023-11-01,449.561
