"Date","CUURA320SAH1"
1977-11-01,57.4
1977-12-01,NA
1978-01-01,58
1978-02-01,NA
1978-03-01,58.8
1978-04-01,NA
1978-05-01,58.5
1978-06-01,NA
1978-07-01,60
1978-08-01,NA
1978-09-01,61.6
1978-10-01,NA
1978-11-01,61.2
1978-12-01,NA
1979-01-01,62.4
1979-02-01,NA
1979-03-01,63.6
1979-04-01,NA
1979-05-01,63.3
1979-06-01,NA
1979-07-01,65.7
1979-08-01,NA
1979-09-01,67
1979-10-01,NA
1979-11-01,69.5
1979-12-01,NA
1980-01-01,74.1
1980-02-01,NA
1980-03-01,78.5
1980-04-01,NA
1980-05-01,80.2
1980-06-01,NA
1980-07-01,85.4
1980-08-01,NA
1980-09-01,81.5
1980-10-01,NA
1980-11-01,81.7
1980-12-01,NA
1981-01-01,85.1
1981-02-01,NA
1981-03-01,86.4
1981-04-01,NA
1981-05-01,89.4
1981-06-01,NA
1981-07-01,92.5
1981-08-01,NA
1981-09-01,96.7
1981-10-01,NA
1981-11-01,101.5
1981-12-01,NA
1982-01-01,102
1982-02-01,NA
1982-03-01,100.9
1982-04-01,NA
1982-05-01,100.7
1982-06-01,NA
1982-07-01,96.3
1982-08-01,NA
1982-09-01,97.3
1982-10-01,NA
1982-11-01,97.7
1982-12-01,NA
1983-01-01,98.7
1983-02-01,NA
1983-03-01,100
1983-04-01,NA
1983-05-01,98.8
1983-06-01,NA
1983-07-01,100.1
1983-08-01,NA
1983-09-01,101.2
1983-10-01,NA
1983-11-01,100.6
1983-12-01,NA
1984-01-01,100.6
1984-02-01,NA
1984-03-01,100.4
1984-04-01,NA
1984-05-01,101.2
1984-06-01,NA
1984-07-01,100.7
1984-08-01,NA
1984-09-01,101.6
1984-10-01,NA
1984-11-01,101.4
1984-12-01,NA
1985-01-01,101.9
1985-02-01,NA
1985-03-01,101.6
1985-04-01,NA
1985-05-01,102.7
1985-06-01,NA
1985-07-01,103.1
1985-08-01,NA
1985-09-01,106.6
1985-10-01,NA
1985-11-01,105.6
1985-12-01,NA
1986-01-01,104.9
1986-02-01,NA
1986-03-01,106.6
1986-04-01,NA
1986-05-01,106.2
1986-06-01,NA
1986-07-01,106.1
1986-08-01,NA
1986-09-01,107.1
1986-10-01,NA
1986-11-01,106.6
1986-12-01,NA
1987-01-01,108
1987-02-01,NA
1987-03-01,108
1987-04-01,NA
1987-05-01,107.2
1987-06-01,NA
1987-07-01,108.1
1987-08-01,NA
1987-09-01,109.4
1987-10-01,NA
1987-11-01,110.2
1987-12-01,NA
1988-01-01,110.5
1988-02-01,NA
1988-03-01,109.4
1988-04-01,NA
1988-05-01,113
1988-06-01,NA
1988-07-01,113.4
1988-08-01,NA
1988-09-01,115.1
1988-10-01,NA
1988-11-01,114.7
1988-12-01,NA
1989-01-01,116.6
1989-02-01,NA
1989-03-01,116.5
1989-04-01,NA
1989-05-01,116.8
1989-06-01,NA
1989-07-01,117.6
1989-08-01,NA
1989-09-01,118.7
1989-10-01,NA
1989-11-01,118.8
1989-12-01,NA
1990-01-01,118.3
1990-02-01,NA
1990-03-01,117.7
1990-04-01,NA
1990-05-01,121.3
1990-06-01,NA
1990-07-01,126.3
1990-08-01,NA
1990-09-01,126
1990-10-01,NA
1990-11-01,124.4
1990-12-01,NA
1991-01-01,124.2
1991-02-01,NA
1991-03-01,125.5
1991-04-01,NA
1991-05-01,126.9
1991-06-01,NA
1991-07-01,127.2
1991-08-01,NA
1991-09-01,126.9
1991-10-01,NA
1991-11-01,128.7
1991-12-01,NA
1992-01-01,129.2
1992-02-01,NA
1992-03-01,130.1
1992-04-01,NA
1992-05-01,129.3
1992-06-01,NA
1992-07-01,130.2
1992-08-01,NA
1992-09-01,128.9
1992-10-01,NA
1992-11-01,131
1992-12-01,NA
1993-01-01,133.1
1993-02-01,NA
1993-03-01,135.7
1993-04-01,NA
1993-05-01,134.3
1993-06-01,NA
1993-07-01,135.5
1993-08-01,NA
1993-09-01,136.5
1993-10-01,NA
1993-11-01,136.4
1993-12-01,NA
1994-01-01,139.3
1994-02-01,NA
1994-03-01,141.5
1994-04-01,NA
1994-05-01,142.7
1994-06-01,NA
1994-07-01,142.9
1994-08-01,NA
1994-09-01,143.6
1994-10-01,NA
1994-11-01,144.1
1994-12-01,NA
1995-01-01,146.9
1995-02-01,NA
1995-03-01,148.4
1995-04-01,NA
1995-05-01,147.5
1995-06-01,NA
1995-07-01,148.2
1995-08-01,NA
1995-09-01,149.7
1995-10-01,NA
1995-11-01,150.9
1995-12-01,NA
1996-01-01,153
1996-02-01,NA
1996-03-01,154.5
1996-04-01,NA
1996-05-01,152.5
1996-06-01,NA
1996-07-01,152.3
1996-08-01,NA
1996-09-01,153.1
1996-10-01,NA
1996-11-01,155
1996-12-01,NA
1997-01-01,157.5
1997-02-01,NA
1997-03-01,158.7
1997-04-01,NA
1997-05-01,156.8
1997-06-01,NA
1997-07-01,157.7
1997-08-01,NA
1997-09-01,159
1997-10-01,NA
1997-11-01,159.9
1997-12-01,159.9
1998-01-01,160.7
1998-02-01,162
1998-03-01,162.8
1998-04-01,162.5
1998-05-01,161
1998-06-01,160.9
1998-07-01,161
1998-08-01,161.5
1998-09-01,161.4
1998-10-01,161.8
1998-11-01,162.3
1998-12-01,162.5
1999-01-01,163
1999-02-01,163.6
1999-03-01,164.6
1999-04-01,164.1
1999-05-01,163.3
1999-06-01,163.1
1999-07-01,163.4
1999-08-01,163.5
1999-09-01,164.1
1999-10-01,164.9
1999-11-01,165.1
1999-12-01,165.5
2000-01-01,166
2000-02-01,167.1
2000-03-01,167.4
2000-04-01,168.1
2000-05-01,166.9
2000-06-01,168.2
2000-07-01,168.4
2000-08-01,168.6
2000-09-01,169.1
2000-10-01,169.8
2000-11-01,170.2
2000-12-01,169.7
2001-01-01,170.8
2001-02-01,172.2
2001-03-01,173.3
2001-04-01,172.5
2001-05-01,172.4
2001-06-01,172.7
2001-07-01,173.2
2001-08-01,173.5
2001-09-01,174.2
2001-10-01,174.6
2001-11-01,175.7
2001-12-01,176.1
2002-01-01,176.4
2002-02-01,177.7
2002-03-01,178
2002-04-01,178.8
2002-05-01,179
2002-06-01,179
2002-07-01,179.9
2002-08-01,180.4
2002-09-01,181.7
2002-10-01,182.6
2002-11-01,183.6
2002-12-01,183.7
2003-01-01,184.7
2003-02-01,186.5
2003-03-01,186.9
2003-04-01,186.3
2003-05-01,185.5
2003-06-01,185
2003-07-01,185.3
2003-08-01,185.7
2003-09-01,185.5
2003-10-01,187.1
2003-11-01,188.5
2003-12-01,188.8
2004-01-01,189.8
2004-02-01,191
2004-03-01,192.4
2004-04-01,192.5
2004-05-01,192.1
2004-06-01,191.6
2004-07-01,192.8
2004-08-01,193.5
2004-09-01,194
2004-10-01,194.9
2004-11-01,198
2004-12-01,198.8
2005-01-01,201
2005-02-01,203.3
2005-03-01,205.6
2005-04-01,205
2005-05-01,204.8
2005-06-01,204
2005-07-01,206.9
2005-08-01,207.9
2005-09-01,208.2
2005-10-01,210.6
2005-11-01,211.2
2005-12-01,212.8
2006-01-01,213.4
2006-02-01,218.9
2006-03-01,220.5
2006-04-01,219
2006-05-01,218.2
2006-06-01,218.4
2006-07-01,219
2006-08-01,220.3
2006-09-01,220.9
2006-10-01,223.7
2006-11-01,225.7
2006-12-01,226.1
2007-01-01,228.762
2007-02-01,230.677
2007-03-01,233.324
2007-04-01,233.561
2007-05-01,235.009
2007-06-01,236.221
2007-07-01,237.059
2007-08-01,238.772
2007-09-01,239.42
2007-10-01,240.88
2007-11-01,241.923
2007-12-01,242.646
2008-01-01,243.905
2008-02-01,245.171
2008-03-01,245.974
2008-04-01,245.56
2008-05-01,246.774
2008-06-01,247.504
2008-07-01,248.089
2008-08-01,247.732
2008-09-01,248.326
2008-10-01,248.71
2008-11-01,249.164
2008-12-01,248.937
2009-01-01,251.497
2009-02-01,250.869
2009-03-01,250.649
2009-04-01,250.201
2009-05-01,249.067
2009-06-01,247.885
2009-07-01,246.945
2009-08-01,246.421
2009-09-01,246.371
2009-10-01,246.463
2009-11-01,244.672
2009-12-01,245.79
2010-01-01,246.095
2010-02-01,246.17
2010-03-01,246.081
2010-04-01,246.369
2010-05-01,246.421
2010-06-01,247.225
2010-07-01,247.098
2010-08-01,247.076
2010-09-01,247.555
2010-10-01,247.364
2010-11-01,247.902
