"Date","CWUR0000SA0R"
2020-08-01,39.4
2020-09-01,39.4
2020-10-01,39.4
2020-11-01,39.4
2020-12-01,39.4
2021-01-01,39.2
2021-02-01,38.9
2021-03-01,38.6
2021-04-01,38.3
2021-05-01,37.9
2021-06-01,37.5
2021-07-01,37.3
2021-08-01,37.3
2021-09-01,37.2
2021-10-01,36.8
2021-11-01,36.6
2021-12-01,36.5
2022-01-01,36.2
2022-02-01,35.8
2022-03-01,35.3
2022-04-01,35.1
2022-05-01,34.7
2022-06-01,34.2
2022-07-01,34.2
2022-08-01,34.3
2022-09-01,34.3
2022-10-01,34.1
2022-11-01,34.2
2022-12-01,34.4
2023-01-01,34.1
2023-02-01,33.9
2023-03-01,33.8
2023-04-01,33.6
2023-05-01,33.5
2023-06-01,33.4
2023-07-01,33.3
2023-08-01,33.2
2023-09-01,33.1
2023-10-01,33.1
2023-11-01,33.2
