"Date","APU0300710411"
1980-01-01,1.761
1980-02-01,1.783
1980-03-01,1.777
1980-04-01,1.789
1980-05-01,1.803
1980-06-01,1.885
1980-07-01,1.803
1980-08-01,1.822
1980-09-01,1.845
1980-10-01,1.873
1980-11-01,1.922
1980-12-01,1.925
1981-01-01,1.972
1981-02-01,2.052
1981-03-01,1.982
1981-04-01,2.056
1981-05-01,2.002
1981-06-01,1.973
1981-07-01,2.007
1981-08-01,2
1981-09-01,2.048
1981-10-01,2.016
1981-11-01,2.038
1981-12-01,2.084
1982-01-01,2.146
1982-02-01,2.052
1982-03-01,2.008
1982-04-01,2.009
1982-05-01,1.994
1982-06-01,1.983
1982-07-01,2.114
1982-08-01,2.115
1982-09-01,2.139
1982-10-01,2.09
1982-11-01,2.155
1982-12-01,2.17
1983-01-01,2.151
1983-02-01,2.128
1983-03-01,2.107
1983-04-01,2.088
1983-05-01,2.046
1983-06-01,2.075
1983-07-01,2.146
1983-08-01,2.141
1983-09-01,2.172
1983-10-01,2.238
1983-11-01,2.225
1983-12-01,2.221
1984-01-01,2.195
1984-02-01,2.225
1984-03-01,2.184
1984-04-01,2.241
1984-05-01,2.213
1984-06-01,2.247
1984-07-01,2.233
1984-08-01,2.228
1984-09-01,2.362
1984-10-01,2.35
1984-11-01,2.352
1984-12-01,2.31
1985-01-01,2.334
1985-02-01,2.333
1985-03-01,2.285
1985-04-01,2.251
1985-05-01,2.298
1985-06-01,2.242
1985-07-01,2.31
1985-08-01,2.301
1985-09-01,2.296
1985-10-01,2.249
1985-11-01,2.217
1985-12-01,2.185
1986-01-01,2.201
1986-02-01,2.194
1986-03-01,2.178
1986-04-01,2.208
1986-05-01,2.202
1986-06-01,2.223
1986-07-01,2.168
1986-08-01,2.185
1986-09-01,2.174
1986-10-01,2.175
1986-11-01,2.209
1986-12-01,2.239
1987-01-01,NA
1987-02-01,2.381
1987-03-01,2.331
1987-04-01,2.224
1987-05-01,2.294
1987-06-01,2.277
1987-07-01,2.301
1987-08-01,2.253
1987-09-01,2.18
1987-10-01,2.21
1987-11-01,2.228
1987-12-01,2.23
1988-01-01,2.292
1988-02-01,2.229
1988-03-01,2.229
1988-04-01,2.266
1988-05-01,2.212
1988-06-01,2.242
1988-07-01,2.302
1988-08-01,2.317
1988-09-01,2.345
1988-10-01,2.339
1988-11-01,2.341
1988-12-01,2.459
1989-01-01,2.484
1989-02-01,2.479
1989-03-01,2.567
1989-04-01,2.534
1989-05-01,2.566
1989-06-01,2.588
1989-07-01,2.498
1989-08-01,2.588
1989-09-01,2.504
1989-10-01,2.572
1989-11-01,2.728
1989-12-01,2.816
1990-01-01,2.739
1990-02-01,2.785
1990-03-01,2.685
1990-04-01,2.647
