"Date","CUURA318SEHF01"
1981-06-01,86.2
1981-07-01,90.2
1981-08-01,85.2
1981-09-01,82.4
1981-10-01,83.3
1981-11-01,78.3
1981-12-01,74.5
1982-01-01,78
1982-02-01,73.5
1982-03-01,88.5
1982-04-01,90.2
1982-05-01,103.3
1982-06-01,99.7
1982-07-01,105.6
1982-08-01,105.7
1982-09-01,105.6
1982-10-01,102.9
1982-11-01,96.5
1982-12-01,94.8
1983-01-01,82.4
1983-02-01,86.6
1983-03-01,91.4
1983-04-01,95.4
1983-05-01,115.3
1983-06-01,114.7
1983-07-01,109.6
1983-08-01,111.3
1983-09-01,110
1983-10-01,111.1
1983-11-01,92.5
1983-12-01,92.5
1984-01-01,92.5
1984-02-01,92.5
1984-03-01,92.5
1984-04-01,92.5
1984-05-01,111.5
1984-06-01,111.5
1984-07-01,111.5
1984-08-01,111.5
1984-09-01,111.5
1984-10-01,111.5
1984-11-01,111.5
1984-12-01,92.5
1985-01-01,92.5
1985-02-01,100.6
1985-03-01,100.6
1985-04-01,102.3
1985-05-01,116.6
1985-06-01,116.4
1985-07-01,110.1
1985-08-01,110.1
1985-09-01,110.1
1985-10-01,110.1
1985-11-01,95.8
1985-12-01,95.8
1986-01-01,95.5
1986-02-01,94.5
1986-03-01,95.8
1986-04-01,88.7
1986-05-01,100.3
1986-06-01,100.2
1986-07-01,100.8
1986-08-01,100.9
1986-09-01,99.1
1986-10-01,100.1
1986-11-01,85.9
1986-12-01,83.8
1987-01-01,84
1987-02-01,83
1987-03-01,84.4
1987-04-01,84.1
1987-05-01,97.9
1987-06-01,98.6
1987-07-01,98.1
1987-08-01,97.9
1987-09-01,98
1987-10-01,99.2
1987-11-01,84.2
1987-12-01,84.1
1988-01-01,84.4
1988-02-01,83
1988-03-01,83
1988-04-01,84.5
1988-05-01,98.3
1988-06-01,96.8
1988-07-01,96.3
1988-08-01,97.9
1988-09-01,98.6
1988-10-01,99.2
1988-11-01,82.9
1988-12-01,85.3
1989-01-01,84.9
1989-02-01,82.3
1989-03-01,82.1
1989-04-01,84.3
1989-05-01,100.5
1989-06-01,107.4
1989-07-01,105.9
1989-08-01,106
1989-09-01,107
1989-10-01,107.8
1989-11-01,91.5
1989-12-01,91.3
1990-01-01,90.4
1990-02-01,91.6
1990-03-01,91.9
1990-04-01,91.7
1990-05-01,107.3
1990-06-01,107.3
1990-07-01,107
1990-08-01,107
1990-09-01,106.8
1990-10-01,107.3
1990-11-01,91.1
1990-12-01,90.3
1991-01-01,90.2
1991-02-01,89.4
1991-03-01,89.7
1991-04-01,90.5
1991-05-01,107.8
1991-06-01,115.7
1991-07-01,116.1
1991-08-01,108.3
1991-09-01,116.2
1991-10-01,117.2
1991-11-01,97.7
1991-12-01,98.4
1992-01-01,97.8
1992-02-01,76.3
1992-03-01,97.8
1992-04-01,98.7
1992-05-01,117.4
1992-06-01,116.6
1992-07-01,115.7
1992-08-01,108.4
1992-09-01,116.4
1992-10-01,118.3
1992-11-01,97.7
1992-12-01,97.9
1993-01-01,99
1993-02-01,98.4
1993-03-01,98.9
1993-04-01,98.7
1993-05-01,117.5
1993-06-01,117.7
1993-07-01,117.8
1993-08-01,117.8
1993-09-01,118
1993-10-01,117.7
1993-11-01,104.3
1993-12-01,104.2
1994-01-01,102.3
1994-02-01,102.3
1994-03-01,102.2
1994-04-01,102.2
1994-05-01,116.7
1994-06-01,116.8
1994-07-01,116.7
1994-08-01,117
1994-09-01,116.8
1994-10-01,117.2
1994-11-01,102
1994-12-01,102.6
1995-01-01,99.9
1995-02-01,100
1995-03-01,99.7
1995-04-01,43
1995-05-01,110.4
1995-06-01,110.1
1995-07-01,109.3
1995-08-01,109.8
1995-09-01,84.3
1995-10-01,110.7
1995-11-01,97
1995-12-01,96.9
1996-01-01,95.9
1996-02-01,95.5
1996-03-01,96.2
1996-04-01,96.6
1996-05-01,109.9
1996-06-01,109.9
1996-07-01,110.5
1996-08-01,110.9
1996-09-01,110.9
1996-10-01,110.9
1996-11-01,90.7
1996-12-01,90.7
1997-01-01,90.5
1997-02-01,90.5
1997-03-01,93.9
1997-04-01,93.8
1997-05-01,115.4
1997-06-01,115.4
1997-07-01,115.2
1997-08-01,114.4
1997-09-01,114.4
1997-10-01,114.4
1997-11-01,92.6
1997-12-01,92.6
1998-01-01,90.4
1998-02-01,89.8
1998-03-01,89.8
1998-04-01,89.8
1998-05-01,109.4
1998-06-01,109.4
1998-07-01,111.9
1998-08-01,111.9
1998-09-01,109.1
1998-10-01,111.6
1998-11-01,91.8
1998-12-01,91.9
1999-01-01,90.4
1999-02-01,90.8
1999-03-01,91
1999-04-01,91
1999-05-01,109.9
1999-06-01,109.9
1999-07-01,109.9
1999-08-01,109.9
1999-09-01,110.1
1999-10-01,110.1
1999-11-01,91.1
1999-12-01,91.5
2000-01-01,89.4
2000-02-01,89.8
2000-03-01,89.8
2000-04-01,89.7
2000-05-01,109
2000-06-01,109
2000-07-01,108.6
2000-08-01,108.6
2000-09-01,120.9
2000-10-01,120.9
2000-11-01,101.6
2000-12-01,113.7
2001-01-01,113.7
2001-02-01,113.9
2001-03-01,114.4
2001-04-01,114.4
2001-05-01,142.5
2001-06-01,141.6
2001-07-01,142.9
2001-08-01,134.7
2001-09-01,134.2
2001-10-01,134.2
2001-11-01,113.4
2001-12-01,113.4
2002-01-01,93.6
2002-02-01,93.6
2002-03-01,92.9
2002-04-01,92.9
2002-05-01,112.4
2002-06-01,112.4
2002-07-01,112.4
2002-08-01,112.4
2002-09-01,118.3
2002-10-01,118.5
2002-11-01,99.1
2002-12-01,99.1
2003-01-01,101.9
2003-02-01,101.9
2003-03-01,102.8
2003-04-01,112.1
2003-05-01,131.9
2003-06-01,131.9
2003-07-01,131.9
2003-08-01,142.9
2003-09-01,143.2
2003-10-01,143.2
2003-11-01,123.7
2003-12-01,123.7
2004-01-01,123.8
2004-02-01,123.6
2004-03-01,123.7
2004-04-01,123.7
2004-05-01,143.3
2004-06-01,143.3
2004-07-01,143.4
2004-08-01,143.5
2004-09-01,143.6
2004-10-01,143.7
2004-11-01,124.1
2004-12-01,124.3
2005-01-01,137.7
2005-02-01,137.7
2005-03-01,137.8
2005-04-01,137.8
2005-05-01,164.6
2005-06-01,164.6
2005-07-01,164.4
2005-08-01,164.4
2005-09-01,165
2005-10-01,166
2005-11-01,188.2
2005-12-01,169.1
2006-01-01,182.9
2006-02-01,182.9
2006-03-01,183
2006-04-01,188.8
2006-05-01,208.4
2006-06-01,208.7
2006-07-01,208.7
2006-08-01,208.2
2006-09-01,208.4
2006-10-01,208.4
2006-11-01,188.3
2006-12-01,188.3
2007-01-01,188.332
2007-02-01,188.332
2007-03-01,188.183
2007-04-01,188.183
2007-05-01,188.48
2007-06-01,187.573
2007-07-01,186.056
2007-08-01,186.056
2007-09-01,187.656
2007-10-01,187.656
2007-11-01,169.56
2007-12-01,169.56
2008-01-01,169.56
2008-02-01,168.182
2008-03-01,168.598
2008-04-01,169.984
2008-05-01,171.504
2008-06-01,203.46
2008-07-01,203.455
2008-08-01,203.455
2008-09-01,203.671
2008-10-01,203.624
2008-11-01,203.338
2008-12-01,203.408
2009-01-01,203.475
2009-02-01,205.966
2009-03-01,204.782
2009-04-01,204.782
2009-05-01,205.103
2009-06-01,207.478
2009-07-01,183.585
2009-08-01,183.001
2009-09-01,183.057
2009-10-01,183.317
2009-11-01,183.928
2009-12-01,183.827
2010-01-01,184.648
2010-02-01,184.648
2010-03-01,184.959
2010-04-01,186.291
2010-05-01,185.417
2010-06-01,185.73
2010-07-01,186.334
2010-08-01,186.596
2010-09-01,186.08
2010-10-01,186.08
2010-11-01,185.747
2010-12-01,186.641
2011-01-01,185.649
2011-02-01,185.138
2011-03-01,184.946
2011-04-01,184.946
2011-05-01,186.286
2011-06-01,186.288
2011-07-01,186.67
2011-08-01,186.67
2011-09-01,187.046
2011-10-01,187.046
2011-11-01,191.923
2011-12-01,191.923
2012-01-01,192.01
2012-02-01,194.891
2012-03-01,192.197
2012-04-01,192.197
2012-05-01,192.635
2012-06-01,NA
2012-07-01,141.44
2012-08-01,145.868
2012-09-01,133.858
2012-10-01,139.364
2012-11-01,141.607
2012-12-01,144.49
2013-01-01,138.43
2013-02-01,136.848
2013-03-01,139.557
2013-04-01,148.035
2013-05-01,158.313
2013-06-01,158.266
2013-07-01,158.537
2013-08-01,152.365
2013-09-01,144.863
2013-10-01,143.884
2013-11-01,140.578
2013-12-01,150.855
2014-01-01,162.774
2014-02-01,183.321
2014-03-01,173.969
2014-04-01,169.125
2014-05-01,173.193
2014-06-01,170.049
2014-07-01,166.119
2014-08-01,155.472
2014-09-01,160.575
2014-10-01,157.951
2014-11-01,155.332
2014-12-01,165.525
2015-01-01,144.033
2015-02-01,138.415
2015-03-01,136.882
2015-04-01,131.457
2015-05-01,130.76
2015-06-01,133.533
2015-07-01,132.773
2015-08-01,134.792
2015-09-01,133.293
2015-10-01,131.952
2015-11-01,124.291
2015-12-01,127.378
2016-01-01,130.345
2016-02-01,127.72
2016-03-01,115.214
2016-04-01,118.642
2016-05-01,120.612
2016-06-01,120.038
2016-07-01,136.631
2016-08-01,132.259
2016-09-01,142.487
2016-10-01,139.849
2016-11-01,136.612
2016-12-01,142.824
2017-01-01,155.245
2017-02-01,145.861
2017-03-01,128.188
2017-04-01,138.268
2017-05-01,137.52
2017-06-01,139.197
2017-07-01,136.192
2017-08-01,134.443
2017-09-01,139.808
2017-10-01,156.212
2017-11-01,151.931
2017-12-01,160.921
2018-01-01,154.6
2018-02-01,170.466
2018-03-01,146.865
2018-04-01,148.199
2018-05-01,150.38
2018-06-01,151.291
2018-07-01,150.317
2018-08-01,147.573
2018-09-01,152.713
2018-10-01,165.857
2018-11-01,166.278
2018-12-01,189.588
2019-01-01,173.353
2019-02-01,162.753
2019-03-01,156.429
2019-04-01,153.989
2019-05-01,151.891
2019-06-01,152.95
2019-07-01,147.195
2019-08-01,141.756
2019-09-01,149.705
2019-10-01,152.364
2019-11-01,155.271
2019-12-01,153.266
2020-01-01,148.579
2020-02-01,143.813
2020-03-01,137.326
2020-04-01,145.281
2020-05-01,149.823
2020-06-01,148.684
2020-07-01,145.115
2020-08-01,150.411
2020-09-01,167.735
2020-10-01,160.233
2020-11-01,175.036
2020-12-01,173.854
2021-01-01,167.067
2021-02-01,172.155
2021-03-01,173.533
2021-04-01,170.017
2021-05-01,165.597
2021-06-01,166.528
2021-07-01,176.444
2021-08-01,183.289
2021-09-01,189.178
2021-10-01,195.663
2021-11-01,187.991
2021-12-01,187.521
2022-01-01,166.597
2022-02-01,178.178
2022-03-01,169.721
2022-04-01,170.519
2022-05-01,226.764
2022-06-01,226.778
2022-07-01,226.778
2022-08-01,222.414
2022-09-01,208.816
2022-10-01,179.002
2022-11-01,157.142
2022-12-01,164.449
2023-01-01,156.935
2023-02-01,156.866
2023-03-01,139.467
2023-04-01,131.302
2023-05-01,131.336
2023-06-01,135.922
2023-07-01,135.493
2023-08-01,157.73
2023-09-01,153.258
2023-10-01,155.205
2023-11-01,153.858
