"Date","MEDCPIM159SFRBCLE"
1983-12-01,4.2692914161004
1984-01-01,4.25586424702213
1984-02-01,4.22932358461918
1984-03-01,4.25535592497561
1984-04-01,4.2259466134851
1984-05-01,4.19494126817186
1984-06-01,4.37121787449724
1984-07-01,4.45573208468935
1984-08-01,4.43864864014778
1984-09-01,4.40863650277634
1984-10-01,4.30729016112668
1984-11-01,4.11692557306871
1984-12-01,4.10800843119741
1985-01-01,3.95977251812427
1985-02-01,4.03983073578131
1985-03-01,4.10560154060882
1985-04-01,4.10725077288716
1985-05-01,4.09966170235319
1985-06-01,4.13253941086853
1985-07-01,3.94182454860663
1985-08-01,3.83936631324331
1985-09-01,3.75389710341987
1985-10-01,3.75108306835292
1985-11-01,3.98280103784825
1985-12-01,3.9461385852988
1986-01-01,4.05878103319792
1986-02-01,3.85683803777763
1986-03-01,3.82973181256085
1986-04-01,3.80286582133442
1986-05-01,3.71334016512872
1986-06-01,3.58538534572059
1986-07-01,3.71827805197102
1986-08-01,3.70349864804917
1986-09-01,3.74948544207812
1986-10-01,3.80844475556206
1986-11-01,3.74368244196006
1986-12-01,3.81422576428354
1987-01-01,3.89137166524143
1987-02-01,3.90542273305929
1987-03-01,3.85653379938464
1987-04-01,3.90321393763271
1987-05-01,4.09297455308371
1987-06-01,4.04876451269389
1987-07-01,4.06277541192652
1987-08-01,4.06530771806861
1987-09-01,4.16700031268746
1987-10-01,4.13480793805538
1987-11-01,4.02798191764919
1987-12-01,3.93684476673681
1988-01-01,3.76765592644981
1988-02-01,3.73169519123409
1988-03-01,3.783203654277
1988-04-01,3.78358616487875
1988-05-01,3.69271554415422
1988-06-01,3.84308844520262
1988-07-01,3.87483877256651
1988-08-01,4.03768709386523
1988-09-01,4.01969232077315
1988-10-01,4.0603419873398
1988-11-01,4.02935416707828
1988-12-01,4.12246134537653
1989-01-01,4.23622800036425
1989-02-01,4.42845920632731
1989-03-01,4.47961159253452
1989-04-01,4.49137234730348
1989-05-01,4.65618467423796
1989-06-01,4.58778058992069
1989-07-01,4.69086463345825
1989-08-01,4.48837170895902
1989-09-01,4.36010289442001
1989-10-01,4.4345750551942
1989-11-01,4.535964296254
1989-12-01,4.52087628766056
1990-01-01,4.56526397025672
1990-02-01,4.5463759648803
1990-03-01,4.56426363106497
1990-04-01,4.60036202670395
1990-05-01,4.48205455432797
1990-06-01,4.6295459467222
1990-07-01,4.58729718366737
1990-08-01,4.82245310258891
1990-09-01,4.76689825500789
1990-10-01,4.71564201562709
1990-11-01,4.66957735962137
1990-12-01,4.77703416733171
1991-01-01,4.80575731015125
1991-02-01,4.75348278485044
1991-03-01,4.6202505501683
1991-04-01,4.45814150352091
1991-05-01,4.50008108393465
1991-06-01,4.2726318275611
1991-07-01,4.20134582721252
1991-08-01,3.98727006029347
1991-09-01,4.09192986921263
1991-10-01,3.90609836868323
1991-11-01,3.96257024160487
1991-12-01,3.7617204714365
1992-01-01,3.44265356443652
1992-02-01,3.2956158718193
1992-03-01,3.30655310641215
1992-04-01,3.22756662495545
1992-05-01,3.08935384231022
1992-06-01,3.20443617258255
1992-07-01,2.98249533841222
1992-08-01,2.90118087095677
1992-09-01,2.71805991746747
1992-10-01,2.83843967044204
1992-11-01,2.75459140908001
1992-12-01,2.69030436299833
1993-01-01,2.83306529568936
1993-02-01,2.80862258656118
1993-03-01,2.63479842447139
1993-04-01,2.77306839506812
1993-05-01,2.78748503631432
1993-06-01,2.64343996463678
1993-07-01,2.63590674638357
1993-08-01,2.67032200679211
1993-09-01,2.70965600352397
1993-10-01,2.70272402701208
1993-11-01,2.7325201039438
1993-12-01,2.81115283943196
1994-01-01,2.75039855867654
1994-02-01,2.85934396446683
1994-03-01,2.89918706864893
1994-04-01,2.7679673052976
1994-05-01,2.76183677857331
1994-06-01,2.7907036530654
1994-07-01,2.82270909566329
1994-08-01,2.90506303606628
1994-09-01,3.0227349175413
1994-10-01,2.89944027851126
1994-11-01,2.9617864434446
1994-12-01,2.82716710005155
1995-01-01,2.94937176381669
1995-02-01,2.92713865762451
1995-03-01,3.01819957971152
1995-04-01,3.11350001758608
1995-05-01,3.16825665146303
1995-06-01,3.10157269549916
1995-07-01,3.18230763124712
1995-08-01,3.13431158070734
1995-09-01,3.09414032864141
1995-10-01,3.17836859128231
1995-11-01,3.03538120189011
1995-12-01,3.15034555807634
1996-01-01,3.11642205374787
1996-02-01,3.05646943188864
1996-03-01,3.04365265710134
1996-04-01,3.00004139768875
1996-05-01,2.94837289206265
1996-06-01,2.98290369318124
1996-07-01,2.99652528061745
1996-08-01,2.94461703833235
1996-09-01,2.93355953166643
1996-10-01,2.90484512427838
1996-11-01,2.97369153634952
1996-12-01,2.94189902573549
1997-01-01,2.87972914368981
1997-02-01,2.85664128618768
1997-03-01,2.8435502381692
