"Date","COREFLEXCPIM157SFRBATL"
1967-01-01,0.35511
1967-02-01,0.70809
1967-03-01,0.19335
1967-04-01,0.41837
1967-05-01,0.19196
1967-06-01,0.2083
1967-07-01,0.80777
1967-08-01,0.65673
1967-09-01,0.54378
1967-10-01,0.38513
1967-11-01,0.26408
1967-12-01,0.45633
1968-01-01,0.60943
1968-02-01,0.2406
1968-03-01,0.28942
1968-04-01,0.2782
1968-05-01,0.10737
1968-06-01,0.75523
1968-07-01,0.42837
1968-08-01,0.52084
1968-09-01,0.33183
1968-10-01,0.23403
1968-11-01,0.40862
1968-12-01,-0.35603
1969-01-01,0.1612
1969-02-01,1.20603
1969-03-01,1.13035
1969-04-01,0.02011
1969-05-01,-0.37321
1969-06-01,0.53796
1969-07-01,0.49607
1969-08-01,0.2064
1969-09-01,0.02833
1969-10-01,0.81714
1969-11-01,0.55972
1969-12-01,0.24322
1970-01-01,0.12438
1970-02-01,0.26181
1970-03-01,0.0114
1970-04-01,0.3416
1970-05-01,0.39368
1970-06-01,0.75963
1970-07-01,0.26324
1970-08-01,0.2021
1970-09-01,0.44808
1970-10-01,0.56179
1970-11-01,0.76445
1970-12-01,0.71176
1971-01-01,0.22679
1971-02-01,0.20413
1971-03-01,0.0106
1971-04-01,0.21681
1971-05-01,0.43383
1971-06-01,0.1848
1971-07-01,0.31355
1971-08-01,-0.48873
1971-09-01,-0.13479
1971-10-01,0.09812
1971-11-01,-0.02191
1971-12-01,0.09519
1972-01-01,0.5888
1972-02-01,0.28863
1972-03-01,0.18938
1972-04-01,0.20506
1972-05-01,0.21653
1972-06-01,0.07922
1972-07-01,0.00974
1972-08-01,-0.14573
1972-09-01,0.73362
1972-10-01,0.0205
1972-11-01,0.39761
1972-12-01,0.42749
1973-01-01,0.08972
1973-02-01,0.52357
1973-03-01,0.57291
1973-04-01,0.57443
1973-05-01,0.19622
1973-06-01,0.19422
1973-07-01,0.01917
1973-08-01,0.1082
1973-09-01,0.09035
1973-10-01,-0.03231
1973-11-01,0.13872
1973-12-01,0.13418
1974-01-01,0.16539
1974-02-01,0.53365
1974-03-01,0.46373
1974-04-01,0.90151
1974-05-01,1.10311
1974-06-01,1.47965
1974-07-01,1.15259
1974-08-01,1.76608
1974-09-01,0.78074
1974-10-01,1.00381
1974-11-01,0.90032
1974-12-01,0.24238
1975-01-01,0.20531
1975-02-01,0.3912
1975-03-01,0.5279
1975-04-01,-0.08062
1975-05-01,-0.09572
1975-06-01,0.2675
1975-07-01,0.68454
1975-08-01,0.35624
1975-09-01,0.29938
1975-10-01,0.35711
1975-11-01,0.35748
1975-12-01,0.49899
1976-01-01,0.19052
1976-02-01,0.60716
1976-03-01,0.63252
1976-04-01,0.6345
1976-05-01,0.5866
1976-06-01,0.42888
1976-07-01,0.56587
1976-08-01,0.59514
1976-09-01,0.58452
1976-10-01,0.44481
1976-11-01,0.45226
1976-12-01,0.66283
1977-01-01,0.81512
1977-02-01,0.55423
1977-03-01,0.14945
1977-04-01,0.14563
1977-05-01,0.15348
1977-06-01,0.13153
1977-07-01,0.25029
1977-08-01,-0.16894
1977-09-01,-0.05007
1977-10-01,0.34348
1977-11-01,0.4458
1977-12-01,0.33643
1978-01-01,0.4375
1978-02-01,-0.10967
1978-03-01,0.44278
1978-04-01,0.5173
1978-05-01,0.71991
1978-06-01,0.88742
1978-07-01,0.76538
1978-08-01,0.57349
1978-09-01,0.47775
1978-10-01,0.69482
1978-11-01,0.53199
1978-12-01,0.36213
1979-01-01,-0.03552
1979-02-01,0.85906
1979-03-01,0.81856
1979-04-01,1.00454
1979-05-01,0.82614
1979-06-01,0.38869
1979-07-01,0.09232
1979-08-01,-0.07531
1979-09-01,-0.0732
1979-10-01,0.04165
1979-11-01,0.18307
1979-12-01,0.59843
1980-01-01,1.11073
1980-02-01,0.88905
1980-03-01,0.60558
1980-04-01,0.5238
1980-05-01,0.43955
1980-06-01,0.23648
1980-07-01,0.60885
1980-08-01,0.88056
1980-09-01,1.30201
1980-10-01,0.84639
1980-11-01,1.22402
1980-12-01,0.64946
1981-01-01,0.60336
1981-02-01,0.51854
1981-03-01,0.19158
1981-04-01,0.84945
1981-05-01,1.31835
1981-06-01,0.92495
1981-07-01,0.88958
1981-08-01,0.71393
1981-09-01,0.83275
1981-10-01,0.85472
1981-11-01,0.44568
1981-12-01,0.46535
1982-01-01,0.19923
1982-02-01,0.2718
1982-03-01,0.43889
1982-04-01,0.55113
1982-05-01,0.5938
1982-06-01,0.72895
1982-07-01,0.43863
1982-08-01,0.11228
1982-09-01,0.25218
1982-10-01,0.45267
1982-11-01,0.50322
1982-12-01,0.63243
1983-01-01,0.69805
1983-02-01,0.50599
1983-03-01,0.11366
1983-04-01,0.30114
1983-05-01,0.38221
1983-06-01,0.52365
1983-07-01,0.98937
1983-08-01,0.82865
1983-09-01,0.5307
1983-10-01,0.4563
1983-11-01,0.71208
1983-12-01,0.40507
1984-01-01,0.44881
1984-02-01,-0.03484
1984-03-01,0.50145
1984-04-01,0.54976
1984-05-01,0.59475
1984-06-01,0.41339
1984-07-01,0.53477
1984-08-01,0.352
1984-09-01,0.13357
1984-10-01,0.12834
1984-11-01,0.05541
1984-12-01,0.059
1985-01-01,0.41123
1985-02-01,0.82281
1985-03-01,0.283
1985-04-01,-0.08527
1985-05-01,-0.42158
1985-06-01,0.05141
1985-07-01,-0.08388
1985-08-01,-0.02037
1985-09-01,0.16439
1985-10-01,0.08156
1985-11-01,0.26871
1985-12-01,0.28246
1986-01-01,0.24149
1986-02-01,-0.32515
1986-03-01,-0.31684
1986-04-01,-0.22426
1986-05-01,-0.04673
1986-06-01,0.03886
1986-07-01,0.45293
1986-08-01,0.26921
1986-09-01,0.27254
1986-10-01,0.02405
1986-11-01,0.34514
1986-12-01,0.19656
1987-01-01,0.70825
1987-02-01,0.04286
1987-03-01,0.35989
1987-04-01,0.51739
1987-05-01,0.52351
1987-06-01,0.35931
1987-07-01,0.44999
1987-08-01,0.38847
1987-09-01,0.35126
1987-10-01,0.30991
1987-11-01,0.41101
1987-12-01,-0.19529
1988-01-01,0.39296
1988-02-01,-0.28052
1988-03-01,0.58173
1988-04-01,0.75274
1988-05-01,0.19425
1988-06-01,0.35833
1988-07-01,0.48558
1988-08-01,-0.23278
1988-09-01,1.02687
1988-10-01,0.46074
1988-11-01,0.12469
1988-12-01,0.2555
1989-01-01,0.73299
1989-02-01,-0.23483
1989-03-01,0.46977
1989-04-01,0.28737
1989-05-01,0.16381
1989-06-01,0.09986
1989-07-01,0.09172
1989-08-01,-0.43202
1989-09-01,0.47075
1989-10-01,0.53959
1989-11-01,0.42433
1989-12-01,0.34879
1990-01-01,0.26843
1990-02-01,0.58475
1990-03-01,0.54085
1990-04-01,0.08473
1990-05-01,-0.00238
1990-06-01,0.25694
1990-07-01,0.29249
1990-08-01,0.1793
1990-09-01,0.31723
1990-10-01,0.17183
1990-11-01,0.19784
1990-12-01,0.82319
1991-01-01,0.81537
1991-02-01,0.36064
1991-03-01,0.04139
1991-04-01,0.35235
1991-05-01,0.29929
1991-06-01,0.27717
1991-07-01,0.5155
1991-08-01,0.43141
1991-09-01,0.0593
1991-10-01,0.16875
1991-11-01,0.57382
1991-12-01,0.21498
1992-01-01,0.14932
1992-02-01,0.06806
1992-03-01,0.27662
1992-04-01,-0.02117
1992-05-01,0.79779
1992-06-01,0.28861
1992-07-01,0.32276
1992-08-01,0.17749
1992-09-01,0.21946
1992-10-01,0.26133
1992-11-01,0.1593
1992-12-01,0.26633
1993-01-01,0.42472
1993-02-01,0.4313
1993-03-01,0.11183
1993-04-01,0.29299
1993-05-01,0.1553
1993-06-01,-0.0755
1993-07-01,0.20241
1993-08-01,0.16291
1993-09-01,-0.59446
1993-10-01,0.16913
1993-11-01,0.36734
1993-12-01,-0.02593
1994-01-01,-0.17497
1994-02-01,-0.09794
1994-03-01,0.28407
1994-04-01,0.07588
1994-05-01,0.65344
1994-06-01,0.55372
1994-07-01,0.10388
1994-08-01,-0.09331
1994-09-01,0.24743
1994-10-01,0.10477
1994-11-01,-0.02525
1994-12-01,0.07699
1995-01-01,0.20384
1995-02-01,0.04845
1995-03-01,0.22281
1995-04-01,0.21035
1995-05-01,0.20397
1995-06-01,0.11444
1995-07-01,-0.08763
1995-08-01,0.36162
1995-09-01,-0.02785
1995-10-01,0.13924
1995-11-01,0.04354
1995-12-01,0.10479
1996-01-01,0.25149
1996-02-01,-0.04528
1996-03-01,0.29166
1996-04-01,-0.31568
1996-05-01,0.14824
1996-06-01,-0.00713
1996-07-01,-0.000474
1996-08-01,-0.17297
1996-09-01,0.3378
1996-10-01,0.07646
1996-11-01,0.13737
1996-12-01,-0.05339
1997-01-01,0.18773
1997-02-01,0.27339
1997-03-01,-0.15902
1997-04-01,0.33181
1997-05-01,0.0126
1997-06-01,-0.31693
1997-07-01,0.03571
1997-08-01,-0.18343
1997-09-01,0.12465
1997-10-01,0.11022
1997-11-01,-0.05964
1997-12-01,0.00487
1998-01-01,0.10935
1998-02-01,0.27191
1998-03-01,-0.29433
1998-04-01,0.202
1998-05-01,0.3158
1998-06-01,0.04284
1998-07-01,0.28693
1998-08-01,0.67073
1998-09-01,-0.05658
1998-10-01,-0.15767
1998-11-01,0.16308
1998-12-01,1.18746
