"Date","CUURA421SEFV"
1952-12-01,20.8
1953-01-01,20.9
1953-02-01,20.9
1953-03-01,21
1953-04-01,21.1
1953-05-01,21.1
1953-06-01,21.1
1953-07-01,21.1
1953-08-01,21.1
1953-09-01,21.6
1953-10-01,21.6
1953-11-01,21.7
1953-12-01,21.8
1954-01-01,21.8
1954-02-01,21.9
1954-03-01,21.8
1954-04-01,21.7
1954-05-01,21.7
1954-06-01,21.7
1954-07-01,21.8
1954-08-01,21.8
1954-09-01,21.9
1954-10-01,21.9
1954-11-01,21.8
1954-12-01,21.9
1955-01-01,21.9
1955-02-01,21.7
1955-03-01,22
1955-04-01,22.5
1955-05-01,22.6
1955-06-01,22.3
1955-07-01,22.6
1955-08-01,23
1955-09-01,22.8
1955-10-01,23
1955-11-01,23
1955-12-01,23.1
1956-01-01,23.1
1956-02-01,23.2
1956-03-01,23.2
1956-04-01,23.4
1956-05-01,23.6
1956-06-01,23.6
1956-07-01,23.7
1956-08-01,23.7
1956-09-01,23.8
1956-10-01,24.1
1956-11-01,24.2
1956-12-01,24
1957-01-01,24.1
1957-02-01,24.4
1957-03-01,24.5
1957-04-01,24.1
1957-05-01,24.2
1957-06-01,24.2
1957-07-01,24
1957-08-01,24.6
1957-09-01,24.4
1957-10-01,24.6
1957-11-01,24.7
1957-12-01,25
1958-01-01,24.9
1958-02-01,24.9
1958-03-01,25.3
1958-04-01,25.3
1958-05-01,25.5
1958-06-01,25.5
1958-07-01,25.5
1958-08-01,25.6
1958-09-01,25.6
1958-10-01,25.6
1958-11-01,26
1958-12-01,25.9
1959-01-01,25.9
1959-02-01,26
1959-03-01,26.1
1959-04-01,26.2
1959-05-01,26.4
1959-06-01,26.6
1959-07-01,26.7
1959-08-01,26.6
1959-09-01,26.7
1959-10-01,26.7
1959-11-01,26.7
1959-12-01,26.7
1960-01-01,26.7
1960-02-01,26.7
1960-03-01,27
1960-04-01,28.2
1960-05-01,28.3
1960-06-01,28.1
1960-07-01,28.2
1960-08-01,28.1
1960-09-01,28.2
1960-10-01,28.2
1960-11-01,28.2
1960-12-01,28.2
1961-01-01,28.2
1961-02-01,28.2
1961-03-01,28.3
1961-04-01,28.3
1961-05-01,28.4
1961-06-01,28.4
1961-07-01,28.4
1961-08-01,28.4
1961-09-01,28.5
1961-10-01,28.5
1961-11-01,28.6
1961-12-01,28.6
1962-01-01,28.6
1962-02-01,28.5
1962-03-01,28.6
1962-04-01,28.8
1962-05-01,28.7
1962-06-01,29
1962-07-01,29
1962-08-01,29.1
1962-09-01,29.1
1962-10-01,29
1962-11-01,29.1
1962-12-01,29.4
1963-01-01,29.3
1963-02-01,29.5
1963-03-01,29.6
1963-04-01,29.5
1963-05-01,29.6
1963-06-01,29.7
1963-07-01,29.8
1963-08-01,29.8
1963-09-01,30
1963-10-01,29.9
1963-11-01,29.9
1963-12-01,29.9
1964-01-01,29.9
1964-02-01,29.9
1964-03-01,30
1964-04-01,30.1
1964-05-01,30.1
1964-06-01,30.2
1964-07-01,30.3
1964-08-01,30.3
1964-09-01,30.4
1964-10-01,30.4
1964-11-01,30.4
1964-12-01,30.4
1965-01-01,30.7
1965-02-01,30.9
1965-03-01,30.9
1965-04-01,31.1
1965-05-01,31.2
1965-06-01,31.2
1965-07-01,31.3
1965-08-01,31.4
1965-09-01,31.4
1965-10-01,31.5
1965-11-01,31.6
1965-12-01,31.6
1966-01-01,31.6
1966-02-01,31.6
1966-03-01,31.6
1966-04-01,31.6
1966-05-01,31.8
1966-06-01,31.9
1966-07-01,32.2
1966-08-01,32.1
1966-09-01,NA
1966-10-01,32.4
1966-11-01,32.5
1966-12-01,32.7
1967-01-01,32.7
1967-02-01,32.8
1967-03-01,32.9
1967-04-01,32.9
1967-05-01,32.9
1967-06-01,33.1
1967-07-01,33.3
1967-08-01,33.8
1967-09-01,33.8
1967-10-01,34
1967-11-01,34.2
1967-12-01,34.3
1968-01-01,34.3
1968-02-01,34.4
1968-03-01,34.4
1968-04-01,34.5
1968-05-01,34.6
1968-06-01,34.8
1968-07-01,35
1968-08-01,35.2
1968-09-01,35.3
1968-10-01,35.5
1968-11-01,35.5
1968-12-01,35.6
1969-01-01,35.6
1969-02-01,35.7
1969-03-01,35.7
1969-04-01,35.8
1969-05-01,35.9
1969-06-01,36
1969-07-01,36.2
1969-08-01,36.6
1969-09-01,36.9
1969-10-01,37.1
1969-11-01,37
1969-12-01,37.2
1970-01-01,37.3
1970-02-01,37.5
1970-03-01,37.5
1970-04-01,37.9
1970-05-01,37.9
1970-06-01,37.9
1970-07-01,38.1
1970-08-01,38.2
1970-09-01,38.3
1970-10-01,38.4
1970-11-01,38.5
1970-12-01,38.6
1971-01-01,38.8
1971-02-01,38.8
1971-03-01,38.9
1971-04-01,39.1
1971-05-01,39.2
1971-06-01,39.3
1971-07-01,39.4
1971-08-01,39.8
1971-09-01,39.9
1971-10-01,39.9
1971-11-01,39.9
1971-12-01,39.9
1972-01-01,40.4
1972-02-01,40.4
1972-03-01,40.7
1972-04-01,40.9
1972-05-01,40.9
1972-06-01,41
1972-07-01,41
1972-08-01,41.1
1972-09-01,41.3
1972-10-01,41.4
1972-11-01,41.5
1972-12-01,41.6
1973-01-01,41.6
1973-02-01,41.8
1973-03-01,42.1
1973-04-01,42.7
1973-05-01,43.5
1973-06-01,43.9
1973-07-01,44.7
1973-08-01,44.9
1973-09-01,45.4
1973-10-01,46.4
1973-11-01,47
1973-12-01,47.5
1974-01-01,47.8
1974-02-01,47.8
1974-03-01,48.2
1974-04-01,49.4
1974-05-01,49.5
1974-06-01,49.7
1974-07-01,50.2
1974-08-01,50.4
1974-09-01,50.7
1974-10-01,50.9
1974-11-01,52
1974-12-01,52.3
1975-01-01,52.8
1975-02-01,52.9
1975-03-01,53
1975-04-01,53.7
1975-05-01,53.9
1975-06-01,54.1
1975-07-01,54.7
1975-08-01,55.1
1975-09-01,55.5
1975-10-01,56
1975-11-01,56.4
1975-12-01,56.5
1976-01-01,56.8
1976-02-01,57
1976-03-01,57.5
1976-04-01,57.8
1976-05-01,58
1976-06-01,58.4
1976-07-01,59.1
1976-08-01,59.3
1976-09-01,59.5
1976-10-01,59.7
1976-11-01,60.2
1976-12-01,60.6
1977-01-01,60.9
1977-02-01,61.2
1977-03-01,61.3
1977-04-01,63
1977-05-01,63.2
1977-06-01,63.5
1977-07-01,64
1977-08-01,64.2
1977-09-01,64.6
1977-10-01,64.8
1977-11-01,65.1
1977-12-01,65.1
1978-01-01,65.3
1978-02-01,66.9
1978-03-01,68.1
1978-04-01,68.7
1978-05-01,68.8
1978-06-01,70
1978-07-01,70.4
1978-08-01,71.4
1978-09-01,71.4
1978-10-01,71.5
1978-11-01,72.1
1978-12-01,73.3
1979-01-01,74
1979-02-01,75.6
1979-03-01,76.1
1979-04-01,76.8
1979-05-01,77.3
1979-06-01,77.4
1979-07-01,77.5
1979-08-01,77.8
1979-09-01,78
1979-10-01,78.1
1979-11-01,78.7
1979-12-01,79
1980-01-01,79.8
1980-02-01,79.8
1980-03-01,80.1
1980-04-01,80.4
1980-05-01,82
1980-06-01,82.7
1980-07-01,83.2
1980-08-01,83.2
1980-09-01,84.8
1980-10-01,85
1980-11-01,85
1980-12-01,85.4
1981-01-01,85.4
1981-02-01,88.5
1981-03-01,88.9
1981-04-01,88.8
1981-05-01,88.9
1981-06-01,88.9
1981-07-01,89.4
1981-08-01,89.7
1981-09-01,90.3
1981-10-01,90.7
1981-11-01,90.8
1981-12-01,90.8
1982-01-01,91.2
1982-02-01,91.8
1982-03-01,92.7
1982-04-01,93.2
1982-05-01,93.8
1982-06-01,94.5
1982-07-01,96
1982-08-01,96.5
1982-09-01,97
1982-10-01,97.6
1982-11-01,97.7
1982-12-01,97.7
1983-01-01,99
1983-02-01,99.2
1983-03-01,99.8
1983-04-01,99.9
1983-05-01,100.1
1983-06-01,100.9
1983-07-01,101.2
1983-08-01,101.3
1983-09-01,101.3
1983-10-01,101.8
1983-11-01,101.5
1983-12-01,101.8
1984-01-01,102.5
1984-02-01,102.9
1984-03-01,103.3
1984-04-01,103.4
1984-05-01,104
1984-06-01,104.2
1984-07-01,105.1
1984-08-01,105.4
1984-09-01,105.4
1984-10-01,105.3
1984-11-01,105.4
1984-12-01,105.6
1985-01-01,105.4
1985-02-01,105.6
1985-03-01,105.7
1985-04-01,106.5
1985-05-01,107.1
1985-06-01,108.9
1985-07-01,108.9
1985-08-01,109.1
1985-09-01,109.2
1985-10-01,109.2
1985-11-01,109.2
1985-12-01,109.4
1986-01-01,109.6
1986-02-01,110.1
1986-03-01,110.3
1986-04-01,110.5
1986-05-01,110.6
1986-06-01,111.4
1986-07-01,111.6
1986-08-01,111.7
1986-09-01,111.6
1986-10-01,112
1986-11-01,113.3
1986-12-01,113.6
1987-01-01,113.3
1987-02-01,112.6
1987-03-01,112.9
1987-04-01,112.6
1987-05-01,113
1987-06-01,113.5
1987-07-01,113.7
1987-08-01,113.7
1987-09-01,113.2
1987-10-01,113.3
1987-11-01,113.3
1987-12-01,113.3
1988-01-01,113.3
1988-02-01,113.7
1988-03-01,114.1
1988-04-01,114.6
1988-05-01,114.8
1988-06-01,115
1988-07-01,117.5
1988-08-01,118.9
1988-09-01,119
1988-10-01,119.1
1988-11-01,119.2
1988-12-01,120.2
1989-01-01,121.1
1989-02-01,121.4
1989-03-01,121.4
1989-04-01,122.2
1989-05-01,122.8
1989-06-01,123
1989-07-01,123.5
1989-08-01,123.9
1989-09-01,125.4
1989-10-01,125.8
1989-11-01,125.9
1989-12-01,126.3
1990-01-01,127
1990-02-01,127.5
1990-03-01,127.5
1990-04-01,128
1990-05-01,128.2
1990-06-01,129
1990-07-01,129.3
1990-08-01,129.5
1990-09-01,130.2
1990-10-01,130.2
1990-11-01,130.8
1990-12-01,131.4
1991-01-01,130.7
1991-02-01,130.5
1991-03-01,130.9
1991-04-01,131.9
1991-05-01,132.3
1991-06-01,132.7
1991-07-01,134.1
1991-08-01,134.2
1991-09-01,134.7
1991-10-01,134.7
1991-11-01,135
1991-12-01,135.8
1992-01-01,136.1
1992-02-01,136
1992-03-01,136.3
1992-04-01,136.6
1992-05-01,136.7
1992-06-01,136.9
1992-07-01,137
1992-08-01,137
1992-09-01,137.3
1992-10-01,137.4
1992-11-01,137.5
1992-12-01,138.1
1993-01-01,138
1993-02-01,138.4
1993-03-01,138.4
1993-04-01,139
1993-05-01,139.4
1993-06-01,139.7
1993-07-01,139.7
1993-08-01,139.6
1993-09-01,139.7
1993-10-01,139.7
1993-11-01,139.8
1993-12-01,140.3
1994-01-01,140.3
1994-02-01,140.5
1994-03-01,140.7
1994-04-01,140.8
1994-05-01,140.5
1994-06-01,140.6
1994-07-01,140.7
1994-08-01,141.3
1994-09-01,141.2
1994-10-01,141.7
1994-11-01,141.8
1994-12-01,142
1995-01-01,142.5
1995-02-01,143.1
1995-03-01,143.5
1995-04-01,143.2
1995-05-01,143.3
1995-06-01,143.1
1995-07-01,143.3
1995-08-01,143.3
1995-09-01,143.9
1995-10-01,144.4
1995-11-01,144.5
1995-12-01,144.6
1996-01-01,144.7
1996-02-01,145
1996-03-01,144.9
1996-04-01,145.2
