"Date","CUURA320SAF11"
1977-11-01,66.4
1977-12-01,66.9
1978-01-01,67.2
1978-02-01,68.5
1978-03-01,69.5
1978-04-01,70.4
1978-05-01,71.5
1978-06-01,72.7
1978-07-01,73.7
1978-08-01,74.5
1978-09-01,73.8
1978-10-01,74.5
1978-11-01,74.7
1978-12-01,74.9
1979-01-01,76.8
1979-02-01,78.8
1979-03-01,79.9
1979-04-01,80.2
1979-05-01,80.5
1979-06-01,81.7
1979-07-01,82.7
1979-08-01,83.2
1979-09-01,83
1979-10-01,82.9
1979-11-01,82.4
1979-12-01,83.1
1980-01-01,84.4
1980-02-01,84.2
1980-03-01,84.8
1980-04-01,85.3
1980-05-01,85.5
1980-06-01,86.4
1980-07-01,87.4
1980-08-01,89.8
1980-09-01,90.5
1980-10-01,91.2
1980-11-01,92.2
1980-12-01,91.5
1981-01-01,93.1
1981-02-01,92.9
1981-03-01,93.2
1981-04-01,93.3
1981-05-01,93.7
1981-06-01,93.5
1981-07-01,94.4
1981-08-01,95.1
1981-09-01,96.2
1981-10-01,95.7
1981-11-01,95.5
1981-12-01,95.1
1982-01-01,95.2
1982-02-01,96.1
1982-03-01,96.5
1982-04-01,97
1982-05-01,97.6
1982-06-01,98.4
1982-07-01,98.8
1982-08-01,98
1982-09-01,99
1982-10-01,97.6
1982-11-01,97.6
1982-12-01,96.5
1983-01-01,97.3
1983-02-01,97.8
1983-03-01,98.7
1983-04-01,98.8
1983-05-01,98.7
1983-06-01,98.4
1983-07-01,98.6
1983-08-01,99.8
1983-09-01,100
1983-10-01,100.6
1983-11-01,99.7
1983-12-01,100.5
1984-01-01,104.3
1984-02-01,103.7
1984-03-01,104.5
1984-04-01,103
1984-05-01,102.1
1984-06-01,102.1
1984-07-01,103.1
1984-08-01,104.3
1984-09-01,103.6
1984-10-01,104.3
1984-11-01,104.1
1984-12-01,103.6
1985-01-01,103.7
1985-02-01,106.2
1985-03-01,105.2
1985-04-01,104.5
1985-05-01,102.6
1985-06-01,102.3
1985-07-01,103.1
1985-08-01,103.6
1985-09-01,102.4
1985-10-01,102.9
1985-11-01,103.3
1985-12-01,103.9
1986-01-01,105.5
1986-02-01,105.3
1986-03-01,106.3
1986-04-01,106.9
1986-05-01,106.4
1986-06-01,105.4
1986-07-01,105.1
1986-08-01,107.5
1986-09-01,107.6
1986-10-01,108.4
1986-11-01,107.9
1986-12-01,108.5
1987-01-01,109.4
1987-02-01,110.6
1987-03-01,110.2
1987-04-01,110.3
1987-05-01,111.4
1987-06-01,111.1
1987-07-01,110.4
1987-08-01,111
1987-09-01,109.8
1987-10-01,109.9
1987-11-01,108.7
1987-12-01,109.4
1988-01-01,110.2
1988-02-01,112.2
1988-03-01,112.6
1988-04-01,110.5
1988-05-01,112.2
1988-06-01,112.9
1988-07-01,113.8
1988-08-01,113.8
1988-09-01,118.4
1988-10-01,117.7
1988-11-01,119.3
1988-12-01,121.4
1989-01-01,119.9
1989-02-01,121.7
1989-03-01,121.4
1989-04-01,124.1
1989-05-01,123.1
1989-06-01,123
1989-07-01,126.8
1989-08-01,125.6
1989-09-01,125.1
1989-10-01,126.2
1989-11-01,127.8
1989-12-01,131.5
1990-01-01,138.1
1990-02-01,139
1990-03-01,137.1
1990-04-01,136.9
1990-05-01,129.7
1990-06-01,130.5
1990-07-01,131
1990-08-01,130.2
1990-09-01,130.9
1990-10-01,132
1990-11-01,134.7
1990-12-01,132.7
1991-01-01,132.8
1991-02-01,136.5
1991-03-01,135.7
1991-04-01,136.7
1991-05-01,134.8
1991-06-01,138.4
1991-07-01,134.8
1991-08-01,133.6
1991-09-01,133.2
1991-10-01,131.7
1991-11-01,130.8
1991-12-01,130.9
1992-01-01,132.1
1992-02-01,133.6
1992-03-01,134.9
1992-04-01,133.2
1992-05-01,131.3
1992-06-01,130.8
1992-07-01,131.7
1992-08-01,133.6
1992-09-01,136.1
1992-10-01,134.5
1992-11-01,136.8
1992-12-01,134.6
1993-01-01,138.8
1993-02-01,143.3
1993-03-01,140.4
1993-04-01,138.2
1993-05-01,140.8
1993-06-01,138.4
1993-07-01,138.8
1993-08-01,143.1
1993-09-01,141.4
1993-10-01,143.4
1993-11-01,145.4
1993-12-01,148.7
1994-01-01,148
1994-02-01,148.5
1994-03-01,148.2
1994-04-01,146.6
1994-05-01,148.6
1994-06-01,148.3
1994-07-01,147.8
1994-08-01,150.1
1994-09-01,148.2
